dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate,acc
airlines,OzaBagExecutorMAXChunk,25,4,50,170,25326.0,599.2899780273438,759.0,42.260009765625,63.63744263332806
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,25,251,35484.0,599.5150146484375,241.0,59.187843322753906,73.22259510984517
elecNormNew,OzaBagExecutorMAXChunk,25,4,25,1664,45145.0,60.185001373291016,23.0,750.1038208007812,79.74734042553192
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,207,20727.0,599.2849731445312,7858.0,34.58621597290039,58.30820190834034
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,169,16327.0,599.260986328125,10191.0,27.245223999023438,80.33107980034119
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,1496,45312.0,212.14199829101562,1300.0,213.59278869628906,77.38775328037133
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,1709,150000.0,312.2640075683594,59.0,480.3627624511719,93.48982994331443
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,295,35361.0,599.5139770507812,460.0,58.9827766418457,93.43830534394382
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,500,283,49122.0,599.322998046875,3760.0,81.96247863769531,78.9580848175723
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,2263,150000.0,277.3630065917969,541.0,540.8074951171875,93.36254180602008
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,25,1496,45312.0,62.15299987792969,24.0,729.0396118164062,80.70086338242763
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,251,37018.0,599.3189697265625,18430.0,61.76677322387695,66.24021931578045
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,1208,45312.0,303.16900634765625,7276.0,149.461181640625,76.43378278537126
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,540,86286.0,599.3179931640625,8261.0,143.97364807128906,93.52205585743776
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,169,31100.0,599.27099609375,23171.0,51.89638900756836,77.36769759450172
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,207,29198.0,599.31298828125,23931.0,48.7191162109375,60.22133980439738
elecNormNew,LBagExecutorMAXChunk,25,4,2000,524,45312.0,393.22100830078125,9717.0,115.23291015625,75.73189878093831
GMSC,OzaBagExecutorMAXChunk,25,4,2000,2260,150000.0,380.65301513671875,2844.0,394.0596618652344,93.47635135135135
airlines,OzaBagASHTExecutorMAXChunk,25,4,50,177,27465.0,599.3090209960938,622.0,45.82777786254883,65.07386467262447
elecNormNew,LBagExecutorMAXChunk,25,4,500,524,45312.0,280.18798828125,1765.0,161.72000122070312,77.95010265107561
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,295,33158.0,599.3040161132812,19605.0,55.327510833740234,93.49765710250979
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,251,37878.0,599.3319702148438,4774.0,63.20036697387695,70.18031997431645
GMSC,OzaBagExecutorMAXChunk,25,4,500,2260,150000.0,275.3299865722656,556.0,544.80078125,93.55986622073578
GMSC,OzaBagASHTExecutorMAXChunk,25,4,25,2263,150000.0,208.50399780273438,21.0,719.41064453125,93.38623103850642
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,500,69,9000.0,604.9749755859375,23015.0,14.87664794921875,65.09411764705882
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,1664,45312.0,62.08599853515625,1843.0,729.826416015625,75.66725157000369
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,1709,150000.0,520.7630004882812,3887.0,288.0389099121094,93.48378378378378
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,25,295,41300.0,599.35498046875,194.0,68.90740966796875,93.43912780133252
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,68,12450.0,599.2789916992188,62861.0,20.774965286254883,50.97607655502392
GMSC,LBagExecutorMAXChunk,25,4,2000,716,114315.0,599.3519897460938,6108.0,190.73098754882812,93.51912033121133
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,251,35826.0,599.3060302734375,478.0,59.77914047241211,73.23345259391772
airlines,OzaBagExecutorMAXChunk,25,4,25,170,24193.0,599.2839965820312,373.0,40.369842529296875,63.59649122807017
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,500,1709,150000.0,401.4460144042969,734.0,373.64923095703125,93.49632107023412
airlines,OzaBagASHTExecutorMAXChunk,25,4,25,177,24699.0,599.27001953125,348.0,41.215145111083984,64.78479370997812
airlines,OzaBagASHTExecutorMAXChunk,25,4,2000,177,31264.0,599.3400268554688,22873.0,52.16404342651367,63.726763258611264
airlines,LBagExecutorMAXChunk,25,4,500,46,6907.0,599.2540283203125,26799.0,11.525997161865234,62.22881223661621
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,25,1208,45312.0,72.24299621582031,27.0,627.2164916992188,80.77373197606377
airlines,OzaBagExecutorMAXChunk,25,4,2000,170,19699.0,599.2570190429688,37124.0,32.872371673583984,61.5288999378496
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,68,12000.0,601.2849731445312,14920.0,19.957258224487305,59.417391304347824
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,316,45312.0,426.26800537109375,2815.0,106.29932403564453,78.50352584129251
airlines,LBagExecutorMAXChunk,25,4,2000,46,5332.0,599.2529907226562,112914.0,8.897744178771973,60.50420168067227
GMSC,OzaBagExecutorMAXChunk,25,4,50,2260,150000.0,189.30799865722656,40.0,792.3595581054688,93.4864954984995
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,1664,45312.0,57.263999938964844,415.0,791.282470703125,77.26501829867
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,25,316,40591.0,599.5800170898438,199.0,67.69905090332031,81.38588966129271
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,1496,45312.0,247.1820068359375,5815.0,183.31431579589844,76.21213520502401
covtypeNorm,OzaBagExecutorMAXChunk,25,4,25,288,39162.0,599.3560180664062,217.0,65.34012603759766,74.57648772261543
airlines,OzaBagAdwinExecutorMAXChunk,25,4,500,170,25778.0,599.291015625,6883.0,43.01416015625,64.76382625207691
GMSC,LBagExecutorMAXChunk,25,4,500,716,119218.0,599.5750122070312,1436.0,198.83750915527344,93.48119072086793
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,25,283,43091.0,599.4619750976562,201.0,71.8827896118164,79.98421028189291
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,169,23421.0,599.4240112304688,717.0,39.072509765625,82.68366779341919
GMSC,OzaBagASHTExecutorMAXChunk,25,4,50,2263,150000.0,304.5469970703125,56.0,492.5348205566406,93.36312104034678
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,150,22125.0,599.3070068359375,30517.0,36.917640686035156,59.32422360248447
airlines,OzaBagASHTExecutorMAXChunk,25,4,500,177,24954.0,599.27197265625,7216.0,41.640525817871094,64.5702134620103
airlines,OzaBagAdwinExecutorMAXChunk,25,4,50,170,28415.0,599.5139770507812,618.0,47.396724700927734,67.39996474528468
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,1208,45312.0,143.12399291992188,95.0,316.5926208496094,79.8572754186735
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,66,9320.0,599.2529907226562,68395.0,15.552696228027344,61.17486338797814
covtypeNorm,OzaBagExecutorMAXChunk,25,4,2000,288,33613.0,599.3170166015625,20362.0,56.08551025390625,64.14133426122164
GMSC,LBagExecutorMAXChunk,25,4,25,716,66559.0,599.3670043945312,119.0,111.04882049560547,93.35828298313645
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,2263,150000.0,196.5030059814453,1610.0,763.3471069335938,93.36486486486486
covtypeNorm,LBagExecutorMAXChunk,25,4,25,150,21173.0,599.2169799804688,408.0,35.33444595336914,76.83468885946661
GMSC,OzaBagExecutorMAXChunk,25,4,25,2260,150000.0,231.36199951171875,24.0,648.3346557617188,93.47357892982163
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,540,77614.0,599.3720092773438,213.0,129.49220275878906,93.47248723634675
elecNormNew,LBagExecutorMAXChunk,25,4,25,524,45312.0,500.3219909667969,149.0,90.565673828125,83.631064102281
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,25,207,21323.0,599.3040161132812,395.0,35.57960510253906,75.044605127242
airlines,OzaBagAdwinExecutorMAXChunk,25,4,25,170,18850.0,599.3770141601562,436.0,31.449321746826172,64.62682602921646
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,1496,45312.0,64.20800018310547,48.0,705.7064819335938,79.50377800362335
