dataset,algorithm,batch_size,JPI_normalized,delay_normalized
elecNormNew,StreamingRandomPatches,25,0.056930457577746264,0.000556281625950873
elecNormNew,OzaBagAdwin,25,0.0021844903682565675,2.1782111859522132e-05
elecNormNew,OzaBagAdwin,25,0.00305387261415708,3.015984719010757e-05
elecNormNew,OzaBagAdwin,25,0.012311549215670896,0.0001172882946281961
elecNormNew,OzaBagASHT,25,0.0015174604420753652,1.3404376528936698e-05
elecNormNew,OzaBagASHT,25,0.00180070703421695,1.6755470661170873e-05
elecNormNew,OzaBagASHT,25,0.006346968746708942,5.864414731409805e-05
elecNormNew,OzaBag,25,0.0015134555055605864,1.3404376528936698e-05
elecNormNew,OzaBag,25,0.0018383280381187915,1.6755470661170873e-05
elecNormNew,OzaBag,25,0.006337709955091121,5.864414731409805e-05
covtypeNorm,AdaptiveRandomForest,25,0.004837666353142393,5.529305318186388e-05
covtypeNorm,AdaptiveRandomForest,25,0.00747849530494501,8.042625917362019e-05
covtypeNorm,AdaptiveRandomForest,25,0.03337298422083349,0.0003284072249589491
covtypeNorm,LBag,25,0.006999452750761159,7.707516504138601e-05
covtypeNorm,LBag,25,0.01083521637425684,0.00012231493582654738
covtypeNorm,LBag,25,0.049337424761542424,0.0004741798197111357
covtypeNorm,StreamingRandomPatches,25,0.01671033889028441,0.00018095908314064542
covtypeNorm,StreamingRandomPatches,25,0.026639814089089196,0.00021279447739687006
covtypeNorm,StreamingRandomPatches,25,0.09988387278514939,0.0009433329982239201
covtypeNorm,OzaBagAdwin,25,0.004868067639261976,5.864414731409805e-05
covtypeNorm,OzaBagAdwin,25,0.00784591847512794,8.377735330585436e-05
covtypeNorm,OzaBagAdwin,25,0.03608526025224487,0.00031165175429777824
covtypeNorm,OzaBagASHT,25,0.001396809388955754,1.5079923595053785e-05
covtypeNorm,OzaBagASHT,25,0.0022301400855290246,2.1782111859522132e-05
covtypeNorm,OzaBagASHT,25,0.009669745078560554,9.21550886364398e-05
covtypeNorm,OzaBag,25,0.0013624591989696046,1.5079923595053785e-05
covtypeNorm,OzaBag,25,0.002252183364375811,2.345765892563922e-05
covtypeNorm,OzaBag,25,0.009741048150198328,9.383063570255688e-05
airlines,AdaptiveRandomForest,50,0.046961491451968776,0.0010840789517777554
airlines,AdaptiveRandomForest,50,0.050288024887677356,0.0011628296638852586
airlines,AdaptiveRandomForest,50,0.13785378330121148,0.002809892429878355
airlines,LBag,50,0.0483276333927857,0.0010354880868603598
airlines,LBag,50,0.05005538728899252,0.0010824034047116383
airlines,LBag,50,0.13736666184048926,0.002612177876076539
airlines,StreamingRandomPatches,50,0.0573721408889519,0.0012951978821085085
airlines,StreamingRandomPatches,50,0.05902016855764039,0.0013588686706209577
airlines,StreamingRandomPatches,50,0.14180089457047285,0.0030009047954157033
