dataset,algorithm,batch_size,JPI_normalized,delay_normalized
GMSC,LBag,2000,0.002292416436514946,0.0026021245936798366
GMSC,LBag,2000,0.008886973060791966,0.009424952246908615
GMSC,StreamingRandomPatches,2000,0.0037733398003437168,0.003845380516738715
GMSC,StreamingRandomPatches,2000,0.0052688446815728224,0.006055427096947153
GMSC,StreamingRandomPatches,2000,0.022909476473477224,0.021808920612580007
GMSC,OzaBagAdwin,2000,0.0008990762887469024,0.0009064709627693442
GMSC,OzaBagAdwin,2000,0.0011427932926102687,0.0012901712409101572
GMSC,OzaBagAdwin,2000,0.004449951369689762,0.004512248249053316
GMSC,OzaBagASHT,2000,0.0005338953677975722,0.0004926108374384236
GMSC,OzaBagASHT,2000,0.0005985236362441676,0.0006249790556616735
GMSC,OzaBagASHT,2000,0.002121881938020955,0.002225126503803492
GMSC,OzaBag,2000,0.000460004354368223,0.0004490466137193794
GMSC,OzaBag,2000,0.0006685453045757653,0.0006802721088435374
GMSC,OzaBag,2000,0.0022639604231520496,0.002340739251365571
elecNormNew,AdaptiveRandomForest,2000,0.004463167430289214,0.004646292014342683
elecNormNew,AdaptiveRandomForest,2000,0.005967054501799884,0.006556415669716162
elecNormNew,AdaptiveRandomForest,2000,0.02396396571788149,0.025280654133574613
elecNormNew,LBag,2000,0.003000971298920759,0.002960691665828893
elecNormNew,LBag,2000,0.003872337166791217,0.0041084414061190976
elecNormNew,LBag,2000,0.014226188435502532,0.014309171944639924
elecNormNew,StreamingRandomPatches,2000,0.007456968947023388,0.0076153614155021615
elecNormNew,StreamingRandomPatches,2000,0.010277985186420584,0.01159143460339801
elecNormNew,StreamingRandomPatches,2000,0.0390926875909484,0.04242317616701853
elecNormNew,OzaBagAdwin,2000,0.0016962586622883973,0.001575014242150062
elecNormNew,OzaBagAdwin,2000,0.0022723000119126684,0.002261988539258068
elecNormNew,OzaBagAdwin,2000,0.007847761971010253,0.007640494621493917
elecNormNew,OzaBagASHT,2000,0.0011999162326230208,0.0010304614456620087
elecNormNew,OzaBagASHT,2000,0.0015459673112096523,0.001327033276364733
elecNormNew,OzaBagASHT,2000,0.004463419335339222,0.00446365738413592
elecNormNew,OzaBag,2000,0.001290058224818336,0.00111591434603398
elecNormNew,OzaBag,2000,0.0013512361597122792,0.0013437887470259039
elecNormNew,OzaBag,2000,0.0045822330281726446,0.00453905700211119
covtypeNorm,AdaptiveRandomForest,2000,0.0035745093661695027,0.003821922857813076
covtypeNorm,AdaptiveRandomForest,2000,0.005151866365974545,0.005839281525418049
covtypeNorm,AdaptiveRandomForest,2000,0.020028295650217055,0.020550584765926076
covtypeNorm,LBag,2000,0.004848898196001234,0.005376830535169733
covtypeNorm,LBag,2000,0.007754473317277246,0.008453134948560705
covtypeNorm,LBag,2000,0.02959772603027099,0.03044301464428136
covtypeNorm,StreamingRandomPatches,2000,0.013606994195989647,0.014790053952615529
covtypeNorm,StreamingRandomPatches,2000,0.019841837633970755,0.020208773164438188
covtypeNorm,StreamingRandomPatches,2000,0.11299462357501248,0.07206695486076203
covtypeNorm,OzaBagAdwin,2000,0.0027237812530825525,0.0030997620723166113
covtypeNorm,OzaBagAdwin,2000,0.004315103344012413,0.005038370027814081
covtypeNorm,OzaBagAdwin,2000,0.019935417037791867,0.019813344056834558
covtypeNorm,OzaBagASHT,2000,0.0009839559513311784,0.001077376763513287
covtypeNorm,OzaBagASHT,2000,0.0014503778635383895,0.0016185784658691062
covtypeNorm,OzaBagASHT,2000,0.006095637506711762,0.006127475620790188
covtypeNorm,OzaBag,2000,0.000942542686177732,0.0010204081632653062
covtypeNorm,OzaBag,2000,0.00134412866247693,0.001558258771488891
covtypeNorm,OzaBag,2000,0.005520737602053007,0.005727019871988204
