dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate,acc
covtypeNorm,StreamingRandomPatchesExecutorRUNPER,25,4,1,12,1200.0,119.9530029296875,45.0,10.003917694091797,74.75
covtypeNorm,LeveragingBag,25,1,1,146,15463.0,120.00399780273438,4132.0,128.85403442382812,74.12533143633189
airlines,OzaBagAdwinExecutorRUNPER,25,4,1,205,17307.0,120.02799987792969,8826.0,144.1913604736328,63.280753452360315
elecNormNew,StreamingRandomPatchesExecutorRUNPER,25,4,1,229,26955.0,119.97200012207031,889.0,224.67742919921875,90.2689667965127
airlines,OzaBag,25,1,1,402,14720.0,120.03500366210938,18234.0,122.63089752197266,62.989130434782616
GMSC,OzaBag,25,1,1,184,21564.0,119.83000183105469,14.0,179.95494079589844,93.55407160081619
covtypeNorm,AdaptiveRandomForestExecutorRUNPER,25,4,1,200,23960.0,119.9209976196289,373.0,199.79820251464844,79.59933222036727
GMSC,OzaBagAdwinExecutorRUNPER,25,4,1,1578,149599.0,95.55699920654297,1232.0,1565.5472412109375,93.521347067828
covtypeNorm,LBagExecutorRUNPER,25,4,1,29,3000.0,119.98100280761719,31.0,25.003957748413086,71.56666666666666
airlines,OzaBagASHT,25,1,1,499,14770.0,120.0009994506836,24678.0,123.08230590820312,63.87271496276236
GMSC,OzaBagASHT,25,1,1,191,22762.0,119.84500122070312,15.0,189.92864990234375,93.55065459977155
GMSC,OzaBagASHT,25,1,1,959,114218.0,119.9280014038086,69.0,952.3880615234375,93.35656376403018
airlines,LeveragingBag,25,1,1,75,4345.0,120.01399993896484,11015.0,36.20410919189453,66.95051783659378
covtypeNorm,OzaBag,25,1,1,217,25754.0,120.00199890136719,181.0,214.61309814453125,71.4374466102353
airlines,LBagExecutorRUNPER,25,4,1,75,7282.0,120.68800354003906,1942.0,60.337398529052734,62.963471573743476
covtypeNorm,OzaBagAdwinExecutorRUNPER,25,4,1,42,4796.0,120.00499725341797,31.0,39.965003967285156,73.7281067556297
elecNormNew,StreamingRandomPatchesExecutorRUNPER,25,4,1,25,3000.0,119.97799682617188,20.0,25.00458526611328,92.06666666666666
GMSC,LBagExecutorRUNPER,25,4,1,90,10783.0,120.00399780273438,20.0,89.85533905029297,93.28572753408142
covtypeNorm,StreamingRandomPatchesExecutorRUNPER,25,4,1,108,12435.0,120.00199890136719,1370.0,103.62327575683594,81.41535987133092
covtypeNorm,OzaBagAdwin,25,1,1,379,23513.0,120.00199890136719,13020.0,195.9384002685547,76.82133287968358
elecNormNew,StreamingRandomPatches,25,1,1,25,3000.0,119.98699951171875,32.0,25.002708435058594,92.26666666666667
airlines,OzaBag,25,1,1,80,9584.0,120.0009994506836,421.0,79.86600494384766,64.04424040066779
GMSC,StreamingRandomPatchesExecutorRUNPER,25,4,1,301,35938.0,120.00199890136719,383.0,299.47833251953125,93.51382937280871
elecNormNew,LBagExecutorRUNPER,25,4,1,68,7788.0,120.00800323486328,16.0,64.89567565917969,91.23009758602979
GMSC,StreamingRandomPatchesExecutorRUNPER,25,4,1,167,19767.0,119.89099884033203,133.0,164.874755859375,93.58020943997572
elecNormNew,OzaBagASHTExecutorRUNPER,25,4,1,1211,44185.0,37.60200119018555,1419.0,1175.0704345703125,84.04888536833766
elecNormNew,AdaptiveRandomForestSequential,25,1,1,43,4797.0,120.0009994506836,26.0,39.974666595458984,89.03481342505732
elecNormNew,OzaBagExecutorRUNPER,25,4,1,1250,43639.0,36.41600036621094,1210.0,1198.346923828125,83.00831824743922
covtypeNorm,StreamingRandomPatches,25,1,1,60,7171.0,120.02300262451172,263.0,59.74687957763672,82.13638265234974
elecNormNew,OzaBag,25,1,1,694,45312.0,65.84500122070312,119.0,688.1615600585938,82.48366878531074
airlines,OzaBagAdwin,25,1,1,114,12775.0,120.00499725341797,859.0,106.45390319824219,63.73385518590998
airlines,OzaBagExecutorRUNPER,25,4,1,724,16656.0,120.625,24621.0,138.08082580566406,61.67747358309318
covtypeNorm,LeveragingBag,25,1,1,264,15424.0,120.00599670410156,16842.0,128.52691650390625,74.0728734439834
GMSC,OzaBag,25,1,1,1663,150000.0,90.5530014038086,213.0,1656.4884033203125,93.446
covtypeNorm,OzaBagASHTExecutorRUNPER,25,4,1,388,36904.0,120.0009994506836,7433.0,307.53076171875,75.81292000867114
covtypeNorm,OzaBagAdwinExecutorRUNPER,25,4,1,379,37362.0,120.0009994506836,7441.0,311.347412109375,81.0395589101226
covtypeNorm,OzaBag,25,1,1,390,32605.0,120.00199890136719,8300.0,271.70379638671875,73.15135715381076
airlines,OzaBagAdwin,25,1,1,22,2398.0,119.96399688720703,32.0,19.989330291748047,72.72727272727273
GMSC,OzaBagAdwin,25,1,1,1578,150000.0,95.52100372314453,440.0,1570.335205078125,93.446
GMSC,LBagExecutorRUNPER,25,4,1,814,96785.0,120.00199890136719,1154.0,806.5282592773438,93.50209226636359
GMSC,StreamingRandomPatches,25,1,1,167,19767.0,119.93900299072266,187.0,164.80877685546875,93.59032731319876
elecNormNew,StreamingRandomPatchesExecutorRUNPER,25,4,1,127,14975.0,119.91200256347656,158.0,124.88324737548828,91.23205342237061
GMSC,OzaBagAdwinExecutorRUNPER,25,4,1,175,20965.0,119.85199737548828,20.0,174.924072265625,93.61316479847365
covtypeNorm,OzaBagAdwin,25,1,1,210,24282.0,120.0009994506836,5514.0,202.3483123779297,76.88411168766987
GMSC,StreamingRandomPatches,25,1,1,301,35679.0,120.00599670410156,2015.0,297.3101501464844,93.51158945037697
elecNormNew,LeveragingBag,25,1,1,620,44200.0,86.0989990234375,5475.0,513.362548828125,89.78054298642533
GMSC,OzaBagExecutorRUNPER,25,4,1,184,21564.0,119.86599731445312,17.0,179.90089416503906,93.63290669634577
covtypeNorm,AdaptiveRandomForestExecutorRUNPER,25,4,1,361,42105.0,120.0009994506836,2867.0,350.8720703125,85.93991212445079
airlines,StreamingRandomPatchesExecutorRUNPER,25,4,1,15,1798.0,119.98200225830078,39.0,14.985580444335938,74.36040044493882
airlines,StreamingRandomPatches,25,1,1,139,3214.0,120.0009994506836,25647.0,26.783109664916992,71.84194150591163
covtypeNorm,OzaBagExecutorRUNPER,25,4,1,217,25757.0,119.98400115966797,179.0,214.6702880859375,71.56501145319719
covtypeNorm,OzaBagASHTExecutorRUNPER,25,4,1,43,4798.0,120.0009994506836,31.0,39.983001708984375,68.73697373905794
covtypeNorm,StreamingRandomPatches,25,1,1,108,8934.0,120.0009994506836,9365.0,74.44937896728516,82.05730915603313
airlines,StreamingRandomPatchesExecutorRUNPER,25,4,1,77,5984.0,120.68299865722656,10272.0,49.584449768066406,67.09558823529412
airlines,OzaBagASHTExecutorRUNPER,25,4,1,499,16674.0,120.00499725341797,24200.0,138.9442138671875,62.768381911958734
airlines,AdaptiveRandomForestSequential,25,1,1,15,1798.0,119.98100280761719,51.0,14.985705375671387,73.13681868743048
elecNormNew,OzaBagAdwin,25,1,1,115,13777.0,119.83399963378906,14.0,114.96736907958984,88.88727589460696
elecNormNew,LeveragingBag,25,1,1,68,7788.0,120.00700378417969,23.0,64.89620971679688,90.80636877247046
airlines,OzaBagASHT,25,1,1,55,6590.0,120.0009994506836,269.0,54.91621017456055,65.9939301972686
elecNormNew,OzaBagExecutorRUNPER,25,4,1,694,45312.0,65.85099792480469,207.0,688.0989379882812,82.07097457627118
airlines,OzaBagAdwinExecutorRUNPER,25,4,1,22,2398.0,119.95999908447266,18.0,19.9899959564209,72.22685571309424
GMSC,OzaBagAdwin,25,1,1,175,20965.0,119.83599853515625,16.0,174.9474334716797,93.52730741712378
airlines,AdaptiveRandomForestExecutorRUNPER,25,4,1,78,7190.0,120.02100372314453,4880.0,59.90618133544922,65.77190542420028
covtypeNorm,OzaBagAdwinExecutorRUNPER,25,4,1,210,25158.0,119.98200225830078,959.0,209.6814422607422,79.93481198823436
covtypeNorm,OzaBagASHTExecutorRUNPER,25,4,1,215,25757.0,119.98200225830078,179.0,214.67385864257812,71.6348953682494
elecNormNew,AdaptiveRandomForestSequential,25,1,1,219,25757.0,119.93800354003906,488.0,214.7526092529297,89.19905268470707
airlines,AdaptiveRandomForestExecutorRUNPER,25,4,1,15,1798.0,119.96099853515625,28.0,14.988204956054688,73.41490545050056
covtypeNorm,OzaBagExecutorRUNPER,25,4,1,390,36178.0,120.00199890136719,7735.0,301.4783020019531,75.04284371717618
GMSC,LeveragingBag,25,1,1,90,10783.0,120.00900268554688,26.0,89.85159301757812,93.2764536770843
elecNormNew,OzaBagAdwin,25,1,1,1039,45068.0,43.91999816894531,672.0,1026.138427734375,84.45238306558977
GMSC,LeveragingBag,25,1,1,452,53867.0,120.0009994506836,220.0,448.887939453125,93.38741715707205
elecNormNew,LBagExecutorRUNPER,25,4,1,620,44761.0,73.27200317382812,957.0,610.88818359375,89.9622439176962
elecNormNew,AdaptiveRandomForestExecutorRUNPER,25,4,1,395,45312.0,114.98999786376953,1341.0,394.0516662597656,88.76677259887006
elecNormNew,OzaBagAdwin,25,1,1,577,45312.0,79.03199768066406,148.0,573.33740234375,84.24699858757062
airlines,AdaptiveRandomForestSequential,25,1,1,78,4420.0,120.02100372314453,18263.0,36.82688903808594,68.4841628959276
covtypeNorm,OzaBag,25,1,1,43,4799.0,120.00199890136719,29.0,39.99100112915039,68.78516357574495
GMSC,LeveragingBag,25,1,1,814,84386.0,120.0009994506836,5679.0,703.2108154296875,93.47996113099329
covtypeNorm,OzaBagASHT,25,1,1,43,4797.0,120.00299835205078,34.0,39.974002838134766,68.81384198457368
airlines,LeveragingBag,25,1,1,15,1798.0,119.98100280761719,122.0,14.985705375671387,72.63626251390434
elecNormNew,OzaBagAdwinExecutorRUNPER,25,4,1,577,45312.0,79.03500366210938,238.0,573.3156127929688,86.15377824858757
GMSC,AdaptiveRandomForestSequential,25,1,1,350,41930.0,119.99400329589844,261.0,349.43414306640625,93.42475554495589
covtypeNorm,OzaBagExecutorRUNPER,25,4,1,43,4799.0,120.00299835205078,37.0,39.99066925048828,68.72265055219837
covtypeNorm,OzaBagAdwin,25,1,1,42,4797.0,120.00299835205078,35.0,39.974002838134766,69.37669376693766
airlines,OzaBagExecutorRUNPER,25,4,1,402,16000.0,121.4520034790039,21004.0,131.73928833007812,61.70625
elecNormNew,LeveragingBag,25,1,1,344,40705.0,120.02999877929688,347.0,339.1235656738281,89.80469229824347
airlines,LBagExecutorRUNPER,25,4,1,15,1798.0,119.97100067138672,15.0,14.986954689025879,72.69187986651835
GMSC,OzaBag,25,1,1,924,110032.0,119.91699981689453,62.0,917.5679931640625,93.4409989821143
airlines,OzaBagASHTExecutorRUNPER,25,4,1,277,16597.0,120.00900268554688,13858.0,138.29795837402344,62.7161535217208
