dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate,acc
airlines,OzaBagExecutorMAXChunk,25,4,50,170,13298.0,599.27099609375,1270.0,22.19029426574707,62.86231884057971
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,25,251,44153.0,599.4190063476562,196.0,73.65966033935547,76.36421319796955
elecNormNew,OzaBagExecutorMAXChunk,25,4,25,1664,45312.0,250.49000549316406,76.0,180.89344787597656,80.16649369576258
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,207,28162.0,599.301025390625,5948.0,46.99140930175781,66.90044103824742
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,169,24845.0,599.2830200195312,6919.0,41.4578742980957,79.59745327582665
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,1496,45312.0,214.14199829101562,1297.0,211.59791564941406,77.33196465232527
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,1709,150000.0,409.27398681640625,77.0,366.5026550292969,93.34644881627209
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,295,41457.0,599.3740234375,405.0,69.16716003417969,93.40208177361316
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,500,283,24202.0,599.2750244140625,7093.0,40.38546371459961,66.93527972323011
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,2263,150000.0,448.5090026855469,854.0,334.4414367675781,93.37591973244147
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,25,1496,45312.0,211.19200134277344,63.0,214.55357360839844,79.93463907964758
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,251,43156.0,599.35400390625,17364.0,72.00418853759766,69.56458353581495
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,1208,45312.0,242.16700744628906,5751.0,187.11053466796875,76.67851865533801
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,540,60739.0,599.3090209960938,11020.0,101.34838104248047,93.42174705051158
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,169,27491.0,599.2999877929688,26887.0,45.87185287475586,77.29786983641284
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,207,27540.0,599.2930297851562,23191.0,45.95414733886719,57.517619420516844
elecNormNew,LBagExecutorMAXChunk,25,4,2000,524,45312.0,287.19000244140625,7374.0,157.77708435058594,75.4571481344662
GMSC,OzaBagExecutorMAXChunk,25,4,2000,2260,150000.0,264.62701416015625,2092.0,566.8355712890625,93.44256756756756
airlines,OzaBagASHTExecutorMAXChunk,25,4,50,177,25811.0,599.5139770507812,688.0,43.05320739746094,64.79562128799347
elecNormNew,LBagExecutorMAXChunk,25,4,500,524,45312.0,350.20098876953125,2170.0,129.3885498046875,77.55065607426582
