Learner,stream,randomSeed,learning evaluation instances,Wall Time (Actual Time),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Precision (percent),Precision for class 0 (percent),Precision for class 1 (percent),Recall (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
meta.OzaBagExecutorMAXChunk -s 25 -c 3,ArffFileStream -f /home/pi/reginaldojunior/comparison-xue3m-minibatching/datasets/airlines.arff,1,539383.0,108.26599884033203,539333.0,61.70955606276641,19.528291115793284,8.722325599897438,14.041740201791466,60.464439414782426,69.99530706744021,47.101796376509036,61.56346509064987,61.89308913007729,61.23384105122245,59.40396494942198,80.5383085076149,38.269621391229066,0.0,1.0,25.0,438235.24,129981.04497364222,1.0,0.0,5538.000000000002,4925.45586722691,5416.119999999999,4816.9205612438045,5416.119999999999,4816.9205612438045,4.040000000000001,0.8406346808612327,0.0,0.0,0.0,0.0,1.0,0.0
