,algorithm,dataset,cores_x,instances,time,delay,acc,ensemble_size,inc_rate_x,cores_y,duration,avg_measure,sum_measure,inc_rate_y,prod_rate,tt_inst_prod,avg_times_duration,joules,IPS,JPI,tput
13,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,18336.0,599.2449951171875,1339.0,91.15905947441216,25,100,4,612,2.9309156844968265,3232.7999999999997,,,,1793.7203989120578,1756.336555045189,30.598503365746488,0.09782506538569251,30.598503365746488
22,OzaBagExecutorMAXChunk,elecNormNew,4,45309.0,494.302001953125,327.0,77.32295719844358,25,100,4,508,2.854039301310044,2614.3,,,,1449.8519650655023,1410.7573402904527,91.66258647743993,0.031999204684841916,91.66258647743993
15,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,45310.0,411.2669982910156,301.0,84.39246119733924,25,100,4,424,2.8720626631853787,2200.0,,,,1217.7545691906005,1181.184590391951,110.17173803947746,0.026876066413387783,110.17173803947746
6,OzaBagASHTExecutorMAXChunk,elecNormNew,4,45066.0,280.2749938964844,303.0,77.80616246498599,25,100,4,293,2.914177693761815,1541.6000000000001,,,,853.8540642722119,816.7711353323637,160.792082709471,0.018946746200510626,160.792082709471
5,LBagExecutorMAXChunk,elecNormNew,4,41717.0,599.39501953125,776.0,90.21287128712872,25,100,4,612,2.9646418857660923,3270.0,,,,1814.3608340888486,1776.9915810219288,69.59850956490146,0.0434921215353177,69.59850956490146
12,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,23391.0,599.260986328125,2323.0,89.38426966292134,25,100,4,612,3.0388586956521735,3354.8999999999996,,,,1859.78152173913,1821.069459268321,39.03307662880672,0.07950842297204609,39.03307662880672
14,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,7672.0,599.2080078125,2187.0,82.13698630136986,25,100,4,612,3.0322756119673615,3344.6,,,,1855.7526745240252,1816.9638285853919,12.803567208668994,0.2418864278576675,12.803567208668994
23,OzaBagExecutorMAXChunk,covtypeNorm,4,106616.0,599.5079956054688,226.0,81.57220004695938,25,100,4,613,2.8425339366515834,3140.9999999999995,,,,1742.4733031674207,1704.1218228025132,177.8391627493207,0.016343450356113724,177.8391627493207
2,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,33316.0,599.2769775390625,409.0,79.73553719008264,25,100,4,613,3.1218806509945747,3452.7999999999997,,,,1913.7128390596743,1870.8712007657095,55.59365910703348,0.05744125462419481,55.59365910703348
0,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,79942.0,599.3699951171875,570.0,80.54516232722597,25,100,4,612,2.856391659111514,3150.6,,,,1748.1116953762466,1712.0354547744435,133.37671330105525,0.021867249948415685,133.37671330105525
17,LBagExecutorMAXChunk,covtypeNorm,4,16141.0,599.22802734375,2241.0,75.77741407528642,25,100,4,612,2.897733454215775,3196.2,,,,1773.4128739800542,1736.4031015377095,26.93632350868101,0.10987007459141652,26.93632350868101
19,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,29912.0,599.3519897460938,563.0,82.36148648648648,25,100,4,612,3.078260869565217,3398.3999999999996,,,,1883.8956521739128,1844.9617771314536,49.90723399895904,0.06298126678837633,49.90723399895904
8,StreamingRandomPatchesExecutorMAXChunk,airlines,4,6040.0,599.4920043945312,6435.0,67.80434782608695,25,100,4,611,3.0450499545867387,3352.5999999999995,,,,1860.5255222524972,1825.4831007566804,10.075196926271296,0.30803402686299625,10.075196926271296
21,OzaBagExecutorMAXChunk,airlines,4,107304.0,599.4660034179688,177.0,64.16709692560431,25,100,4,612,3.043517679057117,3357.0,,,,1862.6328195829556,1824.4853793963018,178.99930836475457,0.01735846585013565,178.99930836475457
4,OzaBagAdwinExecutorMAXChunk,airlines,4,31463.0,599.280029296875,1824.0,67.32019704433498,25,100,4,613,3.3037070524412293,3653.8999999999996,,,,2025.1724231464736,1979.8456591752724,52.501332368634074,0.06436679347635234,52.501332368634074
3,OzaBagASHTExecutorMAXChunk,airlines,4,126316.0,599.4860229492188,266.0,64.27734608487746,25,100,4,613,3.416923076923077,3775.7,,,,2094.5738461538463,2048.397626108023,210.70716441157123,0.01658201531202576,210.70716441157123
7,LBagExecutorMAXChunk,airlines,4,13847.0,599.2310180664062,1460.0,61.59848484848485,25,100,4,613,3.7612669683257915,4156.2,,,,2305.6566515837103,2253.8678346494094,23.107949325923393,0.16650947148001086,23.107949325923393
