04/09/23,10:32:58,+00028E-01
04/09/23,10:32:58,+00028E-01
04/09/23,10:32:59,+00028E-01
04/09/23,10:32:59,+00028E-01
04/09/23,10:33:00,+00028E-01
04/09/23,10:33:01,+00028E-01
04/09/23,10:33:01,+00027E-01
04/09/23,10:33:02,+00027E-01
04/09/23,10:33:02,+00029E-01
04/09/23,10:33:03,+00029E-01
04/09/23,10:33:03,+00028E-01
04/09/23,10:33:04,+00028E-01
04/09/23,10:33:05,+00027E-01
04/09/23,10:33:05,+00027E-01
04/09/23,10:33:06,+00027E-01
04/09/23,10:33:06,+00027E-01
04/09/23,10:33:07,+00027E-01
04/09/23,10:33:07,+00028E-01
04/09/23,10:33:08,+00028E-01
04/09/23,10:33:08,+00028E-01
04/09/23,10:33:09,+00028E-01
04/09/23,10:33:09,+00028E-01
04/09/23,10:33:10,+00028E-01
04/09/23,10:33:11,+00028E-01
04/09/23,10:33:11,+00029E-01
04/09/23,10:33:12,+00029E-01
04/09/23,10:33:12,+00027E-01
04/09/23,10:33:13,+00027E-01
04/09/23,10:33:13,+00030E-01
04/09/23,10:33:14,+00030E-01
04/09/23,10:33:15,+00028E-01
04/09/23,10:33:15,+00028E-01
04/09/23,10:33:16,+00028E-01
04/09/23,10:33:16,+00027E-01
04/09/23,10:33:17,+00027E-01
04/09/23,10:33:17,+00028E-01
04/09/23,10:33:18,+00028E-01
04/09/23,10:33:18,+00027E-01
04/09/23,10:33:19,+00027E-01
04/09/23,10:33:19,+00029E-01
04/09/23,10:33:20,+00029E-01
04/09/23,10:33:21,+00027E-01
04/09/23,10:33:21,+00028E-01
04/09/23,10:33:22,+00028E-01
04/09/23,10:33:22,+00027E-01
04/09/23,10:33:23,+00027E-01
04/09/23,10:33:23,+00027E-01
04/09/23,10:33:24,+00027E-01
04/09/23,10:33:25,+00029E-01
04/09/23,10:33:25,+00027E-01
04/09/23,10:33:26,+00027E-01
04/09/23,10:33:26,+00028E-01
04/09/23,10:33:27,+00028E-01
04/09/23,10:33:27,+00028E-01
04/09/23,10:33:28,+00028E-01
04/09/23,10:33:28,+00028E-01
04/09/23,10:33:29,+00028E-01
04/09/23,10:33:29,+00027E-01
04/09/23,10:33:30,+00027E-01
04/09/23,10:33:31,+00030E-01
04/09/23,10:33:31,+00027E-01
04/09/23,10:33:32,+00027E-01
04/09/23,10:33:32,+00027E-01
04/09/23,10:33:33,+00027E-01
04/09/23,10:33:33,+00027E-01
04/09/23,10:33:34,+00027E-01
04/09/23,10:33:35,+00027E-01
04/09/23,10:33:35,+00027E-01
04/09/23,10:33:36,+00027E-01
04/09/23,10:33:36,+00028E-01
04/09/23,10:33:37,+00028E-01
04/09/23,10:33:37,+00027E-01
04/09/23,10:33:38,+00027E-01
04/09/23,10:33:38,+00027E-01
04/09/23,10:33:39,+00027E-01
04/09/23,10:33:39,+00027E-01
04/09/23,10:33:40,+00027E-01
04/09/23,10:33:41,+00027E-01
04/09/23,10:33:41,+00030E-01
04/09/23,10:33:42,+00030E-01
04/09/23,10:33:42,+00027E-01
04/09/23,10:33:43,+00027E-01
04/09/23,10:33:43,+00027E-01
04/09/23,10:33:44,+00027E-01
04/09/23,10:33:45,+00027E-01
04/09/23,10:33:45,+00028E-01
04/09/23,10:33:46,+00028E-01
04/09/23,10:33:46,+00028E-01
04/09/23,10:33:47,+00028E-01
04/09/23,10:33:47,+00030E-01
04/09/23,10:33:48,+00030E-01
04/09/23,10:33:48,+00028E-01
04/09/23,10:33:49,+00028E-01
04/09/23,10:33:49,+00028E-01
04/09/23,10:33:50,+00028E-01
04/09/23,10:33:51,+00027E-01
04/09/23,10:33:51,+00027E-01
04/09/23,10:33:52,+00027E-01
04/09/23,10:33:52,+00028E-01
04/09/23,10:33:53,+00028E-01
04/09/23,10:33:53,+00027E-01
04/09/23,10:33:54,+00027E-01
04/09/23,10:33:55,+00027E-01
04/09/23,10:33:55,+00029E-01
04/09/23,10:33:56,+00029E-01
04/09/23,10:33:56,+00027E-01
04/09/23,10:33:57,+00027E-01
04/09/23,10:33:57,+00027E-01
04/09/23,10:33:58,+00027E-01
04/09/23,10:33:58,+00029E-01
04/09/23,10:33:59,+00029E-01
04/09/23,10:33:59,+00028E-01
04/09/23,10:34:00,+00028E-01
04/09/23,10:34:01,+00029E-01
04/09/23,10:34:01,+00036E-01
04/09/23,10:34:02,+00036E-01
04/09/23,10:34:02,+00039E-01
04/09/23,10:34:03,+00039E-01
04/09/23,10:34:03,+00041E-01
04/09/23,10:34:04,+00041E-01
04/09/23,10:34:05,+00056E-01
04/09/23,10:34:05,+00058E-01
04/09/23,10:34:06,+00058E-01
04/09/23,10:34:06,+00058E-01
04/09/23,10:34:07,+00058E-01
04/09/23,10:34:07,+00050E-01
04/09/23,10:34:08,+00050E-01
04/09/23,10:34:08,+00058E-01
04/09/23,10:34:09,+00058E-01
04/09/23,10:34:09,+00057E-01
04/09/23,10:34:10,+00057E-01
04/09/23,10:34:11,+00050E-01
04/09/23,10:34:11,+00053E-01
04/09/23,10:34:12,+00053E-01
04/09/23,10:34:12,+00058E-01
04/09/23,10:34:13,+00058E-01
04/09/23,10:34:13,+00051E-01
04/09/23,10:34:14,+00051E-01
04/09/23,10:34:15,+00057E-01
04/09/23,10:34:15,+00059E-01
04/09/23,10:34:16,+00059E-01
04/09/23,10:34:16,+00055E-01
04/09/23,10:34:17,+00055E-01
04/09/23,10:34:17,+00057E-01
04/09/23,10:34:18,+00057E-01
04/09/23,10:34:18,+00056E-01
04/09/23,10:34:19,+00056E-01
04/09/23,10:34:19,+00055E-01
04/09/23,10:34:20,+00055E-01
04/09/23,10:34:21,+00055E-01
04/09/23,10:34:21,+00053E-01
04/09/23,10:34:22,+00053E-01
04/09/23,10:34:22,+00050E-01
04/09/23,10:34:23,+00050E-01
04/09/23,10:34:23,+00045E-01
04/09/23,10:34:24,+00045E-01
04/09/23,10:34:25,+00054E-01
04/09/23,10:34:25,+00055E-01
04/09/23,10:34:26,+00055E-01
04/09/23,10:34:26,+00060E-01
04/09/23,10:34:27,+00060E-01
04/09/23,10:34:27,+00042E-01
04/09/23,10:34:28,+00042E-01
04/09/23,10:34:28,+00060E-01
04/09/23,10:34:29,+00060E-01
04/09/23,10:34:29,+00048E-01
04/09/23,10:34:30,+00048E-01
04/09/23,10:34:31,+00045E-01
04/09/23,10:34:31,+00047E-01
04/09/23,10:34:32,+00047E-01
04/09/23,10:34:32,+00055E-01
04/09/23,10:34:33,+00055E-01
04/09/23,10:34:33,+00059E-01
04/09/23,10:34:34,+00059E-01
04/09/23,10:34:35,+00057E-01
04/09/23,10:34:35,+00041E-01
04/09/23,10:34:36,+00041E-01
04/09/23,10:34:36,+00060E-01
04/09/23,10:34:37,+00060E-01
04/09/23,10:34:37,+00045E-01
04/09/23,10:34:38,+00045E-01
04/09/23,10:34:38,+00052E-01
04/09/23,10:34:39,+00052E-01
04/09/23,10:34:39,+00042E-01
04/09/23,10:34:40,+00042E-01
04/09/23,10:34:41,+00057E-01
04/09/23,10:34:41,+00056E-01
04/09/23,10:34:42,+00056E-01
04/09/23,10:34:42,+00057E-01
04/09/23,10:34:43,+00057E-01
04/09/23,10:34:43,+00045E-01
04/09/23,10:34:44,+00045E-01
04/09/23,10:34:45,+00061E-01
04/09/23,10:34:45,+00043E-01
04/09/23,10:34:46,+00043E-01
04/09/23,10:34:46,+00040E-01
04/09/23,10:34:47,+00040E-01
04/09/23,10:34:47,+00056E-01
