,algorithm,dataset,cores_x,instances,time,delay,acc,ensemble_size,inc_rate_x,cores_y,duration,avg_measure,sum_measure,inc_rate_y,prod_rate,tt_inst_prod,avg_times_duration,joules,IPS,JPI,tput
13,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,18783.0,599.2630004882812,1526.0,91.14093959731544,25,100,4,612,2.965004533091568,3270.3999999999996,,,,1814.5827742520398,1776.8175129618085,31.34350024062149,0.09660771837576744,31.34350024062149
22,OzaBagExecutorMAXChunk,elecNormNew,4,45296.0,239.156005859375,224.0,76.58947368421053,25,100,4,253,2.987554585152839,1368.3000000000002,,,,755.8513100436683,714.491621872015,189.39938320693602,0.016686932842716096,189.39938320693602
15,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,45291.0,363.2770080566406,278.0,84.3475373547316,25,100,4,376,2.8773195876288655,1953.6999999999996,,,,1081.8721649484535,1045.2640510165813,124.67345578043964,0.02388713353532608,124.67345578043964
6,OzaBagASHTExecutorMAXChunk,elecNormNew,4,45299.0,373.2730102539063,180.0,78.00883977900553,25,100,4,386,2.8660919540229886,1994.8,,,,1106.3114942528737,1069.8347713426613,121.35621584101912,0.02442242641676138,121.35621584101912
5,LBagExecutorMAXChunk,elecNormNew,4,44929.0,599.5830078125,1027.0,89.96149490373726,25,100,4,612,2.851992753623188,3148.5999999999995,,,,1745.419565217391,1710.0063934768452,74.9337446434941,0.038848395584530945,74.9337446434941
12,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,25206.0,599.2960205078125,1578.0,88.96833503575077,25,100,4,612,2.8563916591115137,3150.5999999999995,,,,1748.1116953762464,1711.8241543172383,42.05934819764319,0.0693529991024457,42.05934819764319
14,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,9576.0,599.2260131835938,824.0,81.92167101827677,25,100,4,611,3.1916439600363304,3514.0,,,,1950.094459582198,1912.5160856740674,15.980614641751307,0.20364394941334565,15.980614641751307
23,OzaBagExecutorMAXChunk,covtypeNorm,4,139563.0,599.4039916992188,314.0,80.99729192995126,25,100,4,613,3.132941176470588,3461.8999999999996,,,,1920.4929411764706,1877.897446935317,232.83628726655658,0.013760759951967717,232.83628726655658
2,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,40621.0,599.4450073242188,1414.0,81.34085213032581,25,100,4,613,3.012760180995475,3329.1,,,,1846.8219909502263,1805.9840487629472,67.7643478612368,0.045464710148697136,67.7643478612368
0,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,93854.0,598.3469848632812,464.0,79.39221476510066,25,100,4,612,2.815851449275362,3108.7,,,,1723.3010869565217,1684.8562244968136,156.85547412166719,0.01836150922663415,156.85547412166719
17,LBagExecutorMAXChunk,covtypeNorm,4,24629.0,599.3460083007812,2016.0,80.59872611464968,25,100,4,613,2.9467450271247735,3259.0999999999995,,,,1806.354701627486,1766.1198694874104,41.093124270279546,0.07334259213234341,41.093124270279546
19,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,34794.0,599.3159790039062,1832.0,83.6014652014652,25,100,4,612,2.9468721668177693,3250.3999999999996,,,,1803.485766092475,1766.1075776557539,58.056186083723986,0.05183324038893128,58.056186083723986
8,StreamingRandomPatchesExecutorMAXChunk,airlines,4,7969.0,599.2080078125,5815.0,66.63235294117648,25,100,4,612,3.472438803263826,3830.1,,,,2125.1325475974613,2080.7131375545387,13.299221465834622,0.2666749338182283,13.299221465834622
21,OzaBagExecutorMAXChunk,airlines,4,144393.0,599.3560180664062,356.0,66.10364683301344,25,100,4,613,3.236108597285068,3575.9,,,,1983.7345701357465,1939.5811628992417,240.9135733146202,0.013738440022270792,240.9135733146202
4,OzaBagAdwinExecutorMAXChunk,airlines,4,33175.0,599.3679809570312,1907.0,67.29262490087233,25,100,4,613,3.250769230769231,3592.1,,,,1992.7215384615386,1948.4069904033954,55.3499703921927,0.06006696423395746,55.3499703921927
3,OzaBagASHTExecutorMAXChunk,airlines,4,104863.0,599.5089721679688,383.0,63.27107279693487,25,100,4,612,2.945108695652174,3251.4,,,,1802.4065217391305,1765.619087053382,174.91481340269212,0.017188202909883665,174.91481340269212
7,LBagExecutorMAXChunk,airlines,4,11964.0,599.2230224609375,1843.0,61.45222929936306,25,100,4,612,3.0853260869565218,3406.2,,,,1888.2195652173914,1848.7984231036642,19.965855034850428,0.15782510575203873,19.965855034850428
11,AdaptiveRandomForestExecutorMAXChunk,airlines,4,9267.0,599.2100219726562,4481.0,65.6165191740413,25,100,4,612,3.116047144152312,3437.0,,,,1907.020852221215,1867.1666777153396,15.465362160486162,0.20578621476434822,15.465362160486162
9,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,24561.0,599.3480224609375,1516.0,93.56854410201912,25,100,4,611,2.8260435571687843,3114.3,,,,1726.7126134301272,1693.7836173775843,40.979529554718376,0.070303025667934,40.979529554718376
10,OzaBagExecutorMAXChunk,GMSC,4,149741.0,277.2250061035156,230.0,93.38745387453876,25,100,4,290,2.944465648854962,1542.9,,,,853.895038167939,816.2795074754089,540.1424716502191,0.005702479869694599,540.1424716502191
18,OzaBagAdwinExecutorMAXChunk,GMSC,4,138455.0,599.4910278320312,170.0,93.34711643090316,25,100,4,613,2.927239819004525,3234.6,,,,1794.3980090497737,1754.8540078058718,230.95424880786223,0.012960153183704262,230.95424880786223
16,OzaBagASHTExecutorMAXChunk,GMSC,4,149983.0,262.3160095214844,173.0,93.27592561568102,25,100,4,275,2.9883299798792753,1485.1999999999998,,,,821.7907444668007,783.8867954553492,571.7645685202298,0.005479225942052104,571.7645685202298
1,LBagExecutorMAXChunk,GMSC,4,80506.0,599.4010009765625,419.0,93.38993710691824,25,100,4,613,2.9737556561085974,3286.0,,,,1822.9122171945703,1782.4721169312077,134.3107533501565,0.022643184572510997,134.3107533501565
20,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,39988.0,599.27001953125,714.0,93.55276381909547,25,100,4,611,2.9890099909173475,3290.8999999999996,,,,1826.2851044504994,1791.2240756361402,66.72785004542473,0.04567082885992046,66.72785004542473
