dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,20,2400.0,119.95600128173828,15730.0,20.007335662841797
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,45,5400.0,120.15299987792969,688.0,44.94269943237305
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,1552,150000.0,97.26000213623047,976.0,1542.2578125
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,500,164,19168.0,119.81900024414062,2139.0,159.97462463378906
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,267,31747.0,119.89099884033203,116.0,264.7988586425781
elecNormNew,LBagExecutorMAXChunk,25,4,500,33,3600.0,119.9749984741211,9264.0,30.00625228881836
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,60,7200.0,119.99199676513672,19574.0,60.00400161743164
elecNormNew,LBagExecutorMAXChunk,25,4,50,168,19767.0,119.8740005493164,180.0,164.8981475830078
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,72,8400.0,120.1050033569336,502.0,69.93880462646484
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,42,4800.0,119.98200225830078,29458.0,40.00600051879883
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,4,2400.0,120.16999816894531,1497.0,19.97170639038086
GMSC,OzaBagASHTExecutorMAXChunk,25,4,50,1552,150000.0,96.99800109863281,21.0,1546.423583984375
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,8,600.0,120.0719985961914,5178.0,4.997001647949219
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,371,44326.0,119.91500091552734,78.0,369.6451721191406
covtypeNorm,LBagExecutorMAXChunk,25,4,50,35,4200.0,120.14099884033203,867.0,34.95892333984375
GMSC,OzaBagExecutorMAXChunk,25,4,50,113,13178.0,119.81500244140625,233.0,109.9862289428711
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,178,20965.0,119.85099792480469,142.0,174.925537109375
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,500,74,8387.0,120.00700378417969,3793.0,69.88758850097656
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,96,11382.0,120.00499725341797,14953.0,94.8460464477539
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,148,17372.0,120.00800323486328,8615.0,144.75701904296875
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,53,6000.0,122.88500213623047,26106.0,48.82613754272461
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,91,10783.0,120.0009994506836,11598.0,89.85758209228516
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,20
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,192,22762.0,119.91500091552734,171.0,189.81777954101562
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,29,3000.0,119.96399688720703,38865.0,25.007503509521484
GMSC,OzaBagASHTExecutorMAXChunk,25,4,50,862,102857.0,120.00800323486328,35.0,857.0845336914062
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,2000,40,4800.0,119.97899627685547,26766.0,40.00700378417969
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,500,18,1800.0,119.9540023803711,17541.0,15.005751609802246
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,500,29,3000.0,120.31400299072266,10899.0,24.93475341796875
GMSC,OzaBagExecutorMAXChunk,25,4,2000,1019,121394.0,119.8499984741211,1333.0,1012.8828125
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,4,2400.0,120.05000305175781,1360.0,19.991668701171875
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,35,4200.0,119.9729995727539,29476.0,35.007877349853516
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,320,38336.0,119.88500213623047,85.0,319.7731018066406
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,60,7200.0,120.16899871826172,549.0,59.915618896484375
elecNormNew,LBagExecutorMAXChunk,25,4,500,303,35940.0,119.88600158691406,1091.0,299.7847900390625
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,10,1200.0,119.94000244140625,25606.0,10.00500202178955
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,7,600.0,119.93099975585938,63891.0,5.0028767585754395
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,33,3600.0,120.0979995727539,908.0,29.97551918029785
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,6,600.0,120.04100036621094,5146.0,4.998292446136475
GMSC,OzaBagExecutorMAXChunk,25,4,500,1019,121394.0,119.84600067138672,320.0,1012.9165649414062
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,172,20366.0,119.80999755859375,6420.0,169.98580932617188
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,18,1800.0,120.11900329589844,1777.0,14.985138893127441
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,10,1200.0,120.07499694824219,2630.0,9.993754386901855
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,37,4200.0,120.16300201416016,940.0,34.95252227783203
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,94,10782.0,119.81800079345703,287.0,89.98648071289062
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,668,44088.0,68.67400360107422,2126.0,641.9896850585938
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,4
elecNormNew,LBagExecutorMAXChunk,25,4,2000,303,35765.0,119.86799621582031,4555.0,298.369873046875
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,21,2400.0,119.96499633789062,14017.0,20.005836486816406
covtypeNorm,OzaBagExecutorMAXChunk,25,4,2000,9,600.0,119.93599700927734,63181.0,5.002668380737305
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,91,10783.0,120.00199890136719,13768.0,89.8568344116211
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,500,267,31747.0,119.8489990234375,1274.0,264.89166259765625
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,473,45312.0,96.66300201416016,652.0,468.7626037597656
GMSC,LBagExecutorMAXChunk,25,4,500,166,19767.0,119.81400299072266,1818.0,164.980712890625
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,852,44437.0,53.400001525878906,1721.0,832.153564453125
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,500,824,98236.0,119.99700164794922,394.0,818.65380859375
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,852,45312.0,53.426998138427734,35.0,848.1105346679688
GMSC,LBagExecutorMAXChunk,25,4,2000,299,35341.0,119.85900115966797,4376.0,294.85479736328125
elecNormNew,LBagExecutorMAXChunk,25,4,50,33,3600.0,119.98899841308594,880.0,30.002750396728516
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,23,2400.0,120.04100036621094,1365.0,19.9931697845459
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,23,2400.0,119.96199798583984,14408.0,20.006336212158203
GMSC,OzaBagExecutorMAXChunk,25,4,50,1019,121394.0,119.90499877929688,31.0,1012.4181518554688
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,371,44326.0,119.90599822998047,3342.0,369.67291259765625
covtypeNorm,LBagExecutorMAXChunk,25,4,500,63,7198.0,120.0009994506836,5531.0,59.98283386230469
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,6,600.0,119.93399810791016,45521.0,5.00275182723999
GMSC,OzaBagASHTExecutorMAXChunk,25,4,50,172,20366.0,119.83799743652344,154.0,169.9460906982422
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,81,9600.0,119.99700164794922,4091.0,80.00199890136719
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,500,40,4800.0,119.97699737548828,7628.0,40.007667541503906
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,21,2400.0,119.95899963378906,53406.0,20.0068359375
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,18,1800.0,119.95099639892578,68578.0,15.006128311157227
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,4,2400.0,119.9520034790039,15843.0,20.00800323486328
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,107,12579.0,119.82099914550781,12287.0,104.98159790039062
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,40,4800.0,120.1500015258789,775.0,39.9500617980957
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,192,22762.0,119.83100128173828,1850.0,189.9508514404297
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,267,31747.0,119.85299682617188,5228.0,264.8828125
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,45,5400.0,119.97200012207031,6848.0,45.010501861572266
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,457,54509.0,119.89600372314453,2605.0,454.63568115234375
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,23,2400.0,119.95999908447266,54813.0,20.006668090820312
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,35,4000.0,120.68599700927734,36422.0,33.14385986328125
elecNormNew,LBagExecutorMAXChunk,25,4,50,303,35940.0,119.89600372314453,98.0,299.7597961425781
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,148,17371.0,119.84100341796875,205.0,144.9503936767578
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,20,2400.0,120.13700103759766,1499.0,19.977191925048828
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,6,600.0,119.94000244140625,63103.0,5.002501010894775
GMSC,LBagExecutorMAXChunk,25,4,2000,166,19767.0,119.81999969482422,7461.0,164.9724578857422
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,178,20965.0,119.83499908447266,6265.0,174.94888305664062
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,178,20965.0,119.83699798583984,1567.0,174.9459686279297
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,96,11382.0,120.01300048828125,371.0,94.8397216796875
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,94,10782.0,119.81199645996094,11697.0,89.9909896850586
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,94,10782.0,119.81600189208984,2964.0,89.98798370361328
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,53,6000.0,120.12100219726562,531.0,49.94963455200195
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,862,103000.0,120.06600189208984,364.0,857.8615112304688
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,320,38336.0,119.89399719238281,904.0,319.7491149902344
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,457,54509.0,119.93000030517578,63.0,454.5068054199219
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,500,8,600.0,119.93299865722656,45779.0,5.002793312072754
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,74,8387.0,120.00499725341797,15143.0,69.88875579833984
GMSC,LBagExecutorMAXChunk,25,4,500,299,35341.0,119.86000061035156,1114.0,294.8523254394531
covtypeNorm,LBagExecutorMAXChunk,25,4,50,63,7200.0,120.23500061035156,559.0,59.882728576660156
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,107,12579.0,119.82099914550781,294.0,104.98159790039062
elecNormNew,LBagExecutorMAXChunk,25,4,2000,33,3600.0,119.96700286865234,35087.0,30.008251190185547
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,2000,72,8000.0,120.49299621582031,19298.0,66.3938980102539
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,91,10783.0,120.01000213623047,336.0,89.85084533691406
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,320,38336.0,119.88600158691406,3642.0,319.77044677734375
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,53,6000.0,120.9010009765625,6205.0,49.62738037109375
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,9,600.0,119.93599700927734,45731.0,5.002668380737305
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,1552,150000.0,96.99600219726562,219.0,1546.4554443359375
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,4,2400.0,119.96199798583984,55137.0,20.006336212158203
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,96,11382.0,120.0009994506836,3418.0,94.84921264648438
GMSC,OzaBagExecutorMAXChunk,25,4,50,566,67687.0,119.95800018310547,51.0,564.2557983398438
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,35,4200.0,119.98100280761719,7332.0,35.00554275512695
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,2000,8,600.0,119.93699645996094,63524.0,5.002626419067383
elecNormNew,LBagExecutorMAXChunk,25,4,500,168,19767.0,119.8280029296875,1838.0,164.96144104003906
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,37,4000.0,123.53099822998047,40784.0,32.38053512573242
covtypeNorm,OzaBagExecutorMAXChunk,25,4,2000,81,9585.0,120.00199890136719,17168.0,79.87367248535156
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,824,98200.0,120.01200103759766,37.0,818.2515258789062
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,500,371,44326.0,119.91000366210938,824.0,369.6605529785156
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,4,2400.0,119.96299743652344,14311.0,20.006168365478516
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,500,91,10783.0,120.00299835205078,3435.0,89.85608673095703
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,10,1200.0,119.9469985961914,70864.0,10.00441837310791
covtypeNorm,OzaBagExecutorMAXChunk,25,4,2000,45,5400.0,119.97599792480469,24870.0,45.009002685546875
GMSC,LBagExecutorMAXChunk,25,4,50,299,35341.0,119.89700317382812,106.0,294.7613220214844
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,164,19168.0,119.86100006103516,202.0,159.9185791015625
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,500,148,17372.0,120.00700378417969,2121.0,144.7582244873047
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,74,8387.0,120.00900268554688,371.0,69.88642120361328
elecNormNew,LBagExecutorMAXChunk,25,4,2000,168,19767.0,119.83200073242188,7459.0,164.9559326171875
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,824,98000.0,120.24400329589844,1619.0,815.0094604492188
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,37,4200.0,119.96800231933594,9750.0,35.009334564208984
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,500,668,45312.0,68.21900177001953,508.0,664.2137451171875
covtypeNorm,LBagExecutorMAXChunk,25,4,500,35,4200.0,119.97200012207031,8600.0,35.0081672668457
covtypeNorm,LBagExecutorMAXChunk,25,4,500,7,600.0,119.93699645996094,46334.0,5.002626419067383
GMSC,OzaBagExecutorMAXChunk,25,4,2000,566,67687.0,119.9229965209961,2149.0,564.4205322265625
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,164,19168.0,119.81700134277344,8722.0,159.977294921875
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,21,2400.0,120.03900146484375,1331.0,19.993501663208008
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,35,4200.0,119.99600219726562,733.0,35.00116729736328
GMSC,OzaBagExecutorMAXChunk,25,4,500,113,13178.0,119.81400299072266,2413.0,109.98714447021484
covtypeNorm,LBagExecutorMAXChunk,25,4,50,7,600.0,120.05799865722656,5261.0,4.997584342956543
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,862,103028.0,119.9990005493164,1487.0,858.5737915039062
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,29,3000.0,120.01499938964844,977.0,24.996875762939453
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,42,4800.0,119.98500061035156,7397.0,40.005001068115234
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,9,600.0,120.0459976196289,5148.0,4.99808406829834
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,42,4800.0,120.06999969482422,715.0,39.976680755615234
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,500,91,10783.0,120.00299835205078,2946.0,89.85608673095703
GMSC,LBagExecutorMAXChunk,25,4,50,33,3600.0,120.0,856.0,30.0
