dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate,acc
airlines,OzaBagExecutorMAXChunk,25,4,50,170,23738.0,599.260986328125,741.0,39.61212158203125,63.69047619047619
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,25,251,39716.0,599.5469970703125,225.0,66.24334716796875,74.97921443148321
elecNormNew,OzaBagExecutorMAXChunk,25,4,25,1664,45312.0,52.37799835205078,20.0,865.0960693359375,79.59458564267892
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,207,25492.0,599.2880249023438,6901.0,42.53714370727539,65.27688860435339
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,169,14601.0,599.5250244140625,11133.0,24.354278564453125,81.14318133465713
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,1496,45312.0,162.11199951171875,992.0,279.5104675292969,77.34758546817817
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,1709,150000.0,287.34100341796875,55.0,522.02783203125,93.36445481827276
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,295,35804.0,599.3759765625,468.0,59.7354621887207,93.54198131677575
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,500,283,52008.0,599.6859741210938,3395.0,86.72538757324219,80.3894540653879
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,2263,150000.0,176.26100158691406,338.0,851.0106811523438,93.36789297658864
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,25,1496,45312.0,115.125,37.0,393.5895690917969,80.0649192925122
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,251,46423.0,599.3380126953125,15277.0,77.45712280273438,71.12756905206761
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,1208,45312.0,259.1600036621094,6157.0,174.841796875,76.0020317694865
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,540,81257.0,599.31298828125,8715.0,135.5835723876953,93.47817858359514
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,169,30000.0,603.1890258789062,23018.0,49.735652923583984,77.23571428571428
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,207,42620.0,599.35400390625,16601.0,71.10989379882812,69.96061053668143
elecNormNew,LBagExecutorMAXChunk,25,4,2000,524,45312.0,453.2720031738281,10944.0,99.96646881103516,75.88428149242704
GMSC,OzaBagExecutorMAXChunk,25,4,2000,2260,150000.0,333.64300537109375,2539.0,449.58233642578125,93.46824324324324
