,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,ensemble_size,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,avg_times_duration,joules,JPIold,JPI,PERC,tput
14,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,169,49.735652923583984,30000.0,603.1890258789062,23018.0,77.23571428571428,25,607,3.138995433789954,3437.2,50.00074963642633,30015.0,1905.3702283105022,1893.4075979460972,0.0001046331811263318,0.06351234094368341,90,49.73565285987593
4,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,169,24.354278564453125,14601.0,599.5250244140625,11133.0,81.14318133465713,25,605,2.934922089825848,3202.0,24.32348688287544,14601.0,1775.627864344638,1759.5592375562128,0.000201008293255657,0.12161001741967249,50,24.35427948027705
49,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,169,34.89423370361328,20920.0,599.5260009765625,792.0,82.48203162434116,25,605,3.0323556370302476,3308.3,34.85139014065501,20920.0,1834.5751604032998,1817.976048607481,0.00014495007825192387,0.08769479734241395,10,34.89423305398532
70,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,25,169,39.64537811279297,23759.0,599.2880249023438,364.0,84.8023931912025,25,604,3.002479338842975,3269.7,39.58006053871796,23759.0,1813.497520661157,1799.3499127853015,0.00012637229423978177,0.0763288657208282,90,39.64537753590457
25,OzaBagExecutorMAXChunk,elecNormNew,4,2000,1664,404.2429809570313,45312.0,112.09100341796876,2734.0,76.12209087550794,25,119,3.3055555555555554,714.0,400.73935845619127,45312.0,393.3611111111111,370.5230390760634,7.295099654739485e-05,0.008681168589139986,50,404.24296882274365
42,OzaBagExecutorMAXChunk,elecNormNew,4,500,1664,261.7299499511719,45312.0,173.125,1028.0,77.09095777916629,25,180,3.2177914110429446,1049.0,260.24926770432484,45312.0,579.20245398773,557.0801380368098,7.101411129596894e-05,0.012782540033274408,10,261.729963898917
75,OzaBagExecutorMAXChunk,elecNormNew,4,50,1664,792.0570678710938,45312.0,57.20800018310547,41.0,78.6664310017233,25,64,3.7487179487179487,438.6,780.7567716589703,45312.0,239.91794871794872,214.45665709666716,8.273124004056207e-05,0.0052947993625959726,90,792.057052422214
2,OzaBagExecutorMAXChunk,elecNormNew,4,25,1664,865.0960693359375,45312.0,52.37799835205078,20.0,79.59458564267892,25,58,3.387735849056604,359.1,854.3469653260931,45312.0,196.48867924528304,177.44282271907016,7.47646506236009e-05,0.004336349736168852,50,865.096059903669
12,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,2000,1208,174.841796875,45312.0,259.1600036621094,6157.0,76.0020317694865,25,266,3.1064583333333333,1491.1,174.1777757276627,45312.0,826.3179166666666,805.0697530428569,6.855707833097929e-05,0.01823618283604049,10,174.84179410291028
74,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,1208,430.5546569824219,45312.0,105.24099731445312,679.0,77.98357582790324,25,111,3.0856435643564355,623.3,427.2097298826192,45312.0,342.5064356435643,324.7362060697952,6.809771284331822e-05,0.0075588461256083225,90,430.5546427369055
54,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,1208,438.4070434570313,45312.0,103.3560028076172,72.0,80.14670142724582,25,109,3.1530303030303033,624.3000000000001,435.41180201216525,45312.0,343.68030303030304,325.88460885250214,6.958488486560522e-05,0.007584752450350968,50,438.4070471875927
