,index,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,joules,JPI,PERC
279,279,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,178,166.34951782226562,19932.0,119.81999969482422,11335.0,78.96497880883338,133,4.135537190082645,1000.8000000000001,174.6879530721416,20965.0,495.5200648536367,0.024860529041422674,0
311,311,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,99,94.98810577392578,11381.0,119.81500244140624,16428.0,81.41989126958747,129,3.8581196581196577,902.8,94.84087632603061,11381.0,462.2606162568442,0.040616871650719984,0
3,3,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,2000,19,15.005876541137695,1800.0,119.9530029296875,77347.0,40.33333333333333,143,3.527027027027027,913.5,14.982270979341113,1800.0,423.07748330606,0.23504304628114445,0
153,153,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,186,182.37283325195312,22000.0,120.63200378417967,2577.0,80.0093023255814,127,1.3206005963116532,0.0,184.65781273433203,22163.0,159.30669613165728,0.007241213460529876,0
154,154,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,186,182.37283325195312,22000.0,120.63200378417967,2577.0,80.0093023255814,127,1.3206005963116532,0.0,184.6531972505728,22163.0,159.30669613165728,0.007241213460529876,0
24,24,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,103,99.98580932617188,11980.0,119.81700134277344,4163.0,81.75087108013938,127,1.3206005963116532,0.0,99.83083756239428,11980.0,158.23040342154076,0.013207880085270515,0
25,25,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,103,99.98580932617188,11980.0,119.81700134277344,4163.0,81.75087108013938,127,1.3206005963116532,0.0,99.83000566647777,11980.0,158.23040342154076,0.013207880085270515,0
323,323,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,20,20.005836486816406,2400.0,119.96499633789062,15789.0,76.26315789473685,127,1.3206005963116532,0.0,19.975031210986266,2400.0,158.42584570034364,0.06601076904180986,0
324,324,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,500,20,20.005836486816406,2400.0,119.96499633789062,15789.0,76.26315789473685,127,1.3206005963116532,0.0,19.97436623000483,2400.0,158.42584570034364,0.06601076904180986,0
159,159,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,177,174.57606506347656,20950.0,120.00499725341795,268.0,82.88995215311004,125,1.3206005963116532,0.0,174.67048806092015,20965.0,158.47867093324206,0.007564614364355229,0
160,160,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,177,174.57606506347656,20950.0,120.00499725341795,268.0,82.88995215311004,125,1.3206005963116532,0.0,174.67630934328704,20965.0,158.47867093324206,0.007564614364355229,0
29,29,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,98,94.98810577392578,11381.0,119.81500244140624,417.0,83.17006442502868,125,1.3206005963116532,0.0,94.84193011647254,11400.0,158.22776367120326,0.013902799725085955,0
30,30,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,98,94.98810577392578,11381.0,119.81500244140624,417.0,83.17006442502868,125,1.3206005963116532,0.0,94.84087632603061,11381.0,158.22776367120326,0.013902799725085955,0
306,306,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,19,14.975415229797363,1800.0,120.1969985961914,1963.0,80.4,126,1.3206005963116532,0.0,14.981772177184425,1800.0,158.7322280210013,0.0881845711227785,0
307,307,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,50,19,14.975415229797363,1800.0,120.1969985961914,1963.0,80.4,126,1.3206005963116532,0.0,14.982021574111066,1800.0,158.7322280210013,0.0881845711227785,0
213,213,OzaBagExecutorMAXChunk,elecNormNew,4,2000,1364,1138.1453857421875,38442.0,33.7760009765625,1646.0,75.29498929806267,42,4.081818181818181,314.29999999999995,1352.43553008596,45312.0,137.86749489524146,0.003586376746663583,0
105,105,OzaBagExecutorMAXChunk,elecNormNew,4,2000,758,709.2615966796875,42694.0,60.19499969482422,2269.0,75.58362412149211,68,3.850806451612903,477.5,750.3726029212069,45312.0,231.79929317966582,0.0054293177771974005,0
242,242,OzaBagExecutorMAXChunk,elecNormNew,4,2000,151,149.9824676513672,17970.0,119.81400299072266,8019.0,79.23606762680025,129,3.577777777777777,837.1999999999998,149.7362741748673,17970.0,428.66787736680766,0.023854639808948672,0
318,318,OzaBagExecutorMAXChunk,elecNormNew,4,500,1408,1252.482421875,40489.0,32.32699966430664,393.0,76.84113131111056,40,1.3206005963116532,0.0,1395.8044543018204,45312.0,42.69105503364996,0.001054386500868136,0
319,319,OzaBagExecutorMAXChunk,elecNormNew,4,500,1408,1252.482421875,40489.0,32.32699966430664,393.0,76.84113131111056,40,1.3206005963116532,0.0,1393.657921446806,45312.0,42.69105503364996,0.001054386500868136,0
250,250,OzaBagExecutorMAXChunk,elecNormNew,4,500,782,778.5567016601562,45312.0,58.20000076293945,520.0,77.45246808890475,66,1.3206005963116532,0.0,776.0365822329547,45312.0,76.85895571287651,0.0016962163601888353,0
251,251,OzaBagExecutorMAXChunk,elecNormNew,4,500,782,778.5567016601562,45312.0,58.20000076293945,520.0,77.45246808890475,66,1.3206005963116532,0.0,776.0365822329547,45312.0,76.85895571287651,0.0016962163601888353,0
268,268,OzaBagExecutorMAXChunk,elecNormNew,4,500,156,154.9805908203125,18569.0,119.81500244140624,1895.0,79.9324810448835,128,1.3206005963116532,0.0,154.72748331402954,18569.0,158.22776367120326,0.00852107079924623,0
269,269,OzaBagExecutorMAXChunk,elecNormNew,4,500,156,154.9805908203125,18569.0,119.81500244140624,1895.0,79.9324810448835,128,1.3206005963116532,0.0,154.718458897832,18569.0,158.22776367120326,0.00852107079924623,0
246,246,OzaBagExecutorMAXChunk,elecNormNew,4,50,1283,1208.833984375,42968.0,35.54499816894531,40.0,79.04608788853162,43,1.3206005963116532,0.0,1276.1427324189597,45312.0,46.9407457778058,0.0010924582428273554,0
247,247,OzaBagExecutorMAXChunk,elecNormNew,4,50,1283,1208.833984375,42968.0,35.54499816894531,40.0,79.04608788853162,43,1.3206005963116532,0.0,1274.7784498523,45312.0,46.9407457778058,0.0010924582428273554,0
294,294,OzaBagExecutorMAXChunk,elecNormNew,4,50,712,707.7235107421875,45312.0,64.0250015258789,54.0,79.15248994741727,72,1.3206005963116532,0.0,705.8933495349816,45312.0,84.55145519393018,0.0018659837392728236,0
295,295,OzaBagExecutorMAXChunk,elecNormNew,4,50,712,707.7235107421875,45312.0,64.0250015258789,54.0,79.15248994741727,72,1.3206005963116532,0.0,705.8713566899818,45312.0,84.55145519393018,0.0018659837392728236,0
284,284,OzaBagExecutorMAXChunk,elecNormNew,4,50,142,139.9602813720703,16772.0,119.83399963378906,200.0,82.4482717378304,128,1.3206005963116532,0.0,139.74803359552058,16772.0,158.25285137479227,0.00943553847929837,0
285,285,OzaBagExecutorMAXChunk,elecNormNew,4,50,142,139.9602813720703,16772.0,119.83399963378906,200.0,82.4482717378304,128,1.3206005963116532,0.0,139.74919801691456,16772.0,158.25285137479227,0.00943553847929837,0
290,290,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,2000,1160,996.2260131835938,39068.0,39.21599960327149,1882.0,75.01618646811265,48,4.053409090909091,356.70000000000005,1151.2487614014583,45312.0,158.95848930098796,0.004068764444071567,0
82,82,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,2000,644,602.734130859375,42679.0,70.80899810791016,2659.0,76.2113129624622,79,3.832638888888889,551.9,638.2151609904504,45312.0,271.3853198316362,0.006358755355833927,0
178,178,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,2000,128,124.9812240600586,14975.0,119.81800079345705,9273.0,79.6917148362235,128,3.5907488986784135,815.0999999999999,124.777109337244,14975.0,430.23635439095517,0.028730307471850094,0
258,258,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,1213,1104.379150390625,41486.0,37.56499862670898,443.0,77.59234860684137,46,1.3206005963116532,0.0,1200.3496781371691,45312.0,49.60835958687831,0.0011957855562570098,0
259,259,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,1213,1104.379150390625,41486.0,37.56499862670898,443.0,77.59234860684137,46,1.3206005963116532,0.0,1200.1271321114525,45312.0,49.60835958687831,0.0011957855562570098,0
201,201,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,674,665.0015869140625,45129.0,67.86299896240234,610.0,78.4310650025768,76,1.3206005963116532,0.0,666.3921407141597,45312.0,89.61991689724563,0.001985860907559344,0
202,202,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,674,665.0015869140625,45129.0,67.86299896240234,610.0,78.4310650025768,76,1.3206005963116532,0.0,666.3039482391001,45312.0,89.61991689724563,0.001985860907559344,0
240,240,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,134,129.970703125,15574.0,119.8270034790039,2271.0,80.37017380920791,128,1.3206005963116532,0.0,129.76170638226964,15574.0,158.2436122486111,0.010160755891139791,0
241,241,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,500,134,129.970703125,15574.0,119.8270034790039,2271.0,80.37017380920791,128,1.3206005963116532,0.0,129.76603119584055,15574.0,158.2436122486111,0.010160755891139791,0
235,235,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,1060,1018.389892578125,43693.0,42.90399932861328,48.0,80.01054006369864,50,1.3206005963116532,0.0,1054.306854669831,45312.0,56.659047097521466,0.0012967534181109438,0
236,236,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,1060,1018.389892578125,43693.0,42.90399932861328,48.0,80.01054006369864,50,1.3206005963116532,0.0,1054.5276827480277,45312.0,56.659047097521466,0.0012967534181109438,0
80,80,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,589,583.4814453125,45312.0,77.65799713134766,65.0,79.88157836595819,86,1.3206005963116532,0.0,582.2667694680032,45312.0,102.55519732002637,0.002263312087747757,0
81,81,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,589,583.4814453125,45312.0,77.65799713134766,65.0,79.88157836595819,86,1.3206005963116532,0.0,582.2518054020713,45312.0,102.55519732002637,0.002263312087747757,0
75,75,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,117,114.97696685791016,13777.0,119.8239974975586,255.0,84.2208785605012,128,1.3206005963116532,0.0,114.79876676943587,13777.0,158.23964254772193,0.011485783737223048,0
76,76,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,50,117,114.97696685791016,13777.0,119.8239974975586,255.0,84.2208785605012,128,1.3206005963116532,0.0,114.79398408532266,13777.0,158.23964254772193,0.011485783737223048,0
112,112,OzaBagASHTExecutorMAXChunk,elecNormNew,4,2000,1327,1170.4925537109375,39977.0,34.15399932861328,1644.0,74.90849724833451,43,4.110000000000001,328.80000000000007,1319.8566892895633,45312.0,140.37293724060063,0.003511342452925448,0
139,139,OzaBagASHTExecutorMAXChunk,elecNormNew,4,2000,737,690.6357421875,42673.0,61.78799819946289,2292.0,75.28335750989599,69,3.8047619047619037,479.39999999999986,730.9683976189324,45312.0,235.0886217208135,0.005509071818733473,0
228,228,OzaBagASHTExecutorMAXChunk,elecNormNew,4,2000,147,144.98184204101562,17371.0,119.81500244140624,8073.0,79.01893175460283,128,3.5831896551724136,831.3,144.74265287927142,17371.0,429.3198772825043,0.024714747411346744,0
298,298,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,1418,1231.656982421875,39700.0,32.233001708984375,398.0,76.22704081632654,40,1.3206005963116532,0.0,1403.0220460738171,45312.0,42.5669212777993,0.001072214641758169,0
299,299,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,1418,1231.656982421875,39700.0,32.233001708984375,398.0,76.22704081632654,40,1.3206005963116532,0.0,1403.2392926821717,45312.0,42.5669212777993,0.001072214641758169,0
225,225,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,787,777.62255859375,45092.0,57.98699951171875,531.0,77.09006099748834,65,1.3206005963116532,0.0,781.4569536423841,45312.0,76.57766613349932,0.0016982539282688574,0
226,226,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,787,777.62255859375,45092.0,57.98699951171875,531.0,77.09006099748834,65,1.3206005963116532,0.0,781.3491516071183,45312.0,76.57766613349932,0.0016982539282688574,0
143,143,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,157,154.97154235839844,18569.0,119.8219985961914,1898.0,80.44717471913222,128,1.3206005963116532,0.0,154.72232637586967,18569.0,158.23700279738443,0.008521568355721064,0
144,144,OzaBagASHTExecutorMAXChunk,elecNormNew,4,500,157,154.97154235839844,18569.0,119.8219985961914,1898.0,80.44717471913222,128,1.3206005963116532,0.0,154.71459161313436,18569.0,158.23700279738443,0.008521568355721064,0
230,230,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,1243,1159.07666015625,42683.0,36.82500076293945,42.0,79.30241831445124,44,1.3206005963116532,0.0,1234.0205343282769,45312.0,48.631117966714925,0.0011393556677533193,0
231,231,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,1243,1159.07666015625,42683.0,36.82500076293945,42.0,79.30241831445124,44,1.3206005963116532,0.0,1232.610647153233,45312.0,48.631117966714925,0.0011393556677533193,0
52,52,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,690,687.3641967773438,45243.0,65.82099914550781,56.0,79.66056690195384,74,1.3206005963116532,0.0,686.5038482516211,45312.0,86.92325072138642,0.0019212530274603015,0
53,53,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,690,687.3641967773438,45243.0,65.82099914550781,56.0,79.66056690195384,74,1.3206005963116532,0.0,686.5766625755716,45312.0,86.92325072138642,0.0019212530274603015,0
128,128,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,138,134.93128967285156,16173.0,119.86100006103516,213.0,82.14352167710723,128,1.3206005963116532,0.0,134.76040095656305,16173.0,158.28850815511413,0.009787207577760103,0
129,129,OzaBagASHTExecutorMAXChunk,elecNormNew,4,50,138,134.93128967285156,16173.0,119.86100006103516,213.0,82.14352167710723,128,1.3206005963116532,0.0,134.75029577910715,16173.0,158.28850815511413,0.009787207577760103,0
122,122,LBagExecutorMAXChunk,elecNormNew,4,2000,598,523.3014526367188,40413.0,77.22699737548828,3547.0,75.81027256397573,86,4.165384615384615,649.8,592.9415459506145,45312.0,321.6801467602069,0.00795981854255331,0
145,145,LBagExecutorMAXChunk,elecNormNew,4,2000,332,313.83624267578125,37623.0,119.88099670410156,5207.0,74.32557617269741,129,3.8944444444444444,911.3,329.2497064285893,39534.0,466.8698816087511,0.012409161459977967,0
245,245,LBagExecutorMAXChunk,elecNormNew,4,2000,66,65.0059585571289,7800.0,119.98899841308594,19416.0,74.58620689655172,130,3.5932203389830497,847.9999999999998,64.89562620119308,7800.0,431.1469095521053,0.05527524481437247,0
223,223,LBagExecutorMAXChunk,elecNormNew,4,500,603,551.9100341796875,41768.0,75.67900085449219,869.0,77.64127168750605,84,1.3206005963116532,0.0,597.5550251223148,45312.0,99.94173365671249,0.0023927823610590043,0
224,224,LBagExecutorMAXChunk,elecNormNew,4,500,603,551.9100341796875,41768.0,75.67900085449219,869.0,77.64127168750605,84,1.3206005963116532,0.0,597.6259562120813,45312.0,99.94173365671249,0.0023927823610590043,0
118,118,LBagExecutorMAXChunk,elecNormNew,4,500,335,328.6404113769531,39403.0,119.89700317382812,1246.0,76.43369405958408,128,1.3206005963116532,0.0,334.22163742203054,40133.0,158.33605388733758,0.004018375603059097,0
119,119,LBagExecutorMAXChunk,elecNormNew,4,500,335,328.6404113769531,39403.0,119.89700317382812,1246.0,76.43369405958408,128,1.3206005963116532,0.0,334.2021551221625,40133.0,158.33605388733758,0.004018375603059097,0
31,31,LBagExecutorMAXChunk,elecNormNew,4,500,67,64.89945983886719,7788.0,120.0009994506836,4717.0,78.96542261251372,128,1.3206005963116532,0.0,64.89616613418531,7800.0,158.47339143256713,0.02034840670680112,0
32,32,LBagExecutorMAXChunk,elecNormNew,4,500,67,64.89945983886719,7788.0,120.0009994506836,4717.0,78.96542261251372,128,1.3206005963116532,0.0,64.89508627718521,7800.0,158.47339143256713,0.02034840670680112,0
179,179,LBagExecutorMAXChunk,elecNormNew,4,50,544,512.8970947265625,43129.0,84.08899688720703,91.0,82.17925207177511,92,1.3206005963116532,0.0,537.8598136387916,45312.0,111.04797943249436,0.0025747867892252163,0
180,180,LBagExecutorMAXChunk,elecNormNew,4,50,544,512.8970947265625,43129.0,84.08899688720703,91.0,82.17925207177511,92,1.3206005963116532,0.0,537.8789677358087,45312.0,111.04797943249436,0.0025747867892252163,0
193,193,LBagExecutorMAXChunk,elecNormNew,4,50,302,299.30230712890625,35907.0,119.96900177001952,131.0,81.70789525057869,128,1.3206005963116532,0.0,299.34035181236675,35940.0,158.43113527640153,0.004412263215428789,0
194,194,LBagExecutorMAXChunk,elecNormNew,4,50,302,299.30230712890625,35907.0,119.96900177001952,131.0,81.70789525057869,128,1.3206005963116532,0.0,299.34035181236675,35940.0,158.43113527640153,0.004412263215428789,0
181,181,LBagExecutorMAXChunk,elecNormNew,4,50,60,59.9510383605957,7200.0,120.0979995727539,501.0,82.2937062937063,128,1.3206005963116532,0.0,59.90515017888344,7200.0,158.60148985161547,0.02202798470161326,0
