dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate,acc
GMSC,OzaBagAdwin,25,1,1,93,10784.0,120.00399780273438,49.0,89.8636703491211,93.42544510385757
airlines,OzaBagASHT,25,1,1,250,7768.0,120.10900115966797,14083.0,64.6745834350586,64.92018537590113
covtypeNorm,AdaptiveRandomForestExecutorRUNPER,25,2,1,177,13281.0,120.01399993896484,12508.0,110.6620864868164,73.27008508395451
covtypeNorm,OzaBagASHTExecutorRUNPER,25,2,1,17,1800.0,119.95700073242188,76.0,15.005376815795898,67.38888888888889
GMSC,OzaBagExecutorRUNPER,25,2,1,501,59900.0,119.9729995727539,942.0,499.27899169921875,93.40400667779633
GMSC,StreamingRandomPatchesExecutorRUNPER,25,2,1,102,11981.0,120.00700378417969,1040.0,99.8358383178711,93.48969201235289
elecNormNew,StreamingRandomPatches,25,1,1,122,10856.0,120.01100158691406,10867.0,90.4583740234375,91.67280766396463
elecNormNew,OzaBagAdwin,25,1,1,61,7189.0,120.00299835205078,48.0,59.906837463378906,88.8579774655724
GMSC,OzaBagExecutorRUNPER,25,2,1,100,11981.0,120.00599670410156,89.0,99.83667755126953,93.53977130456556
GMSC,AdaptiveRandomForestSequential,25,1,1,195,23361.0,119.9469985961914,1357.0,194.76101684570312,93.5276743290099
GMSC,OzaBagExecutorRUNPER,25,2,1,903,96221.0,120.0009994506836,5864.0,801.8349609375,93.4577690940647
airlines,OzaBagAdwinExecutorRUNPER,25,2,1,118,7596.0,120.00299835205078,17473.0,63.29841995239258,65.21853607161664
covtypeNorm,OzaBagASHTExecutorRUNPER,25,2,1,87,10184.0,120.01100158691406,431.0,84.85888671875,64.1987431264729
elecNormNew,OzaBagASHT,25,1,1,71,8387.0,120.00299835205078,52.0,69.88992309570312,88.0887087158698
GMSC,LeveragingBag,25,1,1,447,40485.0,120.00299835205078,10055.0,337.3665771484375,93.3308632826973
elecNormNew,AdaptiveRandomForestSequential,25,1,1,234,15860.0,120.00499725341797,14802.0,132.16116333007812,89.60277427490543
airlines,OzaBagASHTExecutorRUNPER,25,2,1,27,2998.0,119.96600341796875,797.0,24.990413665771484,70.91394262841895
elecNormNew,OzaBagASHT,25,1,1,358,42529.0,119.99299621582031,328.0,354.42901611328125,83.30080650850007
GMSC,LeveragingBag,25,1,1,49,5394.0,120.00199890136719,86.0,44.94925308227539,93.62254356692623
elecNormNew,AdaptiveRandomForestSequential,25,1,1,26,3000.0,119.98100280761719,79.0,25.003957748413086,88.06666666666668
elecNormNew,OzaBagAdwinExecutorRUNPER,25,2,1,61,7200.0,120.0009994506836,166.0,59.9995002746582,90.34722222222223
GMSC,LBagExecutorRUNPER,25,2,1,49,5400.0,120.00499725341797,90.0,44.99812698364258,93.66666666666667
airlines,OzaBag,25,1,1,45,5398.0,119.98799896240234,2115.0,44.987831115722656,67.41385698406818
elecNormNew,StreamingRandomPatches,25,1,1,13,1200.0,119.95899963378906,99.0,10.00341796875,90.75
GMSC,OzaBagASHTExecutorRUNPER,25,2,1,102,11981.0,120.00499725341797,93.0,99.83750915527344,93.55646440196979
covtypeNorm,OzaBag,25,1,1,150,15549.0,120.00800323486328,4293.0,129.5663604736328,65.52832979612838
airlines,AdaptiveRandomForestExecutorRUNPER,25,2,1,41,3007.0,120.09300231933594,15867.0,25.03892707824707,71.46657798470237
covtypeNorm,StreamingRandomPatchesExecutorRUNPER,25,2,1,53,5756.0,120.0009994506836,5815.0,47.96626663208008,82.26198749131342
airlines,OzaBagAdwinExecutorRUNPER,25,2,1,13,1198.0,119.9469985961914,202.0,9.987744331359863,74.20701168614357
covtypeNorm,AdaptiveRandomForestSequential,25,1,1,19,1800.0,119.98500061035156,196.0,15.001874923706055,68.66666666666667
airlines,OzaBagExecutorRUNPER,25,2,1,409,7568.0,120.02300262451172,23171.0,63.05458068847656,63.63636363636363
elecNormNew,OzaBagExecutorRUNPER,25,2,1,673,40157.0,70.7699966430664,4066.0,567.4297485351562,82.80748063849391
airlines,OzaBagAdwin,25,1,1,13,1198.0,119.95800018310547,152.0,9.986828804016113,75.12520868113522
covtypeNorm,OzaBagExecutorRUNPER,25,2,1,83,9585.0,120.01499938964844,369.0,79.86502075195312,63.53677621283255
