,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,ensemble_size,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,avg_times_duration,joules,JPIold,JPI,delay_normalized,JPI_normalized,PERC,tput
214,LBagExecutorMAXChunk,elecNormNew,4,100,705,687.760009765625,44300.0,64.41200256347656,122.0,90.3868778280543,25,70,5.6015625,717.0,701.4350067338503,45312.0,392.109375,360.8078581094742,0.00012644610609480813,0.00885122742663657,0.00020441674206628463,0.004760755002760766,50,687.7600173406091
54,LBagExecutorMAXChunk,elecNormNew,4,100,141,139.375732421875,16700.0,119.81999969482422,441.0,91.8012048192771,25,125,4.673127753303964,1060.8,139.75036245771327,16772.0,584.1409691629955,559.9341659747556,0.0002798280091798781,0.034978501147484756,0.0007389162561576355,0.018813670274229945,10,139.37573061704305
396,LBagExecutorMAXChunk,elecNormNew,4,50,1184,1002.3139038085938,42450.0,42.35200119018555,49.0,90.38915094339622,25,48,6.378409090909091,561.3000000000001,1175.4390515966693,45312.0,306.1636363636364,270.13838940967213,0.000150256986829425,0.0072123353678124,8.210180623973728e-05,0.003879254258067222,90,1002.3139121425309
160,LBagExecutorMAXChunk,elecNormNew,4,50,658,653.3496704101562,45300.0,69.33499908447266,62.0,90.4707182320442,25,75,5.661029411764706,769.9,652.8824402403354,45312.0,424.5772058823529,392.5074690818787,0.0001249675366835476,0.00937256525126607,0.00010388391809925941,0.005041163757061235,50,653.3496877213457
275,LBagExecutorMAXChunk,elecNormNew,4,50,131,129.68923950195312,15550.0,119.9020004272461,236.0,92.32903225806452,25,126,4.751528384279475,1088.1,129.76927499520886,15574.0,598.6925764192139,569.7177583619496,0.0003055645263202235,0.03850113031634816,0.0003954291076036326,0.020708365058375845,10,129.68924575562357
360,LBagExecutorMAXChunk,elecNormNew,4,25,1132,1002.4112548828124,40325.0,40.22800064086914,24.0,90.13895781637717,25,46,6.324999999999999,531.3,1122.8070175438595,45312.0,290.95,254.44210405349727,0.0001568505889646621,0.007215127092374457,4.0213129586810096e-05,0.003880755825706886,90,1002.4112398723668
207,LBagExecutorMAXChunk,elecNormNew,4,25,629,613.8177490234375,44600.0,72.66000366210938,33.0,90.33314638250141,25,78,5.634507042253521,800.0999999999999,622.297909742632,45312.0,439.49154929577463,409.4033023243219,0.0001263342386155498,0.009854070612012884,5.529305318186388e-05,0.005300148070144534,50,613.8177505110413
317,LBagExecutorMAXChunk,elecNormNew,4,25,125,124.93534088134766,14975.0,119.86199951171876,42.0,92.31438127090301,25,125,4.653744493392071,1056.4,124.77399035136689,14975.0,581.7180616740088,557.8071201946243,0.00031076757885756734,0.03884594735719592,7.037297677691766e-05,0.02089382966945487,10,124.93534281927202
405,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,787,654.202392578125,38000.0,58.08599853515625,2773.0,88.50833333333334,25,62,5.085840707964602,574.7,781.295261742189,45312.0,315.3221238938053,295.4161359128699,0.0001338379133674895,0.008297950628784351,0.004646292014342683,0.004463167430289214,90,654.2024060583326
126,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,437,402.7810974121094,42000.0,104.2750015258789,3913.0,88.7775,25,109,4.274747474747476,846.4000000000001,433.76538837089083,45312.0,465.94747474747487,445.74929945204,0.0001017797017797018,0.011093987493987496,0.006556415669716162,0.005967054501799884,50,402.781101754062
257,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,87,83.33403015136719,10000.0,119.9990005493164,15088.0,89.875,25,125,3.5643171806167397,809.0999999999999,84.86562942008487,10200.0,445.53964757709247,427.71449931476604,0.00035643171806167397,0.044553964757709244,0.025280654133574613,0.02396396571788149,10,83.33402740208878
141,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,837,780.317626953125,42500.0,54.46500015258789,614.0,88.94285714285715,25,58,5.438679245283019,576.5,830.148581060037,45312.0,315.44339622641513,296.21766592421625,0.00012796892341842398,0.007422197558268591,0.0010287858985958916,0.003992131537674566,90,780.3176329924352
333,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,465,455.6298522949219,44500.0,97.66699981689452,923.0,88.76363636363637,25,102,4.491891891891892,831.0,463.0382799566719,45312.0,458.17297297297296,438.70960458291535,0.00010094139082903127,0.01029602186456119,0.0015465299420260716,0.005537857659462505,50,455.6298451209551
115,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,93,87.63949584960938,10500.0,119.80899810791016,3401.0,89.07000000000001,25,124,3.532,794.7,89.84850252495792,10782.0,437.968,423.16538131713867,0.00033638095238095237,0.0417112380952381,0.005698535571864213,0.02243496589361829,10,87.63949424351924
271,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,250,830,775.5615844726562,42500.0,54.79899978637695,308.0,88.7431952662722,25,59,5.7592592592592595,622.0,827.1933988097412,45312.0,339.7962962962963,315.6016469178376,0.0001355119825708061,0.00799520697167756,0.0005160684963640629,0.00430033257014452,90,775.5616008627499
264,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,250,461,451.0211181640625,44500.0,98.66500091552734,463.0,88.88361581920904,25,103,4.752941176470588,888.8000000000001,458.36831723230995,45312.0,489.5529411764706,468.94894552791817,0.00010680766688697951,0.01100118968935889,0.0007757782916122113,0.005917141920037341,50,451.0211279286254
211,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,250,92,89.70069122314453,10750.0,119.84300231933594,1743.0,89.62857142857142,25,124,3.8333333333333335,862.5,89.84925125623953,10782.0,475.33333333333337,459.39817555745446,0.0003565891472868217,0.0442170542635659,0.002920478536242083,0.023782753752222503,10,89.70069000236948
7,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,100,841,659.4449462890625,41700.0,63.23500061035156,151.0,88.71634615384615,25,68,6.29274193548387,780.3,836.3079308244588,45312.0,427.9064516129032,397.9215401311074,0.00015090508238570433,0.010261545602227895,0.0002530076069836802,0.005519314125275845,90,659.4449212857874
180,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,100,467,445.3818664550781,43500.0,97.66899871826172,190.0,88.77880184331796,25,102,5.681081081081081,1051.0,463.0382799566719,45312.0,579.4702702702702,554.8655008264491,0.0001305995650823237,0.013321155638397017,0.0003183539425622466,0.00716496766959159,50,445.3818567904143
281,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,100,93,89.30583190917969,10700.0,119.81300354003906,709.0,89.69811320754717,25,124,4.800888888888888,1080.1999999999998,89.84850252495792,10782.0,595.3102222222221,575.2089174397786,0.000448681204569055,0.055636469366562816,0.001187962869877015,0.029924843991209045,10,89.30583228743012
50,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,827,772.9825439453125,42950.0,55.56399917602539,64.0,88.76923076923077,25,59,6.643518518518518,717.5,821.1670895251902,45312.0,391.96759259259255,369.14045748887236,0.00015468029146725303,0.00912613719656793,0.00010723501223149358,0.004908619022000622,90,772.982518121769
402,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,459,446.236083984375,44500.0,99.7229995727539,92.0,88.71766029246344,25,104,5.5968253968253965,1057.8,453.7870669884731,45312.0,582.0698412698413,558.1322166563972,0.0001257713572320314,0.013080221152131265,0.00015415033008277202,0.007035377726238034,50,446.23607583659356
27,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,91,89.72164916992188,10750.0,119.81500244140624,354.0,89.7196261682243,25,124,4.937777777777778,1111.0,89.84775380615484,10782.0,612.2844444444445,591.6198564995659,0.000459328165374677,0.056956692506459954,0.0005931436614054489,0.030634944253587478,10,89.72165238870758
401,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,25,794,769.8323364257812,44300.0,57.54499816894531,31.0,88.79503105590062,25,61,6.745045045045046,748.7000000000002,786.7213000902841,45312.0,411.4477477477478,388.14360476657083,0.00015225835316128774,0.009287759542838551,5.1941959049629706e-05,0.004995549834697883,90,769.83232964819
145,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,25,441,439.2557067871094,45300.0,103.12899780273438,44.0,88.84594146880177,25,107,5.607179487179487,1093.4,438.75515618645545,45312.0,599.9682051282051,578.2628010128706,0.00012377879662647874,0.013244331239033225,7.372407090915184e-05,0.00712364660461651,50,439.2556988350653
414,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,25,88,84.90629577636719,10175.0,119.83799743652344,176.0,89.3103448275862,25,124,4.649777777777778,1046.2,84.85762618644844,10183.0,576.5724444444444,557.220057413737,0.00045698061698061694,0.0566655965055965,0.00029489628363660737,0.030478374246333588,10,84.9062919746265
386,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,262,216.00784301757807,26000.0,120.36599731445312,8827.0,89.1625,25,124,5.304464285714286,1188.2,259.46288151406105,31148.0,657.7535714285715,638.4771339688983,0.00020401785714285717,0.02529821428571429,0.014790053952615529,0.013606994195989647,90,216.00784756575112
134,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,145,133.53140258789062,16000.0,119.8219985961914,12061.0,81.44285714285714,25,125,4.721929824561403,1076.6,144.74747727253788,17371.0,590.2412280701755,565.7910688099108,0.0002951206140350877,0.036890076754385964,0.020208773164438188,0.019841837633970755,50,133.53140648171902
97,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,29,16.671945571899414,2000.0,119.96199798583984,43011.0,?,25,124,3.388392857142857,759.0,24.968789013732835,3000.0,420.1607142857143,406.47837710380554,0.0016941964285714286,0.21008035714285714,0.07206695486076203,0.11299462357501248,10,16.671946396191878
263,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,500,248,232.1686248779297,28000.0,120.60199737548828,2064.0,88.2690909090909,25,125,5.666960352422908,1286.4,244.51220020160113,29351.0,708.3700440528635,683.4467375499037,0.000202391441157961,0.025298930144745123,0.003458329144465668,0.01360737923066315,90,232.1686258049558
319,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,500,138,133.04949951171875,16000.0,120.25599670410156,3345.0,81.61935483870968,25,124,4.984375,1116.5,134.75927808422352,16173.0,618.0625,599.4009835720062,0.0003115234375,0.03862890625,0.005604704936161657,0.020777091110260448,50,133.04949805845555
39,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,500,27,24.587745666503903,3000.0,122.01200103759766,12790.0,80.32000000000001,25,126,3.6318777292576425,831.7000000000002,24.96920464760129,3000.0,457.61659388646297,443.1326692706113,0.0012106259097525475,0.152538864628821,0.021430246975637546,0.08204513655492636,10,24.5877452585632
86,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,250,253,220.23318481445312,26500.0,120.3270034790039,1129.0,87.94285714285715,25,125,6.565198237885463,1490.3000000000002,249.47107135122528,29950.0,820.6497797356828,789.9706312103945,0.0002477433297315269,0.030967916216440863,0.0018916926376461914,0.01665652173943972,90,220.23319150155714
15,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,250,141,138.39544677734375,16750.0,121.02999877929688,1698.0,81.8,25,125,6.029074889867841,1368.6,139.763172587352,16772.0,753.6343612334801,729.6989265609942,0.0003599447695443487,0.04499309619304359,0.002845078918266814,0.024200158629538705,50,138.39544054316903
159,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,250,28,24.77536964416504,3000.0,121.08799743652344,6305.0,80.07272727272728,25,125,4.71504424778761,1065.6,24.969412469724585,3000.0,589.3805309734512,570.9352657892007,0.0015716814159292033,0.1964601769911504,0.010564324251868235,0.10566882143816912,10,24.775370503361867
344,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,100,238,204.0833282470703,24500.0,120.04900360107422,489.0,86.9467213114754,25,124,6.587555555555557,1482.2000000000003,234.51257403227015,28153.0,816.8568888888891,790.8294806111655,0.00026887981859410437,0.033341097505668944,0.0008193425153312557,0.01793297009519551,90,204.08332651734537
20,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,100,132,129.33804321289062,15500.0,119.84100341796876,732.0,81.07792207792208,25,124,6.008444444444444,1351.8999999999999,129.77576308048697,15574.0,745.047111111111,720.0580112033421,0.00038764157706093185,0.04806755555555555,0.0012265004523977078,0.025853799089258018,50,129.3380358802633
272,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,100,26,24.92833137512207,3000.0,120.34500122070312,2474.0,79.41379310344827,25,125,4.616740088105727,1048.0,24.96920464760129,3000.0,577.0925110132159,555.6015915387528,0.0015389133627019091,0.19236417033773864,0.004145303441573674,0.1034657276494039,10,24.92833079537919
305,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,230,220.23497009277344,26450.0,120.0989990234375,226.0,87.27651515151516,25,125,6.688938053097345,1511.6999999999998,229.51338564312726,27554.0,836.1172566371681,803.3347647067719,0.0002528899074895026,0.03161123843618783,0.0003786736369424617,0.017002541486580182,90,220.23497460489443
19,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,127,124.6830825805664,14950.0,119.90399932861328,362.0,80.8993288590604,25,124,5.8,1305.0,124.777109337244,14975.0,719.1999999999999,695.443196105957,0.00038795986622073577,0.048107023411371234,0.0006065480379343856,0.025875027420987167,50,124.68308049531763
119,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,25,24.965879440307617,3000.0,120.16400146484376,1189.0,79.66101694915254,25,123,4.714798206278028,1051.4,24.96920464760129,3000.0,579.9201793721974,566.5490185656356,0.001571599402092676,0.19330672645739913,0.0019922254616132166,0.10397269448527488,10,24.96587965970579
23,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,25,228,223.95460510253903,26875.0,120.0019989013672,108.0,87.37430167597765,25,124,6.733482142857143,1508.3000000000002,224.5164836995452,26955.0,834.9517857142857,808.0313167095186,0.0002505481727574751,0.031067973421926912,0.00018095908314064542,0.01671033889028441,90,223.9546028069855
123,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,25,126,124.88533020019533,14975.0,119.91000366210938,127.0,80.80936454849498,25,124,5.98141592920354,1351.8,124.77918874779189,14975.0,741.695575221239,717.2316059753958,0.0003994267732356287,0.049528919881217964,0.00021279447739687006,0.026639814089089196,50,124.8853268506069
100,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,25,25,24.9781436920166,3000.0,120.1050033569336,563.0,80.0672268907563,25,124,4.492857142857143,1006.4,24.968789013732835,3000.0,557.1142857142858,539.6146222250802,0.0014976190476190475,0.18570476190476193,0.0009433329982239201,0.09988387278514939,10,24.978143425752727
73,OzaBagExecutorMAXChunk,covtypeNorm,4,2000,3201,3049.974609375,366000.0,120.0009994506836,609.0,77.52637362637363,25,125,5.130973451327433,1159.6,3188.615894757013,382720.0,641.3716814159292,615.7219423142154,1.401905314570337e-05,0.0017523816432129212,0.0010204081632653062,0.000942542686177732,90,3049.9745975066967
130,OzaBagExecutorMAXChunk,covtypeNorm,4,2000,1778,1762.75927734375,212000.0,120.26599884033205,930.0,79.02238095238096,25,125,4.238325991189427,962.0999999999999,1769.3139742896367,212645.0,529.7907488986784,509.72650874133683,1.9992103732025598e-05,0.0024990129665032,0.001558258771488891,0.00134412866247693,50,1762.7592340662814
237,OzaBagExecutorMAXChunk,covtypeNorm,4,2000,355,350.2889709472656,42000.0,119.9010009765625,3418.0,73.3,25,126,3.421397379912664,783.5,354.1545225921423,42529.0,431.09606986899564,410.22897059011666,8.146184237887295e-05,0.010264192139737992,0.005727019871988204,0.005520737602053007,10,350.28898556242996
156,OzaBagExecutorMAXChunk,covtypeNorm,4,500,3337,3215.11279296875,386000.0,120.05799865722656,143.0,76.51854734111544,25,126,5.1385964912280695,1171.6,3323.4678998458526,398866.0,647.4631578947368,616.9296106438887,1.3312426143077901e-05,0.0016773656940278156,0.00023960323045474347,0.0009021943211255476,90,3215.1127314895134
164,OzaBagExecutorMAXChunk,covtypeNorm,4,500,1854,1828.3287353515625,219500.0,120.05500030517578,216.0,80.4634703196347,25,125,4.383700440528634,995.1,1844.5494948149874,221630.0,547.9625550660793,526.2851577254644,1.9971300412431136e-05,0.002496412551553892,0.00036191816628129085,0.0013427299933565415,50,1828.3286780395515
318,OzaBagExecutorMAXChunk,covtypeNorm,4,500,370,366.9143371582031,44000.0,119.91899871826172,854.0,74.31264367816091,25,126,3.5982532751091703,824.0,369.06962415280344,44326.0,453.3799126637555,431.4989298857976,8.177848352520841e-05,0.010304088924176261,0.0014309171944639925,0.005542196638969961,10,366.91433776372514
332,OzaBagExecutorMAXChunk,covtypeNorm,4,250,2964,2887.355712890625,346500.0,120.00599670410156,76.0,77.81920577617328,25,125,4.8283185840707965,1091.2,2950.2233832791167,354608.0,603.5398230088496,579.4271840863523,1.3934541368169686e-05,0.001741817671021211,0.00012734157702489862,0.0009368607077315154,90,2887.3557115180174
260,OzaBagExecutorMAXChunk,covtypeNorm,4,250,1647,1614.1395263671875,193750.0,120.03299713134766,115.0,80.16847545219639,25,126,4.190393013100437,959.6000000000001,1640.071571238349,197071.0,527.9895196506551,502.9854325207041,2.162783490632484e-05,0.0027251071981969294,0.00019268791260346503,0.0014657365698042299,50,1614.1394835620622
395,OzaBagExecutorMAXChunk,covtypeNorm,4,250,329,323.18328857421875,38750.0,119.9010009765625,483.0,74.13766233766233,25,125,3.641850220264317,826.6999999999999,324.2340714339249,38935.0,455.2312775330396,436.6614868164062,9.398323149069205e-05,0.011747903936336505,0.0008092892329345531,0.006318772497987849,10,323.18329025105146
348,OzaBagExecutorMAXChunk,covtypeNorm,4,100,2691,2501.645751953125,300200.0,120.0009994506836,39.0,78.33422192602467,25,126,5.660698689956333,1296.3000000000002,2681.8737881044913,322262.0,713.2480349344979,679.2895003839352,1.8856424683398844e-05,0.002375909510108254,6.534633557856641e-05,0.0012779157670624822,90,2501.6458310697003
85,OzaBagExecutorMAXChunk,covtypeNorm,4,100,1495,1473.063232421875,176800.0,120.02200317382812,52.0,81.34917940011319,25,125,5.343805309734513,1207.7,1490.2853243911165,179101.0,667.9756637168142,641.3742178452753,3.0225143154606976e-05,0.0037781428943258724,8.712844743808853e-05,0.0020321263727986543,50,1473.0632327802443
112,OzaBagExecutorMAXChunk,covtypeNorm,4,100,299,294.3285522460937,35300.0,119.93399810791016,210.0,72.69886363636363,25,126,4.673799126637555,1070.3000000000002,294.29742018220276,35341.0,588.898689956332,560.5474156109007,0.00013240224154780611,0.01668268243502357,0.0003518648838845883,0.008973011316260769,10,294.32855201107327
282,OzaBagExecutorMAXChunk,covtypeNorm,4,50,2407,2308.673095703125,277050.0,120.00399780273438,19.0,80.06173285198555,25,125,5.5986725663716825,1265.3000000000002,2398.852689685031,288119.0,699.8340707964603,671.8630903530966,2.020816663552313e-05,0.002526020829440391,3.1835394256224655e-05,0.0013586552148288865,90,2308.6730865035165
4,OzaBagExecutorMAXChunk,covtypeNorm,4,50,1337,1320.134765625,158300.0,119.91200256347656,28.0,81.19052132701422,25,126,5.099126637554585,1167.7,1330.372616984402,159666.0,642.4899563318777,611.446486433937,3.221179177229681e-05,0.004058685763309398,4.691531785127844e-05,0.002183020232217844,50,1320.1347372728796
311,OzaBagExecutorMAXChunk,covtypeNorm,4,50,267,264.2922058105469,31700.0,119.94300079345705,111.0,69.91153238546603,25,125,4.604405286343613,1045.2,264.4062997109995,31747.0,575.5506607929516,552.2661869133098,0.00014524937811809504,0.01815617226476188,0.0001859857243389967,0.009765548186043745,10,264.2922037158941
253,OzaBagExecutorMAXChunk,covtypeNorm,4,25,2411,2368.52197265625,284225.0,120.0009994506836,9.0,80.1505981703026,25,126,5.714035087719299,1302.8000000000002,2403.699818505753,288718.0,719.9684210526317,685.6899214225904,2.0103914461146272e-05,0.0025330932221044305,1.5079923595053785e-05,0.0013624591989696046,90,2368.521939826068
367,OzaBagExecutorMAXChunk,covtypeNorm,4,25,1339,1296.029052734375,155425.0,119.92400360107422,14.0,82.58108108108108,25,124,5.248444444444445,1180.9,1330.195281258331,159666.0,650.8071111111112,629.4144704555936,3.3768341286436834e-05,0.0041872743195181675,2.345765892563922e-05,0.002252183364375811,50,1296.0291128790147
398,OzaBagExecutorMAXChunk,covtypeNorm,4,25,267,264.5712280273437,31725.0,119.91100311279295,56.0,68.39432176656152,25,125,4.59647577092511,1043.4,264.38868392781296,31747.0,574.5594713656387,551.1680204752782,0.00014488497307880567,0.018110621634850707,9.383063570255688e-05,0.009741048150198328,10,264.5712167894904
422,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,2000,1034,984.1780395507812,118000.0,119.89700317382812,1850.0,86.72413793103448,25,126,4.742543859649124,1081.3000000000002,1025.9169192844533,123188.0,597.5605263157896,568.6167961923701,4.019104965804342e-05,0.005064072256913472,0.0030997620723166113,0.0027237812530825525,90,984.1780601381852
72,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,2000,574,563.8707885742188,68000.0,120.59500122070312,3007.0,83.23181818181818,25,126,4.329694323144105,991.5,568.4200011653751,68286.0,545.5414847161572,522.1394921848348,6.367197534035448e-05,0.008022668892884666,0.005038370027814081,0.004315103344012413,50,563.8708015397085
294,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,2000,114,100.15440368652344,12000.0,119.81500244140624,11825.0,64.53999999999999,25,125,3.558149779735683,807.7,109.81575153540386,13178.0,444.76872246696036,426.3197245459199,0.00029651248164464026,0.03706406020558003,0.019813344056834558,0.019935417037791867,10,100.15440266646428
22,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,500,1039,1008.4845581054688,121000.0,119.98200225830078,449.0,87.19668049792531,25,126,4.840174672489082,1108.3999999999999,1030.8112519361125,123786.0,609.8620087336244,580.7338484851554,4.0001443574289935e-05,0.005040181890360532,0.0007523206326865722,0.0027109314892472657,90,1008.4845870425436
162,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,500,577,566.7847290039062,68000.0,119.9749984741211,727.0,85.42666666666666,25,126,4.357017543859649,993.4,573.2820679266638,68885.0,548.9842105263158,522.7331731762802,6.407378740970072e-05,0.008073297213622292,0.0012181227170671223,0.004342334486046758,50,566.7847540307972
136,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,500,115,112.67182159423828,13500.0,119.81700134277344,2919.0,67.31538461538462,25,126,3.7074235807860263,849.0,114.80546319675341,13777.0,467.13537117903934,444.2123761572692,0.00027462396894711307,0.03460262008733625,0.004890921885995778,0.018611497451039363,10,112.67182326971356
69,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,250,1067,1030.9149169921875,123750.0,120.03900146484376,218.0,86.67773279352227,25,125,4.7515418502202635,1078.6,1060.601518784972,127374.0,593.942731277533,570.3703391188567,3.839629777955769e-05,0.004799537222444711,0.00036526926041352504,0.0025814974286987513,90,1030.9149400600695
192,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,250,592,585.0851440429688,70250.0,120.06800079345705,368.0,85.89142857142858,25,126,5.477729257641921,1254.3999999999999,588.2323568575233,70682.0,690.1938864628821,657.700000852893,7.797479370308784e-05,0.009824824006589069,0.0006166013203310881,0.005284417379204858,50,585.0851145664132
29,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,250,118,114.61962890625,13750.0,119.96199798583984,1479.0,69.67407407407407,25,125,4.941150442477876,1116.7,114.80067995466969,13777.0,617.6438053097345,592.7502794282626,0.0003593563958165728,0.0449195494770716,0.002478134110787172,0.024160600511876223,10,114.61963147381917
25,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,100,1014,978.471923828125,117400.0,119.98300170898438,99.0,87.17306052855925,25,126,5.854585152838427,1340.6999999999998,1006.1637902312254,120796.0,737.6777292576419,702.4507003984075,4.9868698065063264e-05,0.006283455956197972,0.00016587915954559162,0.0033796436286423186,90,978.4719362560259
47,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,100,563,553.3240966796875,66400.0,120.0019989013672,146.0,85.49170437405732,25,126,5.387280701754386,1228.3,558.3965907577573,67088.0,678.7973684210526,646.4844528532865,8.113374550834918e-05,0.010222851934051997,0.00024462987165309476,0.005498502201068677,50,553.3241163305613
213,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,100,112,109.3361358642578,13100.0,119.81400299072266,629.0,71.76923076923077,25,126,4.907423580786026,1123.8,109.81117610786127,13178.0,618.3353711790393,587.9780635850398,0.00037461248708290274,0.04720117337244575,0.001053919104587648,0.025387803457948145,10,109.33613495089008
284,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,896,876.907958984375,105250.0,120.02400207519533,54.0,86.6055133079848,25,126,6.075877192982456,1385.3,891.5634552435845,107042.0,765.5605263157895,729.2510968191583,5.772804933950077e-05,0.007273734216777098,9.047954157032271e-05,0.003912278477566179,90,876.90793658139
106,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,498,487.6728515625,58550.0,120.05999755859376,79.0,85.75213675213675,25,126,5.544736842105262,1264.1999999999998,493.6196778624048,59301.0,698.6368421052631,665.7010917262027,9.470088543305316e-05,0.011932311564564698,0.00013236821822324989,0.006417958689497586,50,487.6728401683118
428,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,99,94.73253631591795,11350.0,119.81099700927734,351.0,72.38053097345133,25,125,4.803947368421053,1095.3,94.83929568427456,11381.0,600.4934210526316,575.5657237906205,0.00042325527475075355,0.05290690934384419,0.0005881170202070976,0.02845671240819407,10,94.73253944394715
151,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,25,714,698.715087890625,83850.0,120.00599670410156,35.0,85.82403817476887,25,125,6.071238938053097,1372.1,707.6608206595894,85058.0,758.9048672566371,728.585079989813,7.240595036437801e-05,0.009050743795547251,5.864414731409805e-05,0.004868067639261976,90,698.715083436611
90,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,25,397,394.1535339355469,47300.0,120.00399780273438,50.0,83.71866737176097,25,126,5.475982532751091,1254.0,393.9346009123905,47321.0,689.9737991266375,657.1397958280738,0.00011577130090382857,0.014587183913882399,8.377735330585436e-05,0.00784591847512794,50,394.15353543265235
241,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,25,79,74.97938537597656,9000.0,120.03299713134766,186.0,70.87465181058495,25,126,4.792139737991267,1097.4,74.88268379538722,9000.0,603.8096069868997,575.2148954233229,0.0005324599708879186,0.06708995633187774,0.00031165175429777824,0.03608526025224487,10,74.97938246223772
59,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,2000,2982,2883.309326171875,346000.0,120.0009994506836,643.0,76.10843023255815,25,125,5.063716814159292,1144.4,2971.0966302981883,357004.0,632.9646017699115,607.6510786343465,1.4635019694102e-05,0.00182937746176275,0.001077376763513287,0.0009839559513311784,90,2883.309318954418
368,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,2000,1657,1633.3197021484375,196000.0,120.0009994506836,966.0,78.37628865979381,25,125,4.228193832599119,959.8,1649.7944715338915,198269.0,528.5242290748898,507.3874857831106,2.157241751326081e-05,0.002696552189157601,0.0016185784658691062,0.0014503778635383895,50,1633.3197298123293
129,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,2000,331,316.9096374511719,38000.0,119.90799713134766,3657.0,72.31944444444444,25,126,3.417903930131004,782.6999999999999,329.211321791701,39534.0,430.65589519650655,409.8340146493703,8.994484026660538e-05,0.011333049873592278,0.006127475620790188,0.006095637506711762,10,316.9096382985587
378,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,500,3031,2991.616943359375,359000.0,120.0019989013672,148.0,77.05606694560669,25,125,4.899118942731278,1112.1,3020.4193709435845,362994.0,612.3898678414097,587.904065983306,1.3646570871117765e-05,0.0017058213588897206,0.0002479809657853289,0.0009174995937525415,90,2991.6168337751737
