,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,ensemble_size,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,avg_times_duration,joules,JPIold,JPI,delay_normalized,JPI_normalized,PERC,tput
430,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,500,1684,1656.5250244140625,199000.0,120.13099670410156,230.0,76.00856423173803,25,126,4.221052631578947,962.3999999999999,1674.7715812072495,201264.0,531.8526315789472,507.0792597720497,2.1211319756678123e-05,0.0026726262893414436,0.00038537582520693005,0.0014375089876463814,50,1656.5250056999291
189,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,500,336,333.5918884277344,40000.0,119.90699768066406,943.0,72.44810126582279,25,125,3.562995594713656,808.8,334.1798924176062,40133.0,445.374449339207,427.22810451154663,8.90748898678414e-05,0.011134361233480175,0.0015800408833484133,0.00598877007558477,10,333.5918734828794
13,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,250,2755,2682.640380859375,322000.0,120.03099822998048,82.0,77.65221445221445,25,125,4.925550660792952,1118.1000000000001,2746.7688645877543,330049.0,615.693832599119,591.218762647318,1.529674118258681e-05,0.001912092647823351,0.00013739485942160115,0.0010284454573467221,90,2682.6403574770334
190,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,250,1530,1491.032958984375,179000.0,120.0510025024414,127.0,81.49762237762238,25,126,4.719650655021834,1080.8,1525.0353606789251,183294.0,594.675982532751,566.5987925966754,2.6366763435876167e-05,0.003322212192920397,0.00021279447739687006,0.0017868977437052141,50,1491.0329465708526
298,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,250,306,304.2249755859375,36500.0,119.97699737548828,508.0,72.13241379310344,25,126,3.557017543859649,811.0,304.2913415334905,36539.0,448.1842105263158,426.76028452421485,9.745253544820956e-05,0.012279019466474405,0.0008511779095874803,0.006604440326332055,10,304.22498310877944
18,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,100,2831,2548.31201171875,305800.0,120.0009994506836,38.0,78.81877657834478,25,126,5.779475982532751,1323.5,2820.817039687162,339034.0,728.2139737991266,693.5428942051517,1.8899529046869687e-05,0.0023813406599055807,6.367078851244931e-05,0.0012808369860439937,90,2548.312109064338
142,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,100,1573,1548.7408447265625,185900.0,120.03299713134766,50.0,79.51883745963401,25,126,5.197368421052632,1185.0,1565.192064443113,188086.0,654.8684210526316,623.8557087747674,2.7957872087426745e-05,0.0035226918830157695,8.377735330585436e-05,0.0018947285158195124,50,1548.7407999699992
80,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,100,314,309.3419494628906,37100.0,119.93199920654295,201.0,72.53513513513514,25,125,4.612775330396476,1047.1,309.27457299656066,37138.0,576.5969162995594,553.219367265071,0.00012433356685704786,0.015541695857130982,0.00033678496028953454,0.008359315915955238,10,309.34196249082447
0,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,2437,2390.6904296875,287000.0,120.04900360107422,19.0,79.13713190451298,25,126,5.730701754385964,1306.6,2428.3109964205446,291713.0,722.0684210526315,687.965035548963,1.996760193165841e-05,0.0025159178433889597,3.1835394256224655e-05,0.001353221184149432,90,2390.690396346046
296,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,1354,1328.9285888671875,159300.0,119.87100219726562,29.0,81.42291993720565,25,126,5.168995633187772,1183.6999999999998,1345.3318335208098,161460.0,651.2934497816593,619.6126869035079,3.244818351028106e-05,0.004088471122295413,4.859086491739553e-05,0.0021990406992069725,50,1328.9285738835158
300,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,270,269.4046325683594,32300.0,119.8939971923828,109.0,71.36434108527132,25,126,4.632314410480348,1060.7999999999997,269.39958523157907,32346.0,583.6716157205238,555.3866909243653,0.00014341530682601697,0.018070328660078138,0.00018263463020676252,0.00971937601683439,10,269.4046470747921
331,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,25,2438,2352.48046875,282300.0,120.0009994506836,9.0,76.83039589053227,25,126,5.818421052631579,1326.6,2428.5131535131536,291713.0,733.1210526315789,698.216341540688,2.061077241456457e-05,0.002596957324235136,1.5079923595053785e-05,0.001396809388955754,90,2352.480406765411
225,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,25,1354,1321.7244873046875,158525.0,119.93800354003906,13.0,80.99179810725552,25,126,5.216593886462881,1194.6,1345.1749160619518,161460.0,657.2908296943231,625.6678560215312,3.2907073877703084e-05,0.004146291308590589,2.1782111859522132e-05,0.0022301400855290246,50,1321.7245186766795
407,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,25,270,269.5636901855469,32325.0,119.91600036621094,55.0,71.30030959752321,25,126,4.6122270742358085,1056.2,269.3749063108979,32346.0,581.1406113537118,553.0798235231092,0.00014268297213413175,0.017978054488900597,9.21550886364398e-05,0.009669745078560554,10,269.56369376299097
345,LBagExecutorMAXChunk,covtypeNorm,4,2000,632,583.3284912109375,70000.0,120.0009994506836,3209.0,91.6514705882353,25,125,5.048458149779735,1146.0,628.0550215942282,75474.0,631.0572687224669,605.8200236585171,7.212083071113907e-05,0.009015103838892384,0.005376830535169733,0.004848898196001234,90,583.3284749329747
21,LBagExecutorMAXChunk,covtypeNorm,4,2000,351,316.906982421875,38000.0,119.90899658203124,5045.0,84.52777777777779,25,126,4.348034934497816,995.6999999999998,349.154800566242,41930.0,547.8524017467248,521.368506099251,0.00011442197196046885,0.014417168467019074,0.008453134948560705,0.007754473317277246,50,316.9069968324164
206,LBagExecutorMAXChunk,covtypeNorm,4,2000,70,66.66777801513672,8000.0,119.9980010986328,18169.0,67.7,25,126,3.4938596491228067,796.5999999999999,69.891086390375,8400.0,440.22631578947363,419.25617401390735,0.0004367324561403508,0.055028289473684204,0.03044301464428136,0.02959772603027099,10,66.6677771859247
182,LBagExecutorMAXChunk,covtypeNorm,4,500,704,687.2251586914062,82500.0,120.0479965209961,686.0,90.95975609756097,25,125,5.31409691629956,1206.3000000000002,697.8331058815697,83860.0,664.262114537445,637.9466881201656,6.441329595514618e-05,0.008051661994393272,0.0011494252873563218,0.004330697684367659,90,687.2251298718755
426,LBagExecutorMAXChunk,covtypeNorm,4,500,391,383.3716735839844,46000.0,119.98799896240234,1100.0,87.06153846153846,25,125,4.472246696035242,1015.1999999999999,389.0484874222478,46722.0,559.0308370044053,536.6159319234839,9.722275426163569e-05,0.012152844282704462,0.0018431017727287959,0.00653657525989513,50,383.3716738155945
41,LBagExecutorMAXChunk,covtypeNorm,4,500,78,70.8321533203125,8500.0,120.0019989013672,4274.0,70.65,25,125,3.723788546255507,845.3000000000001,74.87769975706347,9000.0,465.47356828193836,446.8620690366771,0.0004380927701477067,0.05476159626846334,0.007161288160584431,0.029454281403920445,10,70.83215344593029
3,LBagExecutorMAXChunk,covtypeNorm,4,250,686,606.2449340820312,72750.0,120.0009994506836,410.0,90.93655172413793,25,125,6.180701754385965,1409.2,682.8795393269647,82063.0,772.5877192982457,741.6903878329093,8.495809971664557e-05,0.010619762464580696,0.0006869742971080058,0.005711986015548063,90,606.244950733913
374,LBagExecutorMAXChunk,covtypeNorm,4,250,381,376.7850341796875,45250.0,120.09500122070312,581.0,87.03999999999999,25,126,5.668859649122807,1292.5,379.05394716025944,45524.0,714.2763157894738,680.8017064813982,0.00012527866627895707,0.01578511195114859,0.0009734928454140277,0.008490240626336019,50,376.785041342748
139,LBagExecutorMAXChunk,covtypeNorm,4,250,76,72.91302490234375,8750.0,120.00599670410156,2146.0,71.58823529411765,25,126,4.957017543859648,1130.1999999999998,74.87832272557095,9000.0,624.5842105263157,594.8718310305946,0.000566516290726817,0.07138105263157894,0.003595724003887269,0.038393285703568474,10,72.91302301813175
199,LBagExecutorMAXChunk,covtypeNorm,4,100,641,621.428466796875,74600.0,120.0459976196289,156.0,90.42013422818792,25,126,6.277192982456141,1431.2,638.0878669096779,76672.0,790.9263157894737,753.5518938298811,8.414467804900992e-05,0.01060222943417525,0.00026138534231426563,0.005702555632823392,90,621.4284647487659
158,LBagExecutorMAXChunk,covtypeNorm,4,100,356,349.7580871582031,42000.0,120.08300018310548,248.0,86.23150357995226,25,126,5.635371179039302,1290.5,354.11913603890156,42529.0,710.0567685589521,676.7122783244438,0.00013417550426284052,0.016906113537117906,0.00041553567239703765,0.009093186822526363,50,349.75808345858593
245,LBagExecutorMAXChunk,covtypeNorm,4,100,71,69.87074279785156,8400.0,120.22200012207033,952.0,72.855421686747,25,125,4.88590308370044,1109.1,69.89224944876648,8400.0,610.737885462555,587.3930411250581,0.0005816551290119572,0.07270689112649464,0.0015951208069434671,0.039106406262252535,10,69.87073906165973
82,LBagExecutorMAXChunk,covtypeNorm,4,50,600,584.5226440429688,70200.0,120.0979995727539,81.0,90.21810406272273,25,126,6.234061135371179,1427.6,598.202396804261,71880.0,785.4917030567685,748.6982715723295,8.880428967765212e-05,0.011189340499384167,0.00013571931235548405,0.0060183414336105355,90,584.5226419235543
187,LBagExecutorMAXChunk,covtypeNorm,4,50,333,329.1858825683594,39500.0,119.99299621582033,128.0,85.55386565272497,25,126,5.642358078602619,1292.1,329.1866506794564,39534.0,710.93711790393,677.0434515740674,0.00014284450831905364,0.01799840804820076,0.00021447002446298716,0.009680692521733309,50,329.18587955712843
84,LBagExecutorMAXChunk,covtypeNorm,4,50,66,64.9523696899414,7800.0,120.08799743652344,508.0,73.88387096774194,25,126,4.842105263157895,1104.0,64.89832595600227,7800.0,610.1052631578947,581.4787244294819,0.000620782726045884,0.07821862348178137,0.0008511779095874803,0.04207096768628101,10,64.95236964978913
355,LBagExecutorMAXChunk,covtypeNorm,4,25,517,509.10302734375,61100.0,120.01499938964844,46.0,89.13303315595579,25,126,6.310480349344978,1445.1,513.4228746421676,61697.0,795.1205240174672,757.352295275026,0.00010328118411366576,0.013013429198321887,7.707516504138601e-05,0.006999452750761159,90,509.1030313771764
240,LBagExecutorMAXChunk,covtypeNorm,4,25,287,284.3702697753906,34125.0,120.0019989013672,73.0,83.82404692082112,25,125,5.499559471365639,1248.3999999999999,284.3283395651341,34143.0,687.4449339207048,659.9581296408229,0.00016115925190815058,0.020144906488518823,0.00012231493582654738,0.01083521637425684,50,284.3702630991025
71,LBagExecutorMAXChunk,covtypeNorm,4,25,57,54.9853401184082,6600.0,120.03199768066406,283.0,74.50950570342205,25,126,4.8048245614035086,1095.5,54.91716660703439,6600.0,605.4078947368421,576.7326906103837,0.000728003721424774,0.09172846889952153,0.0004741798197111357,0.049337424761542424,10,54.985338305864026
46,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,2000,972,848.5433349609375,102000.0,120.20600128173828,2281.0,92.672,25,124,5.466666666666667,1230.0,966.4525695815527,116012.0,677.8666666666667,657.1261403401693,5.3594771241830066e-05,0.006645751633986928,0.003821922857813076,0.0035745093661695027,90,848.5433248955088
26,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,2000,540,492.0008850097656,60000.0,121.95099639892578,3485.0,90.09482758620689,25,126,4.56113537117904,1044.5,538.4538553735517,64692.0,574.703056768559,556.235003225668,7.601892285298399e-05,0.009578384279475983,0.005839281525418049,0.005151866365974545,50,492.00090012982065
210,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,2000,108,100.15440368652344,12000.0,119.81500244140624,12265.0,76.95,25,124,3.6035555555555554,810.8,104.82412646561278,12579.0,446.84088888888886,431.7600176866319,0.0003002962962962963,0.03723674074074074,0.020550584765926076,0.020028295650217055,10,100.15440266646428
235,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,500,866,817.709228515625,98000.0,119.84700012207033,573.0,90.68102564102564,25,123,5.432286995515695,1211.4,861.922734051505,103454.0,668.1713004484305,651.0433002146906,5.543149995424179e-05,0.00681807449437174,0.000960088468885091,0.003667195598273109,90,817.7092451223807
195,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,500,481,477.8049011230469,57500.0,120.34200286865234,864.0,88.80350877192983,25,125,4.5828193832599124,1040.3000000000002,478.6734591948856,57504.0,572.8524229074891,551.5056633667799,7.970120666538979e-05,0.009962650833173723,0.0014476726651251634,0.005358549442765095,50,477.8049112474765
326,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,500,96,91.66284942626952,11000.0,120.00499725341795,3314.0,76.16190476190476,25,124,3.728125000000001,835.1000000000001,94.84587545238988,11400.0,462.2875000000001,447.3936303853989,0.0003389204545454546,0.04202613636363637,0.005552762977112027,0.02260433827943297,10,91.66284947926783
117,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,250,874,797.3053588867188,95750.0,120.09200286865234,312.0,90.2041884816754,25,124,6.422566371681416,1451.5,866.9193917933763,104052.0,796.3982300884956,771.2988591320747,6.707641119249521e-05,0.008317474987869404,0.0005227706846285313,0.004473668876666033,90,797.3053801486199
103,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,250,485,473.8075866699219,57000.0,120.302001953125,466.0,88.59735682819382,25,124,5.9,1321.6000000000001,483.63951155763834,58103.0,731.6,709.7818115234376,0.00010350877192982457,0.012835087719298246,0.0007808049328105627,0.00690352932144033,50,473.8075765539607
416,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,250,97,93.7453155517578,11250.0,120.00599670410156,1749.0,76.02727272727273,25,124,4.949115044247788,1118.5,94.84508635894706,11400.0,613.6902654867257,593.9234836882194,0.00043992133726647003,0.05455024582104229,0.0029305318186387858,0.0293406036447356,10,93.74531530902654
388,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,100,955,847.987060546875,101800.0,120.04900360107422,117.0,91.35889872173057,25,124,6.314732142857143,1414.5,951.4519434216883,114218.0,783.0267857142858,758.0773017576763,6.203076761156329e-05,0.007691815183833849,0.0001960390067356992,0.004137149103925266,90,847.9870465088064
218,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,100,530,498.2752075195313,59800.0,120.01399993896484,174.0,89.03015075376885,25,124,5.692477876106195,1286.5,528.4780889758209,63494.0,705.8672566371682,683.1770394755677,9.519193772752835e-05,0.011803800278213516,0.0002915451895043732,0.006348837118000457,50,498.2752014799299
172,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,100,106,104.3240203857422,12500.0,119.81900024414062,683.0,75.65322580645162,25,124,5.026785714285714,1126.0,104.82063247364694,12579.0,623.3214285714286,602.3044387272427,0.00040214285714285715,0.049865714285714284,0.0011443986461579705,0.02682096361432707,10,104.32402185404875
338,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,50,911,763.9692993164062,91700.0,120.03099822998048,65.0,90.66230223677032,25,124,6.44,1449.0,906.6115771322899,108836.0,798.5600000000001,772.9996286010744,7.02290076335878e-05,0.008708396946564886,0.00010891055929761067,0.004683931655017867,90,763.9693191945464
277,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,50,506,483.0716552734375,58000.0,120.06500244140624,84.0,88.7230371009491,25,124,5.58311111111111,1256.1999999999998,503.5247313796806,60499.0,692.3057777777776,670.3362491861977,9.626053639846742e-05,0.01193630651340996,0.00014074595355383532,0.006420107427947535,50,483.07165968955013
328,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,50,101,99.57420349121094,11950.0,120.01100158691406,306.0,75.07563025210085,25,124,5.295555555555556,1191.5,99.83361064891847,12000.0,656.6488888888889,635.5249261813693,0.00044314272431427245,0.054949697814969785,0.0005127174022318287,0.029555454420429172,10,99.57420438113418
406,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,25,760,730.152099609375,87600.0,119.9749984741211,33.0,89.929774479018,25,124,6.353982300884955,1436.0,757.3152036259414,90896.0,787.8938053097345,762.319016853265,7.253404453065017e-05,0.008994221521800622,5.529305318186388e-05,0.004837666353142393,90,730.1521243102624
147,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,25,422,414.90576171875,49775.0,119.96700286865234,48.0,87.6824120603015,25,124,5.581249999999999,1250.1999999999998,418.8950681008359,50316.0,692.0749999999998,669.5658347606658,0.00011212958312405825,0.013904068307383222,8.042625917362019e-05,0.00747849530494501,50,414.90575583101713
350,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,25,84,79.89820098876953,9575.0,119.83999633789062,196.0,75.59162303664921,25,124,4.791150442477876,1082.8,79.86533557774037,9584.0,594.1026548672565,574.1714514808317,0.000500381247256175,0.0620472746597657,0.0003284072249589491,0.03337298422083349,10,79.8982000383507
292,StreamingRandomPatchesExecutorMAXChunk,airlines,4,2000,249,68.56782531738281,10000.0,145.84100341796875,28346.0,64.0625,25,149,5.727777777777778,1546.5,244.5386832852882,29351.0,853.4388888888889,835.3448584662543,0.0005727777777777777,0.08534388888888889,0.047495057136154956,0.04590339016260365,90,68.56782225600021
252,StreamingRandomPatchesExecutorMAXChunk,airlines,4,2000,138,69.10563659667969,10000.0,144.70599365234375,27462.0,63.237500000000004,25,149,5.567407407407408,1503.2,134.77537437603993,16200.0,829.5437037037037,805.6372209563079,0.0005567407407407408,0.08295437037037037,0.04601387352970745,0.044618154602279865,50,69.10563790484731
239,StreamingRandomPatchesExecutorMAXChunk,airlines,4,2000,27,16.67180824279785,2000.0,119.96299743652344,48216.0,?,25,125,3.6393805309734515,822.5,24.9685812019875,3000.0,454.92256637168146,436.59099730770146,0.0018196902654867258,0.22746128318584072,0.08078817733990148,0.12234319486612348,10,16.671807496793075
150,StreamingRandomPatchesExecutorMAXChunk,airlines,4,500,239,68.65524291992188,8500.0,123.80699920654295,7220.0,65.1125,25,127,5.8995670995671,1362.8,234.55165001791235,28153.0,749.2450216450217,730.4076992150508,0.0006940667175961293,0.08814647313470843,0.01209744981736537,0.04741079883326911,90,68.65524610462242
255,StreamingRandomPatchesExecutorMAXChunk,airlines,4,500,133,77.15046691894531,9500.0,123.13600158691406,6380.0,65.5,25,128,5.783620689655171,1341.7999999999997,129.79017255437043,15600.0,740.3034482758619,712.1719264194882,0.0006088021778584391,0.0779266787658802,0.010689990281827016,0.04191394118591414,50,77.15046678119185
70,StreamingRandomPatchesExecutorMAXChunk,airlines,4,500,26,23.921728134155277,3000.0,125.40899658203124,15331.0,72.32,25,129,4.074358974358975,953.4000000000001,24.968789013732835,3000.0,525.5923076923078,510.961270689353,0.0013581196581196582,0.17519743589743594,0.025687812070641063,0.09423236227210137,10,23.921728757614858
58,StreamingRandomPatchesExecutorMAXChunk,airlines,4,250,235,58.84788131713867,7250.0,123.1989974975586,4231.0,66.18571428571428,25,128,7.012931034482759,1627.0,234.55165001791235,28153.0,897.6551724137931,863.9860729677924,0.0009673008323424495,0.12381450653983353,0.007089239636741396,0.06659534356218173,90,58.84788145409764
349,StreamingRandomPatchesExecutorMAXChunk,airlines,4,250,130,64.91452026367188,8000.0,123.23899841308594,3822.0,66.0,25,127,6.3047826086956515,1450.1,129.78585334198573,15600.0,800.7073913043478,776.9950939078952,0.0007880978260869564,0.10008842391304347,0.0064039408866995075,0.05383394210711505,50,64.91451653302737
230,StreamingRandomPatchesExecutorMAXChunk,airlines,4,250,26,24.50259780883789,3000.0,122.43599700927734,7440.0,72.21818181818182,25,126,4.126200873362446,944.9000000000002,24.968996828937403,3000.0,519.9013100436682,505.195517790682,0.0013754002911208153,0.17330043668122275,0.012466070171911129,0.09321203502554998,10,24.502597873831835
267,StreamingRandomPatchesExecutorMAXChunk,airlines,4,100,218,62.80524444580078,7600.0,121.00900268554688,1589.0,66.42666666666666,25,126,6.5816593886462895,1507.2000000000003,214.60232290746694,25757.0,829.2890829694325,796.4400386360536,0.0008660078142955644,0.10911698460124111,0.0026624442880600514,0.058690078255499996,90,62.80524449696776
341,StreamingRandomPatchesExecutorMAXChunk,airlines,4,100,121,59.39221954345703,7200.0,121.22799682617188,1678.0,66.30985915492957,25,125,6.316740088105727,1433.9,119.80132946197556,14400.0,789.5925110132159,765.7657473526338,0.0008773250122369066,0.10966562652961333,0.0028115679769444724,0.05898517289936397,50,59.39222117415698
67,StreamingRandomPatchesExecutorMAXChunk,airlines,4,100,24,19.79169273376465,2400.0,121.26300048828124,3579.0,73.91304347826086,25,126,4.837719298245614,1103.0,19.975696236245902,2400.0,609.5526315789474,586.6363576253254,0.002015716374269006,0.25398026315789474,0.005996782949633055,0.13660679475851076,10,19.791692357405704
400,StreamingRandomPatchesExecutorMAXChunk,airlines,4,50,215,64.57472229003906,7750.0,120.01599884033205,773.0,66.11688311688312,25,124,6.666666666666667,1500.0,214.59338315545668,25757.0,826.6666666666667,800.106658935547,0.0008602150537634409,0.10666666666666667,0.0012951978821085085,0.0573721408889519,90,64.57472399417776
116,StreamingRandomPatchesExecutorMAXChunk,airlines,4,50,119,61.54255676269531,7400.0,120.24199676513672,811.0,66.0,25,124,6.548444444444445,1473.4,114.80865224625623,13800.0,812.0071111111112,787.3980357055665,0.000884924924924925,0.10973069069069069,0.0013588686706209577,0.05902016855764039,50,61.54255750138687
81,StreamingRandomPatchesExecutorMAXChunk,airlines,4,50,23,19.919160842895508,2400.0,120.48699951171876,1791.0,74.08510638297872,25,124,5.102654867256637,1153.2,19.97552997577967,2400.0,632.7292035398231,614.8035744996198,0.0021261061946902656,0.26363716814159294,0.0030009047954157033,0.14180089457047285,10,19.919161484028592
304,StreamingRandomPatchesExecutorMAXChunk,airlines,4,25,212,63.7393798828125,7650.0,120.0199966430664,392.0,66.24262295081968,25,124,6.490666666666666,1460.3999999999999,209.61681067164363,25158.0,804.8426666666666,779.0097915445963,0.0008484531590413942,0.10520819172113288,0.0006568144499178982,0.056587679982156545,90,63.73937855331496
208,StreamingRandomPatchesExecutorMAXChunk,airlines,4,25,118,63.497745513916016,7625.0,120.08300018310548,393.0,66.21052631578948,25,124,6.565777777777778,1477.3,114.80865224625623,13800.0,814.1564444444444,788.4382940911188,0.0008610856102003643,0.10677461566484517,0.0006584899969840153,0.05743020274956738,50,63.49774729456471
75,StreamingRandomPatchesExecutorMAXChunk,airlines,4,25,23,19.962238311767575,2400.0,120.22699737548828,882.0,74.82105263157894,25,125,5.078414096916299,1152.8,19.97552997577967,2400.0,634.8017621145374,610.5624783015986,0.002116005873715125,0.2645007342143906,0.001477832512315271,0.14226537551793034,10,19.962238535363344
316,OzaBagExecutorMAXChunk,airlines,4,2000,5598,2414.051513671875,290000.0,120.12999725341795,823.0,62.368402777777774,25,126,5.620614035087719,1281.5,5567.767042404724,539383.0,708.1973684210526,675.2043485976101,1.938142770719903e-05,0.0024420598911070778,0.0013789752354143629,0.0013134956637361292,90,2414.0514994621703
266,OzaBagExecutorMAXChunk,airlines,4,2000,3110,2433.31298828125,292000.0,120.0009994506836,816.0,62.47620689655172,25,125,5.6308370044052865,1278.2,3101.4567551818864,372578.0,703.8546255506608,675.7060682725277,1.928368837125098e-05,0.0024104610464063727,0.0013672464059515431,0.0012964997883914702,50,2433.313066863266
118,OzaBagExecutorMAXChunk,airlines,4,2000,622,615.8865356445312,74000.0,120.1520004272461,2425.0,66.61527777777778,25,126,4.058515283842795,929.4000000000001,618.3071390516782,74276.0,511.3729257641922,487.63873011826433,5.4844801133010746e-05,0.006910444942759354,0.004063201635333936,0.0037168783205750134,10,615.8865415212804
51,OzaBagExecutorMAXChunk,airlines,4,500,5553,2311.517578125,277500.0,120.0510025024414,215.0,62.31949458483754,25,126,5.632894736842106,1284.3000000000002,5534.233503996389,539383.0,709.7447368421053,676.2346601486207,2.0298719772403986e-05,0.0025576386913229022,0.00036024261921517375,0.0013756613188276134,90,2311.5175568347017
233,OzaBagExecutorMAXChunk,airlines,4,500,3085,1840.4090576171875,221000.0,120.08200073242188,270.0,62.98367346938776,25,125,5.616666666666666,1280.6,3076.269352422174,369583.0,702.0833333333333,674.4605707804361,2.5414781297134236e-05,0.0031768476621417793,0.00045239770785161353,0.0017087114217668963,50,1840.4090425879328
60,OzaBagExecutorMAXChunk,airlines,4,500,617,612.5510864257812,73500.0,119.98999786376952,639.0,65.05205479452056,25,126,4.204824561403509,958.7,613.3156856379392,73677.0,529.8078947368422,504.5368901403326,5.720849743406135e-05,0.0072082706766917306,0.0010706745752488188,0.003877068007770549,10,612.5510568259875
324,OzaBagExecutorMAXChunk,airlines,4,250,5155,2305.289306640625,276750.0,120.0500030517578,108.0,61.72947558770343,25,125,5.813215859030836,1319.6,5133.314299310016,539383.0,726.6519823788545,697.8765816171788,2.100529669026499e-05,0.002625662086283124,0.00018095908314064542,0.0014122486419470132,90,2305.2894041217414
5,OzaBagExecutorMAXChunk,airlines,4,250,2863,619.74365234375,74500.0,120.21099853515624,402.0,63.52996632996633,25,126,5.6410480349344985,1291.8000000000002,2852.4759399247396,342628.0,710.7720524017468,678.116017064257,7.571876556959059e-05,0.009540564461768413,0.0006735699205790691,0.0051315244543191085,50,619.7436250245617
248,OzaBagExecutorMAXChunk,airlines,4,250,572,568.6788940429688,68250.0,120.01499938964844,334.0,64.0529411764706,25,125,4.40929203539823,996.5,568.5099155801988,68286.0,551.1615044247787,529.1811809371003,6.460501150766637e-05,0.008075626438458296,0.0005596327200831071,0.004343587291816633,10,568.6789180276971
148,OzaBagExecutorMAXChunk,airlines,4,100,4599,1578.3201904296875,189400.0,120.0009994506836,63.0,63.59165346011621,25,125,6.108370044052863,1386.6,4581.253131980601,539383.0,763.546255506608,733.0105103009598,3.2251161795421665e-05,0.004031395224427708,0.0001055594651653765,0.0021683416387023218,90,1578.3201878900772
259,OzaBagExecutorMAXChunk,airlines,4,100,2555,1449.7220458984375,174000.0,120.02300262451172,68.0,65.92466935020127,25,126,5.916593886462882,1354.9,2548.702704503064,306089.0,745.4908296943232,710.1273635631045,3.400341314059128e-05,0.004284430055714501,0.00011393720049596193,0.0023044399198623037,50,1449.7221048897907
221,OzaBagExecutorMAXChunk,airlines,4,100,511,508.5876159667969,61000.0,119.94000244140624,145.0,62.41379310344828,25,126,5.196052631578946,1184.6999999999998,508.7133543708317,61098.0,654.7026315789473,623.2145653172541,8.518119068162207e-05,0.010732830025884382,0.00024295432458697764,0.0057728009660832375,10,508.58761679448907
107,OzaBagExecutorMAXChunk,airlines,4,50,4525,1575.5181884765625,189100.0,120.02400207519533,31.0,58.59296482412061,25,126,6.175545851528383,1414.1999999999998,4501.798606184535,539383.0,778.1187772925763,741.2137280993065,3.265756663949436e-05,0.004114853396576289,5.1941959049629706e-05,0.002213230770053973,90,1575.5182024469439
413,OzaBagExecutorMAXChunk,airlines,4,50,2513,1336.049560546875,160350.0,120.01799774169922,37.0,65.09295071740486,25,125,5.832743362831859,1318.2,2503.792767512927,300698.0,729.0929203539823,700.0341797482652,3.6375075539955465e-05,0.004546884442494433,6.199524144633223e-05,0.002445604639130382,50,1336.049617700694
392,OzaBagExecutorMAXChunk,airlines,4,50,502,499.17083740234375,59900.0,119.9990005493164,46.0,63.7827903091061,25,126,5.25764192139738,1204.0,498.6804532247725,59900.0,662.4628820960698,630.9117758138732,8.777365478125843e-05,0.011059480502438561,7.707516504138601e-05,0.00594849443947989,10,499.1708241385118
397,OzaBagExecutorMAXChunk,airlines,4,25,4320,1310.7349853515625,157300.0,120.00900268554688,19.0,65.81338419965029,25,126,5.973684210526315,1361.9999999999998,4304.7031868360755,516672.0,752.6842105263157,716.8958844636616,3.7976377689296346e-05,0.0047850235888513394,3.1835394256224655e-05,0.002573691070280037,90,1310.7349988747487
276,OzaBagExecutorMAXChunk,airlines,4,25,2400,1497.0633544921875,179700.0,120.03500366210938,16.0,65.62348685125922,25,125,6.144736842105263,1401.0,2395.0220326699928,287520.0,768.0921052631578,737.5835093448036,3.419441759657909e-05,0.004274302199572386,2.6808753057873395e-05,0.002298992512460849,50,1497.0633108475895
