arch,eval,dataset,algorithm,ensemble_size,cores,chunk_size,time,accuracy,precision,recall
i7,Chunks,GMSC,OzaBagExecutorMAXChunk,100,8,2000,14.005999565124512,93.47635135135135,78.44370528958333,52.949159935253334
i7,Chunks,GMSC,OzaBagExecutorMAXChunk,100,8,50,17.513999938964844,93.49983327775925,78.77221925958328,53.03476105070132
i7,Chunks,GMSC,OzaBagExecutorMAXChunk,100,8,500,15.130000114440918,93.4561872909699,78.55244347800253,52.42620652128591
i7,Chunks,GMSC,OzaBagExecutorMAXChunk,150,8,2000,21.562999725341797,93.47972972972973,78.55365942714894,52.96970365266544
i7,Chunks,GMSC,OzaBagExecutorMAXChunk,150,8,50,25.698999404907227,93.47382460820273,78.54517732545133,52.66418460314641
i7,Chunks,GMSC,OzaBagExecutorMAXChunk,150,8,500,21.920000076293945,93.48963210702341,79.04364588975437,52.84338949767273
i7,Chunks,airlines,AdaptiveRandomForestExecutorCHUNK,100,8,2000,883.0579833984375,64.73930139211697,64.25491599138635,63.663590589949195
i7,Chunks,airlines,AdaptiveRandomForestExecutorCHUNK,100,8,50,1063.6800537109375,66.24997914090181,65.85971613846745,65.10744919869475
i7,Chunks,airlines,AdaptiveRandomForestExecutorCHUNK,100,8,500,935.6430053710938,65.90855528936707,65.49817522649101,64.77528095760987
i7,Chunks,airlines,AdaptiveRandomForestExecutorCHUNK,150,8,2000,1331.5999755859375,64.73837095702693,64.25879689463022,63.64196173577565
i7,Chunks,airlines,AdaptiveRandomForestExecutorCHUNK,150,8,50,1567.675048828125,66.32766769324331,65.95513100851754,65.15776226500405
i7,Chunks,airlines,AdaptiveRandomForestExecutorCHUNK,150,8,500,1410.010009765625,65.91096768686339,65.50820576248131,64.75912688633613
i7,Chunks,airlines,AdaptiveRandomForestExecutorMAXChunk,100,8,2000,846.4240112304688,65.13361978328305,64.68719105507259,64.00739687653947
i7,Chunks,airlines,AdaptiveRandomForestExecutorMAXChunk,100,8,50,1016.9829711914062,66.3358259183102,65.9561690912828,65.18255920726709
i7,Chunks,airlines,AdaptiveRandomForestExecutorMAXChunk,100,8,500,857.0230102539062,66.03863918512924,65.648649660032,64.87746569299786
i7,Chunks,airlines,AdaptiveRandomForestExecutorMAXChunk,150,8,2000,1270.947021484375,65.16730153354312,64.73211450674461,64.01446406363756
i7,Chunks,airlines,AdaptiveRandomForestExecutorMAXChunk,150,8,50,1474.89404296875,66.32915100689185,65.95551706031999,65.16180183113823
i7,Chunks,airlines,AdaptiveRandomForestExecutorMAXChunk,150,8,500,1260.7449951171875,66.05830950317602,65.66994677763066,64.89655471645901
i7,Chunks,airlines,LBagExecutorCHUNK,100,8,2000,366.7560119628906,65.86233654581555,65.64102381771303,64.43517113866284
i7,Chunks,airlines,LBagExecutorCHUNK,100,8,50,1072.2259521484375,63.450966286134914,62.896277169210244,62.21711879594122
i7,Chunks,airlines,LBagExecutorCHUNK,100,8,500,556.4390258789062,64.88124509401855,64.39058131664208,63.803251564591946
i7,Chunks,airlines,LBagExecutorCHUNK,150,8,2000,539.0679931640625,65.82102522781703,65.73673646072402,64.234359430852
i7,Chunks,airlines,LBagExecutorCHUNK,150,8,50,1555.7440185546875,63.45337667081377,62.88141647658636,62.33282348798279
i7,Chunks,airlines,LBagExecutorCHUNK,150,8,500,701.6240234375,65.31603335046754,64.88447111774317,64.13287072070368
i7,Chunks,airlines,LBagExecutorMAXChunk,100,8,2000,376.8970031738281,65.87108263566209,65.64989740525994,64.44493151047949
i7,Chunks,airlines,LBagExecutorMAXChunk,100,8,50,1065.8790283203125,63.463018209529174,62.910987160758914,62.22065670367769
i7,Chunks,airlines,LBagExecutorMAXChunk,100,8,500,547.2000122070312,64.82130629468735,64.32526564248174,63.752618399326266
i7,Chunks,airlines,LBagExecutorMAXChunk,150,8,2000,526.1669921875,65.84410001805044,65.75639763541103,64.2638642759267
i7,Chunks,airlines,LBagExecutorMAXChunk,150,8,50,1520.43505859375,63.44410596051048,62.8719859665835,62.31983824556877
i7,Chunks,airlines,LBagExecutorMAXChunk,150,8,500,701.405029296875,65.34034289446873,64.91024695328932,64.15781792093036
i7,Chunks,airlines,OzaBagAdwinExecutorCHUNK,100,8,2000,210.41099548339844,66.262795808576,66.43536322165772,64.51066023844395
i7,Chunks,airlines,OzaBagAdwinExecutorCHUNK,100,8,50,414.9949951171875,67.01629605457111,67.04845035954614,65.42307712991564
i7,Chunks,airlines,OzaBagAdwinExecutorCHUNK,100,8,500,296.6610107421875,66.5029329186484,66.36617899161914,65.02471976545262
i7,Chunks,airlines,OzaBagAdwinExecutorCHUNK,150,8,2000,298.9809875488281,66.05419226138527,66.4363055009132,64.13320024660202
i7,Chunks,airlines,OzaBagAdwinExecutorCHUNK,150,8,50,599.9010009765625,66.83459013262679,66.80238708621351,65.27848671549022
i7,Chunks,airlines,OzaBagAdwinExecutorCHUNK,150,8,500,403.0360107421875,66.60221235407315,66.51904455709894,65.07972874171013
i7,Chunks,airlines,OzaBagAdwinExecutorMAXChunk,100,8,2000,211.84100341796875,66.2512584134593,66.4350338091815,64.48938344757116
i7,Chunks,airlines,OzaBagAdwinExecutorMAXChunk,100,8,50,415.8479919433594,67.06802661806343,67.11326527480601,65.46943279674691
i7,Chunks,airlines,OzaBagAdwinExecutorMAXChunk,100,8,500,290.0880126953125,66.4550561067987,66.29551655685586,64.99639673382363
i7,Chunks,airlines,OzaBagAdwinExecutorMAXChunk,150,8,2000,291.5679931640625,66.0545644354213,66.48250607345922,64.10525048714987
i7,Chunks,airlines,OzaBagAdwinExecutorMAXChunk,150,8,50,599.0659790039062,66.85813773679712,66.83996706188128,65.29169356036203
i7,Chunks,airlines,OzaBagAdwinExecutorMAXChunk,150,8,500,395.2590026855469,66.57864508622465,66.48122137101386,65.06786152736879
i7,Chunks,airlines,OzaBagExecutorCHUNK,100,8,2000,154.48599243164062,64.9015692718229,65.76496434859753,62.57013735987144
i7,Chunks,airlines,OzaBagExecutorCHUNK,100,8,50,163.7100067138672,65.12785236579256,66.03850337984318,62.75534657174251
i7,Chunks,airlines,OzaBagExecutorCHUNK,100,8,500,151.49899291992188,65.05289645433238,65.93528156431117,62.696695556985816
i7,Chunks,airlines,OzaBagExecutorCHUNK,150,8,2000,225.91200256347656,64.90361622902101,65.77425924188813,62.56906769232319
i7,Chunks,airlines,OzaBagExecutorCHUNK,150,8,50,249.26400756835938,65.14046053180502,66.05232987470808,62.76913013912795
i7,Chunks,airlines,OzaBagExecutorCHUNK,150,8,500,246.1999969482422,65.04009219069816,65.92482453377153,62.68102340842322
i7,Chunks,airlines,OzaBagExecutorMAXChunk,100,8,2000,144.2030029296875,64.91943362555197,65.78598976268515,62.588981014175296
i7,Chunks,airlines,OzaBagExecutorMAXChunk,100,8,50,156.25799560546875,65.04738260036007,65.91463480772285,62.68397925675908
i7,Chunks,airlines,OzaBagExecutorMAXChunk,100,8,500,147.48599243164062,65.02691678898759,65.88737151344624,62.6774269910536
i7,Chunks,airlines,OzaBagExecutorMAXChunk,150,8,2000,220.61399841308594,64.9065936213092,65.7740601173733,62.573944080527255
i7,Chunks,airlines,OzaBagExecutorMAXChunk,150,8,50,238.322998046875,65.05628248225122,65.92941519735056,62.69134866384485
i7,Chunks,airlines,OzaBagExecutorMAXChunk,150,8,500,227.74200439453125,65.03767979320186,65.91168943853793,62.68329733450811
i7,Chunks,covtypeNorm,AdaptiveRandomForestExecutorCHUNK,100,8,2000,397.0660095214844,85.51636235518436,79.63774897862265,65.46173550439882
i7,Chunks,covtypeNorm,AdaptiveRandomForestExecutorCHUNK,100,8,50,408.9469909667969,89.97042835848129,87.36392942255277,76.20735020628275
i7,Chunks,covtypeNorm,AdaptiveRandomForestExecutorCHUNK,100,8,500,391.0880126953125,90.06256545945648,85.40211547274573,75.22867357960583
i7,Chunks,covtypeNorm,AdaptiveRandomForestExecutorCHUNK,150,8,2000,585.9829711914062,85.23312124791886,79.96138378861788,65.01328719895149
i7,Chunks,covtypeNorm,AdaptiveRandomForestExecutorCHUNK,150,8,50,608.9979858398438,89.70345736898454,87.21273501159229,75.94559086707036
i7,Chunks,covtypeNorm,AdaptiveRandomForestExecutorCHUNK,150,8,500,590.2780151367188,89.8804848134061,85.63405251291513,75.14435364298112
i7,Chunks,covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,100,8,2000,322.2980041503906,84.75368386147437,80.38865609917906,62.92463846310981
i7,Chunks,covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,100,8,50,336.2149963378906,89.5652383460536,87.00700075062426,75.0619355118104
i7,Chunks,covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,100,8,500,318.2560119628906,89.27550162615071,84.41689690474519,73.0049641090527
i7,Chunks,covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,150,8,2000,486.92498779296875,84.55420613044289,80.35610488960529,62.5354670365118
i7,Chunks,covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,150,8,50,459.4830017089844,89.42460952695701,86.89150388589357,74.95417633714136
i7,Chunks,covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,150,8,500,467.260986328125,89.03640234827186,84.37965088723948,72.73645757680696
i7,Chunks,covtypeNorm,LBagExecutorCHUNK,100,8,2000,535.3200073242188,85.8546973119728,78.34533744226809,68.54400042788083
i7,Chunks,covtypeNorm,LBagExecutorCHUNK,100,8,50,532.697021484375,91.43007632168714,84.79015131975403,83.77066438363397
i7,Chunks,covtypeNorm,LBagExecutorCHUNK,100,8,500,504.1449890136719,91.41154704812303,84.83159735270814,80.69813405477558
i7,Chunks,covtypeNorm,LBagExecutorCHUNK,150,8,2000,815.9979858398438,85.4274177391833,78.20028795130625,67.99944773988372
i7,Chunks,covtypeNorm,LBagExecutorCHUNK,150,8,50,761.2260131835938,91.64988415765575,85.48067720338501,84.18199745459125
i7,Chunks,covtypeNorm,LBagExecutorCHUNK,150,8,500,742.22998046875,91.29044705363542,84.9818174774076,80.58074511647781
i7,Chunks,covtypeNorm,LBagExecutorMAXChunk,100,8,2000,532.426025390625,85.91929010106871,78.6003708746222,68.51713652873202
i7,Chunks,covtypeNorm,LBagExecutorMAXChunk,100,8,50,549.573974609375,91.39306873771434,84.80627161072833,83.66361323248573
i7,Chunks,covtypeNorm,LBagExecutorMAXChunk,100,8,500,510.4880065917969,91.47218317623064,84.934005025242,80.82602976717942
i7,Chunks,covtypeNorm,LBagExecutorMAXChunk,150,8,2000,805.1729736328125,85.50410008773565,78.43385309877652,68.3275977316435
i7,Chunks,covtypeNorm,LBagExecutorMAXChunk,150,8,50,748.6480102539062,91.65487587828464,85.4553857049824,84.15704409623913
i7,Chunks,covtypeNorm,LBagExecutorMAXChunk,150,8,500,778.4089965820312,91.26443553277107,84.90368361218948,80.40367021433832
i7,Chunks,covtypeNorm,OzaBagAdwinExecutorCHUNK,100,8,2000,358.99798583984375,82.07049249411065,70.03537763596927,65.0838671121126
i7,Chunks,covtypeNorm,OzaBagAdwinExecutorCHUNK,100,8,50,530.4739990234375,83.24107256584769,73.23212839770613,79.07061935801123
i7,Chunks,covtypeNorm,OzaBagAdwinExecutorCHUNK,100,8,500,408.89898681640625,84.64338377156717,73.24459023729266,75.33781472431585
i7,Chunks,covtypeNorm,OzaBagAdwinExecutorCHUNK,150,8,2000,524.260009765625,81.58898261175935,69.32922807570522,64.14295386932032
i7,Chunks,covtypeNorm,OzaBagAdwinExecutorCHUNK,150,8,50,770.760009765625,83.23040061139972,72.44777805141858,78.8146373778375
i7,Chunks,covtypeNorm,OzaBagAdwinExecutorCHUNK,150,8,500,559.14599609375,85.1513836061959,74.30593147401369,75.09528931447953
i7,Chunks,covtypeNorm,OzaBagAdwinExecutorMAXChunk,100,8,2000,373.14599609375,81.87084205508694,69.85922807134136,65.08142657208464
i7,Chunks,covtypeNorm,OzaBagAdwinExecutorMAXChunk,100,8,50,477.1319885253906,83.3397020803426,73.24992268600639,79.07417230179574
i7,Chunks,covtypeNorm,OzaBagAdwinExecutorMAXChunk,100,8,500,413.63299560546875,84.61013725814453,72.98859697470739,75.42215155050931
i7,Chunks,covtypeNorm,OzaBagAdwinExecutorMAXChunk,150,8,2000,650.7730102539062,81.55219580941328,68.97708198147228,64.31965162366822
i7,Chunks,covtypeNorm,OzaBagAdwinExecutorMAXChunk,150,8,50,642.625,83.22076142673703,72.40232438253341,78.78109851677844
i7,Chunks,covtypeNorm,OzaBagAdwinExecutorMAXChunk,150,8,500,594.4340209960938,85.24233779835731,74.29312275898832,75.19938083974272
i7,Chunks,covtypeNorm,OzaBagExecutorCHUNK,100,8,2000,292.22100830078125,79.50077027764537,66.2856226706582,61.62010192401465
i7,Chunks,covtypeNorm,OzaBagExecutorCHUNK,100,8,50,439.04901123046875,83.67810631332169,73.66997281443155,72.58026188062209
i7,Chunks,covtypeNorm,OzaBagExecutorCHUNK,100,8,500,323.6210021972656,82.98794856953862,71.56674520288266,69.48838885708093
i7,Chunks,covtypeNorm,OzaBagExecutorCHUNK,150,8,2000,479.5889892578125,79.31942688579858,66.12914096818933,61.305447959728255
i7,Chunks,covtypeNorm,OzaBagExecutorCHUNK,150,8,50,603.1740112304688,83.96504418533398,73.7516601717144,72.80499508450343
i7,Chunks,covtypeNorm,OzaBagExecutorCHUNK,150,8,500,448.5249938964844,82.951429083292,71.52078846390717,69.58293732094191
i7,Chunks,covtypeNorm,OzaBagExecutorMAXChunk,100,8,2000,311.99700927734375,79.29922005070706,65.82185071393188,61.48272352893057
i7,Chunks,covtypeNorm,OzaBagExecutorMAXChunk,100,8,50,421.81201171875,83.4090697842544,72.47878730092344,72.13043011381235
i7,Chunks,covtypeNorm,OzaBagExecutorMAXChunk,100,8,500,322.6419982910156,82.74092525219116,70.90485295950332,69.25662851507542
i7,Chunks,covtypeNorm,OzaBagExecutorMAXChunk,150,8,2000,431.70001220703125,79.27659530372428,65.60262487525607,61.36379124698027
i7,Chunks,covtypeNorm,OzaBagExecutorMAXChunk,150,8,50,599.7249755859375,83.63954957467098,72.94835821182393,72.15586334391361
i7,Chunks,covtypeNorm,OzaBagExecutorMAXChunk,150,8,500,521.8380126953125,82.67942781544568,70.84078756020847,69.29456894554032
i7,Chunks,elecNormNew,AdaptiveRandomForestExecutorCHUNK,100,8,2000,24.729999542236328,76.39684152198005,76.18867234530771,75.08394177217974
i7,Chunks,elecNormNew,AdaptiveRandomForestExecutorCHUNK,100,8,50,25.56800079345703,80.48694268923158,80.2105559969853,79.61183818444475
i7,Chunks,elecNormNew,AdaptiveRandomForestExecutorCHUNK,100,8,500,23.944000244140625,78.34731768276355,78.03419821949231,77.31003625426487
i7,Chunks,elecNormNew,AdaptiveRandomForestExecutorCHUNK,150,8,2000,36.70500183105469,76.33219431104544,76.06792588716851,75.0850475737211
i7,Chunks,elecNormNew,AdaptiveRandomForestExecutorCHUNK,150,8,50,35.14099884033203,80.53996730148911,80.24832562552957,79.69340925299147
i7,Chunks,elecNormNew,AdaptiveRandomForestExecutorCHUNK,150,8,500,34.94900131225586,78.01481745960903,77.65033928690211,77.02824919935154
i7,Chunks,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,100,8,2000,21.572999954223633,76.4037680088659,76.24353188597969,75.03466874239918
i7,Chunks,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,100,8,50,22.263999938964844,80.41845256506562,80.1708012135208,79.4949828314172
i7,Chunks,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,100,8,500,21.066999435424805,78.33839150227617,78.02838267740293,77.29535764494008
i7,Chunks,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,150,8,2000,30.336000442504883,76.04820834872552,75.75361255839117,74.8125295206988
i7,Chunks,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,150,8,50,32.28099822998047,80.15112014493394,79.84090636879372,79.2989043263908
i7,Chunks,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,150,8,500,30.070999145507812,78.16433098277247,77.79892805513909,77.19548454693684
i7,Chunks,elecNormNew,LBagExecutorCHUNK,100,8,2000,14.440999984741211,75.15238271148873,74.85347095774496,73.82095954598825
i7,Chunks,elecNormNew,LBagExecutorCHUNK,100,8,50,15.934000015258789,80.7940435685564,80.55558978420126,79.89094254317529
i7,Chunks,elecNormNew,LBagExecutorCHUNK,100,8,500,14.928000450134277,77.7760421315719,77.41088553187309,76.76480123145369
i7,Chunks,elecNormNew,LBagExecutorCHUNK,150,8,2000,21.426000595092773,75.01154414480975,74.66245162891963,73.73821072916809
i7,Chunks,elecNormNew,LBagExecutorCHUNK,150,8,50,23.489999771118164,80.63496973178384,80.37731682130786,79.7452260588678
i7,Chunks,elecNormNew,LBagExecutorCHUNK,150,8,500,21.5,77.60867624743372,77.25627335457104,76.55712406841108
i7,Chunks,elecNormNew,LBagExecutorMAXChunk,100,8,2000,14.432000160217285,75.20317694865165,74.87035756340101,73.92750064662246
i7,Chunks,elecNormNew,LBagExecutorMAXChunk,100,8,50,15.876999855041504,80.9332331757324,80.6802357117815,80.06307833354518
i7,Chunks,elecNormNew,LBagExecutorMAXChunk,100,8,500,14.378999710083008,77.67562260108899,77.29479552032616,76.68176217165714
i7,Chunks,elecNormNew,LBagExecutorMAXChunk,150,8,2000,20.698999404907227,74.96305873660879,74.57532923822365,73.7477908905303
i7,Chunks,elecNormNew,LBagExecutorMAXChunk,150,8,50,22.413999557495117,80.54880473686536,80.29029921498568,79.65261312901706
i7,Chunks,elecNormNew,LBagExecutorMAXChunk,150,8,500,20.06999969482422,77.60867624743372,77.21203962199657,76.63748739526719
i7,Chunks,elecNormNew,OzaBagAdwinExecutorCHUNK,100,8,2000,7.909999847412109,76.20520871813817,75.8510278171055,75.07946896628039
i7,Chunks,elecNormNew,OzaBagAdwinExecutorCHUNK,100,8,50,8.82699966430664,80.31019398170652,80.22196552457417,79.18245018316907
i7,Chunks,elecNormNew,OzaBagAdwinExecutorCHUNK,100,8,500,8.329000473022461,77.37659555476212,76.91513400818752,76.52464502541041
i7,Chunks,elecNormNew,OzaBagAdwinExecutorCHUNK,150,8,2000,11.269000053405762,75.2516623568526,74.72345571051058,74.42966786611905
i7,Chunks,elecNormNew,OzaBagAdwinExecutorCHUNK,150,8,50,12.29699993133545,80.39194025893686,80.2949391575938,79.28078235080942
i7,Chunks,elecNormNew,OzaBagAdwinExecutorCHUNK,150,8,500,11.63700008392334,77.4859412657324,77.00633513935873,76.7006476594864
i7,Chunks,elecNormNew,OzaBagAdwinExecutorMAXChunk,100,8,2000,7.72599983215332,75.87735500554119,75.4709798238496,74.80795130173847
i7,Chunks,elecNormNew,OzaBagAdwinExecutorMAXChunk,100,8,50,8.416000366210938,80.23065706332022,80.20384033196402,79.03278413998136
i7,Chunks,elecNormNew,OzaBagAdwinExecutorMAXChunk,100,8,500,8.12399959564209,77.3118807462287,76.81812812959392,76.54950830124737
i7,Chunks,elecNormNew,OzaBagAdwinExecutorMAXChunk,150,8,2000,11.163999557495117,75.41097155522719,74.89732704908943,74.55650485085943
i7,Chunks,elecNormNew,OzaBagAdwinExecutorMAXChunk,150,8,50,11.513999938964844,80.48252397154346,80.4039523168627,79.35948321076027
i7,Chunks,elecNormNew,OzaBagAdwinExecutorMAXChunk,150,8,500,11.255999565124512,77.5127198071945,77.04717862932011,76.68926050342206
i7,Chunks,elecNormNew,OzaBagExecutorCHUNK,100,8,2000,6.999000072479248,75.6949575175471,75.25389846505111,74.67570870906903
i7,Chunks,elecNormNew,OzaBagExecutorCHUNK,100,8,50,7.544000148773193,78.91166983341435,78.51689877757777,78.09505732057322
i7,Chunks,elecNormNew,OzaBagExecutorCHUNK,100,8,500,7.166999816894531,77.03070606087655,76.5506986436305,76.18550790418523
i7,Chunks,elecNormNew,OzaBagExecutorCHUNK,150,8,2000,10.119999885559082,75.09697081640192,74.57076916390852,74.23964605281012
i7,Chunks,elecNormNew,OzaBagExecutorCHUNK,150,8,50,10.817999839782715,78.96027572798374,78.56047889173783,78.15981733860625
i7,Chunks,elecNormNew,OzaBagExecutorCHUNK,150,8,500,10.23799991607666,77.09318932428813,76.5970882867369,76.30765621387229
i7,Chunks,elecNormNew,OzaBagExecutorMAXChunk,100,8,2000,6.909999847412109,75.80809013668267,75.39968474804803,74.7343291629986
i7,Chunks,elecNormNew,OzaBagExecutorMAXChunk,100,8,50,7.4710001945495605,78.96690380451594,78.57379124843116,78.15260395394021
i7,Chunks,elecNormNew,OzaBagExecutorMAXChunk,100,8,500,7.007999897003174,77.28733374988842,76.80586601743802,76.4810842399346
i7,Chunks,elecNormNew,OzaBagExecutorMAXChunk,150,8,2000,9.972000122070312,75.10389730328777,74.59288665656605,74.19177315266255
i7,Chunks,elecNormNew,OzaBagExecutorMAXChunk,150,8,50,10.121999740600586,78.90062303919403,78.497191984934,78.10184531894613
i7,Chunks,elecNormNew,OzaBagExecutorMAXChunk,150,8,500,9.944999694824219,77.2493974828171,76.75430779791297,76.48278297559901
i7,Chunks,GMSC,AdaptiveRandomForestExecutorCHUNK,100,8,2000,72.31300354003906,93.55608108108108,78.44346668261402,54.35941687951357
i7,Chunks,GMSC,AdaptiveRandomForestExecutorCHUNK,100,8,50,75.71900177001953,93.53384461487163,77.33079211436913,54.36838680476105
i7,Chunks,GMSC,AdaptiveRandomForestExecutorCHUNK,100,8,500,73.27400207519531,93.5551839464883,77.89903717490904,54.50806086436998
i7,Chunks,GMSC,AdaptiveRandomForestExecutorCHUNK,150,8,2000,112.552001953125,93.52837837837838,77.80343593532209,54.19938838349548
i7,Chunks,GMSC,AdaptiveRandomForestExecutorCHUNK,150,8,50,118.94599914550781,93.54118039346449,77.77173646410812,54.237998169506476
i7,Chunks,GMSC,AdaptiveRandomForestExecutorCHUNK,150,8,500,111.91699981689453,93.53846153846153,77.78409514478048,54.25304355218078
i7,Chunks,GMSC,AdaptiveRandomForestExecutorMAXChunk,100,8,2000,52.65399932861328,93.51351351351352,77.4779974685799,54.09775604453405
i7,Chunks,GMSC,AdaptiveRandomForestExecutorMAXChunk,100,8,50,55.99800109863281,93.55851950650217,77.84064583938263,54.534453908108475
i7,Chunks,GMSC,AdaptiveRandomForestExecutorMAXChunk,100,8,500,52.78099822998047,93.55384615384615,77.94946185489964,54.45163303997411
i7,Chunks,GMSC,AdaptiveRandomForestExecutorMAXChunk,150,8,2000,80.54399871826172,93.52297297297298,77.60584224282468,54.21054169983323
i7,Chunks,GMSC,AdaptiveRandomForestExecutorMAXChunk,150,8,50,85.80999755859375,93.54318106035345,77.87606902552837,54.21591166177306
i7,Chunks,GMSC,AdaptiveRandomForestExecutorMAXChunk,150,8,500,80.53299713134766,93.53578595317725,78.00773733468482,54.075191749794946
i7,Chunks,GMSC,LBagExecutorCHUNK,100,8,2000,43.20199966430664,93.53445945945947,77.27819932778715,54.6662963996557
i7,Chunks,GMSC,LBagExecutorCHUNK,100,8,50,41.23899841308594,93.43714571523842,76.00224691156377,53.00580404546166
i7,Chunks,GMSC,LBagExecutorCHUNK,100,8,500,42.00400161743164,93.52307692307691,76.8393916792035,54.5790658755398
i7,Chunks,GMSC,LBagExecutorCHUNK,150,8,2000,64.6500015258789,93.56891891891892,77.97237105226648,54.87677898245481
i7,Chunks,GMSC,LBagExecutorCHUNK,150,8,50,65.11699676513672,93.4651550516839,76.41799292768563,53.437664540674746
i7,Chunks,GMSC,LBagExecutorCHUNK,150,8,500,65.10700225830078,93.5571906354515,77.7125164148933,54.66698391935702
i7,Chunks,GMSC,LBagExecutorMAXChunk,100,8,2000,41.249000549316406,93.54864864864865,77.49413280645821,54.80503326374476
i7,Chunks,GMSC,LBagExecutorMAXChunk,100,8,50,39.40599822998047,93.43714571523842,76.03182358224926,52.98727725537463
i7,Chunks,GMSC,LBagExecutorMAXChunk,100,8,500,40.67300033569336,93.55785953177258,77.61570548747862,54.746266237950316
i7,Chunks,GMSC,LBagExecutorMAXChunk,150,8,2000,62.56700134277344,93.5277027027027,77.10169718570687,54.65330892070198
i7,Chunks,GMSC,LBagExecutorMAXChunk,150,8,50,62.7869987487793,93.46982327442481,76.46486641681359,53.51890468492044
i7,Chunks,GMSC,LBagExecutorMAXChunk,150,8,500,61.78200149536133,93.55585284280936,77.40527009729269,54.85661296213882
i7,Chunks,GMSC,OzaBagAdwinExecutorCHUNK,100,8,2000,17.047000885009766,93.46824324324324,78.85970777378546,52.67786536208745
i7,Chunks,GMSC,OzaBagAdwinExecutorCHUNK,100,8,50,16.3700008392334,93.3997999333111,77.37030127457369,51.624074683058765
i7,Chunks,GMSC,OzaBagAdwinExecutorCHUNK,100,8,500,17.01799964904785,93.4648829431438,78.02429667519182,52.74656155586324
i7,Chunks,GMSC,OzaBagAdwinExecutorCHUNK,150,8,2000,25.358999252319336,93.49256756756756,78.52809969005583,53.201382870923396
i7,Chunks,GMSC,OzaBagAdwinExecutorCHUNK,150,8,50,24.79400062561035,93.4484828276092,78.1348680339276,52.340282457434185
i7,Chunks,GMSC,OzaBagAdwinExecutorCHUNK,150,8,500,25.676000595092773,93.52842809364549,78.83533021143651,53.56056509003626
i7,Chunks,GMSC,OzaBagAdwinExecutorMAXChunk,100,8,2000,16.701000213623047,93.51148648648649,78.21052669533427,53.67048713239928
i7,Chunks,GMSC,OzaBagAdwinExecutorMAXChunk,100,8,50,16.082000732421875,93.40646882294098,77.59378246667035,51.701755109658066
i7,Chunks,GMSC,OzaBagAdwinExecutorMAXChunk,100,8,500,16.510000228881836,93.49297658862876,78.31946723329611,53.14694944264763
i7,Chunks,GMSC,OzaBagAdwinExecutorMAXChunk,150,8,2000,24.65999984741211,93.4581081081081,78.7294559423207,52.54598432017493
i7,Chunks,GMSC,OzaBagAdwinExecutorMAXChunk,150,8,50,23.652999877929688,93.42314104701566,77.24115518800974,52.1275410522441
i7,Chunks,GMSC,OzaBagAdwinExecutorMAXChunk,150,8,500,24.56100082397461,93.49765886287625,78.73993613199366,53.07517704885761
i7,Chunks,GMSC,OzaBagExecutorCHUNK,100,8,2000,16.642000198364258,93.49459459459459,79.75229114650124,52.84653634466297
i7,Chunks,GMSC,OzaBagExecutorCHUNK,100,8,50,18.577999114990234,93.47649216405468,78.73700874235111,52.65171881708164
i7,Chunks,GMSC,OzaBagExecutorCHUNK,100,8,500,16.739999771118164,93.44882943143813,78.56417582020173,52.296914200692214
i7,Chunks,GMSC,OzaBagExecutorCHUNK,150,8,2000,22.44300079345703,93.4722972972973,78.84292804208495,52.7502877479618
i7,Chunks,GMSC,OzaBagExecutorCHUNK,150,8,50,29.047000885009766,93.49049683227743,78.41740231730535,52.99733659529733
i7,Chunks,GMSC,OzaBagExecutorCHUNK,150,8,500,23.878000259399414,93.48628762541806,79.3318699891834,52.706962519082644
i7,Chunks,GMSC,OzaBagExecutorMAXChunk,100,8,2000,14.942000389099121,93.44797297297298,78.15849673987397,52.54055307967961
i7,Chunks,GMSC,OzaBagExecutorMAXChunk,100,8,50,17.312999725341797,93.46982327442481,78.37332827567019,52.64814555083043
i7,Chunks,GMSC,OzaBagExecutorMAXChunk,100,8,500,14.87399959564209,93.45953177257526,78.31761482333465,52.553348335076834
i7,Chunks,GMSC,OzaBagExecutorMAXChunk,150,8,2000,21.125999450683594,93.46351351351352,78.3801646650049,52.74558067286584
i7,Chunks,GMSC,OzaBagExecutorMAXChunk,150,8,50,25.836999893188477,93.48982994331443,78.69617982076757,52.890450225671835
i7,Chunks,GMSC,OzaBagExecutorMAXChunk,150,8,500,21.56999969482422,93.4675585284281,78.90480656621347,52.520508689485744
i7,Chunks,airlines,AdaptiveRandomForestExecutorCHUNK,100,8,2000,882.9110107421875,64.73930139211697,64.25491599138635,63.663590589949195
i7,Chunks,airlines,AdaptiveRandomForestExecutorCHUNK,100,8,50,1052.1590576171875,66.24997914090181,65.85971613846745,65.10744919869475
