,dataset,algorithm,ensemble_size,cores,chunk_size,time,accuracy,rate,90
253,airlines,LBagMB+,150,8,2000,418.2869873046875,65.85880089247334,1290.9796775644245,1161.8817098079821
254,airlines,LBagMB+,150,8,50,1065.5899658203123,63.4531912566077,506.7615286563789,456.085375790741
255,airlines,LBagMB+,150,8,500,504.4209899902344,65.32252826680374,1070.5343566500958,963.4809209850862
256,airlines,LBagRUNPER,100,8,1,1196.237060546875,63.5105296236626,451.41554112454276,406.27398701208847
257,airlines,LBagRUNPER,150,8,1,1605.6429443359375,63.58376144594842,336.31387470352786,302.6824872331751
258,airlines,LBagSequential,100,1,1,3259.1669921875,63.506450889256804,165.68650863684672,149.11785777316206
259,airlines,LBagSequential,150,1,1,4533.65283203125,63.557249672310775,119.10925251814206,107.19832726632785
260,airlines,OBSequential,100,1,1,317.71099853515625,65.07361188617364,1699.6578730032427,1529.6920857029183
261,airlines,OBSequential,150,1,1,501.3330078125,65.08010078181923,1077.128358964869,969.4155230683821
262,airlines,OBAdwinSequential,100,1,1,1024.093017578125,66.57514233856091,527.2958517743288,474.5662665968959
263,airlines,OBAdwinSequential,150,1,1,1505.5340576171875,66.60239570027234,358.67670828693133,322.8090374582382
264,airlines,OBAdwinMB+,100,8,2000,195.46099853515625,66.23320797271221,2762.6994850477745,2486.429536542997
265,airlines,OBAdwinMB+,100,8,50,445.2980041503906,67.03353957573522,1212.6710539165715,1091.4039485249143
266,airlines,OBAdwinMB+,100,8,500,247.26800537109372,66.47918008176171,2183.8652323400324,1965.4787091060293
267,airlines,OBAdwinMB+,150,8,2000,270.593994140625,66.05586704454737,1995.6097019631832,1796.0487317668649
268,airlines,OBAdwinMB+,150,8,50,532.6300048828125,66.85683983735466,1013.8369882462949,912.4532894216654
269,airlines,OBAdwinMB+,150,8,500,329.97100830078125,66.58588227871356,1636.5074094866216,1472.8566685379594
270,airlines,OBAdwinRUNPER,100,8,1,1036.3599853515623,65.95276454764054,521.054467205058,468.94902048455225
271,airlines,OBAdwinRUNPER,150,8,1,1333.510986328125,65.94386549075519,404.9460450917703,364.4514405825933
272,airlines,OBASHTSequential,100,1,1,455.4410095214844,68.29284571445523,1185.663979990205,1067.0975819911846
273,airlines,OBASHTSequential,150,1,1,723.06298828125,68.04014957831447,746.8229030552399,672.1406127497158
274,airlines,OBASHTMB+,100,8,2000,145.62100219726562,66.13551228825625,3708.2563081696726,3337.4306773527055
275,airlines,OBASHTMB+,100,8,50,255.4980010986328,68.18996797896662,2113.5194705164745,1902.1675234648271
276,airlines,OBASHTMB+,100,8,500,148.03199768066406,67.84237023621083,3647.859979332933,3283.0739813996397
277,airlines,OBASHTMB+,150,8,2000,223.79800415039062,65.56534166506943,2412.890150875179,2171.6011357876614
278,airlines,OBASHTMB+,150,8,50,357.68798828125,67.90702590051045,1509.6956500965812,1358.7260850869231
279,airlines,OBASHTMB+,150,8,500,232.23899841308597,67.46399496736768,2325.190875304656,2092.6717877741903
280,airlines,OBASHTRUNPER,100,8,1,1169.803955078125,68.35810546494791,461.6158097738149,415.45422879643337
281,airlines,OBASHTRUNPER,150,8,1,1503.197998046875,68.05257117855031,359.2341133381159,323.3107020043043
282,airlines,OBRUNPER,100,8,1,512.6409912109375,65.11458462725004,1053.3687497842034,948.0318748057831
283,airlines,OBRUNPER,150,8,1,701.9810180664062,65.12923099170719,769.2515696327802,692.3264126695021
284,airlines,SRPSequential,100,1,1,3232.9560546875,68.53293485334169,167.02979900300463,150.32681910270418
285,airlines,SRPSequential,150,1,1,4754.630859375,68.59634063364993,113.57348571766587,102.2161371458993
286,airlines,SRPMB+,100,8,2000,670.416015625,67.0929299959247,805.4700177420153,724.9230159678139
287,airlines,SRPMB+,100,8,50,874.8350219726562,68.44231671342196,617.2592390990014,555.5333151891014
288,airlines,SRPMB+,100,8,500,723.114990234375,68.10346587292604,746.769196175806,672.0922765582254
289,airlines,SRPMB+,150,8,2000,948.9760131835938,66.96955430298316,569.0344039238944,512.130963531505
290,airlines,SRPMB+,150,8,50,1244.58203125,68.46104354823457,433.88060123096045,390.49254110786444
291,airlines,SRPMB+,150,8,500,1014.677978515625,68.10587827042234,532.188547927262,478.9696931345358
292,airlines,SRPRUNPER,100,8,1,1754.239990234375,68.49233290630221,307.82561280446777,277.043051524021
293,airlines,SRPRUNPER,150,8,1,2503.14501953125,68.53404723545236,215.7286117210751,194.1557505489676
294,covtypeNorm,ARFMB+,100,8,2000,289.864013671875,84.83951973361519,2004.388170301436,1803.9493532712925
295,covtypeNorm,ARFMB+,100,8,50,427.5060119628906,89.6425239516526,1359.0452151359063,1223.1406936223157
296,covtypeNorm,ARFMB+,100,8,500,256.36599731445307,89.12511713797475,2266.291185594936,2039.6620670354425
297,covtypeNorm,ARFMB+,150,8,2000,440.239013671875,84.61379038776398,1319.7376469524777,1187.7638822572299
298,covtypeNorm,ARFMB+,150,8,50,538.5460205078125,89.36367610962505,1078.8307366047497,970.9476629442748
299,covtypeNorm,ARFMB+,150,8,500,439.5679931640625,89.02847830880327,1321.7522864162452,1189.5770577746207
300,covtypeNorm,ARFRUNPER,100,8,1,1281.97705078125,92.65849930810379,453.20624081837707,407.88561673653936
301,covtypeNorm,ARFRUNPER,150,8,1,1730.4169921875,92.5722704522454,335.7572207295139,302.1814986565625
302,covtypeNorm,ARFSequential,100,1,1,1248.875,92.65127054174441,465.2186968271444,418.69682714442996
303,covtypeNorm,ARFSequential,150,1,1,1890.8370361328125,92.5930961838998,307.27132423229654,276.5441918090669
304,covtypeNorm,LBagMB+,100,8,2000,473.4289855957031,85.96022189522844,1227.216790009051,1104.4951110081458
305,covtypeNorm,LBagMB+,100,8,50,567.0679931640625,91.45572343802178,1024.568494437856,922.1116449940705
306,covtypeNorm,LBagMB+,100,8,500,461.7130126953125,91.43876440108043,1258.3574298855765,1132.521686897019
307,covtypeNorm,LBagMB+,150,8,2000,697.2109985351562,85.51653506317658,833.3201874621654,749.988168715949
308,covtypeNorm,LBagMB+,150,8,50,892.6019897460938,91.63628602214949,650.906010376774,585.8154093390966
309,covtypeNorm,LBagMB+,150,8,500,699.22900390625,91.2460035279202,830.9151890928974,747.8236701836078
310,covtypeNorm,LBagRUNPER,100,8,1,1812.4239501953125,93.3443715448218,320.56517457595373,288.50865711835837
311,covtypeNorm,LBagRUNPER,150,8,1,2609.384033203125,93.50753512836224,222.65791183170492,200.39212064853444
312,covtypeNorm,LBagSequential,100,1,1,1486.1070556640625,93.35762428314732,390.95433790291906,351.85890411262716
313,covtypeNorm,LBagSequential,150,1,1,2255.794921875,93.49066800685699,257.5588739764859,231.80298657883733
314,covtypeNorm,OBSequential,100,1,1,565.8359985351562,84.41701720446395,1026.7992872565558,924.1193585309002
315,covtypeNorm,OBSequential,150,1,1,855.5679931640625,84.31512602149355,679.0810369744491,611.1729332770043
316,covtypeNorm,OBAdwinSequential,100,1,1,752.9829711914062,84.29034167968992,771.5977946761711,694.438015208554
317,covtypeNorm,OBAdwinSequential,150,1,1,1135.64501953125,84.32132210694444,511.6035292787302,460.4431763508572
318,covtypeNorm,OBAdwinMB+,100,8,2000,394.885009765625,82.02817903601306,1471.3143969299804,1324.1829572369825
319,covtypeNorm,OBAdwinMB+,100,8,50,567.6630249023438,83.27360481408421,1023.4945284659867,921.1450756193881
320,covtypeNorm,OBAdwinMB+,100,8,500,339.5920104980469,84.76310567223415,1710.876528419804,1539.7888755778235
321,covtypeNorm,OBAdwinMB+,150,8,2000,538.926025390625,81.52438982266344,1078.0700367529641,970.2630330776677
322,covtypeNorm,OBAdwinMB+,150,8,50,840.0260009765625,83.25415431646131,691.6452577950744,622.4807320155669
323,covtypeNorm,OBAdwinMB+,150,8,500,590.6939697265625,85.1643032357643,983.5888459618948,885.2299613657053
324,covtypeNorm,OBAdwinRUNPER,100,8,1,1458.8060302734375,86.0051083282273,398.2709064419605,358.44381579776444
325,covtypeNorm,OBAdwinRUNPER,150,8,1,2054.904052734375,86.0844526446958,282.73826178253313,254.46443560427983
326,covtypeNorm,OBASHTSequential,100,1,1,674.3090209960938,81.1644165697094,861.6227603506519,775.4604843155868
327,covtypeNorm,OBASHTSequential,150,1,1,1288.2650146484375,80.4589233957302,450.99416144476504,405.89474530028855
328,covtypeNorm,OBASHTMB+,100,8,2000,425.7179870605469,76.97975171499036,1364.7532349094013,1228.2779114184611
329,covtypeNorm,OBASHTMB+,100,8,50,561.656982421875,78.99466746534199,1034.4392007639922,930.995280687593
330,covtypeNorm,OBASHTMB+,100,8,500,459.4469909667969,78.96133068739321,1264.5637286195383,1138.1073557575846
331,covtypeNorm,OBASHTMB+,150,8,2000,601.9110107421875,76.00792384268374,965.2589662441909,868.7330696197719
332,covtypeNorm,OBASHTMB+,150,8,50,957.0540161132812,78.08238748833831,607.0712731132097,546.3641458018888
333,covtypeNorm,OBASHTMB+,150,8,500,529.6110229492189,78.0283611708285,1097.0315473507592,987.3283926156832
334,covtypeNorm,OBASHTRUNPER,100,8,1,1466.8370361328125,82.36714560112354,396.0903533849647,356.48131804646823
335,covtypeNorm,OBASHTRUNPER,150,8,1,2059.991943359375,81.4940138930005,282.0399380070012,253.83594420630106
336,covtypeNorm,OBRUNPER,100,8,1,1299.553955078125,87.24811191507233,447.07647399301106,402.36882659370997
337,covtypeNorm,OBRUNPER,150,8,1,2005.8299560546875,87.35654341046312,289.65566011526823,260.69009410374144
338,covtypeNorm,SRPSequential,100,1,1,3987.006103515625,95.34760039379564,145.7233786242994,131.15104076186944
339,covtypeNorm,SRPSequential,150,1,1,6087.15478515625,95.1080184230274,95.44689111845649,85.90220200661085
340,covtypeNorm,SRPMB+,100,8,2000,900.4639892578125,86.79388337374702,645.2229149983848,580.7006234985463
341,covtypeNorm,SRPMB+,100,8,50,1006.3480224609376,93.65345754111284,577.3350640459495,519.6015576413546
342,covtypeNorm,SRPMB+,100,8,500,862.969970703125,92.49972438123586,673.2563353584791,605.9307018226311
343,covtypeNorm,SRPMB+,150,8,2000,1305.83203125,86.08750768550566,444.92705500863013,400.43434950776714
344,covtypeNorm,SRPMB+,150,8,50,1441.572021484375,93.19748968090856,403.03223934781215,362.72901541303094
345,covtypeNorm,SRPMB+,150,8,500,1348.1109619140625,92.0508103191665,430.97342608585416,387.87608347726876
346,covtypeNorm,SRPRUNPER,100,8,1,3752.822021484375,95.35534550060929,154.8168276230147,139.33514486071323
347,covtypeNorm,SRPRUNPER,150,8,1,4805.0791015625,95.07548897441019,120.91372227588768,108.82235004829892
348,elecNormNew,ARFMB+,100,8,2000,17.704999923706055,76.57693018101219,2541.6549106982707,2287.4894196284436
349,elecNormNew,ARFMB+,100,8,50,26.41200065612793,80.29914718748618,1703.7709708506845,1533.393873765616
350,elecNormNew,ARFMB+,100,8,500,18.229999542236328,78.11970008033563,2468.4586467345416,2221.6127820610877
351,elecNormNew,ARFMB+,150,8,2000,23.8700008392334,75.82886959734023,1885.2114963497088,1696.6903467147379
352,elecNormNew,ARFMB+,150,8,50,35.94599914550781,80.37426538818436,1251.8778464841662,1126.6900618357497
353,elecNormNew,ARFMB+,150,8,500,25.41699981689453,78.11523699009193,1770.4685967731236,1593.4217370958113
354,elecNormNew,ARFRUNPER,100,8,1,64.07399749755861,89.13532838983049,702.3129780799867,632.081680271988
355,elecNormNew,ARFRUNPER,150,8,1,87.18499755859375,88.88815324858757,516.1438465345738,464.5294618811164
356,elecNormNew,ARFSequential,100,1,1,80.83999633789062,89.04925847457628,556.6551464439885,500.9896317995897
357,elecNormNew,ARFSequential,150,1,1,124.5790023803711,88.97201624293785,361.21657053091224,325.094913477821
358,elecNormNew,LBagMB+,100,8,2000,11.572999954223633,75.45945696342815,3888.36085526614,3499.524769739526
359,elecNormNew,LBagMB+,100,8,50,17.965999603271484,80.78520613318015,2504.7312141655516,2254.2580927489967
360,elecNormNew,LBagMB+,100,8,500,12.404000282287598,77.7983575827903,3627.861897444339,3265.0757076999053
361,elecNormNew,LBagMB+,150,8,2000,17.554000854492188,74.89379386775028,2563.518161643714,2307.1663454793425
362,elecNormNew,LBagMB+,150,8,50,27.32099914550781,80.54880473686536,1647.0847116657892,1482.3762404992103
363,elecNormNew,LBagMB+,150,8,500,18.375,77.37882709988396,2448.9795918367345,2204.081632653061
364,elecNormNew,LBagRUNPER,100,8,1,51.89699935913086,89.2147775423729,867.1021553403667,780.39193980633
365,elecNormNew,LBagRUNPER,150,8,1,69.14900207519531,88.69835805084746,650.7686105298418,585.6917494768576
366,elecNormNew,LBagSequential,100,1,1,48.31000137329102,89.15960451977402,931.4841382902338,838.3357244612104
367,elecNormNew,LBagSequential,150,1,1,71.15499877929688,88.70939265536724,632.4221877872214,569.1799690084994
368,elecNormNew,OBSequential,100,1,1,15.446000099182127,82.82574152542372,2913.375612523968,2622.038051271571
369,elecNormNew,OBSequential,150,1,1,22.424999237060547,82.66905014124293,2006.689031481928,1806.020128333735
370,elecNormNew,OBAdwinSequential,100,1,1,19.61400032043457,84.93997175141244,2294.27955872507,2064.851602852563
371,elecNormNew,OBAdwinSequential,150,1,1,30.32399940490723,84.7259004237288,1483.9731197434928,1335.5758077691435
372,elecNormNew,OBAdwinMB+,100,8,2000,6.446000099182129,75.99048762467676,6981.073426559459,6282.966083903513
373,elecNormNew,OBAdwinMB+,100,8,50,11.798999786376953,80.39414961778094,3813.8826014690417,3432.4943413221376
374,elecNormNew,OBAdwinMB+,100,8,500,7.057000160217285,77.44131036329554,6376.647155781622,5738.98244020346
375,elecNormNew,OBAdwinMB+,150,8,2000,9.118000030517578,75.4386775027706,4935.292810856198,4441.763529770578
376,elecNormNew,OBAdwinMB+,150,8,50,15.682000160217285,80.5399673014891,2869.5319181387185,2582.5787263248467
377,elecNormNew,OBAdwinMB+,150,8,500,10.298999786376953,77.222618941355,4369.356338809129,3932.420704928216
378,elecNormNew,OBAdwinRUNPER,100,8,1,37.41999816894531,86.33474576271186,1202.5655318536412,1082.3089786682772
379,elecNormNew,OBAdwinRUNPER,150,8,1,50.696998596191406,86.43847104519773,887.6265113528951,798.8638602176056
380,elecNormNew,OBASHTSequential,100,1,1,18.051000595092773,81.68697033898306,2492.936597222949,2243.642937500654
381,elecNormNew,OBASHTSequential,150,1,1,25.02700042724609,81.31400070621469,1798.0580665595844,1618.252259903626
382,elecNormNew,OBASHTMB+,100,8,2000,6.806000232696532,72.41411156261545,6611.812880025576,5950.631592023019
383,elecNormNew,OBASHTMB+,100,8,50,12.503000259399414,77.56175157969156,3599.1361326390625,3239.2225193751565
384,elecNormNew,OBASHTMB+,100,8,500,7.573999881744385,73.58966348299562,5941.378492553653,5347.240643298288
385,elecNormNew,OBASHTMB+,150,8,2000,8.954000473022461,71.38206501662357,5025.686578371384,4523.117920534246
386,elecNormNew,OBASHTMB+,150,8,50,16.32200050354004,76.97848084485881,2757.0149866274087,2481.3134879646677
387,elecNormNew,OBASHTMB+,150,8,500,10.57699966430664,72.10345443184862,4254.514647651727,3829.063182886554
388,elecNormNew,OBASHTRUNPER,100,8,1,38.69499969482422,82.94270833333334,1162.9409576147154,1046.646861853244
389,elecNormNew,OBASHTRUNPER,150,8,1,55.24399948120117,82.4262888418079,814.5681055426287,733.1112949883659
390,elecNormNew,OBRUNPER,100,8,1,31.69700050354004,82.35346045197741,1419.6926928456285,1277.7234235610656
391,elecNormNew,OBRUNPER,150,8,1,45.15800094604492,82.19897598870057,996.5011527805736,896.8510375025163
392,elecNormNew,SRPSequential,100,1,1,159.02200317382812,89.85919844632768,282.97970785093287,254.6817370658396
393,elecNormNew,SRPSequential,150,1,1,237.45399475097656,89.72016242937853,189.51039356988932,170.5593542129004
394,elecNormNew,SRPMB+,100,8,2000,33.90900039672852,76.12209087550794,1327.0812903214191,1194.3731612892773
395,elecNormNew,SRPMB+,100,8,50,45.42599868774414,81.18951880164376,990.6221393023754,891.559925372138
396,elecNormNew,SRPMB+,100,8,500,35.54199981689453,78.76461662054807,1266.1077100847235,1139.4969390762512
397,elecNormNew,SRPMB+,150,8,2000,50.65399932861328,75.80809013668268,888.3800015091905,799.5420013582715
398,elecNormNew,SRPMB+,150,8,50,57.59700012207031,81.5142945517211,781.2906905676963,703.1616215109267
399,elecNormNew,SRPMB+,150,8,500,52.37900161743164,78.31161296081406,859.1229044164156,773.2106139747741
400,elecNormNew,SRPRUNPER,100,8,1,112.29499816894531,89.6583686440678,400.73022604531775,360.65720344078596
401,elecNormNew,SRPRUNPER,150,8,1,154.98699951171875,89.60760946327684,290.34693323808426,261.31223991427584
402,GMSC,ARFMB+,100,8,2000,54.75199890136719,93.54256756756756,2739.6260047092896,2465.6634042383607
403,GMSC,ARFMB+,100,8,50,80.97699737548828,93.57652550850284,1852.377895718383,1667.1401061465447
404,GMSC,ARFMB+,100,8,500,55.87699890136719,93.54983277591973,2684.4677228420337,2416.0209505578305
405,GMSC,ARFMB+,150,8,2000,83.80999755859375,93.51216216216216,1789.7626103035154,1610.786349273164
406,GMSC,ARFMB+,150,8,50,112.4520034790039,93.55051683894631,1333.90242378391,1200.5121814055192
407,GMSC,ARFMB+,150,8,500,86.97200012207031,93.54581939799331,1724.693002224465,1552.2237020020186
408,GMSC,ARFRUNPER,100,8,1,226.1510009765625,93.54866666666666,663.2736505797977,596.946285521818
409,GMSC,ARFRUNPER,150,8,1,313.010986328125,93.55066666666669,479.2164062981391,431.29476566832517
410,GMSC,ARFSequential,100,1,1,177.5469970703125,93.57133333333331,844.8467305847855,760.362057526307
411,GMSC,ARFSequential,150,1,1,271.51199340820307,93.53733333333332,552.4617830582658,497.2156047524393
412,GMSC,LBagMB+,100,8,2000,42.86999893188477,93.5445945945946,3498.9504020826266,3149.055361874364
413,GMSC,LBagMB+,100,8,50,52.91999816894531,93.45115038346115,2834.4672182551867,2551.020496429668
414,GMSC,LBagMB+,100,8,500,42.68899917602539,93.54849498327759,3513.7858205924313,3162.4072385331883
415,GMSC,LBagMB+,150,8,2000,67.47899627685547,93.54864864864864,2222.9139180519837,2000.6225262467854
416,GMSC,LBagMB+,150,8,50,81.68000030517578,93.4811603867956,1836.4348609153349,1652.7913748238013
417,GMSC,LBagMB+,150,8,500,68.18399810791016,93.5491638795987,2199.929663300255,1979.9366969702296
418,GMSC,LBagRUNPER,100,8,1,177.24600219726562,93.54466666666669,846.2814288643744,761.653285977937
419,GMSC,LBagRUNPER,150,8,1,246.4429931640625,93.558,608.6600315722578,547.794028415032
420,GMSC,LBagSequential,100,1,1,136.97999572753906,93.522,1095.0504064721863,985.5453658249677
421,GMSC,LBagSequential,150,1,1,219.76600646972656,93.55733333333332,682.5441405136647,614.2897264622983
422,GMSC,OBSequential,100,1,1,41.04899978637695,93.46266666666668,3654.1694263103805,3288.7524836793423
423,GMSC,OBSequential,150,1,1,67.32900238037111,93.48733333333334,2227.866071037027,2005.0794639333242
424,GMSC,OBAdwinSequential,100,1,1,48.49700164794922,93.46466666666666,3092.9747180843087,2783.677246275878
425,GMSC,OBAdwinSequential,150,1,1,81.00399780273438,93.49733333333332,1851.7604571232234,1666.584411410901
426,GMSC,OBAdwinMB+,100,8,2000,15.04300022125244,93.45337837837842,9971.415129548632,8974.27361659377
427,GMSC,OBAdwinMB+,100,8,50,22.913000106811523,93.38712904301434,6546.501955255015,5891.851759729513
428,GMSC,OBAdwinMB+,100,8,500,16.58799934387207,93.48561872909698,9042.681814152163,8138.413632736947
429,GMSC,OBAdwinMB+,150,8,2000,24.36199951171875,93.49324324324324,6157.130079895377,5541.417071905839
430,GMSC,OBAdwinMB+,150,8,50,34.27000045776367,93.4324774924975,4377.006069342447,3939.305462408202
431,GMSC,OBAdwinMB+,150,8,500,24.715999603271484,93.50702341137124,6068.943292107253,5462.048962896528
432,GMSC,OBAdwinRUNPER,100,8,1,95.44499969482422,93.53666666666666,1571.5857350265587,1414.427161523903
433,GMSC,OBAdwinRUNPER,150,8,1,142.0019989013672,93.54066666666668,1056.3231585506633,950.690842695597
434,GMSC,OBASHTSequential,100,1,1,32.50899887084961,93.314,4614.10702297889,4152.696320681001
435,GMSC,OBASHTSequential,150,1,1,44.35100173950195,93.31466666666668,3382.1107554916853,3043.8996799425167
436,GMSC,OBASHTMB+,100,8,2000,9.718999862670898,93.30405405405405,15433.686811348321,13890.318130213489
437,GMSC,OBASHTMB+,100,8,50,18.67799949645996,93.31443814604867,8030.8386360343075,7227.754772430877
438,GMSC,OBASHTMB+,100,8,500,11.821999549865724,93.31237458193979,12688.208908086426,11419.388017277784
439,GMSC,OBASHTMB+,150,8,2000,12.699000358581545,93.30405405405405,11811.95336360749,10630.758027246742
440,GMSC,OBASHTMB+,150,8,50,24.53700065612793,93.3151050350117,6113.216611197287,5501.894950077559
441,GMSC,OBASHTMB+,150,8,500,14.345000267028807,93.31237458193979,10456.604894233898,9410.944404810509
442,GMSC,OBASHTRUNPER,100,8,1,80.7770004272461,93.31333333333332,1856.9642250469724,1671.2678025422751
443,GMSC,OBASHTRUNPER,150,8,1,111.6709976196289,93.31466666666668,1343.2314853219673,1208.9083367897706
444,GMSC,OBRUNPER,100,8,1,100.677001953125,93.54733333333334,1489.913258142507,1340.9219323282564
445,GMSC,OBRUNPER,150,8,1,144.27999877929688,93.57,1039.6451432568483,935.6806289311635
446,GMSC,SRPSequential,100,1,1,315.78399658203125,93.50933333333332,475.00823861741986,427.50741475567787
447,GMSC,SRPSequential,150,1,1,487.0090026855469,93.51466666666668,308.00251981553686,277.20226783398317
448,GMSC,SRPMB+,100,8,2000,88.46499633789062,93.52094594594593,1695.585895093212,1526.027305583891
449,GMSC,SRPMB+,100,8,50,117.66699981689452,93.51850616872292,1274.783926108594,1147.3055334977346
450,GMSC,SRPMB+,100,8,500,89.91400146484375,93.49498327759196,1668.2607553468722,1501.434679812185
451,GMSC,SRPMB+,150,8,2000,142.31500244140625,93.50067567567568,1053.9999116520257,948.5999204868232
452,GMSC,SRPMB+,150,8,50,162.9290008544922,93.51317105701901,920.6464117088722,828.581770537985
453,GMSC,SRPMB+,150,8,500,140.73699951171878,93.50501672240804,1065.8178056972852,959.2360251275567
454,GMSC,SRPRUNPER,100,8,1,387.22698974609375,93.49799999999999,387.3696926403699,348.63272337633293
455,GMSC,SRPRUNPER,150,8,1,527.2919921875,93.49333333333333,284.47236488025675,256.02512839223107
456,airlines,ARFMB+,100,8,2000,600.2420043945312,65.13324760924704,899.6371397644891,809.6734257880403
457,airlines,ARFMB+,100,8,50,885.6820068359375,66.37847118570531,609.6996391844153,548.7296752659738
458,airlines,ARFMB+,100,8,500,643.2780151367188,66.05793836509966,839.4504200259843,755.5053780233859
459,airlines,ARFMB+,150,8,2000,901.3510131835938,65.14124935102153,599.1006745448777,539.19060709039
460,airlines,ARFMB+,150,8,50,1306.7039794921875,66.38903979545104,413.25350536535086,371.92815482881576
461,airlines,ARFMB+,150,8,500,935.7030029296876,66.05923734836689,577.1061953517934,519.395575816614
462,airlines,ARFRUNPER,100,8,1,1589.740966796875,66.45315110042401,339.67797979568394,305.71018181611555
463,airlines,ARFRUNPER,150,8,1,2226.549072265625,66.4075434338865,242.52777840217237,218.27500056195515
464,airlines,ARFSequential,100,1,1,3017.0400390625,66.41458852058743,178.9833721158692,161.08503490428228
465,airlines,ARFSequential,150,1,1,4652.80517578125,66.48281462337522,116.05901807597797,104.45311626838019
466,airlines,LBagMB+,100,8,2000,286.7640075683594,65.83405131907783,1883.081508655767,1694.7733577901904
467,airlines,LBagMB+,100,8,50,772.3079833984375,63.45226418557736,699.202923714193,629.2826313427738
468,airlines,LBagMB+,100,8,500,391.2309875488281,64.86194591404814,1380.2587657569036,1242.2328891812133
469,airlines,LBagMB+,150,8,2000,393.0,65.86122002370749,1374.0458015267175,1236.6412213740457
470,airlines,LBagMB+,150,8,50,1050.8489990234377,63.47803676022049,513.8702139906173,462.4831925915556
471,airlines,LBagMB+,150,8,500,486.8320007324219,65.33755935889609,1109.2122111685114,998.2909900516603
472,airlines,LBagRUNPER,100,8,1,1233.4840087890625,63.5105296236626,437.78435403482,394.00591863133803
473,airlines,LBagRUNPER,150,8,1,1617.3310546875,63.58376144594842,333.8834052774301,300.49506474968706
474,airlines,LBagSequential,100,1,1,3179.281982421875,63.506450889256804,169.8496713992778,152.86470425935002
475,airlines,LBagSequential,150,1,1,4388.5400390625,63.557249672310775,123.04775510612802,110.74297959551522
476,airlines,OBSequential,100,1,1,310.9779968261719,65.07361188617364,1736.4572590704709,1562.8115331634237
477,airlines,OBSequential,150,1,1,507.4249877929688,65.08010078181923,1064.1967049134007,957.7770344220606
478,airlines,OBAdwinSequential,100,1,1,1016.0419921875,66.57514233856091,531.4740966929924,478.3266870236931
479,airlines,OBAdwinSequential,150,1,1,1490.56201171875,66.60239570027234,362.2794595290485,326.05151357614363
480,airlines,OBAdwinMB+,100,8,2000,190.44000244140625,66.27005320227845,2835.538716011857,2551.9848444106715
481,airlines,OBAdwinMB+,100,8,50,434.5509948730469,67.0083232437103,1242.6619806905742,1118.395782621517
482,airlines,OBAdwinMB+,100,8,500,243.1909942626953,66.50757214460282,2220.476961481111,1998.429265333
483,airlines,OBAdwinMB+,150,8,2000,270.739013671875,66.03874703889032,1994.5407670519871,1795.0866903467884
484,airlines,OBAdwinMB+,150,8,50,530.9710083007811,66.82921312065088,1017.0046792726283,915.3042113453655
485,airlines,OBAdwinMB+,150,8,500,334.8389892578125,66.60703714906575,1612.7154164362316,1451.4438747926085
486,airlines,OBAdwinRUNPER,100,8,1,1046.737060546875,65.95276454764054,515.8888706184467,464.29998355660206
487,airlines,OBAdwinRUNPER,150,8,1,1324.197021484375,65.94386549075519,407.7943019345266,367.01487174107393
488,airlines,OBASHTSequential,100,1,1,473.9599914550781,68.29284571445523,1139.336673422953,1025.4030060806579
489,airlines,OBASHTSequential,150,1,1,718.8359985351562,68.04014957831447,751.2144649132929,676.0930184219636
490,airlines,OBASHTMB+,100,8,2000,144.3719940185547,66.02720964377362,3740.337616522767,3366.3038548704903
491,airlines,OBASHTMB+,100,8,50,252.6869964599609,68.18292223913612,2137.0312187218733,1923.328096849686
492,airlines,OBASHTMB+,100,8,500,152.35800170898438,67.80896780933895,3544.283818000199,3189.855436200179
493,airlines,OBASHTMB+,150,8,2000,223.78900146484372,65.42428770541679,2412.987217715575,2171.6884959440176
494,airlines,OBASHTMB+,150,8,50,357.260986328125,67.87142637294585,1511.5000536443658,1360.3500482799293
495,airlines,OBASHTMB+,150,8,500,226.8560028076172,67.48218073310905,2380.3646071377766,2142.328146423999
496,airlines,OBASHTRUNPER,100,8,1,1161.3289794921875,68.35810546494791,464.9845216435785,418.48606947922065
497,airlines,OBASHTRUNPER,150,8,1,1509.4990234375,68.05257117855031,357.73458055659245,321.9611225009332
498,airlines,OBRUNPER,100,8,1,514.3350219726561,65.11458462725004,1049.8993397900645,944.909405811058
499,airlines,OBRUNPER,150,8,1,700.22802734375,65.12923099170719,771.1773578221938,694.0596220399744
500,airlines,SRPSequential,100,1,1,3296.02490234375,68.53293485334169,163.8337136397285,147.45034227575565
501,airlines,SRPSequential,150,1,1,4921.3740234375,68.59634063364993,109.72545419801658,98.75290877821492
502,airlines,SRPMB+,100,8,2000,624.2839965820312,67.09088303872657,864.9909383493923,778.4918445144531
503,airlines,SRPMB+,100,8,50,902.5479736328124,68.47402254265917,598.3061463497237,538.4755317147514
504,airlines,SRPMB+,100,8,500,669.031982421875,68.07822848373395,807.136301683541,726.422671515187
505,airlines,SRPMB+,150,8,2000,992.9400024414062,67.0194256238102,543.8395055816734,489.45555502350607
506,airlines,SRPMB+,150,8,50,1250.6490478515625,68.44361461286441,431.7758054728809,388.59822492559283
507,airlines,SRPMB+,150,8,500,1020.5650024414062,68.07952746700118,529.1186731939723,476.2068058745751
