,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,joules,JPI,PERC
3,StreamingRandomPatchesExecutorRUNPER,elecNormNew,4,1,229,222.5972137451172,26713.0,120.00599670410156,904.0,89.7690263167746,124,4.824107142857143,1080.6,224.53705631960815,26955.0,578.9217858859471,0.02167191202358204,0
40,StreamingRandomPatchesExecutorRUNPER,elecNormNew,4,1,127,124.88533020019533,14975.0,119.91000366210938,157.0,91.2320534223706,123,4.148878923766816,925.1999999999999,124.77814903385466,14975.0,497.4920869425273,0.033221508310018515,0
16,StreamingRandomPatchesExecutorRUNPER,elecNormNew,4,1,25,25.00458526611328,3000.0,119.97799682617188,21.0,92.06666666666666,125,3.5162895927601805,777.0999999999999,24.968373393701313,3000.0,421.8773816000821,0.14062579386669405,0
128,StreamingRandomPatches,elecNormNew,1,1,229,168.43324279785156,20213.0,120.00599670410156,7717.0,91.44609904516896,124,4.221681415929203,954.1,224.55014995001665,26955.0,506.6270860857668,0.025064418249926623,0
86,StreamingRandomPatches,elecNormNew,1,1,127,124.72710418701172,14968.0,120.00599670410156,301.0,91.5820416889364,124,3.985333333333333,896.6999999999999,124.78126822764769,14975.0,478.26389886474607,0.031952425097858506,0
20,StreamingRandomPatches,elecNormNew,1,1,25,25.00291633605957,3000.0,119.98600006103516,32.0,92.26666666666668,124,3.499999999999999,790.9999999999998,24.968165588874186,3000.0,419.95100021362293,0.13998366673787432,0
26,OzaBagExecutorRUNPER,elecNormNew,4,1,1250,1207.8753662109375,43957.0,36.391998291015625,2068.0,82.8650726846691,42,4.515789473684211,343.2,1240.0996195845535,45312.0,164.33860280890215,0.0037386218988762236,0
58,OzaBagExecutorRUNPER,elecNormNew,4,1,694,688.151123046875,45312.0,65.84600067138672,218.0,82.27621822033898,72,4.000757575757575,528.0999999999999,686.4934474661011,45312.0,263.4338860193888,0.005813777498662359,0
98,OzaBagExecutorRUNPER,elecNormNew,4,1,138,134.95494079589844,16173.0,119.83999633789062,21.0,86.90409942496754,126,3.5142857142857133,787.1999999999998,134.76040095656305,16173.0,421.1519871303012,0.026040436970896013,0
114,OzaBagAdwinExecutorRUNPER,elecNormNew,4,1,1039,1010.9314575195312,44390.0,43.90999984741211,1745.0,85.93151610723136,49,4.567777777777777,411.0999999999999,1030.4973732687454,45312.0,200.57112152523462,0.004518385256256694,0
76,OzaBagAdwinExecutorRUNPER,elecNormNew,4,1,577,573.3809204101562,45312.0,79.0260009765625,236.0,86.06329449152543,84,4.036301369863013,589.3,571.9839937388758,45312.0,318.97275599649504,0.007039476430007394,0
