dataset,algorithm,ensemble_size,cores,batch_size,instances,time,acc,prec,recall,change
elecNormNew,OzaBagASHTExecutorRUNPER,25,4,1,1,45312.0,63.130001068115234,83.35981638418079,83.12334923993745,82.668029027435,0
covtypeNorm,StreamingRandomPatchesExecutorRUNPER,25,4,1,1,30010.0,509.2619934082031,88.41386204598467,85.78916963083277,85.65414246240243,0
GMSC,StreamingRandomPatches,25,1,1,1,17780.0,122.0999984741211,93.61642294713161,74.64396304236087,51.242516565228335,0
elecNormNew,LeveragingBag,25,1,1,1,31260.0,121.41699981689453,89.85924504158669,89.93044435981432,89.21581643008112,186.0
airlines,LeveragingBag,25,1,1,1,3610.0,124.74199676513672,68.42105263157895,56.63481216027262,54.339465515936105,12.0
covtypeNorm,AdaptiveRandomForestExecutorRUNPER,25,4,1,1,72950.0,369.46600341796875,90.04386566141193,82.26840352879718,81.59483679697892,0
elecNormNew,AdaptiveRandomForestExecutorRUNPER,25,4,1,1,45312.0,173.89599609375,88.81973870056498,88.78706356322759,88.25655437590282,0
covtypeNorm,OzaBagAdwinExecutorRUNPER,25,4,1,1,54990.0,271.00299072265625,86.78123295144572,80.41797917254335,80.24816612958581,0
GMSC,AdaptiveRandomForestExecutorRUNPER,25,4,1,1,150000.0,383.7829895019531,93.522,76.93543498029706,54.40222496822249,0
elecNormNew,OzaBagASHT,25,1,1,1,45312.0,57.564998626708984,83.25609110169492,83.11881428592338,82.42590483712999,0
airlines,LBagExecutorRUNPER,25,4,1,1,158390.0,1982.613037109375,65.75351979291622,59.96610384997623,57.70455899444287,891.0
GMSC,OzaBagASHT,25,1,1,1,145850.0,121.60299682617188,93.341103873843,75.4,51.0,
elecNormNew,StreamingRandomPatchesExecutorRUNPER,25,4,1,1,45312.0,333.22100830078125,89.48181497175142,89.48777145661454,88.92042764146333,0
covtypeNorm,OzaBagASHTExecutorRUNPER,25,4,1,1,32820.0,188.00900268554688,74.23217550274222,68.10912500455419,71.28005178871007,0
covtypeNorm,OzaBagAdwin,25,1,1,1,11910.0,120.89600372314453,70.93198992443325,71.20354117449268,71.27159945175308,89.0
airlines,AdaptiveRandomForestSequential,25,1,1,1,4470.0,125.45600128173828,68.52348993288591,60.58359341750603,56.98418456605563,0
GMSC,LeveragingBag,25,1,1,1,44480.0,121.9540023803711,93.32733812949641,72.73786653681358,52.91131971275155,0.0
elecNormNew,AdaptiveRandomForestSequential,25,1,1,1,18150.0,121.65399932861328,89.53168044077135,89.47618803304734,89.21141214124779,0
elecNormNew,OzaBagAdwin,25,1,1,1,45312.0,71.40499877929688,84.8583156779661,85.11547236806389,83.78055422219614,322.0
GMSC,OzaBagASHTExecutorRUNPER,25,4,1,1,150000.0,145.8040008544922,93.40333333333334,75.7,51.9,
elecNormNew,OzaBagAdwinExecutorRUNPER,25,4,1,1,45312.0,73.18800354003906,86.1912959039548,86.27739107967945,85.34499267874793,0
GMSC,AdaptiveRandomForestSequential,25,1,1,1,32920.0,122.03900146484375,93.51154313487243,73.34194244936374,52.813129671758205,0
covtypeNorm,AdaptiveRandomForestSequential,25,1,1,1,10910.0,121.5719985961914,76.7186067827681,76.34313308650945,76.44044497049407,0
airlines,OzaBagExecutorRUNPER,25,4,1,1,193670.0,425.375,67.73274126090773,63.0775135442071,60.685650216552936,0
covtypeNorm,LBagExecutorRUNPER,25,4,1,1,63300.0,420.75799560546875,90.76145339652449,82.59448019263738,82.32425125689157,402.0
covtypeNorm,OzaBag,25,1,1,1,13580.0,120.8290023803711,64.98527245949927,64.37565098630952,64.97169737491602,0
elecNormNew,LBagExecutorRUNPER,25,4,1,1,45312.0,123.36399841308594,89.92761299435028,89.9378777992823,89.38888370829405,290.0
airlines,OzaBagASHTExecutorRUNPER,25,4,1,1,185800.0,666.5850219726562,68.8740581270183,64.74666186007968,61.460665124065514,0
elecNormNew,OzaBagExecutorRUNPER,25,4,1,1,45312.0,60.582000732421875,82.3049081920904,81.92766159670064,81.78756771204979,0
GMSC,OzaBag,25,1,1,1,150000.0,121.0510025024414,93.446,78.88636944103557,52.11140840493101,0
GMSC,OzaBagAdwin,25,1,1,1,108550.0,121.58599853515625,93.43067710732382,79.14209077294439,51.6451316431371,0.0
GMSC,LBagExecutorRUNPER,25,4,1,1,150000.0,301.9159851074219,93.542,76.36127805321364,55.40372369060213,4.0
GMSC,StreamingRandomPatchesExecutorRUNPER,25,4,1,1,94140.0,458.3800048828125,93.53728489483748,78.61743799718657,52.6933114054393,0
covtypeNorm,StreamingRandomPatches,25,1,1,1,4570.0,121.77300262451172,83.28227571115974,83.87117053841689,80.67002849512926,0
GMSC,OzaBagExecutorRUNPER,25,4,1,1,150000.0,149.46099853515625,93.5,76.8641962933262,53.959863384733744,0
elecNormNew,OzaBag,25,1,1,1,45312.0,52.566001892089844,82.76174081920904,82.46197216774107,82.12315452938023,0
GMSC,OzaBagAdwinExecutorRUNPER,25,4,1,1,150000.0,161.09500122070312,93.47999999999999,77.54057803871719,53.1620769410737,0
airlines,OzaBagAdwin,25,1,1,1,11090.0,124.16699981689453,63.84129846708747,63.08308409785217,60.442927784663866,55.0
airlines,OzaBag,25,1,1,1,10780.0,126.0770034790039,63.36734693877551,62.49207487711935,59.564766542068334,0
airlines,OzaBagAdwinExecutorRUNPER,25,4,1,1,159860.0,1211.2099609375,68.35856374327537,63.6455026246115,59.723022652030025,0
covtypeNorm,OzaBagExecutorRUNPER,25,4,1,1,31410.0,187.3070068359375,73.50843680356574,67.88085728646529,71.18938534260452,0
airlines,OzaBagASHT,25,1,1,1,11050.0,124.3499984741211,64.02714932126696,63.476984560910196,60.427121443697175,0
elecNormNew,StreamingRandomPatches,25,1,1,1,11400.0,122.02799987792969,91.84210526315789,91.79714573515523,91.58793443223018,0
covtypeNorm,OzaBagASHT,25,1,1,1,13370.0,120.56099700927734,64.92894540014959,64.26700143290716,64.85619724065675,0
covtypeNorm,LeveragingBag,25,1,1,1,8950.0,121.02899932861328,74.0,74.31884833559566,73.62051253701362,92.0
