dataset,algorithm,ensemble_size,cores,batch_size,core,instances,time,acc,prec,recall
airlines,AdaptiveRandomForestExecutorMAXChunk,25,2,50,1,539383.0,217.97999572753906,66.17117810332392,65.76658067757208,65.05072876566871,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,2,50,1,45312.0,6.281000137329102,88.95762449737087,88.9342698671205,88.3927847275699,0
elecNormNew,OzaBagExecutorMAXChunk,25,2,50,1,45312.0,0.8799999952316284,75.72577438027484,79.01877307477427,72.53128653247056,0
airlines,OzaBagExecutorMAXChunk,25,2,50,1,539383.0,11.074000358581543,60.25294205991475,59.46853812718529,58.84759744160183,0
