dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,acc,prec,recall
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,3,50,1,45312.0,56.770999908447266,88.59970836463258,88.57343468916956,88.01559496121405,0
airlines,AdaptiveRandomForestExecutorMAXChunk,25,3,50,1,539383.0,2717.569091796875,66.20918801556738,65.8015552870909,65.10280960881606,0
airlines,OzaBagExecutorMAXChunk,25,3,50,1,539383.0,109.48699951171875,61.56511839624128,61.85921518855455,58.89625173039856,0
elecNormNew,OzaBagExecutorMAXChunk,25,3,50,1,45312.0,10.404999732971191,77.72524413415228,78.45309208445207,75.74180835873156,0
