dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,acc,prec,recall
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,1,45312.0,10.963000297546387,78.53607882992357,78.31978553121648,77.3945973487161,0
airlines,OzaBagExecutorMAXChunk,25,4,50,1,539383.0,105.74800109863281,60.25961697133311,61.168217856543016,56.96231292116947,0
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,50,1,539383.0,2487.93896484375,66.1270495222803,65.71638417299381,65.01491209263476,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,1,45312.0,51.60599899291992,88.80738809597455,88.7863823220841,88.23085061561888,0
