dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,acc,prec,recall
airlines,AdaptiveRandomForestSequential,25,1,1,1,539383.0,359.7829895019531,66.23289944251115,65.82927453668681,65.11915232884571,0
elecNormNew,AdaptiveRandomForestSequential,25,1,1,1,45312.0,10.770999908447266,88.81532485875707,88.8066603106365,88.22749962856713,0
elecNormNew,OzaBag,25,1,1,1,45312.0,2.812000036239624,82.76174081920904,82.46197216774107,82.12315452938023,0
airlines,OzaBag,25,1,1,1,539383.0,46.85499954223633,64.98128417098796,65.8048589731187,62.628656093822165,0
