dataset,algorithm,ensemble_size,cores,batch_size,instances,time,acc,prec,recall,change
GMSC,LBagExecutorMAXChunk,25,4,100,1,150000.0,75.0780029296875,93.39092728485657,74.5402331351035,52.690150829080196,1097.0
airlines,OzaBagAdwinExecutorRUNPER,25,4,1,1,263960.0,969.3150024414062,67.10448552811033,64.37401286877768,61.64400494106215,0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,1,581012.0,164.30799865722656,76.6946108198103,72.81365305484843,56.88890417994582,0
airlines,LBagExecutorMAXChunk,25,4,2000,1,539383.0,1224.5469970703125,64.77689096975527,64.28622830349127,63.742144689315204,269.0
elecNormNew,LBagExecutorMAXChunk,25,4,75,1,45312.0,35.30699920654297,90.63377323872052,90.63977791592315,90.14241847557216,602.0
airlines,OzaBagExecutorMAXChunk,25,4,500,1,539383.0,87.12899780273438,59.99317105939508,59.189938239800654,58.455006027671566,0
covtypeNorm,OzaBagExecutorRUNPER,25,4,1,1,94450.0,233.63999938964844,85.96082583377448,71.8415254756829,74.37644401616625,0
elecNormNew,LBagExecutorMAXChunk,25,4,50,1,45312.0,38.119998931884766,90.57708453006937,90.59016472298363,90.07357968052318,895.0
airlines,OzaBagExecutorMAXChunk,25,4,250,1,539383.0,89.1259994506836,60.71062242526427,59.99835735108221,59.04104870487428,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,25,1,150000.0,41.36800003051758,93.69161526921154,82.78278291603279,54.50322463290417,0
airlines,OzaBagAdwinExecutorMAXChunk,25,4,15,1,539383.0,750.3109741210938,86.38054167099271,86.63772711910502,85.78885380950611,0
elecNormNew,LBagExecutorMAXChunk,25,4,2000,1,45312.0,31.865999221801758,87.2575729589952,87.25005958338782,86.59415000243693,23.0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,1,150000.0,190.1929931640625,93.49797297297297,79.95646156808452,52.84366343218301,0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,25,1,45312.0,96.41400146484375,89.2441539514651,89.2717037751289,88.6470318503271,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,5,1,150000.0,115.94599914550781,93.54178472615754,76.7326297102127,55.01497969728818,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,1,581012.0,630.072021484375,92.4217460087183,89.57328099120275,81.38288541404438,0
airlines,OzaBagExecutorMAXChunk,25,4,15,1,539383.0,124.63700103759766,60.41793358152504,60.10020058771439,57.92710684756296,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,250,1,581012.0,598.4149780273438,92.37673952496893,89.55664508472164,81.60940859675375,0
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,5,1,539383.0,2646.3291015625,67.74766490290668,67.50471437008753,66.53761800112432,0
GMSC,OzaBagExecutorMAXChunk,25,4,5,1,150000.0,28.780000686645508,93.3564452148405,73.35855427939259,52.401413412956146,0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,5,1,45312.0,107.47799682617188,89.90663694351866,89.94057190409914,89.34341436443998,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,25,1,539383.0,172.6009979248047,61.01235172186191,60.291292315470976,59.60437587605605,0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,100,1,150000.0,184.38600158691406,93.50633755837224,79.64259339695103,52.877082031782685,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,1,150000.0,33.75,93.59662162162162,82.19960436479157,53.62712635897018,0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,2000,1,581012.0,477.4649963378906,86.89560838117345,76.14059620828276,81.34744272686605,0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,25,1,581012.0,210.78500366210938,76.9283994306241,73.83442292199531,56.45635896573191,0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,1,581012.0,2533.27099609375,95.60751763348601,93.08432408368719,90.40639787778632,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,100,1,45312.0,10.493000030517578,74.08431389896488,78.21598717622813,70.49469086172921,0
GMSC,LBagExecutorMAXChunk,25,4,25,1,150000.0,81.4990005493164,93.4062343723954,74.31289426766365,53.549106903784036,2177.0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,1,581012.0,595.8900146484375,92.36846094482112,89.35200937026603,81.51052090225228,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,15,1,45312.0,11.852999687194824,78.01178886018941,77.81424891767284,76.79606351016615,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,500,1,539383.0,110.68599700927734,61.86203684287685,61.209702761083186,60.802199742905806,0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,25,1,581012.0,716.885009765625,87.66943150190968,83.18133892173877,86.05876044124241,0
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,1,539383.0,1911.3900146484375,67.74758412528867,67.51677712984691,66.5636709357585,0
airlines,OzaBagASHT,25,1,1,1,22700.0,126.21399688720703,64.91189427312776,63.24171943739276,61.67326575435439,0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,15,1,150000.0,175.83399963378906,93.4906824015735,78.93573866916009,52.82540421005321,0
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,5,1,539383.0,2636.99609375,66.14266803614534,65.73196400752441,65.03201300610944,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,250,1,539383.0,110.47699737548828,61.966898705885185,61.352338307827395,61.109486717062026,0
covtypeNorm,LBagExecutorMAXChunk,25,4,25,1,581012.0,989.4719848632812,90.67018711262041,84.56387847655363,82.3095075836082,23206.0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,1,581012.0,196.3000030517578,75.4925451234332,71.46587770570125,51.88451012153199,0
airlines,LBagExecutorMAXChunk,25,4,5,1,539383.0,2617.26806640625,62.591726025162316,61.999248923732985,61.75361192472755,107449.0
elecNormNew,StreamingRandomPatches,25,1,1,1,20720.0,122.03700256347656,91.48166023166023,91.52586306820982,91.14573190282991,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,75,1,539383.0,123.94300079345703,62.286300221765664,61.82868423311761,60.49865059124103,0
GMSC,LBagExecutorMAXChunk,25,4,50,1,150000.0,74.04399871826172,93.33977992664222,72.60778432958301,52.68962759945386,2111.0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,75,1,581012.0,183.68800354003906,77.4144184309142,73.91141787622975,55.8998381659851,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,100,1,539383.0,116.7969970703125,62.35965161149155,61.76363992361888,60.92592709237306,0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,5,1,150000.0,199.74099731445312,93.48378279275977,78.66190371790702,52.79839445467207,0
GMSC,LBagExecutorMAXChunk,25,4,75,1,150000.0,74.45500183105469,93.36001334000333,73.25514622275733,52.825973976781086,1407.0
airlines,OzaBagASHTExecutorMAXChunk,25,4,50,1,539383.0,146.42300415039062,61.57531617757489,62.51274031011883,58.58000068782818,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,1,45312.0,9.085000038146973,76.78077300723021,78.42195746787021,74.24275412172153,0
GMSC,LBagExecutorMAXChunk,25,4,2000,1,150000.0,76.9219970703125,93.51891891891891,77.14811466789432,54.42848552462056,54.0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,100,1,581012.0,666.926025390625,92.33343432395957,89.39006781817652,81.45687893281892,0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,1,45312.0,17.264999389648438,84.44541928333949,84.3261311949333,83.71528137171454,0
covtypeNorm,OzaBagASHT,25,1,1,1,30770.0,120.51499938964844,73.32466688332792,67.76659279314018,70.77598293677909,0
covtypeNorm,LeveragingBag,25,1,1,1,18380.0,121.10800170898438,77.33405875952121,77.52635442696052,77.4159431669373,177.0
airlines,StreamingRandomPatches,25,1,1,1,8530.0,124.63500213623047,65.5451348182884,64.13420954417721,60.56432885825789,0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,250,1,150000.0,185.2030029296875,93.48580968280467,79.0009072187733,52.743717925126255,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,5,1,539383.0,251.01100158691406,62.4458172190931,61.82103820956706,61.21022663786281,0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,75,1,581012.0,529.6920166015625,85.97266140734709,78.85283486775234,85.18033164241,0
covtypeNorm,LBagExecutorMAXChunk,25,4,50,1,581012.0,869.9749755859375,91.79223425972783,85.18159887937283,85.10486965426361,11604.0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,500,1,150000.0,179.33999633789062,93.50301003344481,79.42888768940408,52.943409501673536,0
airlines,StreamingRandomPatchesExecutorRUNPER,25,4,1,1,147220.0,844.1699829101562,70.1372096182584,66.27148486742102,60.8657527139931,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,15,1,150000.0,95.75499725341797,93.55935593559356,77.13067075755957,55.061823693925724,0
covtypeNorm,LBagExecutorMAXChunk,25,4,75,1,581012.0,828.9180297851562,92.35786324506789,85.6688410220945,86.2920054198076,7736.0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,1,581012.0,567.22998046875,86.52424771327557,80.50466070050753,85.68266388200996,0
airlines,AdaptiveRandomForestExecutorRUNPER,25,4,1,1,207570.0,1209.2569580078125,67.53866165630872,63.66568931094305,61.816989316238576,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,250,1,45312.0,9.50100040435791,78.11015933602592,79.91857919856425,75.65141097407815,0
airlines,OzaBagAdwinExecutorMAXChunk,25,4,2000,1,539383.0,566.3090209960938,83.48403280341954,84.13984050726933,82.57933370716147,0
