dataset,algorithm,ensemble_size,cores,batch_size,rate,instances,time,acc,prec,recall,change
GMSC,OzaBag,50,1,1,20750.0,28.04599952697754,93.65301204819278,75.49700275497348,52.276997121763316,0
airlines,StreamingRandomPatches,50,1,1,580.0,32.39500045776367,77.58620689655173,61.81335608322669,54.382417582417574,0
GMSC,OzaBagASHT,50,1,1,21950.0,28.381000518798828,93.5990888382688,75.3,51.9,
GMSC,OzaBagAdwin,50,1,1,15880.0,29.42799949645996,93.6272040302267,74.50690014167448,51.71457006335252,1.0
airlines,OzaBag,50,1,1,590.0,31.156999588012695,75.59322033898304,59.574175824175825,55.89319534632035,0
airlines,OzaBagAdwin,50,1,1,570.0,31.756999969482422,75.96491228070175,60.073953823953815,56.09483276040814,0.0
GMSC,StreamingRandomPatches,50,1,1,2380.0,31.826000213623047,94.2016806722689,72.17537942664418,51.36006929630636,0
covtypeNorm,OzaBag,50,1,1,2890.0,27.054000854492188,66.0553633217993,70.51895931578079,70.23777782797714,0
elecNormNew,StreamingRandomPatches,50,1,1,1570.0,34.59299850463867,92.16560509554141,91.90843756041065,91.63811155530172,0
covtypeNorm,AdaptiveRandomForestSequential,50,1,1,1470.0,35.255001068115234,67.07482993197279,?,?,0
elecNormNew,OzaBag,50,1,1,16940.0,31.256000518798828,86.41676505312869,86.45502924549389,85.91733319819929,0
covtypeNorm,OzaBagAdwin,50,1,1,1920.0,27.823999404907227,68.28125,?,?,4.0
GMSC,LeveragingBag,50,1,1,5430.0,32.13199996948242,93.8121546961326,68.48880353704409,54.35786935884879,0.0
covtypeNorm,StreamingRandomPatches,50,1,1,660.0,34.694000244140625,76.36363636363637,?,?,0
elecNormNew,OzaBagASHT,50,1,1,11860.0,31.30900001525879,89.17369308600337,89.15014577259474,88.80129161766119,0
airlines,OzaBagASHT,50,1,1,1370.0,32.35200119018555,75.83941605839416,56.6318764948902,51.46844203716241,0
airlines,LeveragingBag,50,1,1,300.0,33.029998779296875,76.66666666666667,59.371421300419904,54.932690375728356,0.0
elecNormNew,AdaptiveRandomForestSequential,50,1,1,2100.0,37.08300018310547,88.90476190476191,88.45175626472478,88.23172905525847,0
elecNormNew,OzaBagAdwin,50,1,1,11920.0,31.41900062561035,88.46476510067114,88.30407019671716,88.25297938606795,101.0
covtypeNorm,OzaBagASHT,50,1,1,2170.0,25.9060001373291,69.30875576036867,78.77445772470455,73.27077463479984,0
airlines,AdaptiveRandomForestSequential,50,1,1,530.0,32.67599868774414,70.37735849056604,51.486784140969164,51.04888670796785,0
elecNormNew,LeveragingBag,50,1,1,3350.0,32.97700119018555,90.23880597014924,89.82783170665046,90.01273285908047,20.0
GMSC,AdaptiveRandomForestSequential,50,1,1,4140.0,31.37299919128418,93.86473429951691,68.78345498783456,52.38149100257069,0
covtypeNorm,LeveragingBag,50,1,1,1490.0,35.224998474121094,66.97986577181209,?,?,3.0
