dataset,algorithm,ensemble_size,cores,batch_size,rate,instances,time,acc,prec,recall,change
covtypeNorm,StreamingRandomPatchesExecutorRUNPER,25,4,1,1,64160.0,526.7369995117188,92.99875311720697,87.57891880370222,87.39436563993925,0
GMSC,StreamingRandomPatches,25,1,1,1,36670.0,122.46600341796875,93.50968093809654,76.3340239937434,51.87545308946176,0
airlines,LeveragingBag,25,1,1,1,5370.0,127.40299987792969,64.93482309124768,57.53921960712726,55.013924935302995,12.0
covtypeNorm,AdaptiveRandomForestExecutorRUNPER,25,4,1,1,192320.0,442.2170104980469,91.64153494176372,82.86311421962432,80.3274068236879,0
covtypeNorm,OzaBagAdwinExecutorRUNPER,25,4,1,1,137390.0,301.0459899902344,88.9868258242958,80.68850788971386,79.52761166566255,0
GMSC,AdaptiveRandomForestExecutorRUNPER,25,4,1,1,150000.0,225.843994140625,93.522,76.93543498029706,54.40222496822249,0
airlines,LBagExecutorRUNPER,25,4,1,1,229620.0,1484.56494140625,64.98301541677554,61.02742031950537,58.95454576682,1336.0
GMSC,OzaBagASHT,25,1,1,1,150000.0,66.50399780273438,93.32666666666667,75.6,51.2,
covtypeNorm,OzaBagASHTExecutorRUNPER,25,4,1,1,103550.0,238.9949951171875,86.92032834379528,72.20686505027994,74.73115386919014,0
covtypeNorm,OzaBagAdwin,25,1,1,1,33890.0,120.89199829101562,79.79935084095602,74.6179160248,75.11121227806169,290.0
GMSC,LeveragingBag,25,1,1,1,87740.0,121.7750015258789,93.49327558696147,74.87599274438669,54.25779157227494,0.0
GMSC,OzaBagASHTExecutorRUNPER,25,4,1,1,150000.0,79.38800048828125,93.40333333333334,75.4,51.9,
GMSC,AdaptiveRandomForestSequential,25,1,1,1,66330.0,122.38800048828125,93.41625207296849,74.94591182927346,53.49816651296596,0
covtypeNorm,AdaptiveRandomForestSequential,25,1,1,1,25420.0,121.3499984741211,81.80173092053501,79.58582399199835,79.1926659262305,0
airlines,OzaBagExecutorRUNPER,25,4,1,1,377900.0,365.7860107421875,65.5321513627944,65.16445960709501,62.083369930804174,0
covtypeNorm,LBagExecutorRUNPER,25,4,1,1,147610.0,497.2170104980469,93.41575773999051,82.91760485045998,82.1414025146824,728.0
covtypeNorm,OzaBag,25,1,1,1,34590.0,120.5479965209961,74.29314830875975,67.81725839135562,70.8084248168199,0
airlines,OzaBagASHTExecutorRUNPER,25,4,1,1,352520.0,589.1749877929688,67.07364121184614,66.65912577705785,63.10633787214337,0
GMSC,OzaBag,25,1,1,1,150000.0,66.39399719238281,93.446,78.88636944103557,52.11140840493101,0
GMSC,OzaBagAdwin,25,1,1,1,150000.0,87.51899719238281,93.446,78.88636944103557,52.11140840493101,0.0
GMSC,LBagExecutorRUNPER,25,4,1,1,150000.0,165.43699645996094,93.542,76.36127805321364,55.40372369060213,4.0
GMSC,StreamingRandomPatchesExecutorRUNPER,25,4,1,1,150000.0,442.97698974609375,93.53266666666667,79.94319653118681,53.19492629207354,0
covtypeNorm,StreamingRandomPatches,25,1,1,1,8230.0,121.83399963378906,82.80680437424058,82.89313442364842,81.97223709590016,0
GMSC,OzaBagExecutorRUNPER,25,4,1,1,150000.0,82.69400024414062,93.5,76.8641962933262,53.959863384733744,0
GMSC,OzaBagAdwinExecutorRUNPER,25,4,1,1,150000.0,85.88700103759766,93.47999999999999,77.54057803871719,53.1620769410737,0
airlines,OzaBagAdwin,25,1,1,1,21260.0,126.677001953125,64.2615239887112,62.79479879281975,61.57495387487752,55.0
airlines,OzaBag,25,1,1,1,21790.0,127.28900146484375,63.56585589720055,61.85365651366723,60.5729795659979,0
airlines,OzaBagAdwinExecutorRUNPER,25,4,1,1,258010.0,975.5590209960938,67.14507189643813,64.45141961020902,61.707196152949926,0
covtypeNorm,OzaBagExecutorRUNPER,25,4,1,1,104080.0,236.83799743652344,86.7553804765565,72.10180490514715,74.38607967719744,0
airlines,OzaBagASHT,25,1,1,1,23270.0,126.65599822998047,64.97206703910614,63.17640176716084,61.5883662860432,0
covtypeNorm,OzaBagASHT,25,1,1,1,31500.0,120.48200225830078,73.56825396825397,67.77688232614145,70.80682151449011,0
covtypeNorm,LeveragingBag,25,1,1,1,18370.0,121.1989974975586,77.3217201959717,77.5196766867106,77.4093467547952,177.0
airlines,StreamingRandomPatches,25,1,1,1,8570.0,124.86000061035156,65.48424737456243,64.02381176187116,60.50434073905109,0
airlines,StreamingRandomPatchesExecutorRUNPER,25,4,1,1,138960.0,876.14697265625,70.04029936672424,66.37041545289732,60.94009932046682,0
