,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,joules,JPI,PERC
22,StreamingRandomPatchesExecutorRUNPER,elecNormNew,2,1,229,187.6369781494141,22517.0,120.00299835205078,8500.0,90.70480081716038,124,4.522321428571429,1013.0,224.54266768851423,26955.0,542.6921309403011,0.024101440286907718,0
23,StreamingRandomPatchesExecutorRUNPER,elecNormNew,2,1,229,187.6369781494141,22517.0,120.00299835205078,8500.0,90.70480081716038,124,4.522321428571429,1013.0,224.53705631960815,26955.0,542.6921309403011,0.024101440286907718,0
78,StreamingRandomPatchesExecutorRUNPER,elecNormNew,2,1,127,124.80103302001952,14975.0,119.99099731445312,1538.0,91.2320534223706,124,4.078571428571428,913.6,124.777109337244,14975.0,489.3918533325195,0.03268059120751382,0
79,StreamingRandomPatchesExecutorRUNPER,elecNormNew,2,1,127,124.80103302001952,14975.0,119.99099731445312,1538.0,91.2320534223706,124,4.078571428571428,913.6,124.78022847905609,14975.0,489.3918533325195,0.03268059120751382,0
51,StreamingRandomPatchesExecutorRUNPER,elecNormNew,2,1,25,25.00374984741211,3000.0,119.98200225830078,129.0,91.9,125,3.584955752212389,810.1999999999999,24.967334404154567,3000.0,430.1301691578553,0.14337672305261842,0
52,StreamingRandomPatchesExecutorRUNPER,elecNormNew,2,1,25,25.00374984741211,3000.0,119.98200225830078,129.0,91.9,125,3.584955752212389,810.1999999999999,24.967542195146308,3000.0,430.1301691578553,0.14337672305261842,0
168,StreamingRandomPatches,elecNormNew,1,1,229,155.55184936523438,18667.0,120.00499725341795,13003.0,91.4394385814539,124,4.133944954128441,901.2000000000002,224.53518592562975,26955.0,496.09405286596456,0.026575992546524055,0
169,StreamingRandomPatches,elecNormNew,1,1,229,155.55184936523438,18667.0,120.00499725341795,13003.0,91.4394385814539,124,4.133944954128441,901.2000000000002,224.53892674474784,26955.0,496.09405286596456,0.026575992546524055,0
114,StreamingRandomPatches,elecNormNew,1,1,127,124.2927474975586,14916.0,120.00700378417967,1360.0,91.59962456422632,123,3.984375,892.5,124.77502999600053,14975.0,478.1529057025909,0.03205637608625576,0
115,StreamingRandomPatches,elecNormNew,1,1,127,124.2927474975586,14916.0,120.00700378417967,1360.0,91.59962456422632,123,3.984375,892.5,124.777109337244,14975.0,478.1529057025909,0.03205637608625576,0
19,StreamingRandomPatches,elecNormNew,1,1,25,25.002708435058597,3000.0,119.98699951171876,74.0,92.26666666666668,125,3.5506607929515415,805.9999999999999,24.968165588874186,3000.0,426.0331348301556,0.14201104494338518,0
20,StreamingRandomPatches,elecNormNew,1,1,25,25.002708435058597,3000.0,119.98699951171876,74.0,92.26666666666668,125,3.5506607929515415,805.9999999999999,24.967334404154567,3000.0,426.0331348301556,0.14201104494338518,0
93,OzaBagExecutorRUNPER,elecNormNew,2,1,1250,945.70068359375,37933.0,40.11100006103516,2931.0,82.06838372920676,46,4.263529411764706,362.40000000000003,1240.2353907212264,45312.0,171.01442849551933,0.004508328592400267,0
94,OzaBagExecutorRUNPER,elecNormNew,2,1,1250,945.70068359375,37933.0,40.11100006103516,2931.0,82.06838372920676,46,4.263529411764706,362.40000000000003,1240.2693381507638,45312.0,171.01442849551933,0.004508328592400267,0
41,OzaBagExecutorRUNPER,elecNormNew,2,1,694,650.9826049804688,42862.0,65.84200286865234,960.0,83.10858102748355,72,3.878787878787879,512.0,686.4518474753443,45312.0,255.38716264204547,0.005958358514349435,0
42,OzaBagExecutorRUNPER,elecNormNew,2,1,694,650.9826049804688,42862.0,65.84200286865234,960.0,83.10858102748355,72,3.878787878787879,512.0,686.4726468404866,45312.0,255.38716264204547,0.005958358514349435,0
100,OzaBagExecutorRUNPER,elecNormNew,2,1,138,134.95155334472656,16173.0,119.84300231933594,135.0,86.90409942496754,125,3.485462555066079,791.1999999999999,134.76152384761525,16173.0,417.7082970707427,0.025827508629861044,0
101,OzaBagExecutorRUNPER,elecNormNew,2,1,138,134.95155334472656,16173.0,119.84300231933594,135.0,86.90409942496754,125,3.485462555066079,791.1999999999999,134.75815523059617,16173.0,417.7082970707427,0.025827508629861044,0
178,OzaBagAdwinExecutorRUNPER,elecNormNew,2,1,1039,695.67529296875,40601.0,58.36199951171875,6032.0,85.74665648629343,64,4.107692307692308,480.6,1030.6380075059706,45312.0,239.73313645582937,0.005904611621778512,0
179,OzaBagAdwinExecutorRUNPER,elecNormNew,2,1,1039,695.67529296875,40601.0,58.36199951171875,6032.0,85.74665648629343,64,4.107692307692308,480.6,1030.5442470831722,45312.0,239.73313645582937,0.005904611621778512,0
126,OzaBagAdwinExecutorRUNPER,elecNormNew,2,1,577,553.7321166992188,43762.0,79.03099822998047,1177.0,85.6359398564965,85,3.887741935483872,602.6000000000001,571.9912141180034,45312.0,307.2521260218467,0.007020979983132551,0
127,OzaBagAdwinExecutorRUNPER,elecNormNew,2,1,577,553.7321166992188,43762.0,79.03099822998047,1177.0,85.6359398564965,85,3.887741935483872,602.6000000000001,571.9695535274737,45312.0,307.2521260218467,0.007020979983132551,0
134,OzaBagAdwinExecutorRUNPER,elecNormNew,2,1,115,114.95873260498048,13777.0,119.84300231933594,53.0,90.23009363431808,126,3.537991266375545,810.1999999999998,114.79685364796853,13777.0,424.0034955420347,0.030776184622344105,0
135,OzaBagAdwinExecutorRUNPER,elecNormNew,2,1,115,114.95873260498048,13777.0,119.84300231933594,53.0,90.23009363431808,126,3.537991266375545,810.1999999999998,114.79589711114629,13777.0,424.0034955420347,0.030776184622344105,0
86,OzaBagAdwin,elecNormNew,1,1,1039,921.92138671875,41610.0,45.13399887084961,2428.0,84.58062965633262,51,4.006451612903225,372.5999999999999,1030.4739379605203,45312.0,180.82718257288778,0.004345762618911025,0
87,OzaBagAdwin,elecNormNew,1,1,1039,921.92138671875,41610.0,45.13399887084961,2428.0,84.58062965633262,51,4.006451612903225,372.5999999999999,1030.333348492428,45312.0,180.82718257288778,0.004345762618911025,0
89,OzaBagAdwin,elecNormNew,1,1,577,573.2938232421875,45312.0,79.03800201416016,553.0,84.45444915254238,84,3.7104575163398694,567.7,571.9551140451637,45312.0,293.2671486499263,0.006472174007987427,0
90,OzaBagAdwin,elecNormNew,1,1,577,573.2938232421875,45312.0,79.03800201416016,553.0,84.45444915254238,84,3.7104575163398694,567.7,571.9478945774008,45312.0,293.2671486499263,0.006472174007987427,0
68,OzaBagAdwin,elecNormNew,1,1,115,114.96641540527344,13777.0,119.83499908447266,19.0,88.88727589460696,126,3.464192139737991,793.3,114.79589711114629,13777.0,415.13146189393956,0.030132210342885938,0
69,OzaBagAdwin,elecNormNew,1,1,115,114.96641540527344,13777.0,119.83499908447266,19.0,88.88727589460696,126,3.464192139737991,793.3,114.79589711114629,13777.0,415.13146189393956,0.030132210342885938,0
