,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,joules,JPI,PERC
40,StreamingRandomPatchesExecutorRUNPER,elecNormNew,2,1,229,93.07112121582033,11169.0,120.00499725341795,19190.0,91.25257408899633,126,3.8451754385964905,876.6999999999998,224.55014995001665,26955.0,461.440267947682,0.041314376215210134,0
41,StreamingRandomPatchesExecutorRUNPER,elecNormNew,2,1,229,93.07112121582033,11169.0,120.00499725341795,19190.0,91.25257408899633,126,3.8451754385964905,876.6999999999998,224.5632451075954,26955.0,461.440267947682,0.041314376215210134,0
127,StreamingRandomPatchesExecutorRUNPER,elecNormNew,2,1,127,99.76668548583984,11973.0,120.01000213623048,10753.0,91.45577549486345,125,3.854185022026431,874.8999999999999,124.78230799356714,14975.0,462.5407527268195,0.03863198469279375,0
128,StreamingRandomPatchesExecutorRUNPER,elecNormNew,2,1,127,99.76668548583984,11973.0,120.01000213623048,10753.0,91.45577549486345,125,3.854185022026431,874.8999999999999,124.7854273952969,14975.0,462.5407527268195,0.03863198469279375,0
87,StreamingRandomPatchesExecutorRUNPER,elecNormNew,2,1,25,25.00083351135254,3000.0,119.99600219726562,403.0,92.06666666666666,126,3.4986842105263154,797.6999999999999,24.967542195146308,3000.0,419.8281182138543,0.13994270607128476,0
88,StreamingRandomPatchesExecutorRUNPER,elecNormNew,2,1,25,25.00083351135254,3000.0,119.99600219726562,403.0,92.06666666666666,126,3.4986842105263154,797.6999999999999,24.967749989596772,3000.0,419.8281182138543,0.13994270607128476,0
262,StreamingRandomPatches,elecNormNew,1,1,229,87.4893798828125,10501.0,120.0260009765625,18901.0,91.53413960575185,125,3.7136563876651993,843.0000000000002,224.54453820714244,26955.0,445.73532521252076,0.04244694078778409,0
263,StreamingRandomPatches,elecNormNew,1,1,229,87.4893798828125,10501.0,120.0260009765625,18901.0,91.53413960575185,125,3.7136563876651993,843.0000000000002,224.55014995001665,26955.0,445.73532521252076,0.04244694078778409,0
177,StreamingRandomPatches,elecNormNew,1,1,127,90.07965850830078,10811.0,120.01599884033205,12367.0,91.67514568495052,125,3.703083700440529,840.6000000000001,124.77918874779189,14975.0,444.42928909772303,0.041108989834217284,0
178,StreamingRandomPatches,elecNormNew,1,1,127,90.07965850830078,10811.0,120.01599884033205,12367.0,91.67514568495052,125,3.703083700440529,840.6000000000001,124.78438757739131,14975.0,444.42928909772303,0.041108989834217284,0
36,StreamingRandomPatches,elecNormNew,1,1,25,25.0,3000.0,120.0,276.0,92.26666666666668,125,3.483333333333333,773.3,24.967542195146308,3000.0,417.99999999999994,0.1393333333333333,0
37,StreamingRandomPatches,elecNormNew,1,1,25,25.0,3000.0,120.0,276.0,92.26666666666668,125,3.483333333333333,773.3,24.967542195146308,3000.0,417.99999999999994,0.1393333333333333,0
145,OzaBagExecutorRUNPER,elecNormNew,2,1,1250,525.9611206054688,32233.0,61.28400039672852,8557.0,82.58927186423851,69,3.7603174603174603,473.8,1239.862091610573,45312.0,230.44729672992042,0.0071494212989768385,0
146,OzaBagExecutorRUNPER,elecNormNew,2,1,1250,525.9611206054688,32233.0,61.28400039672852,8557.0,82.58927186423851,69,3.7603174603174603,473.8,1240.0996195845535,45312.0,230.44729672992042,0.0071494212989768385,0
70,OzaBagExecutorRUNPER,elecNormNew,2,1,694,570.052978515625,40553.0,71.13899993896484,4610.0,82.82494513352896,78,3.7661971830985914,534.8,686.4622470003636,45312.0,267.92350117858024,0.006606749221477579,0
71,OzaBagExecutorRUNPER,elecNormNew,2,1,694,570.052978515625,40553.0,71.13899993896484,4610.0,82.82494513352896,78,3.7661971830985914,534.8,686.5246507681586,45312.0,267.92350117858024,0.006606749221477579,0
157,OzaBagExecutorRUNPER,elecNormNew,2,1,138,134.9425506591797,16173.0,119.85099792480467,317.0,86.90409942496754,128,3.4577586206896544,802.1999999999998,134.76152384761525,16173.0,414.41582127275126,0.02562393008549751,0
158,OzaBagExecutorRUNPER,elecNormNew,2,1,138,134.9425506591797,16173.0,119.85099792480467,317.0,86.90409942496754,128,3.4577586206896544,802.1999999999998,134.76264675738057,16173.0,414.41582127275126,0.02562393008549751,0
279,OzaBagAdwinExecutorRUNPER,elecNormNew,2,1,1039,437.3301086425781,34424.0,78.71399688720703,10416.0,85.07727167092726,88,3.770625,603.3,1030.380207385847,45312.0,296.800964512825,0.008621919722078345,0
280,OzaBagAdwinExecutorRUNPER,elecNormNew,2,1,1039,437.3301086425781,34424.0,78.71399688720703,10416.0,85.07727167092726,88,3.770625,603.3,1030.802129305246,45312.0,296.800964512825,0.008621919722078345,0
192,OzaBagAdwinExecutorRUNPER,elecNormNew,2,1,577,450.3866882324219,41232.0,91.5479965209961,7020.0,85.82169188979434,100,3.764285714285714,685.0999999999999,571.8324078748108,45312.0,344.61281547546383,0.00835789715452716,0
193,OzaBagAdwinExecutorRUNPER,elecNormNew,2,1,577,450.3866882324219,41232.0,91.5479965209961,7020.0,85.82169188979434,100,3.764285714285714,685.0999999999999,571.8829275680588,45312.0,344.61281547546383,0.00835789715452716,0
206,OzaBagAdwinExecutorRUNPER,elecNormNew,2,1,115,114.9520263671875,13777.0,119.8499984741211,329.0,90.23009363431808,128,3.4852017937219726,777.1999999999999,114.79589711114629,13777.0,417.7014296595825,0.03031875079186924,0
207,OzaBagAdwinExecutorRUNPER,elecNormNew,2,1,115,114.9520263671875,13777.0,119.8499984741211,329.0,90.23009363431808,128,3.4852017937219726,777.1999999999999,114.79876676943587,13777.0,417.7014296595825,0.03031875079186924,0
138,OzaBagAdwin,elecNormNew,1,1,1039,558.2639770507812,39026.0,69.90599822998047,9335.0,83.66986111822887,77,3.697142857142858,517.6000000000001,1030.2396434905188,45312.0,258.45246202741356,0.006622571158392189,0
139,OzaBagAdwin,elecNormNew,1,1,1039,558.2639770507812,39026.0,69.90599822998047,9335.0,83.66986111822887,77,3.697142857142858,517.6000000000001,1030.2162199031445,45312.0,258.45246202741356,0.006622571158392189,0
