,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,ensemble_size,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,avg_times_duration,joules,JPI,PERC,tput
200,LBagExecutorMAXChunk,airlines,4,50,21,19.92776298522949,2400.0,120.43499755859376,1543.0,71.87234042553192,25,126,3.305676855895197,757.0000000000001,19.97552997577967,2400.0,416.5152838427948,398.119184069238,0.17354803493449783,10,19.927762267212714
283,LBagExecutorMAXChunk,airlines,4,25,189,126.33726501464844,15175.0,120.11499786376952,197.0,60.98349834983499,25,126,5.675438596491228,1294.0,184.6824325450394,22163.0,715.1052631578947,681.7052948934988,0.04712390531518252,90,126.33726237260551
361,LBagExecutorMAXChunk,airlines,4,25,105,104.9090805053711,12600.0,120.10399627685548,222.0,61.59840954274354,25,126,5.319213973799126,1218.1,104.8366295855625,12600.0,670.2209606986899,638.858855304968,0.05319213973799126,50,104.90908205048686
227,LBagExecutorMAXChunk,airlines,4,25,21,19.96805000305176,2400.0,120.19200134277344,789.0,72.0,25,126,3.382894736842105,771.3,19.975696236245902,2400.0,426.2447368421052,406.59688875298747,0.17760197368421052,10,19.96805089512972
32,AdaptiveRandomForestExecutorMAXChunk,airlines,4,2000,263,64.73371887207031,10000.0,154.47900390625,30119.0,63.800000000000004,25,158,5.1692307692307695,1478.4,259.50179121886197,31148.0,816.7384615384616,798.5376201923077,0.08167384615384615,90,64.73371621472123
78,AdaptiveRandomForestExecutorMAXChunk,airlines,4,2000,146,89.93008422851562,12000.0,133.43699645996094,21090.0,64.16,25,138,5.354,1338.5,144.76596169525934,17400.0,738.852,714.4216790466309,0.061571,50,89.93008174911009
337,AdaptiveRandomForestExecutorMAXChunk,airlines,4,2000,29,16.67208480834961,2000.0,119.96099853515624,46156.0,64.8800,25,125,3.334649122807017,760.3,24.968789013732835,3000.0,416.83114035087715,400.02783853631263,0.20841557017543857,10,16.672085297905156
215,AdaptiveRandomForestExecutorMAXChunk,airlines,4,500,249,102.53297424316406,12500.0,121.91200256347656,4836.0,65.05833333333332,25,126,5.534061135371179,1267.3,244.5346085913287,29351.0,697.2917030567685,674.6684753218071,0.05578333624454148,90,102.53297244864433
135,AdaptiveRandomForestExecutorMAXChunk,airlines,4,500,138,92.69259643554688,11500.0,124.06600189208984,5314.0,65.25454545454545,25,128,5.437931034482758,1261.6,134.7787382380592,16200.0,696.055172413793,674.6623620131919,0.060526536731634176,50,92.6925976868544
321,AdaptiveRandomForestExecutorMAXChunk,airlines,4,500,27,23.944639205932617,3000.0,125.28900146484376,14308.0,71.44,25,130,3.522457627118644,831.3,24.968373393701313,3000.0,457.9194915254237,441.3251988039179,0.15263983050847457,10,23.94463971238372
336,AdaptiveRandomForestExecutorMAXChunk,airlines,4,250,230,92.8085479736328,11500.0,123.91100311279295,2682.0,65.47555555555556,25,129,5.550854700854702,1298.9,229.5726652391625,27554.0,716.0602564102566,687.8119741162683,0.06226610925306579,90,92.80854573933075
194,AdaptiveRandomForestExecutorMAXChunk,airlines,4,250,128,90.93389129638672,11000.0,120.96700286865234,2727.0,64.93023255813954,25,124,5.448888888888889,1226.0,124.7982428407408,15000.0,675.6622222222222,659.1357578531901,0.061423838383838386,50,90.93388890476152
234,AdaptiveRandomForestExecutorMAXChunk,airlines,4,250,25,24.763917922973636,3000.0,121.1439971923828,6815.0,71.56363636363636,25,125,3.558149779735683,807.7,24.968789013732835,3000.0,444.76872246696036,431.04848692637705,0.1482562408223201,10,24.763917895459965
120,AdaptiveRandomForestExecutorMAXChunk,airlines,4,100,207,99.71663665771484,12000.0,120.34100341796876,1001.0,65.43697478991596,25,125,5.379295154185022,1221.1,204.63786954637868,24559.0,672.4118942731277,647.3497765360426,0.056034324522760644,90,99.71663571992633
55,AdaptiveRandomForestExecutorMAXChunk,airlines,4,100,115,92.0420913696289,11100.0,120.59700012207033,1082.0,65.35454545454546,25,125,5.340088105726871,1212.1999999999998,114.8105625717566,13800.0,667.511013215859,643.9986059382098,0.06013612731674405,50,92.04209050610207
295,AdaptiveRandomForestExecutorMAXChunk,airlines,4,100,23,19.88203430175781,2400.0,120.71199798583984,3257.0,73.73913043478261,25,125,3.1247787610619473,706.2,19.97552997577967,2400.0,390.5973451327434,377.19828751150493,0.16274889380530974,10,19.882033601013983
137,AdaptiveRandomForestExecutorMAXChunk,airlines,4,50,198,89.41641998291016,10750.0,120.2239990234375,558.0,65.41121495327103,25,124,5.240444444444444,1179.1,194.65553444655535,23361.0,649.815111111111,630.0271877712673,0.06044791731266149,90,89.41642340398528
309,AdaptiveRandomForestExecutorMAXChunk,airlines,4,50,110,92.02735137939452,11050.0,120.072998046875,542.0,65.2090909090909,25,125,5.232599118942731,1187.8,109.82336741740367,13200.0,654.0748898678413,628.2938637888903,0.0591922977255965,50,92.0273515256629
108,AdaptiveRandomForestExecutorMAXChunk,airlines,4,50,22,19.942333221435547,2400.0,120.34700012207033,1639.0,72.97872340425532,25,124,3.5165178571428575,787.7,19.975363718081034,2400.0,436.0482142857143,423.20237498283393,0.18168675595238096,10,19.942333398968255
268,AdaptiveRandomForestExecutorMAXChunk,airlines,4,25,192,87.51070404052734,10525.0,120.27100372314452,285.0,65.52380952380953,25,125,5.229515418502202,1187.1,189.67068862075863,22762.0,653.6894273127753,628.9590683689199,0.062108259127104534,90,87.51070228222106
17,AdaptiveRandomForestExecutorMAXChunk,airlines,4,25,106,85.8388671875,10375.0,120.86599731445312,291.0,64.94685990338164,25,125,5.200440528634362,1180.5,104.83226837060704,12600.0,650.0550660792952,628.5564309678939,0.06265590998354653,50,85.83886478020531
327,AdaptiveRandomForestExecutorMAXChunk,airlines,4,25,21,19.980018615722656,2400.0,120.12000274658205,836.0,72.92631578947368,25,125,3.3691629955947135,764.8,19.97552997577967,2400.0,421.1453744493392,404.70386828451956,0.17547723935389134,10,19.980019523170473
372,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,2000,877,832.5701293945312,100000.0,120.11000061035156,2336.0,93.46938775510203,25,125,5.405726872246696,1227.1,872.1607454863133,104825.0,675.715859030837,649.2818579249445,0.00675715859030837,90,832.5701398038424
339,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,2000,487,477.5313415527344,58000.0,121.45800018310548,3558.0,93.36607142857143,25,126,4.186842105263158,954.5999999999999,483.82073743463343,58103.0,527.5421052631579,508.5254691876863,0.009095553539019963,50,477.53132698184885
205,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,2000,97,83.33194732666016,10000.0,120.0019989013672,12694.0,93.325,25,124,3.2247787610619465,728.8,94.84982111656544,11400.0,399.8725663716814,386.979897342108,0.039987256637168136,10,83.33194523050622
228,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,500,917,900.5344848632812,108500.0,120.48400115966795,542.0,93.45462962962962,25,125,5.3784140969163,1220.9,912.046127733218,109617.0,672.3017621145375,648.0128502900379,0.006196329604742281,90,900.5345021386988
64,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,500,509,500.4170227050781,60000.0,119.9000015258789,862.0,93.41512605042017,25,124,4.453777777777777,1002.0999999999999,503.7804979598634,60499.0,552.2684444444443,534.0079623514811,0.009204474074074072,50,500.41700781004374
37,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,500,101,99.57101440429688,12000.0,120.51699829101562,3080.0,93.45217391304348,25,125,3.0854625550660786,700.3999999999999,99.84440912910715,12000.0,385.6828193832598,371.8506854758913,0.03214023494860498,10,99.5710162895302
249,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,250,862,856.1001586914062,102750.0,120.02100372314452,285.0,93.47024390243902,25,124,5.3773333333333335,1209.9,857.295012398276,103028.0,666.7893333333334,645.3929440205891,0.00648943390105434,90,856.1001559111772
191,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,250,479,473.3189697265625,56750.0,119.89800262451172,445.0,93.41415929203541,25,124,4.2573333333333325,957.8999999999999,473.86872741202137,56905.0,527.9093333333333,510.44576317342114,0.0093023671071953,50,473.3189774455687
11,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,250,95,93.74687957763672,11250.0,120.00399780273438,1612.0,93.49090909090908,25,124,3.1910714285714286,714.8,94.84666455896301,11400.0,395.6928571428571,382.9413287026542,0.03517269841269841,10,93.74687682066256
10,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,100,878,870.492431640625,104500.0,120.0469970703125,111.0,93.4367816091954,25,124,5.365777777777777,1207.2999999999997,872.2333166916292,104825.0,665.3564444444444,644.1455091688367,0.006367047315257841,90,870.4924117243307
52,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,100,488,484.1061706542969,58100.0,120.01499938964844,162.0,93.3948275862069,25,124,4.303555555555556,968.3,483.804622968292,58103.0,533.6408888888889,516.4912173733181,0.009184868999808759,50,484.10615585947545
163,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,100,97,94.16588592529295,11300.0,120.0009994506836,665.0,93.46428571428571,25,124,3.2920000000000003,740.7,94.84982111656544,11400.0,408.208,395.04329019165044,0.03612460176991151,10,94.16588238203735
236,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,50,862,844.0260009765625,101300.0,120.0199966430664,56.0,93.49333333333333,25,124,5.263555555555556,1184.3000000000002,857.2807455483442,103028.0,652.680888888889,631.7319201083715,0.006443049248656357,90,844.026019274615
229,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,50,479,474.2062072753906,56900.0,119.98999786376952,80.0,93.45646437994723,25,125,4.259030837004405,966.8,473.8253245293388,56905.0,532.3788546255507,511.0411010338871,0.009356394633137975,50,474.2061922911386
94,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,50,95,94.58175659179688,11350.0,120.0019989013672,331.0,93.47787610619469,25,123,3.3191964285714284,743.5,94.8490319574677,11400.0,408.26116071428567,398.31020617485046,0.03597014631843926,10,94.58175783662456
340,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,25,808,802.5611572265625,96325.0,120.02200317382812,29.0,93.47871235721703,25,124,5.209777777777777,1172.1999999999998,802.5347846348445,96439.0,646.0124444444443,625.2879649793836,0.006706591689015773,90,802.5611758911597
95,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,25,449,444.2481384277344,53300.0,119.97799682617188,42.0,93.44345377756922,25,124,4.109777777777778,924.7,443.9216927163568,53311.0,509.6124444444445,493.082905178494,0.00956120908901397,50,444.24812390577597
149,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,25,89,84.7570571899414,10175.0,120.04900360107422,176.0,93.56650246305419,25,124,3.1639999999999993,711.8999999999999,84.87057237712487,10200.0,392.3359999999999,379.83504739379873,0.03855882063882063,10,84.75705499240772
122,OzaBagExecutorMAXChunk,GMSC,4,2000,7569,5166.97705078125,136000.0,26.32099914550781,377.0,93.36194029850746,25,32,4.801694915254236,283.29999999999995,7477.194556602363,150000.0,153.65423728813556,126.38540776139594,0.0011298105682951145,90,5166.977106308332
420,OzaBagExecutorMAXChunk,GMSC,4,2000,4205,4140.6708984375,148000.0,35.74300003051758,406.0,93.3027397260274,25,42,4.2155844155844155,324.6,4175.016700066801,150000.0,177.05454545454546,150.6776338948832,0.0011963144963144964,50,4140.670897060592
168,OzaBagExecutorMAXChunk,GMSC,4,2000,841,833.388916015625,100000.0,119.99199676513672,1398.0,93.34183673469387,25,126,3.109606986899563,712.0999999999999,837.3579190866881,100632.0,391.8104803493449,373.1279515128989,0.003918104803493449,10,833.388915060164
265,OzaBagExecutorMAXChunk,GMSC,4,500,7649,6443.171875,130500.0,20.253999710083008,76.0,93.46846153846154,25,26,4.673469387755102,229.0,7547.929351381271,150000.0,121.51020408163265,94.65644762467365,0.0009311126749550394,90,6443.171811394539
184,OzaBagExecutorMAXChunk,GMSC,4,500,4249,4056.193359375,143500.0,35.37799835205078,101.0,93.31953370303289,25,40,4.343243243243243,321.4,4222.49746650152,150000.0,173.7297297297297,153.65525230201513,0.0012106601374894056,50,4056.1933033071564
313,OzaBagExecutorMAXChunk,GMSC,4,500,849,841.7508544921875,101000.0,119.98799896240234,348.0,93.35323383084577,25,126,3.096069868995633,709.0,842.342192414585,101231.0,390.10480349344977,371.4912282285732,0.003862423796964849,10,841.7508490298923
110,OzaBagExecutorMAXChunk,GMSC,4,250,7622,6392.2939453125,127750.0,19.98500061035156,38.0,93.42745098039215,25,26,4.699999999999999,230.29999999999998,7552.109555935959,150000.0,122.19999999999999,93.9295028686523,0.0009565557729941291,90,6392.29402544175
68,OzaBagExecutorMAXChunk,GMSC,4,250,4234,4080.598876953125,145000.0,35.53400039672852,49.0,93.35474956822108,25,40,4.0162162162162165,297.20000000000005,4201.0922839938385,150000.0,160.64864864864865,142.71222862037456,0.0011079217148182664,50,4080.598817501831
217,OzaBagExecutorMAXChunk,GMSC,4,250,846,841.7929077148438,101000.0,119.98200225830078,174.0,93.3697270471464,25,125,3.0592920353982307,691.4000000000001,842.4192998077675,101231.0,382.41150442477885,367.0599838999521,0.0037862525190572164,10,841.7929197627843
193,OzaBagExecutorMAXChunk,GMSC,4,100,6764,6076.279296875,144500.0,23.7810001373291,16.0,93.28047091412742,25,28,4.584615384615385,238.40000000000003,6734.309059890455,150000.0,128.3692307692308,109.02673909113959,0.0008883683790258187,90,6076.279347611539
371,OzaBagExecutorMAXChunk,GMSC,4,100,3757,3731.04443359375,149100.0,39.96200180053711,21.0,93.34630872483221,25,46,3.8517647058823528,327.4,3739.529317909852,150000.0,177.18117647058824,153.92422811171588,0.0011883378703594113,50,3731.0443241608587
302,OzaBagExecutorMAXChunk,GMSC,4,100,751,748.5516967773438,89800.0,119.96499633789062,50.0,93.26867335562987,25,126,3.0318777292576415,694.3,747.8401278444559,89850.0,382.01659388646283,363.7192006873251,0.004254082337265733,10,748.5516837517454
418,OzaBagExecutorMAXChunk,GMSC,4,50,6291,5634.2509765625,141600.0,25.131999969482425,8.0,93.40162486753798,25,31,4.45,258.1,6231.047231338013,150000.0,137.95000000000002,111.8373998641968,0.000974223163841808,90,5634.251160748992
357,OzaBagExecutorMAXChunk,GMSC,4,50,3495,3492.67724609375,150000.0,42.946998596191406,11.0,93.45248416138713,25,48,3.6693181818181815,322.9,3480.116931928913,150000.0,176.12727272727273,157.58620280352505,0.0011741818181818181,50,3492.677134678794
38,OzaBagExecutorMAXChunk,GMSC,4,50,699,693.767333984375,83250.0,119.99700164794922,41.0,93.31971153846153,25,126,3.0114035087719295,686.5999999999999,693.0100546011453,83261.0,379.4368421052631,361.3593918047453,0.004557799905168325,10,693.7673346559219
412,OzaBagExecutorMAXChunk,GMSC,4,25,5988,5798.009765625,145675.0,25.125,4.0,93.3230346721593,25,31,4.41578947368421,251.7,5933.309600094934,150000.0,136.88947368421051,110.94671052631578,0.0009396909125396294,90,5798.0099502487565
121,OzaBagExecutorMAXChunk,GMSC,4,25,3326,3321.449951171875,150000.0,45.1609992980957,5.0,93.41756959493249,25,51,3.722340425531916,349.9000000000001,3310.527477378062,150000.0,189.83936170212772,168.10461334472012,0.0012655957446808515,50,3321.4499752295123
166,OzaBagExecutorMAXChunk,GMSC,4,25,665,663.9270629882812,79650.0,119.96800231933594,21.0,93.39905808477236,25,125,2.9832599118942733,677.2,663.1787495109423,79667.0,372.9074889867842,357.8957320293141,0.004681826603726104,10,663.9270343769186
373,OzaBagAdwinExecutorMAXChunk,GMSC,4,2000,4086,3724.39453125,138000.0,37.053001403808594,518.0,93.43156934977463,25,43,4.754430379746835,375.59999999999997,4065.4813529921944,150000.0,204.4405063291139,176.1659155350697,0.0014814529444138688,90,3724.394644743011
12,OzaBagAdwinExecutorMAXChunk,GMSC,4,2000,2270,2145.047607421875,142000.0,66.1989974975586,824.0,93.47571428571429,25,72,4.3198473282442755,565.9000000000001,2259.512547826349,150000.0,311.02900763358787,285.96956247227797,0.0021903451241801963,50,2145.0475893571793
30,OzaBagAdwinExecutorMAXChunk,GMSC,4,2000,454,433.6983642578125,52000.0,119.89900207519533,2714.0,93.38,25,125,3.180616740088105,721.9999999999999,448.9320064953991,53910.0,397.5770925110131,381.3527731202247,0.007645713317519483,10,433.69835528228924
101,OzaBagAdwinExecutorMAXChunk,GMSC,4,500,4260,3850.945556640625,136000.0,35.316001892089844,123.0,93.4560885608856,25,41,4.686842105263158,356.2,4224.876070301938,150000.0,192.16052631578947,165.52052465740002,0.0014129450464396285,90,3850.9455406519724
74,OzaBagAdwinExecutorMAXChunk,GMSC,4,500,2366,2356.3046875,150000.0,63.65900039672852,162.0,93.47157190635451,25,69,3.8365079365079358,483.3999999999999,2351.8713056021575,150000.0,264.71904761904756,244.22826025221082,0.0017647936507936505,50,2356.304671219886
174,OzaBagAdwinExecutorMAXChunk,GMSC,4,500,473,467.0208435058594,56000.0,119.90899658203124,665.0,93.37657657657658,25,125,3.2281938325991186,732.8,468.8298820140051,56306.0,403.52422907488983,387.08948323926205,0.007205789804908747,10,467.0208374372452
394,OzaBagAdwinExecutorMAXChunk,GMSC,4,250,3830,3636.3173828125,142500.0,39.1879997253418,62.0,93.39894551845343,25,45,4.639024390243903,380.40000000000003,3816.6967761634564,150000.0,208.75609756097563,181.79408653073196,0.0014649550706033378,90,3636.317265457394
204,OzaBagAdwinExecutorMAXChunk,GMSC,4,250,2128,2121.7607421875,150000.0,70.69599914550781,86.0,93.42170283806344,25,76,3.7467625899280574,520.8,2118.7039181897794,150000.0,284.75395683453235,264.8811248559746,0.0018983597122302156,50,2121.7608041901667
65,OzaBagAdwinExecutorMAXChunk,GMSC,4,250,425,423.311767578125,50750.0,119.88800048828124,355.0,93.38019801980198,25,126,3.194323144104803,731.4999999999999,424.0089940039973,50915.0,402.4847161572052,382.96101466016466,0.007930733323294683,10,423.3117559163954
203,OzaBagAdwinExecutorMAXChunk,GMSC,4,100,4119,4075.380859375,149000.0,36.56100082397461,23.0,93.32370718603089,25,41,4.657333333333333,349.29999999999995,4085.634907664651,150000.0,190.95066666666665,170.2767678375244,0.0012815480984340044,90,4075.3807784795194
410,OzaBagAdwinExecutorMAXChunk,GMSC,4,100,2288,2278.388671875,150000.0,65.83599853515625,34.0,93.39026017344897,25,72,3.9229007633587782,513.9,2272.9339030820984,150000.0,282.448854961832,258.26808891005186,0.0018829923664122135,50,2278.3887741886438
99,OzaBagAdwinExecutorMAXChunk,GMSC,4,100,457,454.4772338867188,54500.0,119.91799926757812,131.0,93.43198529411765,25,126,3.1572052401746715,722.9999999999998,453.9125800461332,54509.0,397.8078602620086,378.60573567886007,0.007299226793798323,10,454.4772288803104
169,OzaBagAdwinExecutorMAXChunk,GMSC,4,50,3625,3584.186279296875,148500.0,41.43199920654297,13.0,93.33647692825868,25,47,4.404651162790697,378.79999999999995,3615.8518947063926,150000.0,207.01860465116275,182.4935034818427,0.0013940646777856078,90,3584.18620495988
335,OzaBagAdwinExecutorMAXChunk,GMSC,4,50,2013,2004.27587890625,150000.0,74.83999633789062,18.0,93.48182727575859,25,81,3.8317567567567563,567.0999999999999,1999.7333688841486,150000.0,310.3722972972973,286.7686616433633,0.0020691486486486485,50,2004.2758864227353
289,OzaBagAdwinExecutorMAXChunk,GMSC,4,50,402,399.3863220214844,47900.0,119.93399810791016,65.0,93.43573667711598,25,125,3.131858407079646,707.8,399.0606418947053,47920.0,391.48230088495575,375.6163002689328,0.00817290816043749,10,399.38633544845356
299,OzaBagAdwinExecutorMAXChunk,GMSC,4,25,2760,2750.57763671875,150000.0,54.53400039672852,8.0,93.34955825970995,25,60,4.29909090909091,472.9000000000001,2747.454025935966,150000.0,257.9454545454546,234.44662534193566,0.001719636363636364,90,2750.57760129034
352,OzaBagAdwinExecutorMAXChunk,GMSC,4,25,1533,1525.0101318359375,150000.0,98.36000061035156,12.0,93.31555259209868,25,104,3.695238095238096,698.4000000000001,1522.3789708718157,150000.0,384.30476190476196,363.46362130301344,0.0025620317460317466,50,1525.0101572713265
83,OzaBagAdwinExecutorMAXChunk,GMSC,4,25,306,304.6618957519531,36525.0,119.88700103759766,49.0,93.43013698630138,25,126,3.0951965065502183,708.8,304.3749895873248,36539.0,389.9947598253275,371.0738267923547,0.010677474601651677,10,304.66188730957936
62,OzaBagASHTExecutorMAXChunk,GMSC,4,2000,8015,5644.4853515625,128000.0,22.677000045776367,346.0,93.25634920634921,25,27,4.7176470588235295,240.6,7952.4970840844035,150000.0,127.37647058823529,106.98208256889792,0.0009951286764705882,90,5644.4855907578585
389,OzaBagASHTExecutorMAXChunk,GMSC,4,2000,4453,4307.29296875,146000.0,33.895999908447266,391.0,93.25277777777778,25,40,4.265753424657535,311.40000000000003,4423.343457875026,150000.0,170.6301369863014,144.5919776916504,0.0011686995683993248,50,4307.292907550875
393,OzaBagASHTExecutorMAXChunk,GMSC,4,2000,890,883.2817993164062,106000.0,120.00700378417967,1323.0,93.29423076923077,25,126,3.113100436681223,712.9000000000001,887.0677892775134,106622.0,392.25065502183406,373.5938558853349,0.0037004778775644722,10,883.2817807086507
409,OzaBagASHTExecutorMAXChunk,GMSC,4,500,7755,289.7806701660156,35000.0,120.78099822998048,1723.0,93.24347826086957,25,126,4.821929824561404,1099.4,7709.703947368421,150000.0,607.563157894737,582.397497605441,0.017358947368421057,90,289.78068167110274
8,OzaBagASHTExecutorMAXChunk,GMSC,4,500,4308,4280.11083984375,149500.0,34.92900085449219,96.0,93.32013422818792,25,41,4.1236842105263145,313.3999999999999,4271.557124957284,150000.0,169.0710526315789,144.0361693131296,0.0011309100510473505,50,4280.110977774302
77,OzaBagASHTExecutorMAXChunk,GMSC,4,500,861,857.918701171875,103000.0,120.05799865722656,342.0,93.40682926829268,25,125,3.112389380530973,703.3999999999999,857.2593461637668,103028.0,389.0486725663716,373.6672400685537,0.0037771715783142873,10,857.918682236839
231,OzaBagASHTExecutorMAXChunk,GMSC,4,250,7829,6672.5517578125,128500.0,19.257999420166016,35.0,93.32475633528266,25,25,4.393617021276596,206.50000000000003,7788.1619937694695,150000.0,109.8404255319149,84.61227404817623,0.0008547893037503105,90,6672.551867741839
343,OzaBagASHTExecutorMAXChunk,GMSC,4,250,4349,4196.208984375,145000.0,34.55500030517578,49.0,93.29395509499136,25,40,4.033783783783783,298.49999999999994,4321.147696828278,150000.0,161.35135135135133,139.38739987966176,0.0011127679403541472,50,4196.208905206733
385,OzaBagASHTExecutorMAXChunk,GMSC,4,250,869,862.4569091796875,103500.0,120.00599670410156,170.0,93.3365617433414,25,125,3.037885462555066,689.6,862.2721107681042,103627.0,379.73568281938327,364.5644728068213,0.0036689437953563602,10,862.4569008430441
280,OzaBagASHTExecutorMAXChunk,GMSC,4,100,7082,6734.99267578125,142600.0,21.17300033569336,14.0,93.29473684210527,25,27,4.452,222.6,7055.503292568203,150000.0,120.204,94.26219749450684,0.000842945301542777,90,6734.992572573925
40,OzaBagASHTExecutorMAXChunk,GMSC,4,100,3934,3928.758544921875,150000.0,38.18000030517578,19.0,93.27151434289527,25,43,3.8278481012658223,302.4,3915.6311997493995,150000.0,164.59746835443036,146.14724167449563,0.0010973164556962024,50,3928.7584809072305
320,OzaBagASHTExecutorMAXChunk,GMSC,4,100,786,783.3267822265625,94000.0,120.0009994506836,75.0,93.26198083067094,25,126,3.0475982532751087,697.8999999999999,782.6611628023103,94043.0,383.9973799126637,365.7148363171706,0.004085078509709188,10,783.326809195709
161,OzaBagASHTExecutorMAXChunk,GMSC,4,50,6556,6209.9619140625,142500.0,22.94700050354004,7.0,93.3085293085293,25,29,4.425925925925927,239.00000000000006,6499.696680821562,150000.0,128.3518518518519,101.56172445085316,0.0009007147498375572,90,6209.9619502782725
132,OzaBagASHTExecutorMAXChunk,GMSC,4,50,3642,3628.359375,150000.0,41.34099960327149,10.0,93.30376792264087,25,46,3.7199999999999998,316.2,3612.281757977122,150000.0,171.11999999999998,153.78851852416994,0.0011407999999999998,50,3628.359290763977
57,OzaBagASHTExecutorMAXChunk,GMSC,4,50,728,723.8284301757812,86850.0,119.98699951171876,37.0,93.23963133640552,25,126,3.01528384279476,690.5,722.9061066859763,86855.0,379.92576419213975,361.7948609731083,0.004374505056904315,10,723.828417690515
170,OzaBagASHTExecutorMAXChunk,GMSC,4,25,6177,5986.86865234375,145900.0,24.3700008392334,4.0,93.25381319622966,25,30,4.389285714285714,245.8,6124.698868972276,150000.0,131.67857142857142,106.96689654077802,0.0009025261921080974,90,5986.868895183408
425,OzaBagASHTExecutorMAXChunk,GMSC,4,25,3431,3426.143798828125,150000.0,43.78099822998047,5.0,93.2948824804134,25,50,3.748351648351649,341.1,3416.2339437004644,150000.0,187.41758241758245,164.10657688182792,0.0012494505494505498,50,3426.143899507586
247,OzaBagASHTExecutorMAXChunk,GMSC,4,25,686,683.83544921875,82050.0,119.98500061035156,20.0,93.39713501981103,25,125,3.002202643171806,681.5,683.0330017895044,82063.0,375.27533039647574,360.21928597336824,0.004573739553887578,10,683.8354759563274
109,LBagExecutorMAXChunk,GMSC,4,2000,2001,1870.6610107421875,142000.0,75.90899658203125,1036.0,93.52714285714285,25,81,5.433333333333334,798.7,1994.5217136930564,150000.0,440.1,412.4388814290365,0.0030992957746478877,90,1870.6610071778164
183,LBagExecutorMAXChunk,GMSC,4,2000,1112,1077.2200927734375,130000.0,120.68099975585938,1580.0,93.51484375,25,126,4.162445414847162,953.2,1105.9866371194828,132756.0,524.4681222707424,502.3280740929483,0.0040343701713134025,50,1077.2201113927892
43,LBagExecutorMAXChunk,GMSC,4,2000,222,216.96861267089844,26000.0,119.83300018310548,5641.0,93.3875,25,126,3.32719298245614,758.5999999999999,219.58941545024328,26356.0,419.22631578947363,398.7075172758939,0.016124089068825908,10,216.96861432386618
415,LBagExecutorMAXChunk,GMSC,4,500,2044,2032.32763671875,150000.0,73.80699920654297,239.0,93.49364548494982,25,79,5.163888888888888,743.5999999999999,2032.0797659044108,150000.0,407.94722222222214,381.1311431248982,0.0027196481481481477,90,2032.3275788551846
279,LBagExecutorMAXChunk,GMSC,4,500,1135,1128.6212158203125,135500.0,120.05799865722656,384.0,93.56518518518519,25,125,4.196017699115044,948.3,1130.6042560279848,135746.0,524.5022123893806,503.7654872860529,0.0038708650360839898,50,1128.6211790591426
138,LBagExecutorMAXChunk,GMSC,4,500,227,221.1392364501953,26500.0,119.83399963378906,1384.0,93.48076923076924,25,126,3.2314410480349345,740.0,224.58382629851192,26955.0,407.16157205240177,387.2365053668293,0.015364587624618935,10,221.1392432947545
291,LBagExecutorMAXChunk,GMSC,4,250,2054,2007.115234375,147250.0,73.36399841308594,121.0,93.47891156462586,25,79,5.166896551724138,749.1999999999999,2043.7081039838683,150000.0,408.1848275862069,379.06419042126885,0.0027720531584801826,90,2007.1152497835371
384,LBagExecutorMAXChunk,GMSC,4,250,1141,1135.5018310546875,136250.0,119.99099731445312,174.0,93.53602941176472,25,126,4.1609649122807015,948.6999999999999,1135.8403172328763,136344.0,524.2815789473684,499.27832961500735,0.003847938194109126,50,1135.5018547177992
246,LBagExecutorMAXChunk,GMSC,4,250,228,223.23663330078125,26750.0,119.8280029296875,702.0,93.46037735849056,25,125,3.3083700440528636,751.0,224.58756873854358,26955.0,413.54625550660796,396.4353753312569,0.015459673103050764,10,223.23663372489256
131,LBagExecutorMAXChunk,GMSC,4,100,1959,1946.8704833984373,149800.0,76.94400024414062,49.0,93.4629258517034,25,83,5.023684210526315,763.5999999999999,1947.267983019823,150000.0,416.96578947368414,386.54235912122215,0.002783483240812311,90,1946.8704450599116
220,LBagExecutorMAXChunk,GMSC,4,100,1088,1081.3199462890625,129700.0,119.9459991455078,72.0,93.41126543209877,25,125,4.0898230088495575,924.3,1081.104048120902,129766.0,511.2278761061947,490.55790712474715,0.0039416181658149165,50,1081.3199350039138
