dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate,acc
airlines,OzaBagExecutorMAXChunk,25,4,50,170,24100.0,601.4210205078125,761.0,40.07176208496094,63.650727650727646
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,25,251,36523.0,599.3350219726562,235.0,60.939205169677734,73.79856430489342
elecNormNew,OzaBagExecutorMAXChunk,25,4,25,1664,45312.0,88.39800262451172,29.0,512.5907592773438,79.67849493232053
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,207,30534.0,599.3330078125,5467.0,50.94663619995117,69.04175268029566
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,169,17995.0,599.2830200195312,9355.0,30.02754783630371,80.4115461560446
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,1496,45312.0,171.1179962158203,1051.0,264.79974365234375,77.8653039364456
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,1709,150000.0,260.3370056152344,52.0,576.17626953125,93.37445815271758
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,295,44891.0,599.4450073242188,373.0,74.88760375976562,93.44350036796682
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,500,283,44348.0,599.3270263671875,4076.0,73.99633026123047,76.5234446268929
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,2263,150000.0,204.29800415039062,406.0,734.2215576171875,93.36722408026756
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,25,1496,45312.0,144.51300048828125,46.0,313.5496520996094,79.89710071322897
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,251,29948.0,599.301025390625,24153.0,49.9715461730957,62.39802490339201
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,1208,45312.0,212.1540069580078,5311.0,213.5806884765625,76.14517916512746
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,540,96632.0,599.3579711914062,7761.0,161.22584533691406,93.4948009130104
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,169,30651.0,599.2990112304688,22024.0,51.144752502441406,76.84199504380301
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,207,30976.0,599.3389892578125,20846.0,51.6836051940918,61.39908890115958
elecNormNew,LBagExecutorMAXChunk,25,4,2000,524,34712.0,599.2789916992188,18199.0,57.92293930053711,75.13450721447786
GMSC,OzaBagExecutorMAXChunk,25,4,2000,2260,150000.0,332.7250061035156,2563.0,450.82275390625,93.43581081081082
airlines,OzaBagASHTExecutorMAXChunk,25,4,50,177,24294.0,599.2689819335938,704.0,40.539390563964844,64.85728427652204
elecNormNew,LBagExecutorMAXChunk,25,4,500,524,45312.0,327.2030029296875,2014.0,138.4828338623047,77.51495135231634
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,295,47650.0,599.3099975585938,14762.0,79.50810241699219,93.36473165388827
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,251,31285.0,599.3280029296875,5623.0,52.200130462646484,67.78625954198473
GMSC,OzaBagExecutorMAXChunk,25,4,500,2260,150000.0,204.27999877929688,413.0,734.2862548828125,93.4494983277592
GMSC,OzaBagASHTExecutorMAXChunk,25,4,25,2263,150000.0,143.16299438476562,16.0,1047.7568359375,93.38689781630272
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,500,69,9186.0,599.2680053710938,20120.0,15.32870101928711,64.79392125259038
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,1664,45312.0,142.10400390625,3640.0,318.86505126953125,76.4130033247137
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,1709,150000.0,191.52999877929688,1690.0,783.1671142578125,93.46418918918918
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,25,295,34241.0,599.5980224609375,243.0,57.10659408569336,93.50888473228899
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,68,9761.0,599.2630004882812,64532.0,16.288341522216797,47.06867671691792
GMSC,LBagExecutorMAXChunk,25,4,2000,716,104883.0,599.3419799804688,6791.0,174.99691772460938,93.48094437370605
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,251,33735.0,599.5029907226562,511.0,56.27161407470703,72.08252931571917
airlines,OzaBagExecutorMAXChunk,25,4,25,170,24225.0,600.8579711914062,368.0,40.31734848022461,63.586776859504134
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,500,1709,150000.0,284.3039855957031,545.0,527.6043090820312,93.48494983277592
airlines,OzaBagASHTExecutorMAXChunk,25,4,25,177,22583.0,599.2969970703125,376.0,37.6824836730957,64.70431775866655
airlines,OzaBagASHTExecutorMAXChunk,25,4,2000,177,25426.0,599.291015625,27391.0,42.42679977416992,63.698454708443606
airlines,LBagExecutorMAXChunk,25,4,500,46,5816.0,599.2429809570312,32369.0,9.705578804016113,63.92024078254327
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,25,1208,45312.0,380.447998046875,107.0,119.10169219970703,80.75385872325391
airlines,OzaBagExecutorMAXChunk,25,4,2000,170,28000.0,604.8300170898438,28730.0,46.29399871826172,62.58076923076923
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,68,6967.0,599.260009765625,25342.0,11.626005172729492,59.100046389361374
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,316,27451.0,599.2750244140625,5929.0,45.80701446533203,79.47385996809024
airlines,LBagExecutorMAXChunk,25,4,2000,46,7086.0,599.2570190429688,106953.0,11.824642181396484,58.0810066850177
GMSC,OzaBagExecutorMAXChunk,25,4,50,2260,150000.0,227.63400268554688,45.0,658.9525146484375,93.46248749583195
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,1664,45312.0,207.13600158691406,1253.0,218.75482177734375,77.66892796572347
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,25,316,45312.0,507.4209899902344,153.0,89.29862976074219,81.78285159096428
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,1496,45312.0,88.09600067138672,2505.0,514.3479614257812,76.20289988917621
covtypeNorm,OzaBagExecutorMAXChunk,25,4,25,288,61937.0,599.5089721679688,144.0,103.31288146972656,80.39152345264246
airlines,OzaBagAdwinExecutorMAXChunk,25,4,500,170,21181.0,599.2949829101562,8228.0,35.343196868896484,63.9185726028722
GMSC,LBagExecutorMAXChunk,25,4,500,716,148145.0,599.5910034179688,1171.0,247.07675170898438,93.54194181990586
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,25,283,46287.0,599.6099853515625,190.0,77.19517517089844,80.53694176646059
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,169,25006.0,599.4910278320312,650.0,41.71205139160156,81.99631351178074
GMSC,OzaBagASHTExecutorMAXChunk,25,4,50,2263,150000.0,287.4909973144531,54.0,521.7554931640625,93.3617872624208
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,150,26654.0,599.3330078125,24436.0,44.47277069091797,64.78461912874178
airlines,OzaBagASHTExecutorMAXChunk,25,4,500,177,25849.0,599.2890014648438,6880.0,43.13277816772461,64.51536549765277
airlines,OzaBagAdwinExecutorMAXChunk,25,4,50,170,34091.0,599.3060302734375,521.0,56.884124755859375,67.12787520930642
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,1208,45312.0,271.2959899902344,159.0,167.02052307128906,79.65401440501967
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,66,6389.0,599.2570190429688,83979.0,10.661535263061523,62.292093871041246
covtypeNorm,OzaBagExecutorMAXChunk,25,4,2000,288,25230.0,599.3189697265625,28210.0,42.097782135009766,59.54799827808868
GMSC,LBagExecutorMAXChunk,25,4,25,716,97728.0,599.3660278320312,85.0,163.0522918701172,93.47512358883556
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,2263,150000.0,428.7229919433594,3134.0,349.87628173828125,93.36148648648648
covtypeNorm,LBagExecutorMAXChunk,25,4,25,150,23676.0,599.468017578125,357.0,39.495018005371094,78.20810959367469
GMSC,OzaBagExecutorMAXChunk,25,4,25,2260,150000.0,225.5279998779297,22.0,665.1058959960938,93.45424237372896
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,540,82645.0,599.3270263671875,206.0,137.89633178710938,93.50566014891942
elecNormNew,LBagExecutorMAXChunk,25,4,25,524,45312.0,456.3169860839844,137.0,99.29939270019531,83.6796431647051
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,25,207,34545.0,599.3740234375,239.0,57.6351318359375,80.98493626882967
airlines,OzaBagAdwinExecutorMAXChunk,25,4,25,170,21388.0,599.280029296875,391.0,35.689491271972656,66.38580723681132
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,1496,45312.0,304.3760070800781,176.0,148.86849975585938,79.22539878927135
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,50,66,14099.0,599.2760009765625,1366.0,23.526721954345703,65.49220585095024
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,68,9008.0,599.2739868164062,1818.0,15.031521797180176,76.75820495646349
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,25,68,11552.0,599.7509765625,741.0,19.261327743530273,78.95376073566409
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,25,66,7506.0,599.2689819335938,1158.0,12.525259971618652,65.84681192353963
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,25,169,24103.0,599.2860107421875,333.0,40.21952819824219,83.9064706370961
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,500,295,57786.0,599.3400268554688,3045.0,96.41605377197266,93.41374855985755
