dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate,acc
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,4712,44500.0,126.25499725341797,773.0,352.4613037109375,77.71136363636364
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,4042,44000.0,79.4520034790039,2160.0,553.79345703125,77.0047619047619
airlines,OzaBagASHTExecutorMAXChunk,25,4,2000,4989,538000.0,556.989013671875,1684.0,965.90771484375,60.15055970149253
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,3368,578500.0,555.35400390625,314.0,1041.6778564453125,76.5356401384083
GMSC,OzaBagExecutorMAXChunk,25,4,500,8499,149500.0,69.37000274658203,153.0,2155.110107421875,93.34161073825503
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,702,108000.0,599.3419799804688,7435.0,180.19761657714844,91.73584905660377
GMSC,LBagExecutorMAXChunk,25,4,50,2037,150000.0,574.4010009765625,109.0,261.1416015625,93.43914638212738
airlines,OzaBagASHTExecutorMAXChunk,25,4,25,2735,184525.0,600.1740112304688,73.0,307.4525146484375,65.72737127371275
airlines,LBagExecutorMAXChunk,25,4,50,214,23350.0,599.7520141601562,1026.0,38.93275833129883,64.09442060085837
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,3314,352000.0,600.4010009765625,2049.0,586.2748413085938,77.5562857142857
GMSC,OzaBagExecutorMAXChunk,25,4,50,6990,35000.0,600.2520141601562,857.0,58.308841705322266,93.52217453505007
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,25,2142,45300.0,183.20700073242188,54.0,247.26129150390625,84.33351739370514
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,1012,99950.0,599.697998046875,178.0,166.66722106933594,90.03103103103103
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,8906,82000.0,226.4409942626953,4847.0,362.125244140625,93.33875
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,25,213,28500.0,603.5380249023438,426.0,47.22154998779297,66.93942054433714
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,489,45300.0,303.6419982910156,230.0,149.1888427734375,89.48508287292817
GMSC,LBagExecutorMAXChunk,25,4,25,1861,150000.0,354.2569885253906,36.0,423.4214172363281,93.31355225870979
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,875,44000.0,170.1179962158203,5238.0,258.6440124511719,88.50238095238096
