,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,methodology,ensemble_size,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,avg_times_duration,joules,JPI,PERC,tput
230,LBagExecutorMAXChunk,elecNormNew,4,50,118,92.32170175566402,119.8239974975586,263.0,114.97696685791016,,13777.0,25,126,3.424561403508772,780.8,114.7978102007316,13777.0,431.4947368421053,900.659649122807,3.601071119755431,10,0.45560455322265625
302,LBagExecutorMAXChunk,elecNormNew,4,25,1031,90.31464517489398,44.06600189208984,23.0,969.1825561523438,,42708.0,25,49,5.035555555555555,453.19999999999993,1025.784981776198,45312.0,246.74222222222218,115.81777777777776,5.599378469289136,90,1.9159131257430364
63,LBagExecutorMAXChunk,elecNormNew,4,25,572,90.20248636474044,79.65799713134766,33.0,568.831787109375,,45312.0,25,85,4.269871794871796,666.1000000000001,567.591943080469,45312.0,362.93910256410265,140.90576923076927,4.556216772129662,50,2.413878700949929
373,LBagExecutorMAXChunk,elecNormNew,4,25,114,92.47320003041132,119.84500122070312,132.0,109.9586944580078,,13178.0,25,126,3.3864035087719304,772.1000000000001,,,426.6868421052632,447.00526315789483,3.5603223977568237,10,0.9079166759144176
438,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,582,88.72777777777779,79.63099670410156,3731.0,477.20111083984375,,38000.0,25,84,,0.0,577.833888059987,45312.0,,,,90,0.021343070679201704
200,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,323,88.75294117647059,119.88700103759766,4871.0,300.28277587890625,,36000.0,25,124,,0.0,319.2724425974199,38336.0,,,,50,0.024612400130896665
182,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,2000,64,89.55,120.0009994506836,20191.0,49.99958419799805,,6000.0,25,124,,0.0,59.90564860344957,7200.0,,,,10,0.005943291538343004
109,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,671,88.41794871794872,67.81199645996094,828.0,582.4927978515625,,39500.0,25,72,,0.0,666.3627406285387,45312.0,,,,90,0.08189854644922819
219,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,373,88.77931034482759,120.6750030517578,1130.0,364.6156921386719,,44000.0,25,125,,0.0,369.1034298989933,44326.0,,,,50,0.10679203809890071
142,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,500,74,89.57333333333334,120.00800323486328,4295.0,66.66222381591797,,8000.0,25,123,,0.0,69.88527167899365,8400.0,,,,10,0.02794132787773301
325,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,250,721,88.78313253012048,63.05099868774414,368.0,662.1624145507812,,41750.0,25,67,,0.0,716.9847147061616,45312.0,,,,90,0.17133423556452212
52,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,250,400,88.82045454545454,113.49500274658205,530.0,389.885009765625,,44250.0,25,118,,0.0,398.57150396706714,45312.0,,,,50,0.21414151461619255
50,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,250,80,88.51891891891893,120.01000213623048,1963.0,79.16007232666016,,9500.0,25,124,,0.0,79.86821744122199,9600.0,,,,10,0.06113601738982704
457,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,100,658,88.77251184834122,69.32099914550781,151.0,610.2047119140625,,42300.0,25,73,,0.0,652.8542200962452,45312.0,,,,90,0.4590794645397868
341,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,100,365,88.73441108545035,120.01699829101562,215.0,361.6154479980469,,43400.0,25,124,,0.0,364.14586820562783,43727.0,,,,50,0.5582185967023983
423,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,100,73,89.0,120.00599670410156,895.0,69.1632080078125,,8300.0,25,124,,0.0,69.88701599081485,8400.0,,,,10,0.13408491251854923
208,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,75,649,88.91531531531531,70.43599700927734,121.0,592.02685546875,,41700.0,25,75,,0.0,641.5949252378795,45312.0,,,,90,0.5821156777626226
158,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,75,360,88.64808362369338,119.98400115966795,160.0,359.42291259765625,,43125.0,25,124,,0.0,359.1246710855011,43128.0,,,,50,0.7499000072479247
384,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,75,72,88.8,120.00800323486328,677.0,69.37037658691406,,8325.0,25,124,,0.0,69.88469026106924,8400.0,,,,10,0.17726440655075817
224,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,658,88.90163934426229,69.28700256347656,76.0,616.9988403320312,,42750.0,25,74,,0.0,652.8071919436401,45312.0,,,,90,0.9116710863615337
101,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,365,88.45833333333334,120.03299713134766,106.0,360.3175964355469,,43250.0,25,124,,0.0,364.1337386018237,43727.0,,,,50,1.1323867653900723
455,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,50,73,88.48192771084338,120.01000213623048,431.0,69.5775375366211,,8350.0,25,124,,0.0,69.88410885281908,8400.0,,,,10,0.2784454805945023
4,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,25,714,88.67559697146186,64.03299713134766,34.0,670.7479248046875,,42950.0,25,69,,0.0,705.7504205345462,45312.0,,,,90,1.883323445039637
231,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,25,397,88.81722805080067,114.9459991455078,47.0,394.0981140136719,,45300.0,25,120,,0.0,393.67506516072984,45312.0,,,,50,2.4456595562874
202,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,25,79,89.66480446927375,120.01000213623048,178.0,74.78543090820312,,8975.0,25,124,,0.0,74.87520798668885,9000.0,,,,10,0.6742134951473623
203,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,25,79,89.66480446927375,120.01000213623048,178.0,74.78543090820312,,8975.0,25,124,,0.0,109.80660106156937,13178.0,,,,90,0.6742134951473623
493,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,206,86.98181818181818,123.78099822998048,9757.0,193.8908233642578,,24000.0,25,128,5.28755364806867,1232.0,204.5918409850132,24559.0,676.8068669527897,51590.660944206014,5.46777677212869,50,0.01268637882853136
431,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,114,81.78999999999999,125.03800201416016,16722.0,95.9708251953125,,12000.0,25,129,4.4029914529914524,1030.3,109.82336741740367,13200.0,567.9858974358974,73626.82307692307,4.542506184412439,10,0.007477454970348054
334,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,2000,22,49.25,119.9540023803711,55664.0,20.00766944885254,,2400.0,25,127,3.5017777777777783,787.9000000000001,19.97652758009339,2400.0,444.72577777777786,194922.95822222225,3.7074692711591544,90,0.0021549655500928983
444,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,500,206,86.83333333333333,120.7040023803711,2311.0,202.9758758544922,,24500.0,25,125,5.412334801762114,1228.6,204.58331944953517,24559.0,676.5418502202642,12507.905726872246,5.604966172441384,50,0.05223020440518005
383,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,500,114,81.504,120.13999938964844,3917.0,108.20709228515624,,13000.0,25,124,4.550222222222222,1023.8,109.81879898168023,13200.0,564.2275555555555,17823.220444444443,4.696417166822216,10,0.030671432062713413
266,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,500,22,72.63157894736842,119.95099639892578,15519.0,20.00817108154297,,2400.0,25,127,3.5108108108108107,779.4,19.97619503425085,2400.0,445.87297297297295,54484.27297297297,3.7171260461239983,90,0.007729299336228223
106,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,250,206,86.94736842105263,120.10800170898438,1170.0,199.82015991210935,,24000.0,25,125,5.159471365638765,1171.1999999999998,204.59695424705922,24559.0,644.9339207048457,6036.581497797356,5.369616607788448,50,0.10265641171708066
32,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,250,114,81.24226485148515,119.81800079345705,1953.0,109.98347473144533,,13178.0,25,125,4.507079646017699,1018.6,109.81117610786127,13178.0,563.3849557522124,8802.326548672567,4.702005975908232,10,0.06135074285379265
415,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,250,22,76.88372093023256,119.95099639892578,7522.0,20.00817108154297,,2400.0,25,125,3.4360360360360365,762.8000000000001,19.976860137007968,2400.0,429.50450450450455,25845.863063063065,3.580666417109904,90,0.015946689231444534
425,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,100,208,86.69427587338035,119.84600067138672,460.0,204.32888793945312,,24488.0,25,125,5.3925110132158585,1224.1,204.60377232737937,24559.0,674.0638766519824,2480.555066079295,5.624416942374577,50,0.260534784068232
460,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,100,115,81.19470644147108,119.81600189208984,748.0,114.9846420288086,,13777.0,25,125,4.612334801762114,1047.0,114.8016365712,13777.0,576.5418502202642,3450.0264317180613,4.811893579452905,10,0.16018182071135006
7,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,100,23,78.47826086956522,120.2969970703125,2943.0,19.95062255859375,,2400.0,25,125,3.5563876651982382,807.3000000000001,19.97652758009339,2400.0,444.5484581497798,10466.448898678414,3.6954243994132727,90,0.040875636109518346
175,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,75,200,86.06210451326322,120.0009994506836,349.0,199.48167419433597,,23938.0,25,124,5.345777777777776,1202.7999999999997,199.6034589046802,23960.0,662.8764444444442,1865.6764444444439,5.5239243629538635,50,0.34384240530281834
476,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,75,111,81.13409142944364,119.81300354003906,582.0,109.9880599975586,,13178.0,25,125,4.581497797356828,1040.0,109.8139213186337,13178.0,572.6872246696036,2666.431718061674,4.779841984999759,10,0.20586426725092621
2,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,75,22,78.58064516129032,120.197998046875,2250.0,19.96705436706543,,2400.0,25,125,3.3823008849557525,764.4000000000001,19.976693857166637,2400.0,422.7876106194691,7610.176991150443,3.517426392198227,90,0.05342133246527778
472,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,199,86.05808416627343,119.98899841308594,237.0,194.6928558349609,,23361.0,25,124,5.2506666666666675,1181.4,194.60364533004565,23361.0,651.0826666666668,1244.4080000000001,5.426186361062749,50,0.506282693726101
55,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,110,81.15478366849483,119.9010009765625,388.0,109.90734100341795,,13178.0,25,125,4.40704845814978,1000.4,109.81117610786127,13178.0,550.8810572687225,1709.9348017621146,4.594465874195707,10,0.3090231983932023
124,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,50,22,79.36170212765957,120.1729965209961,1471.0,19.97120857238769,,2400.0,25,124,3.396,764.1,19.975696236245902,2400.0,421.104,4995.516,3.504148287809621,90,0.08169476310060918
378,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,25,191,85.83806130975942,119.96299743652344,119.0,189.7418365478516,,22762.0,25,124,5.184375,1161.3,189.62170627879271,22762.0,642.8625000000001,616.9406250000001,5.35883992345357,50,1.00809241543297
319,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,25,106,81.30476342201689,119.91999816894533,185.0,104.89492797851562,,12579.0,25,124,4.3884955752212385,991.8,104.82150594980168,12579.0,544.1734513274336,811.8716814159291,4.5378040329920015,10,0.6482162063186234
371,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,25,21,78.44210526315788,120.0719985961914,761.0,19.988006591796875,,2400.0,25,124,3.5022321428571432,784.5000000000001,19.97619503425085,2400.0,434.2767857142858,2665.198660714286,3.6168031746917277,90,0.1577818641211451
65,OzaBagExecutorMAXChunk,covtypeNorm,4,2000,3206,77.67345512765846,119.8949966430664,616.0,3048.575927734375,,365509.0,25,126,5.2624454148471616,1205.1,3193.7843692717884,383318.0,663.0681222707424,3241.6663755458517,5.530406946377674,50,0.19463473481017274
387,OzaBagExecutorMAXChunk,covtypeNorm,4,2000,1781,81.17057395394713,119.86100006103516,881.0,1776.1240234375,,212888.0,25,126,4.2336244541484715,969.5,1774.0075330822306,212888.0,533.4366812227074,3729.8231441048033,4.450460791675965,10,0.13605107838937022
22,OzaBagExecutorMAXChunk,covtypeNorm,4,2000,356,75.17333267536826,119.90599822998048,3523.0,354.6861877441406,,42529.0,25,126,3.519298245614035,802.4,354.15747179081484,42529.0,443.4315789473684,12398.487719298246,3.6981601045250776,90,0.034035196772631414
445,OzaBagExecutorMAXChunk,covtypeNorm,4,500,3270,77.86483660130719,120.01399993896484,146.0,3191.29443359375,,383000.0,25,126,5.091666666666667,1160.9,3258.8012765496496,391092.0,641.5500000000001,743.3833333333333,5.345626346311857,50,0.8220136982120879
349,OzaBagExecutorMAXChunk,covtypeNorm,4,500,1816,79.00780912473695,120.0009994506836,212.0,1797.993408203125,,215761.0,25,126,4.2192139737991265,966.2,1809.3213287178803,217437.0,531.6209606986899,894.4733624454149,4.430137774953853,10,0.5660424502390735
385,OzaBagExecutorMAXChunk,covtypeNorm,4,500,363,74.14844703012105,119.91100311279295,894.0,359.666748046875,,43128.0,25,126,3.5741228070175444,814.9000000000001,359.11270983213427,43128.0,450.3394736842106,3195.265789473685,3.7556142638603713,90,0.13412863882862747
336,OzaBagExecutorMAXChunk,covtypeNorm,4,250,3250,75.05494360181426,119.97699737548828,71.0,3153.646240234375,,378365.0,25,126,4.717543859649123,1075.6,3239.031707012208,388700.0,594.4105263157894,334.9456140350877,4.9543707487151165,50,1.689816864443497
192,OzaBagExecutorMAXChunk,covtypeNorm,4,250,1805,79.9331938790894,119.93199920654295,109.0,1771.887451171875,,212506.0,25,125,4.161674008810572,944.6999999999999,1798.8484197018556,215878.0,520.2092511013216,453.62246696035237,4.337535057724121,10,1.100293570702229
274,OzaBagExecutorMAXChunk,covtypeNorm,4,250,361,73.23102756658426,119.90299987792967,437.0,359.6907653808594,,43128.0,25,126,3.4554585152838424,791.3,359.1366331357005,43128.0,435.3877729257641,1510.0353711790392,3.631166637774049,90,0.27437757409137226
154,OzaBagExecutorMAXChunk,covtypeNorm,4,100,2893,79.22025391201653,120.0009994506836,32.0,2823.309814453125,,338800.0,25,125,4.673568281938326,1060.9,2881.0538228539094,346222.0,584.1960352422908,149.55418502202645,4.868259747139655,50,3.7500312328338623
72,OzaBagExecutorMAXChunk,covtypeNorm,4,100,1607,80.78725645076355,120.01699829101562,48.0,1583.109130859375,,190000.0,25,126,4.1493449781659395,950.2,1599.9650515489652,192279.0,522.8174672489084,199.1685589519651,4.3561951614652745,10,2.5003541310628257
42,OzaBagExecutorMAXChunk,covtypeNorm,4,100,321,73.58510304425148,119.91600036621094,189.0,319.6904602050781,,38336.0,25,125,3.4747787610619474,785.3000000000001,319.22458802075096,38336.0,434.34734513274344,656.7331858407081,3.6220966660520033,90,0.6344761924138145
466,OzaBagExecutorMAXChunk,covtypeNorm,4,75,2846,77.74439385162128,120.0019989013672,24.0,2776.92041015625,,333236.0,25,124,4.596444444444444,1034.1999999999998,2836.4291539754663,340831.0,569.959111111111,110.31466666666665,4.749580143073912,50,5.000083287556967
393,OzaBagExecutorMAXChunk,covtypeNorm,4,75,1581,81.50636132315522,120.01699829101562,37.0,1556.029541015625,,186750.0,25,126,4.012227074235808,918.8000000000001,1575.213874371692,189284.0,505.5406113537118,148.4524017467249,4.2122417536879535,10,3.243702656513936
492,OzaBagExecutorMAXChunk,covtypeNorm,4,75,316,73.00462004142106,119.93800354003906,143.0,314.6375427246094,,37737.0,25,126,3.5052631578947366,799.1999999999999,314.265489673551,37737.0,441.6631578947368,501.25263157894733,3.682428795367565,90,0.8387272974827906
117,OzaBagExecutorMAXChunk,covtypeNorm,4,50,2663,79.38002885077738,120.01499938964844,17.0,2599.675048828125,,312000.0,25,126,4.493421052631579,1024.5,2652.1851306251197,318668.0,566.171052631579,76.38815789473684,4.717502441452434,50,7.0597058464499085
76,OzaBagExecutorMAXChunk,covtypeNorm,4,50,1479,80.98310907529344,120.01499938964844,25.0,1455.6513671875,,174700.0,25,125,3.9592920353982297,894.8,1470.4462807166453,176705.0,494.91150442477874,98.98230088495575,4.123747089461435,10,4.800599975585937
330,OzaBagExecutorMAXChunk,covtypeNorm,4,50,295,70.09435833498627,119.9020004272461,101.0,294.7490539550781,,35341.0,25,126,3.4139130434782614,785.2000000000002,294.3072233973452,35341.0,430.15304347826094,344.8052173913044,3.5875385059923866,90,1.1871485190816444
297,OzaBagExecutorMAXChunk,covtypeNorm,4,25,2480,78.45037316633783,120.00399780273438,9.0,2428.669189453125,,291450.0,25,125,4.429646017699115,1001.0999999999999,2472.8374408016844,297104.0,553.7057522123894,39.86681415929203,4.614060884226415,50,13.333777533637154
365,OzaBagExecutorMAXChunk,covtypeNorm,4,25,1378,81.779012345679,120.0019989013672,12.0,1350.185791015625,,162025.0,25,126,3.9799126637554583,911.4,1371.0402343815024,164725.0,501.4689956331877,47.7589519650655,4.178838687890177,10,10.000166575113933
250,OzaBagExecutorMAXChunk,covtypeNorm,4,25,275,70.71688942891859,119.91500091552734,49.0,274.7362670898437,,32945.0,25,126,3.4275109170305678,784.9,274.3519065979364,32945.0,431.86637554585155,167.94803493449783,3.6014374536016103,90,2.4472449166434154
440,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,2000,1095,86.68392912800594,120.0009994506836,1771.0,1059.3828125,,127127.0,25,127,4.95,1138.5,1090.6683322923172,130962.0,628.65,8766.45,5.238706368094494,50,0.0677588929704594
291,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,2000,608,85.32352941176471,120.39299774169922,2912.0,581.4291381835938,,70000.0,25,125,4.490748898678414,1019.4000000000001,603.0870361124979,72479.0,561.3436123348018,13077.060792951543,4.662593530058562,10,0.041343749224484624
80,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,2000,121,66.25727213962507,119.81500244140624,11293.0,119.98497772216795,,14376.0,25,126,3.6521929824561408,832.7,119.79301207429566,14376.0,460.17631578947373,41244.215350877195,3.840723669095748,90,0.01060966992308565
296,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,500,1095,87.58196078431372,120.01200103759766,431.0,1066.56005859375,,128000.0,25,126,4.811842105263158,1097.1,1090.6864990464135,130962.0,606.2921052631579,2073.903947368421,5.051928973946674,50,0.2784501184166999
186,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,500,608,86.312543798178,119.95800018310548,700.0,598.9596557617188,,71850.0,25,126,4.221397379912664,966.7,603.272766619778,72479.0,531.8960698689956,2954.9781659388645,4.434019148844615,10,0.17136857169015068
413,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,500,121,69.49409051599885,119.81999969482422,2828.0,119.97997283935548,,14376.0,25,127,3.638260869565217,836.8,119.79101567382446,14376.0,462.05913043478256,10289.001739130434,3.8562771791990067,90,0.04236916538006514
408,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,250,1014,87.65802568757985,119.88600158691406,222.0,994.4280395507812,,119218.0,25,126,4.713596491228071,1074.7,1006.0716100177401,120796.0,593.9131578947369,1046.4184210526316,4.953982533683602,50,0.5400270341752885
481,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,250,563,86.01539782742982,119.95899963378906,365.0,555.3814086914062,,66623.0,25,126,4.162882096069869,953.3,558.382647922961,67088.0,524.5231441048035,1519.4519650655022,4.372520158604758,10,0.3286547935172303
301,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,250,112,72.82289249806652,120.0009994506836,1491.0,109.8324203491211,,13180.0,25,125,3.507929515418503,796.3000000000002,109.82336741740367,13200.0,438.49118942731286,5230.322907488988,3.654062811431151,90,0.0804835677066959
258,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,100,1017,87.78505897771953,119.98799896240234,88.0,986.4736328125,,118365.0,25,126,4.813973799126638,1102.4,1010.9174487646045,121394.0,606.5606986899563,423.6296943231441,5.05517805059837,50,1.3634999882091174
27,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,100,565,86.76586798670026,120.0009994506836,137.0,559.7369995117188,,67169.0,25,126,4.2231441048034934,967.1,563.4151010929189,67687.0,532.1161572052401,578.5707423580786,4.434264378138968,10,0.8759197040195883
183,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,100,113,75.22746387338482,120.00299835205078,633.0,109.82225799560548,,13179.0,25,125,3.6685840707964603,829.1,109.82153999750406,13200.0,458.57300884955754,2322.2137168141594,3.8213462592347036,90,0.1895781964487374
228,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,75,987,87.86443586443586,120.00399780273438,70.0,971.8426513671876,,116625.0,25,126,4.872272727272727,1071.8999999999999,981.127989872743,117806.0,613.9063636363636,341.0590909090909,5.115715933443472,50,1.7143428257533482
187,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,75,548,86.48323699421965,120.00599670410156,110.0,541.2229614257812,,64950.0,25,125,4.2665198237885456,968.4999999999999,543.425969853596,65291.0,533.3149779735681,469.31718061674,4.444069401702994,10,1.0909636064009234
51,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,75,109,75.4578168732507,120.01000213623048,460.0,104.82459259033205,,12580.0,25,126,3.557017543859649,811.0,104.82529118136439,12600.0,448.1842105263158,1636.2280701754385,3.7345571414752183,90,0.2608913089918054
310,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,921,87.70940959409594,120.03500366210938,51.0,903.4864501953124,,108450.0,25,125,4.8600896860986555,1083.8000000000002,916.4979967848606,110032.0,607.511210762332,247.86457399103142,5.061117109409485,50,2.3536275227864585
280,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,512,86.96964725184577,120.0250015258789,77.0,508.2274475097656,,61000.0,25,126,4.275877192982456,974.9000000000001,508.5270543584109,61098.0,538.7605263157894,329.2425438596491,4.488735842253881,10,1.558766253582843
237,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,50,102,76.05196982397318,119.81400299072266,290.0,99.98831176757812,,11980.0,25,126,3.5135371179039296,804.5999999999999,99.83083756239428,11980.0,442.70567685589515,1018.9257641921396,3.6949410403237626,90,0.4131517344507678
395,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,25,729,87.43869843114467,120.01699829101562,33.0,717.1900634765625,,86075.0,25,126,4.828508771929825,1100.9,722.7015917657534,86855.0,608.392105263158,159.34078947368423,5.069216143766043,50,3.636878736091383
498,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,25,405,86.08561113976276,120.00299835205078,50.0,404.1565551757813,,48500.0,25,126,4.250218340611354,973.3,403.91099123398516,48519.0,535.5275109170306,212.51091703056767,4.462617753482813,10,2.4000599670410154
35,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,25,81,75.61715481171548,120.0019989013672,199.0,79.87367248535156,,9585.0,25,125,3.619823788546255,821.6999999999999,79.86954640753436,9600.0,452.4779735682819,720.3449339207048,3.7705869711402515,90,0.6030251201073729
326,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,2000,3182,76.70382513661202,120.44100189208984,614.0,3055.43798828125,,368000.0,25,126,5.314410480349344,1216.9999999999998,3168.713445420159,380328.0,669.6157205240173,3263.048034934497,5.559699022795952,50,0.1961579835376056
33,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,2000,1768,77.4329543989649,119.98799896240234,902.0,1762.234619140625,,211447.0,25,127,4.23393665158371,935.6999999999998,1760.0928962658365,211447.0,537.7099547511311,3819.010859728506,4.481364464788015,10,0.13302438909357245
136,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,2000,353,72.32156273478587,119.91400146484376,3556.0,349.6672668457031,,41930.0,25,127,3.474458874458875,802.6000000000001,349.1286355423442,41930.0,441.2562770562771,12355.175757575758,3.6797727677000593,90,0.033721597712273274
262,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,500,3193,76.31010638297873,120.02999877929688,148.0,3136.7158203125,,376500.0,25,125,5.084581497797356,1154.1999999999998,3179.2871844870547,381524.0,635.5726872246695,752.5180616740088,5.295115335236469,50,0.8110135052655194
348,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,500,1774,79.05299287286198,120.00499725341795,225.0,1749.768798828125,,209981.0,25,125,4.2590090090090085,945.4999999999999,1764.16852474292,212046.0,532.3761261261261,958.2770270270269,4.436282974132255,10,0.5333555433485242
188,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,500,354,74.04537774559498,119.91699981689452,888.0,349.65850830078125,,41930.0,25,126,3.516593886462882,805.3,349.1286355423442,41930.0,443.09082969432313,3122.7353711790392,3.6949792804264123,90,0.1350416664604668
9,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,250,3082,76.95391003460207,120.01399993896484,77.0,3012.148681640625,,361500.0,25,125,4.875770925110132,1106.8,3070.6956384244736,368984.0,609.4713656387664,375.43436123348016,5.078335577088701,50,1.5586233758307122
306,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,250,1712,77.45937888198758,120.0739974975586,112.0,1678.1318359375,,201500.0,25,126,4.086363636363636,899.0,1704.6498468912262,204858.0,514.8818181818182,457.67272727272723,4.288037617738903,10,1.0720892633710588
159,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,250,342,71.46139024751741,119.90599822998048,469.0,339.6994323730469,,40732.0,25,126,3.4860262008733622,798.3,339.17330046963997,40732.0,439.23930131004363,1634.9462882096068,3.6631970693207507,90,0.2556631092323678
303,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,100,2856,79.09341317365269,120.00800323486328,33.0,2783.98095703125,,334100.0,25,125,4.72511013215859,1072.6,2846.0674344295035,342029.0,590.6387665198238,155.92863436123346,4.921661477559177,50,3.6366061586322207
157,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,100,1587,80.02457264957265,120.0019989013672,48.0,1560.807373046875,,187300.0,25,126,3.9973684210526317,911.4,1580.1987284045138,189883.0,503.6684210526316,191.87368421052633,4.197166927749344,10,2.5000416437784834
320,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,100,317,70.78141190849429,119.91400146484376,195.0,314.7005310058594,,37737.0,25,126,3.4785714285714286,779.2,314.2681068296705,37737.0,438.3,678.3214285714286,3.655119457659832,90,0.6149435972556091
473,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,75,2706,78.14825794081288,120.0009994506836,25.0,2643.069580078125,,317171.0,25,126,4.5174672489082965,1034.5,2697.008031292913,324059.0,569.2008733624453,112.93668122270742,4.743301105557608,50,4.8000399780273435
0,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,75,1503,81.13774984371568,120.0009994506836,43.0,1480.2877197265625,,177636.0,25,126,3.9751091703056765,910.3,1495.456209846543,179700.0,500.86375545851524,170.92969432314408,4.173829866011687,10,2.790720917457758
477,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,75,300,69.10079464659138,119.91799926757812,131.0,299.7048034667969,,35940.0,25,126,3.332894736842105,759.9,299.3004663557628,35940.0,419.94473684210527,436.6092105263158,3.5019324822545173,90,0.9154045745616651
85,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,2312,79.81230662952974,120.0009994506836,19.0,2268.281005859375,,272196.0,25,126,4.487719298245614,1023.2,2304.1914372783135,276738.0,565.4526315789474,85.26666666666667,4.712066017511209,50,6.315842076351768
16,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,1284,79.88103315393889,119.96199798583984,29.0,1265.8758544921875,,151857.0,25,126,3.892543859649123,887.5,1275.0851650411041,153088.0,490.4605263157895,112.88377192982456,4.08846580209245,10,4.1366206202013736
169,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,256,70.65477556641201,119.88899993896484,116.0,254.81069946289065,,30549.0,25,126,3.352192982456141,764.3000000000002,254.45413428621404,30549.0,422.3763157894738,388.85438596491235,3.523061465226204,90,1.0335258615428005
