arch,dataset,algorithm,ensemble_size,cores,chunk_size,time,accuracy,precision,recall
Cloud,covtypeNorm,OzaBagExecutorMAXChunk,100,8,50,316.8340148925781,83.54918221845836,73.24080105123839,72.13486920620788
Cloud,covtypeNorm,OzaBagExecutorMAXChunk,100,8,500,282.7510070800781,82.77554985943442,71.05678218714573,69.4154262019438
Cloud,covtypeNorm,OzaBagExecutorMAXChunk,150,8,2000,474.74798583984375,79.46363805931483,65.86877987916087,61.579439909903435
Cloud,covtypeNorm,OzaBagExecutorMAXChunk,150,8,50,508.59698486328125,83.52508425680165,72.84841588183747,72.40609273471463
Cloud,covtypeNorm,OzaBagExecutorMAXChunk,150,8,500,467.4590148925781,82.77313819524834,71.32100962373073,69.65869157178693
Cloud,covtypeNorm,OzaBagExecutorRUNPER,100,8,1,660.7440185546875,87.24811191507233,77.90676059822565,76.49361137379366
Cloud,covtypeNorm,OzaBagExecutorRUNPER,150,8,1,841.9580078125,87.35654341046313,78.14113852240276,76.57410741300274
Cloud,covtypeNorm,StreamingRandomPatches,100,1,1,3382.033935546875,95.34760039379564,93.34924207514506,90.18555598461808
Cloud,covtypeNorm,StreamingRandomPatches,150,1,1,5172.12109375,95.1080184230274,93.24874089369621,89.83547529868888
Cloud,covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,100,8,2000,746.947998046875,86.69129482635938,82.78624833328824,69.5519812568898
Cloud,covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,100,8,50,841.6409912109375,93.677383374472,91.56657817209941,86.56573035066185
Cloud,covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,100,8,500,764.625,92.48473761093655,89.271064259734,81.98461056043455
Cloud,covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,150,8,2000,1115.498046875,86.08560789759106,83.12804990916086,68.87709559263008
Cloud,covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,150,8,50,1215.06494140625,93.21194845790258,91.31189899032644,85.92449912087686
Cloud,covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,150,8,500,1139.7850341796875,92.01015655145802,89.09486786529826,81.3833320321831
Cloud,covtypeNorm,StreamingRandomPatchesExecutorRUNPER,100,8,1,1669.3270263671875,95.35155900394484,93.3457135026192,90.14291576638202
Cloud,covtypeNorm,StreamingRandomPatchesExecutorRUNPER,150,8,1,2261.4130859375,95.0920118689459,93.20925335592068,89.77322590944851
Cloud,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,100,8,2000,13.07800006866455,76.34373845585519,76.19393826514967,74.95648822459256
Cloud,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,100,8,50,15.46500015258789,80.5046175599841,80.24410876778165,79.60739510553448
Cloud,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,100,8,500,13.607999801635742,78.36293849861644,78.05937321933598,77.31251544601704
Cloud,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,150,8,2000,19.280000686645508,76.28601773180644,76.11883487711127,74.91252138525233
Cloud,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,150,8,50,22.327999114990234,80.29693782864213,79.98709631674805,79.45768210801194
Cloud,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,150,8,500,20.086999893188477,78.1554048022851,77.78691878765247,77.1911977471193
Cloud,elecNormNew,AdaptiveRandomForestExecutorRUNPER,100,8,1,36.073001861572266,89.1353283898305,89.08274043318453,88.61255686810398
Cloud,elecNormNew,AdaptiveRandomForestExecutorRUNPER,150,8,1,45.39400100708008,88.88815324858757,88.79907576390403,88.39029403179026
Cloud,elecNormNew,AdaptiveRandomForestSequential,100,1,1,58.16299819946289,89.04925847457628,89.0178834691058,88.49892068910229
Cloud,elecNormNew,AdaptiveRandomForestSequential,150,1,1,91.11799621582031,88.97201624293785,88.8961426027675,88.4645239870374
Cloud,elecNormNew,LBagExecutorMAXChunk,100,8,2000,9.510000228881836,75.15238271148873,74.81048543480087,73.8846654442894
Cloud,elecNormNew,LBagExecutorMAXChunk,100,8,50,10.758999824523926,80.8117184393089,80.55032037460474,79.94316655302785
Cloud,elecNormNew,LBagExecutorMAXChunk,100,8,500,9.72700023651123,77.7448004998661,77.39085694557602,76.71065494961499
Cloud,elecNormNew,LBagExecutorMAXChunk,150,8,2000,13.831000328063965,74.90533801256004,74.5204857137245,73.6779216529797
Cloud,elecNormNew,LBagExecutorMAXChunk,150,8,50,15.373000144958496,80.54659537802131,80.29340662559505,79.64250076373722
Cloud,elecNormNew,LBagExecutorMAXChunk,150,8,500,14.005999565124512,77.53057216816924,77.15586472038811,76.50939595732554
Cloud,elecNormNew,LBagExecutorRUNPER,100,8,1,27.816999435424805,89.21477754237289,89.24611870594656,88.61274566216002
Cloud,elecNormNew,LBagExecutorRUNPER,150,8,1,36.25699996948242,88.69835805084746,88.6902688349554,88.10269489559784
Cloud,elecNormNew,LeveragingBag,100,1,1,36.80799865722656,89.15960451977402,89.1826382935279,88.56208057429278
Cloud,elecNormNew,LeveragingBag,150,1,1,53.3129997253418,88.70939265536724,88.71871726593564,88.09728715202124
Cloud,elecNormNew,OzaBag,100,1,1,11.104000091552734,82.82574152542372,82.55528322552207,82.1433195088703
Cloud,elecNormNew,OzaBag,150,1,1,17.11199951171875,82.66905014124293,82.37038053975687,82.02080602203199
Cloud,elecNormNew,OzaBagAdwin,100,1,1,14.769000053405762,84.93997175141243,85.03081225451147,84.00282134475295
Cloud,elecNormNew,OzaBagAdwin,150,1,1,21.569000244140625,84.72590042372882,84.74972931498725,83.83454134781712
Cloud,elecNormNew,OzaBagAdwinExecutorMAXChunk,100,8,2000,5.296999931335449,75.67186922792759,75.1994508125804,74.72630828645967
Cloud,elecNormNew,OzaBagAdwinExecutorMAXChunk,100,8,50,6.318999767303467,80.37868410587248,80.29615358033166,79.25083127954406
Cloud,elecNormNew,OzaBagAdwinExecutorMAXChunk,100,8,500,5.743000030517578,77.3498170133,76.87545997239991,76.53048988307087
Cloud,elecNormNew,OzaBagAdwinExecutorMAXChunk,150,8,2000,7.900000095367432,75.15238271148873,74.6252987807,74.30820465826966
Cloud,elecNormNew,OzaBagAdwinExecutorMAXChunk,150,8,50,9.057999610900879,80.31240334055057,80.1995561814818,79.21167915670621
Cloud,elecNormNew,OzaBagAdwinExecutorMAXChunk,150,8,500,8.029999732971191,77.35428010354369,76.85540647254348,76.61680693998842
Cloud,elecNormNew,OzaBagAdwinExecutorRUNPER,100,8,1,20.472999572753906,86.33474576271186,86.395557363363,85.52075406379454
Cloud,elecNormNew,OzaBagAdwinExecutorRUNPER,150,8,1,27.41900062561035,86.43847104519774,86.51456726789635,85.61769482756618
Cloud,elecNormNew,OzaBagASHT,100,1,1,13.727999687194824,81.68697033898306,82.46292599317195,80.03465856161357
Cloud,elecNormNew,OzaBagASHT,150,1,1,19.823999404907227,81.31400070621469,82.07517812021044,79.63902407029518
Cloud,elecNormNew,OzaBagASHTExecutorMAXChunk,100,8,2000,5.698999881744385,72.67962689323974,72.37325886914778,71.04444547132245
Cloud,elecNormNew,OzaBagASHTExecutorMAXChunk,100,8,50,6.591000080108643,77.61477619194909,77.98928040983503,75.8445078789294
Cloud,elecNormNew,OzaBagASHTExecutorMAXChunk,100,8,500,5.668000221252441,73.73694546103722,73.73295076077379,71.82005939817229
Cloud,elecNormNew,OzaBagASHTExecutorMAXChunk,150,8,2000,8.083000183105469,70.46776874769117,69.79469018288927,69.26101105645657
Cloud,elecNormNew,OzaBagASHTExecutorMAXChunk,150,8,50,9.270000457763672,77.09999558128231,77.40242776584923,75.3296657855183
Cloud,elecNormNew,OzaBagASHTExecutorMAXChunk,150,8,500,8.151000022888184,72.45380701597787,72.1597580201066,70.6726372617562
Cloud,elecNormNew,OzaBagASHTExecutorRUNPER,100,8,1,20.636999130249023,82.94270833333334,83.49296234573185,81.52312196390076
Cloud,elecNormNew,OzaBagASHTExecutorRUNPER,150,8,1,29.447999954223633,82.4262888418079,82.99006580885388,80.95786059851604
Cloud,elecNormNew,OzaBagExecutorMAXChunk,100,8,2000,5.025000095367432,75.67879571481345,75.23745333217897,74.65813350663372
Cloud,elecNormNew,OzaBagExecutorMAXChunk,100,8,50,6.072999954223633,79.05085944059034,78.67528345035966,78.20916055016191
Cloud,elecNormNew,OzaBagExecutorMAXChunk,100,8,500,5.276000022888184,77.11550477550657,76.65687712431432,76.22311495959961
Cloud,elecNormNew,OzaBagExecutorMAXChunk,150,8,2000,7.269000053405762,75.59798670114517,75.1654376825484,74.54785542032924
Cloud,elecNormNew,OzaBagExecutorMAXChunk,150,8,50,8.717000007629395,79.00004418717688,78.60614236230626,78.19095525561188
Cloud,elecNormNew,OzaBagExecutorMAXChunk,150,8,500,7.572000026702881,76.8276354547889,76.31169664887487,76.07707180835378
Cloud,elecNormNew,OzaBagExecutorRUNPER,100,8,1,16.874000549316406,82.3534604519774,81.99024862300475,81.8065788947085
Cloud,elecNormNew,OzaBagExecutorRUNPER,150,8,1,25.108999252319336,82.19897598870057,81.83067431533021,81.64985749986133
Cloud,elecNormNew,StreamingRandomPatches,100,1,1,131.76400756835938,89.85919844632768,89.83117384669491,89.35465945275341
Cloud,elecNormNew,StreamingRandomPatches,150,1,1,190.1580047607422,89.72016242937853,89.64803850672803,89.25430245356017
Cloud,elecNormNew,StreamingRandomPatchesExecutorMAXChunk,100,8,2000,27.483999252319336,76.07360546730698,75.90494717785393,74.67923279741966
Cloud,elecNormNew,StreamingRandomPatchesExecutorMAXChunk,100,8,50,31.634000778198242,81.31103353806725,81.17129465517533,80.32645858466225
Cloud,elecNormNew,StreamingRandomPatchesExecutorMAXChunk,100,8,500,28.113000869750977,78.6552709095778,78.42049292403439,77.53656220657462
Cloud,elecNormNew,StreamingRandomPatchesExecutorMAXChunk,150,8,2000,38.89899826049805,75.932766900628,75.59165001348126,74.75469862912767
Cloud,elecNormNew,StreamingRandomPatchesExecutorMAXChunk,150,8,50,43.138999938964844,81.163006495515,80.93879846284298,80.27226808730529
Cloud,elecNormNew,StreamingRandomPatchesExecutorMAXChunk,150,8,500,39.39400100708008,78.55038828885121,78.24688251838298,77.51892650866648
Cloud,elecNormNew,StreamingRandomPatchesExecutorRUNPER,100,8,1,58.8129997253418,89.70250706214689,89.63349161469031,89.2321459659151
Cloud,elecNormNew,StreamingRandomPatchesExecutorRUNPER,150,8,1,78.29199981689453,89.43105579096046,89.33106932558921,88.97924755600661
Cloud,GMSC,AdaptiveRandomForestExecutorMAXChunk,100,8,2000,45.55400085449219,93.51621621621622,77.376998658108,54.21628752479316
Cloud,GMSC,AdaptiveRandomForestExecutorMAXChunk,100,8,50,52.88999938964844,93.51717239079693,77.04570769069115,54.20660762091508
Cloud,GMSC,AdaptiveRandomForestExecutorMAXChunk,100,8,500,46.5099983215332,93.53779264214047,77.2864404924787,54.563738155152066
Cloud,GMSC,AdaptiveRandomForestExecutorMAXChunk,150,8,2000,121.38999938964844,93.53513513513514,77.72117245755462,54.38097559767212
Cloud,GMSC,AdaptiveRandomForestExecutorMAXChunk,150,8,50,140.17100524902344,93.53917972657553,77.63905217027215,54.27861146732691
Cloud,GMSC,AdaptiveRandomForestExecutorMAXChunk,150,8,500,131.7429962158203,93.55183946488295,78.04420210443568,54.357706138581165
Cloud,GMSC,AdaptiveRandomForestExecutorRUNPER,100,8,1,117.9010009765625,93.54866666666666,77.9254403452319,54.30076772315338
Cloud,GMSC,AdaptiveRandomForestExecutorRUNPER,150,8,1,274.64801025390625,93.55066666666667,77.96548985632806,54.31572882429041
Cloud,GMSC,AdaptiveRandomForestSequential,100,1,1,141.07000732421875,93.57133333333333,78.40366505145589,54.45180757130779
Cloud,GMSC,AdaptiveRandomForestSequential,150,1,1,256.44000244140625,93.53733333333332,77.7978574671291,54.15580043133086
Cloud,GMSC,LBagExecutorMAXChunk,100,8,2000,30.905000686645508,93.53445945945947,77.27183898986554,54.67097972563412
Cloud,GMSC,LBagExecutorMAXChunk,100,8,50,31.860000610351562,93.44181393797932,76.07822918085532,53.077780794663845
Cloud,GMSC,LBagExecutorMAXChunk,100,8,500,30.8439998626709,93.5571906354515,77.64381864377839,54.713409743352805
Cloud,GMSC,LBagExecutorMAXChunk,150,8,2000,47.5099983215332,93.525,76.8198261929141,54.82046032512615
Cloud,GMSC,LBagExecutorMAXChunk,150,8,50,47.39099884033203,93.49849949983327,77.32516318263716,53.636167075279275
Cloud,GMSC,LBagExecutorMAXChunk,150,8,500,50.013999938964844,93.5638795986622,77.60608119216678,54.87484172294309
Cloud,GMSC,LBagExecutorRUNPER,100,8,1,93.5,93.54466666666667,76.96631486664194,54.88661218155442
Cloud,GMSC,LBagExecutorRUNPER,150,8,1,126.98999786376953,93.55799999999999,77.22624186810513,54.96783355773596
Cloud,GMSC,LeveragingBag,100,1,1,109.28399658203125,93.522,76.58754948530967,54.6846442637201
Cloud,GMSC,LeveragingBag,150,1,1,175.53700256347656,93.55733333333333,77.25528864770348,54.930437752409134
Cloud,GMSC,OzaBag,100,1,1,34.777000427246094,93.46266666666668,78.6356904499682,52.45368600000837
Cloud,GMSC,OzaBag,150,1,1,55.56700134277344,93.48733333333334,78.5129116675683,52.9159957183465
Cloud,GMSC,OzaBagAdwin,100,1,1,43.20199966430664,93.46466666666666,78.49325918270388,52.52883481985802
Cloud,GMSC,OzaBagAdwin,150,1,1,65.97599792480469,93.49733333333333,78.59619819792178,53.060248591777025
Cloud,GMSC,OzaBagAdwinExecutorMAXChunk,100,8,2000,13.470000267028809,93.45270270270271,77.79044684156699,52.75383732760607
Cloud,GMSC,OzaBagAdwinExecutorMAXChunk,100,8,50,12.623000144958496,93.41447149049684,77.80563066843781,51.80330867711639
Cloud,GMSC,OzaBagAdwinExecutorMAXChunk,100,8,500,12.958000183105469,93.50568561872909,78.71982326984224,53.2187555344505
Cloud,GMSC,OzaBagAdwinExecutorMAXChunk,150,8,2000,20.344999313354492,93.5,78.63474946108866,53.289665648231434
Cloud,GMSC,OzaBagAdwinExecutorMAXChunk,150,8,50,19.267000198364258,93.44514838279426,78.3618647338304,52.21807168874295
Cloud,GMSC,OzaBagAdwinExecutorMAXChunk,150,8,500,20.87299919128418,93.50301003344481,78.370836377499,53.30553092884064
