arch,dataset,algorithm,ensemble_size,cores,chunk_size,time,accuracy,precision,recall
AMD-SCAL,airlines,OzaBagAdwinExecutorMAXChunk,100,4,50,538.1199951171875,67.05801425093588,67.10753888212047,65.45459153815627
AMD-SCAL,airlines,OzaBagAdwinExecutorMAXChunk,100,64,50,342.9429931640625,67.02426886543194,67.0753245852958,65.41564952681227
AMD-SCAL,airlines,OzaBagAdwinExecutorMAXChunk,100,8,50,290.78900146484375,67.02056058131062,67.06325055935062,65.41869290443776
AMD-SCAL,airlines,OzaBagAdwinExecutorMAXChunk,100,96,50,340.9549865722656,67.0276063211411,67.05887535682284,65.43646835414474
AMD-SCAL,airlines,OzaBagAdwinExecutorRUNPER,100,128,1,1014.3709716796875,65.95276454764054,65.62715801404413,64.63915837413064
AMD-SCAL,airlines,OzaBagAdwinExecutorRUNPER,100,16,1,934.2410278320312,65.95276454764054,65.62715801404413,64.63915837413064
AMD-SCAL,airlines,OzaBagAdwinExecutorRUNPER,100,2,1,1196.2049560546875,65.95276454764054,65.62715801404413,64.63915837413064
AMD-SCAL,airlines,OzaBagAdwinExecutorRUNPER,100,32,1,929.8920288085938,65.95276454764054,65.62715801404413,64.63915837413064
AMD-SCAL,airlines,OzaBagAdwinExecutorRUNPER,100,4,1,1195.2159423828125,65.95276454764054,65.62715801404413,64.63915837413064
AMD-SCAL,airlines,OzaBagAdwinExecutorRUNPER,100,64,1,887.541015625,65.95276454764054,65.62715801404413,64.63915837413064
AMD-SCAL,airlines,OzaBagAdwinExecutorRUNPER,100,8,1,809.6920166015625,65.95276454764054,65.62715801404413,64.63915837413064
AMD-SCAL,airlines,OzaBagAdwinExecutorRUNPER,100,96,1,989.780029296875,65.95276454764054,65.62715801404413,64.63915837413064
AMD-SCAL,airlines,OzaBagASHT,100,1,1,375.5060119628906,68.29284571445523,68.81142303543997,66.49539611733009
AMD-SCAL,airlines,OzaBagASHTExecutorMAXChunk,100,128,50,172.79600524902344,68.18255141072399,68.71193082441353,66.36833294995064
AMD-SCAL,airlines,OzaBagASHTExecutorMAXChunk,100,16,50,173.10699462890625,68.13489995976512,68.6428884134588,66.32815261241268
AMD-SCAL,airlines,OzaBagASHTExecutorMAXChunk,100,2,50,336.4339904785156,68.15325596616562,68.68532262108687,66.33450860244122
AMD-SCAL,airlines,OzaBagASHTExecutorMAXChunk,100,32,50,161.46499633789062,68.16586413217807,68.68550616988578,66.35553885473033
AMD-SCAL,airlines,OzaBagASHTExecutorMAXChunk,100,4,50,260.3919982910156,68.15103099569284,68.6777446750028,66.33512275402694
AMD-SCAL,airlines,OzaBagASHTExecutorMAXChunk,100,64,50,187.03900146484375,68.17179738677218,68.69193998479257,66.36178922239309
AMD-SCAL,airlines,OzaBagASHTExecutorMAXChunk,100,8,50,203.74400329589844,68.15066016728069,68.6802433023617,66.3330688485666
AMD-SCAL,airlines,OzaBagASHTExecutorMAXChunk,100,96,50,184.21200561523438,68.17939936922087,68.70817691135201,66.36520435645458
AMD-SCAL,airlines,OzaBagASHTExecutorRUNPER,100,128,1,986.8599853515625,68.35810546494791,68.45366991779224,66.85531788005156
AMD-SCAL,airlines,OzaBagASHTExecutorRUNPER,100,16,1,921.7670288085938,68.35810546494791,68.45366991779224,66.85531788005156
AMD-SCAL,airlines,OzaBagASHTExecutorRUNPER,100,2,1,798.27099609375,68.35810546494791,68.45366991779224,66.85531788005156
AMD-SCAL,airlines,OzaBagASHTExecutorRUNPER,100,32,1,911.6480102539062,68.35810546494791,68.45366991779224,66.85531788005156
AMD-SCAL,airlines,OzaBagASHTExecutorRUNPER,100,4,1,802.6519775390625,68.35810546494791,68.45366991779224,66.85531788005156
AMD-SCAL,airlines,OzaBagASHTExecutorRUNPER,100,64,1,953.2689819335938,68.35810546494791,68.45366991779224,66.85531788005156
AMD-SCAL,airlines,OzaBagASHTExecutorRUNPER,100,8,1,874.7969970703125,68.35810546494791,68.45366991779224,66.85531788005156
AMD-SCAL,airlines,OzaBagASHTExecutorRUNPER,100,96,1,988.2410278320312,68.35810546494791,68.45366991779224,66.85531788005156
AMD-SCAL,airlines,OzaBagExecutorMAXChunk,100,128,50,246.5760040283203,65.06332822208172,65.93279630800812,62.70109953591836
AMD-SCAL,airlines,OzaBagExecutorMAXChunk,100,16,50,199.32699584960938,65.05683872486942,65.92208466547902,62.695698715436585
AMD-SCAL,airlines,OzaBagExecutorMAXChunk,100,2,50,359.8169860839844,65.061288665815,65.92287975564169,62.70249498989856
AMD-SCAL,airlines,OzaBagExecutorMAXChunk,100,32,50,207.07400512695312,65.0720426897668,65.95454397584786,62.70490360347152
AMD-SCAL,airlines,OzaBagExecutorMAXChunk,100,4,50,280.03900146484375,65.02587455245646,65.87851279960994,62.6663882121558
AMD-SCAL,airlines,OzaBagExecutorMAXChunk,100,64,50,232.1580047607422,65.05183254130566,65.91906979915889,62.689055978871046
AMD-SCAL,airlines,OzaBagExecutorMAXChunk,100,8,50,153.26600646972656,65.0974444359978,65.96835650471537,62.739270473861964
AMD-SCAL,airlines,OzaBagExecutorMAXChunk,100,96,50,241.22999572753906,65.09707360758567,65.97006054191641,62.737871635963515
AMD-SCAL,airlines,OzaBagExecutorRUNPER,100,128,1,622.8900146484375,65.11458462725003,65.52113204065392,63.00709425675728
AMD-SCAL,airlines,OzaBagExecutorRUNPER,100,16,1,471.5740051269531,65.11458462725003,65.52113204065392,63.00709425675728
AMD-SCAL,airlines,OzaBagExecutorRUNPER,100,2,1,590.6439819335938,65.11458462725003,65.52113204065392,63.00709425675728
AMD-SCAL,airlines,OzaBagExecutorRUNPER,100,32,1,553.7119750976562,65.11458462725003,65.52113204065392,63.00709425675728
AMD-SCAL,airlines,OzaBagExecutorRUNPER,100,4,1,518.489013671875,65.11458462725003,65.52113204065392,63.00709425675728
AMD-SCAL,airlines,OzaBagExecutorRUNPER,100,64,1,567.0599975585938,65.11458462725003,65.52113204065392,63.00709425675728
AMD-SCAL,airlines,OzaBagExecutorRUNPER,100,8,1,399.0140075683594,65.11458462725003,65.52113204065392,63.00709425675728
AMD-SCAL,airlines,OzaBagExecutorRUNPER,100,96,1,659.2269897460938,65.11458462725003,65.52113204065392,63.00709425675728
AMD-SCAL,airlines,StreamingRandomPatches,100,1,1,2465.843017578125,68.53293485334169,68.45407276344967,67.20801832086785
AMD-SCAL,airlines,StreamingRandomPatchesExecutorMAXChunk,100,128,50,676.1019897460938,68.44639582595539,68.3557091283925,67.12573470626485
AMD-SCAL,airlines,StreamingRandomPatchesExecutorMAXChunk,100,16,50,720.6290283203125,68.4517728379313,68.36326584367112,67.12935457468589
AMD-SCAL,airlines,StreamingRandomPatchesExecutorMAXChunk,100,2,50,1712.531005859375,68.42785440534882,68.35723540280587,67.08441107545441
AMD-SCAL,airlines,StreamingRandomPatchesExecutorMAXChunk,100,32,50,633.2670288085938,68.48663070867164,68.41372594300752,67.15148999602127
AMD-SCAL,airlines,StreamingRandomPatchesExecutorMAXChunk,100,4,50,1194.5909423828125,68.50832417078132,68.43108373738542,67.17985212333824
AMD-SCAL,airlines,StreamingRandomPatchesExecutorMAXChunk,100,64,50,668.698974609375,68.40412138697243,68.32757297982101,67.0643635532404
AMD-SCAL,airlines,StreamingRandomPatchesExecutorMAXChunk,100,8,50,809.8729858398438,68.42766899114277,68.33889654324071,67.10307709130431
AMD-SCAL,airlines,StreamingRandomPatchesExecutorMAXChunk,100,96,50,670.3070068359375,68.4139483398939,68.32859538032147,67.08436005921644
AMD-SCAL,airlines,StreamingRandomPatchesExecutorRUNPER,100,128,1,1386.239013671875,68.62897050889629,68.57290009647181,67.29038840597921
AMD-SCAL,airlines,StreamingRandomPatchesExecutorRUNPER,100,16,1,1209.073974609375,68.61413874742067,68.54018051141742,67.29228898270574
AMD-SCAL,airlines,StreamingRandomPatchesExecutorRUNPER,100,2,1,2282.302978515625,68.60857683686731,68.53062900764463,67.29030432419407
AMD-SCAL,airlines,StreamingRandomPatchesExecutorRUNPER,100,32,1,1253.5400390625,68.56463774349581,68.49682090503259,67.23152485101771
AMD-SCAL,airlines,StreamingRandomPatchesExecutorRUNPER,100,4,1,1707.97705078125,68.57631775565785,68.50560865182081,67.24733792252387
AMD-SCAL,airlines,StreamingRandomPatchesExecutorRUNPER,100,64,1,1274.279052734375,68.553884716426,68.47446539921009,67.23165696075267
AMD-SCAL,airlines,StreamingRandomPatchesExecutorRUNPER,100,8,1,1320.9219970703125,68.58076728410055,68.50836865205319,67.25397030319895
AMD-SCAL,airlines,StreamingRandomPatchesExecutorRUNPER,100,96,1,1376.2440185546875,68.61247017425465,68.5454070353425,67.28337318202304
AMD-SCAL,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,100,128,50,18.12299919128418,80.55764217224161,80.29580684732909,79.6671186217871
AMD-SCAL,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,100,16,50,15.239999771118164,80.45601166541469,80.19749977438842,79.55151065562094
AMD-SCAL,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,100,2,50,44.27899932861328,80.46263974194689,80.20607679081073,79.55590378311116
AMD-SCAL,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,100,32,50,13.48799991607666,80.4979894834519,80.22773774324301,79.6146084902005
AMD-SCAL,elecNormNew,AdaptiveRandomForestExecutorMAXChunk,100,4,50,28.194000244140625,80.45822102425876,80.18619896348855,79.5739122690662
