dataset,algorithm,ensemble_size,cores,batch_size,instances,time,acc,prec,recall,change
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,9,600.0,120.17400360107422,65.63636363636364,65.38930650015247,65.54698382085074,0
elecNormNew,LBagExecutorMAXChunk,25,4,500,19,901.0,60.09000015258789,76.55860349127181,78.29227178423237,77.22746331236897,2.0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,84,4801.0,60.125,93.43091752945377,51.864922966678606,50.11266233766234,0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,500,1213,42040.0,37.79100036621094,77.78767453057294,77.4958429046078,76.68454123388307,0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,26,1500.0,61.643001556396484,46.2,?,?,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,29,3000.0,120.20800018310547,67.2542372881356,60.531560454024934,?,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,440,26401.0,60.16699981689453,78.88498513570906,78.98665667999687,77.48670110320217,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,373,20279.0,60.176998138427734,79.74113959249709,79.78657611278767,78.77528209902773,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,9,301.0,60.08599853515625,39.8671096345515,?,50.0,0
GMSC,OzaBagExecutorMAXChunk,25,4,2000,593,35401.0,60.17300033569336,93.47324930391305,75.2527868798472,53.32746495374957,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,7,300.0,60.10100173950195,62.8,?,?,0
GMSC,OzaBagExecutorMAXChunk,25,4,50,205,12301.0,60.14799880981445,93.51889641661904,69.80447780349533,50.98732909278246,0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,2000,22,1201.0,60.0880012512207,0.0,?,?,0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,214,12601.0,60.150001525878906,79.29440618809546,?,52.630413527886255,0
elecNormNew,LBagExecutorMAXChunk,25,4,50,544,30550.0,60.07400131225586,81.30491803278689,81.20142717692327,80.2126419329054,607.0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,50,90,5401.0,60.11600112915039,93.98243319005793,75.9,51.5,
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,4,1200.0,60.00400161743164,57.30434782608695,?,?,0
airlines,LBagExecutorMAXChunk,25,4,500,28,1500.0,63.347999572753906,72.6,56.79665768310767,53.376238635202775,0.0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,327,19501.0,60.15399932861328,93.53179818296098,72.90312953314407,52.10111916534343,0
covtypeNorm,LBagExecutorMAXChunk,25,4,50,5,1500.0,60.051998138427734,61.37931034482759,?,?,14.0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,211,12601.0,60.14699935913086,84.11281969564179,83.85005741335873,83.97401757674687,0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,2000,5,1501.0,60.08700180053711,0.0,?,?,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,232,11999.0,60.15800094604492,49.58692060179146,40.80519931939092,40.268086206904954,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,500,67,3901.0,60.11600112915039,93.70773301970009,66.81692219103145,52.82700958016087,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,50,3001.0,60.11000061035156,79.22077922077922,78.71057513914657,79.46185735243213,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,55,3301.0,60.10599899291992,94.54265949269792,?,50.0,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,578,34450.0,60.00600051879883,93.43023255813954,69.31753014485109,50.283701884871455,0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,1301,77741.0,60.05799865722656,93.37010137103351,75.3,51.9,
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,198,10000.0,61.32899856567383,80.10000000000001,80.08934657293477,79.58376989937945,0
elecNormNew,LBagExecutorMAXChunk,25,4,50,152,9000.0,60.00899887084961,83.05027932960894,82.70282904053815,82.59084661709211,176.0
elecNormNew,LBagExecutorMAXChunk,25,4,500,177,10500.0,60.547000885009766,79.49000000000001,79.18504416287739,79.08056293087084,22.0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,36,2101.0,60.097999572753906,48.094940662086195,?,?,0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,40,2401.0,60.10200119018555,48.71120462914256,?,?,0
elecNormNew,LBagExecutorMAXChunk,25,4,2000,91,5401.0,60.117000579833984,74.06645104381064,73.7305927766661,70.60008301285976,3.0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,24,1201.0,60.097999572753906,0.0,?,?,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,52,6000.0,120.21499633789062,72.95798319327731,61.34379590749985,?,0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,500,36,2101.0,60.10300064086914,94.12866958151156,80.42344597413434,51.01943104773887,0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,5,1500.0,60.95199966430664,46.300000000000004,?,?,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,1283,43489.0,35.520999908447266,78.57225074242041,78.16397520314744,77.65627370876443,0
GMSC,LBagExecutorMAXChunk,25,4,2000,83,4801.0,60.11899948120117,93.43091752945377,65.35606880789125,52.76309523809524,0.0
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,500,41,2000.0,68.00700378417969,74.4,61.89479783672418,53.472744360902254,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,782,45237.0,58.207000732421875,77.35878579252073,77.2424542476021,76.01920210930366,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,151,9001.0,60.14799880981445,81.4455077846022,81.44322845650424,80.6236900189509,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,1843,84900.0,60.005001068115234,93.46258102533884,78.35121406601206,51.719483841105365,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,500,546,32701.0,60.15999984741211,93.52815129964908,75.55761546146162,52.1800349640587,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,142,8401.0,60.12699890136719,82.42126691414202,81.98395046712191,81.86362569041906,0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,111,6500.0,61.167999267578125,54.800000000000004,?,?,0
elecNormNew,LBagExecutorMAXChunk,25,4,500,98,5701.0,60.130001068115234,78.35031724668333,77.29544191305118,76.87748390708089,12.0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,500,228,13500.0,60.20899963378906,81.4076923076923,81.17017727599996,81.4309204213555,0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,54,3001.0,60.09600067138672,50.54945054945055,?,?,0
elecNormNew,LBagExecutorMAXChunk,25,4,50,302,17950.0,60.03900146484375,82.95530726256983,82.76971176804399,82.51717156616314,355.0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,198,11701.0,60.13600158691406,93.35120090712297,80.02959598045288,50.741609511911136,0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,178,9293.0,60.14899826049805,81.11888111888112,81.18000430612415,80.68529319041615,0
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,50,72,2350.0,60.49700164794922,75.17391304347825,64.54621283383715,54.800786885772965,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,2000,206,10000.0,63.89899826049805,59.9375,60.47116757216882,57.705214945572045,0
GMSC,LBagExecutorMAXChunk,25,4,50,206,12300.0,60.00299835205078,93.39591836734694,66.89555921052633,52.039977851007095,0.0
airlines,OzaBagASHTExecutorMAXChunk,25,4,50,116,6900.0,60.12699890136719,65.43065693430657,61.929249631495665,57.09648447523736,0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,500,674,40000.0,60.220001220703125,76.69367088607595,76.265823767499,75.46989819537642,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,66,3901.0,60.117000579833984,93.79381978706829,64.96674264788311,51.91588337997178,0
covtypeNorm,LBagExecutorMAXChunk,25,4,500,21,1201.0,60.071998596191406,49.07275320970042,?,?,2.0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,358,16000.0,60.15999984741211,78.11428571428571,79.2166517837598,76.57508364706288,0
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,500,72,3000.0,64.70500183105469,71.76,61.76918558928056,56.596982801570384,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,321,19200.0,60.01499938964844,93.62402088772845,74.37687712361095,51.918123003774674,0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,2
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,4,1201.0,60.08599853515625,49.50071326676177,?,?,0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,30,1801.0,60.0880012512207,0.0,?,?,0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,5,1500.0,64.65799713134766,43.5,?,?,0
covtypeNorm,LBagExecutorMAXChunk,25,4,500,19,901.0,60.07099914550781,55.11221945137157,?,?,1.0
airlines,LBagExecutorMAXChunk,25,4,500,52,3000.0,70.7030029296875,69.67999999999999,57.50490003653804,54.40443213296399,4.0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,52,3000.0,62.83700180053711,51.0,?,?,0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,6,300.0,60.183998107910156,84.0,83.05418719211823,83.90944006468567,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,91,5401.0,60.132999420166016,78.188124872475,77.32591718169081,76.06168407345035,0
covtypeNorm,LBagExecutorMAXChunk,25,4,50,20,1200.0,60.268001556396484,58.608695652173914,?,?,8.0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,65,3900.0,60.0260009765625,71.32467532467533,62.065522398466754,?,0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,13,601.0,60.08399963378906,0.0,?,?,0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,2000,4,1201.0,60.08700180053711,0.0,?,?,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,1024,60997.0,60.029998779296875,93.32862979309893,74.25960392206143,50.18518053468315,0
GMSC,OzaBagExecutorMAXChunk,25,4,50,67,3901.0,60.11800003051758,93.87172163074527,63.720889815780325,50.94412953528975,0
GMSC,OzaBagExecutorMAXChunk,25,4,2000,329,19501.0,60.1619987487793,93.56036797897262,73.89993811213512,52.525983505678134,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,31,1801.0,60.095001220703125,63.67789834380354,?,?,0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,171,7617.0,60.00899887084961,66.578564820933,?,?,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,231,13801.0,60.15700149536133,79.55258028980595,79.41130675986892,79.58868589878337,0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,40
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,36,2100.0,60.1879997253418,65.70731707317073,67.58435451459387,?,0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,12
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,2000,192,10000.0,64.20800018310547,48.875,?,?,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,89,5101.0,60.12799835205078,77.26539825862625,80.44640216334982,72.10449625312239,0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,2342,136000.0,60.13800048828125,93.4,75.3,51.0,
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,7,300.0,60.20899963378906,65.2,?,?,0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,24,1200.0,60.125999450683594,56.52173913043478,?,?,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,64,3601.0,60.11199951171875,49.242179941954205,47.667611889873484,?,0
elecNormNew,LBagExecutorMAXChunk,25,4,500,97,5701.0,60.12300109863281,77.36973658911748,76.20167698005069,76.35198401592189,12.0
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,712,42500.0,60.00199890136719,78.9776207302709,78.64936837644392,78.05706382779054,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,452,26950.0,60.012001037597656,81.04832713754647,81.18614576111955,79.8254702755242,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,266,15901.0,60.167999267578125,79.91039542886826,?,?,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,147,8701.0,60.137001037597656,79.07774958961349,79.28214129833353,77.83587040169593,0
GMSC,LBagExecutorMAXChunk,25,4,50,22,1201.0,60.0890007019043,94.6133796698523,76.56220941045193,58.093214336308264,0.0
GMSC,LBagExecutorMAXChunk,25,4,500,23,1201.0,60.0890007019043,94.57917261055636,97.27793696275072,53.65853658536586,0.0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,43,2401.0,60.0989990234375,82.04488778054862,83.71444885529394,81.05464836706071,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,15,901.0,60.09199905395508,94.33962264150944,?,50.0,0
elecNormNew,LBagExecutorMAXChunk,25,4,50,60,3601.0,60.11399841308594,80.42804843705999,79.72765508334103,79.77208318771498,61.0
airlines,LBagExecutorMAXChunk,25,4,50,57,3200.0,61.178001403808594,69.65079365079364,57.00572856030408,54.13156064002473,23.0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,285,10650.0,60.07500076293945,70.0377358490566,59.311858912006855,58.9481661721425,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,787,44811.0,57.803001403808594,78.12055697230936,78.10227498402527,76.71291241408062,0
GMSC,OzaBagExecutorMAXChunk,25,4,500,362,21601.0,60.167999267578125,93.62589450736932,74.48858691938801,52.43296462637678,0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,21,1200.0,60.04600143432617,56.869565217391305,?,?,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,79,4501.0,60.124000549316406,93.7624950019992,69.28223027699467,52.38436467665271,0
GMSC,LBagExecutorMAXChunk,25,4,50,114,6601.0,60.130001068115234,93.75667836971455,67.84856907556104,53.5567084328254,0.0
airlines,OzaBagASHTExecutorMAXChunk,25,4,2000,114,6000.0,61.9010009765625,61.425,59.81849673244724,54.738461538461536,0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,1060,44324.0,42.86399841308594,79.7646474228667,79.72103862744153,78.54922911702086,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,7,301.0,60.07899856567383,0.0,?,?,0
airlines,LBagExecutorMAXChunk,25,4,50,32,1800.0,60.19900131225586,72.74285714285715,57.32513142523364,54.30341603084132,0.0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,9,301.0,60.08300018310547,94.01993355481729,?,50.0,0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,500,134,7801.0,60.1150016784668,81.30393096836049,80.63559885975691,80.74417297203274,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,1243,42680.0,36.69300079345703,79.41590429275158,79.25126776209072,78.34674307392933,0
covtypeNorm,LBagExecutorMAXChunk,25,4,500,5,1500.0,64.48899841308594,44.9,?,?,3.0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,500,41,2401.0,60.10599899291992,77.5907417148869,76.83267581609165,77.88339957171262,0
GMSC,OzaBagExecutorMAXChunk,25,4,50,335,20101.0,60.16299819946289,93.59632936013168,73.46883651963718,52.50769001364382,0
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,43
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,90,5401.0,60.112998962402344,47.427227286092325,42.08558120558376,?,3.0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,6,301.0,60.066001892089844,0.0,?,?,0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,42,2401.0,60.10499954223633,79.55112219451371,82.06925915413001,78.29593267882188,0
GMSC,OzaBagExecutorMAXChunk,25,4,500,1236,73854.0,60.0620002746582,93.37186792812935,74.75907026831146,51.89534310775659,0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,2000,43,2401.0,60.099998474121094,61.59600997506235,?,?,0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,380,22750.0,60.0099983215332,82.85462555066078,82.65550661666575,82.1957995274536,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,9,301.0,60.08100128173828,39.8671096345515,?,50.0,0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,96,5701.0,60.11800003051758,93.8473370505672,75.7,51.5,
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,128,7500.0,61.73699951171875,55.84285714285714,47.1135116764308,?,0
GMSC,OzaBagExecutorMAXChunk,25,4,50,1852,110150.0,60.00600051879883,93.43051771117166,76.95458268923869,51.87837164822715,0
airlines,OzaBagExecutorMAXChunk,25,4,50,100,5950.0,60.013999938964844,66.33898305084746,61.59214734293453,56.463853897023895,0
covtypeNorm,LBagExecutorMAXChunk,25,4,500,4,1201.0,60.077999114990234,48.93009985734665,?,?,2.0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,128,7501.0,60.14099884033203,79.07653153972005,78.71667014485462,77.48412387889003,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,251,15001.0,60.16699981689453,83.0914320112367,82.9245707670948,82.80665296664499,0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,113,6000.0,67.29900360107422,47.175,?,?,0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,2000,21,1201.0,60.08700180053711,0.0,?,?,0
GMSC,LBagExecutorMAXChunk,25,4,50,83,4800.0,60.012001037597656,93.6842105263158,67.35625619288781,53.92566549628965,0.0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,21,1200.0,60.42900085449219,65.82608695652173,?,?,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,50,3001.0,60.11199951171875,76.24534056252118,75.55443120811469,74.21016375091492,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,6,301.0,60.07699966430664,0.0,?,?,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,500,200,12000.0,60.167999267578125,93.49565217391304,71.83516675397242,51.43047630984212,0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,326,18000.0,62.25600051879883,93.55624999999999,71.84913468773514,51.17406558747114,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,278,16501.0,60.150001525878906,93.40735121715744,69.42835658214051,51.591092593583255,0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,20,1200.0,60.0359992980957,56.434782608695656,?,?,0
airlines,OzaBagAdwinExecutorMAXChunk,25,4,2000,20,1201.0,60.08300018310547,77.85179017485429,?,50.0,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,46,5400.0,120.02100372314453,83.88785046728971,83.12442421797884,83.13541882988163,0
elecNormNew,LBagExecutorMAXChunk,25,4,50,17,1800.0,120.08000183105469,77.4857142857143,76.57920310981537,76.79110266955237,32.0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,65,3901.0,60.117000579833984,93.58232509205682,67.00424178154825,52.26848315083609,0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,54
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,500,1003,59801.0,60.02899932861328,93.34243941923408,73.16595410467907,52.52171281357029,0
GMSC,OzaBagExecutorMAXChunk,25,4,50,1029,61296.0,60.0369987487793,93.3758939359305,74.22505185221297,52.34508570184448,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,251,15001.0,60.159000396728516,80.57841704484271,80.41706571302832,80.37797545444042,0
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,4,1201.0,60.08399963378906,0.0,?,?,1.0
airlines,OzaBagASHTExecutorMAXChunk,25,4,2000,22,1201.0,60.07699966430664,77.85179017485429,?,50.0,0
GMSC,OzaBagExecutorMAXChunk,25,4,2000,1202,71761.0,60.051998138427734,93.41465862014593,76.36143734748507,53.14040724900988,0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,31,1801.0,60.0989990234375,40.31093836757357,?,50.0,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,10,600.0,60.124000549316406,64.0,63.76431297709924,63.91031822565092,0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,8,301.0,60.07699966430664,0.0,?,?,0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,1160,37903.0,39.17599868774414,75.3251817396875,75.01312090849608,73.61664932537649,0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,48,2700.0,60.029998779296875,94.26415094339623,63.86787695410994,50.586666666666666,0
GMSC,OzaBagExecutorMAXChunk,25,4,2000,240,14000.0,60.28799819946289,93.35833333333333,72.94479713834554,51.986607142857146,0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,68,3900.0,60.27399826049805,74.88311688311688,64.9041240121336,?,0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,42,2401.0,60.108001708984375,82.09272649936197,81.44551087850556,82.25399198675368,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,479,28500.0,60.150001525878906,78.54285714285714,78.539823630481,77.16004013844659,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,89,10200.0,120.06400299072266,81.37931034482759,81.14443927560396,80.92526441399812,0
GMSC,LBagExecutorMAXChunk,25,4,500,90,5401.0,60.12300109863281,93.65435625382575,67.63826015816744,54.73014974535392,0.0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,871,52027.0,60.00600051879883,93.34523647796301,75.3,51.7,
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,8,301.0,60.08000183105469,79.06976744186046,?,50.0,0
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,5,1501.0,60.08700180053711,0.0,?,?,1.0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,181,9150.0,60.03300094604492,60.967032967032964,?,?,0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,99,5701.0,60.13600158691406,76.97919481221291,79.93776757283302,72.34537416241983,0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,5,1500.0,61.51599884033203,44.800000000000004,?,?,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,250,15001.0,60.159000396728516,78.92469810014614,78.74129893004451,78.74365312564939,0
elecNormNew,LBagExecutorMAXChunk,25,4,50,16,900.0,60.020999908447266,72.58823529411764,72.58314855875831,72.56301194610131,14.0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,390,22733.0,60.16999816894531,78.72473833984469,?,51.569913573572116,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,46,2701.0,60.099998474121094,81.02710413694722,80.8082297246384,80.95426192004477,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,452,26000.0,61.071998596191406,78.16666666666666,?,?,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,64,3600.0,60.03900146484375,94.22535211267605,47.15252325909219,49.95519713261648,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,7,301.0,60.07500076293945,0.0,?,?,0
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,23,1201.0,60.08599853515625,0.0,?,?,1.0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,30,1801.0,60.09600067138672,40.31093836757357,?,50.0,0
elecNormNew,LBagExecutorMAXChunk,25,4,50,87,10198.0,120.0009994506836,82.81434765471029,82.56260355497558,82.48866529588119,199.0
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,1408,39898.0,32.3120002746582,76.20691405655108,75.73220893396422,75.1625394847212,0
elecNormNew,LBagExecutorMAXChunk,25,4,500,335,19000.0,60.3650016784668,78.36756756756756,?,?,38.0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,644,36000.0,60.25400161743164,75.44411764705883,?,?,0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,19,900.0,60.0880012512207,76.8235294117647,77.02687569988802,76.73334773289912,0
covtypeNorm,LBagExecutorMAXChunk,25,4,50,0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,5,1501.0,60.08000183105469,60.50999310820124,?,?,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,1418,40799.0,32.28799819946289,76.26243827390257,75.77005576729981,75.13621639692343,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,17,901.0,60.08700180053711,93.88954171562868,58.43890208498285,51.692336191383504,0
airlines,OzaBagAdwinExecutorMAXChunk,25,4,2000,185,10000.0,68.48500061035156,59.475,59.93042121502974,57.18905443021845,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,50,3001.0,60.11199951171875,82.68383598780075,81.97055108706974,82.88817290718869,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,500,17,901.0,60.09000015258789,94.2643391521197,72.24310776942356,52.04163791120313,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,5,3000.0,120.2040023803711,67.22033898305084,59.82505126397317,?,0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,500,48,2701.0,60.106998443603516,94.22989550204453,69.43937550689375,51.46681965959075,0
covtypeNorm,LBagExecutorMAXChunk,25,4,500,95,5500.0,60.78900146484375,57.379999999999995,46.567314305534595,?,11.0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,216,12901.0,60.14799880981445,79.27713053848271,?,52.72524328425218,0
GMSC,LBagExecutorMAXChunk,25,4,50,418,24850.0,60.03300094604492,93.44758064516128,70.10112568583892,52.39629914677353,0.0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,500,9,301.0,60.07699966430664,94.01993355481729,?,50.0,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,50,23,1201.0,60.08300018310547,74.97827975673329,55.50244287708471,52.6599334073252,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,86,5101.0,60.12699890136719,93.92199564442684,70.89627818798643,52.89351516030756,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,416,24451.0,60.1619987487793,78.37067391207519,79.13124592692267,76.6342083644165,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,143,8401.0,60.13600158691406,93.40728011248243,68.65120628088248,51.85454577514459,0
GMSC,LBagExecutorMAXChunk,25,4,2000,416,24728.0,60.159000396728516,93.32101372756073,69.88717878726321,53.14833239118146,0.0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,20,1200.0,60.040000915527344,57.47826086956521,?,?,0
airlines,LBagExecutorMAXChunk,25,4,2000,29,1501.0,60.09000015258789,76.21585609593605,?,50.0,0.0
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,72
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,740,44000.0,60.14799880981445,93.32619047619048,75.9,51.0,
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,82,4801.0,60.117000579833984,93.75223134594788,75.8,51.2,
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,588,31676.0,60.17100143432617,93.58067124949454,76.66207514115797,53.68206153764733,0
