dataset,algorithm,ensemble_size,cores,instances,time,delay,out_rate,acc
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,102221.0,599.572021484375,498.0,170.4899444580078,80.00399999999999
GMSC,LBagExecutorMAXChunk,25,4,53023.0,599.5289916992188,971.0,88.44109344482422,93.37596899224806
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,33731.0,599.2830200195312,573.0,56.28559112548828,79.06076519129782
airlines,OzaBagASHTExecutorMAXChunk,25,4,151493.0,599.3070068359375,151.0,252.78028869628906,63.71499421391965
airlines,OzaBagAdwinExecutorMAXChunk,25,4,30651.0,599.2760009765625,1799.0,51.1467170715332,67.13204373423045
elecNormNew,LBagExecutorMAXChunk,25,4,44917.0,490.3009948730469,819.0,91.61106872558594,90.14001138303928
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,45290.0,169.14700317382812,264.0,267.7552490234375,71.95577667219459
airlines,LBagExecutorMAXChunk,25,4,10891.0,599.218017578125,2685.0,18.17535400390625,61.586854460093896
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,7128.0,599.2139892578125,7268.0,11.895583152770996,66.81938325991189
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,34914.0,599.4030151367188,1047.0,58.247955322265625,93.56445739257101
GMSC,OzaBagExecutorMAXChunk,25,4,149845.0,408.2229919433594,105.0,367.0665283203125,93.29094863643968
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,10809.0,599.2119750976562,4394.0,18.038692474365234,65.55670103092783
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,30409.0,599.2899780273438,1353.0,50.74171447753906,89.12479201331115
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,12812.0,599.3319702148438,2648.0,21.377134323120117,91.37777777777778
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,7177.0,599.2139892578125,1259.0,11.977356910705566,82.09859154929578
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,45289.0,227.22300720214844,228.0,199.31520080566406,84.2169341449917
GMSC,OzaBagASHTExecutorMAXChunk,25,4,150000.0,335.28399658203125,108.0,447.3819274902344,93.1259803103621
covtypeNorm,LBagExecutorMAXChunk,25,4,24593.0,599.2849731445312,2385.0,41.03723907470703,80.93709327548807
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,90329.0,599.2890014648438,312.0,150.72694396972656,93.39
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50208.0,599.5289916992188,722.0,83.74574279785156,87.31160896130346
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,44073.0,599.3790283203125,891.0,73.53109741210938,93.40127388535032
airlines,OzaBagExecutorMAXChunk,25,4,194747.0,599.3820190429688,253.0,324.9129943847656,64.43619489559165
elecNormNew,OzaBagExecutorMAXChunk,25,4,45294.0,203.22900390625,146.0,222.87173461914062,78.47438752783964
covtypeNorm,OzaBagExecutorMAXChunk,25,4,135033.0,599.3909912109375,197.0,225.28366088867188,82.44559970293354
