,algorithm,dataset,cores_x,instances,time,delay,acc,ensemble_size,inc_rate_x,cores_y,duration,avg_measure,sum_measure,inc_rate_y,prod_rate,tt_inst_prod,avg_times_duration,joules,IPS,JPI,tput
13,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,12812.0,599.3319702148438,2648.0,91.37777777777778,25,100,4,611,2.8905540417801996,3182.4999999999995,,,,1766.1285195277019,1732.4014488726068,21.377134270690174,0.13784955662876225,21.377134270690174
22,OzaBagExecutorMAXChunk,elecNormNew,4,45294.0,203.22900390625,146.0,78.47438752783964,25,100,4,217,3.0170918367346933,1182.6999999999998,,,,654.7089285714285,613.16056867327,222.87173154130218,0.014454650253265961,222.87173154130218
15,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,45289.0,227.22300720214844,228.0,84.2169341449917,25,100,4,241,2.9211009174311924,1273.6,,,,703.9853211009174,663.7413347996702,199.31520385041267,0.015544289366091488,199.31520385041267
6,OzaBagASHTExecutorMAXChunk,elecNormNew,4,45290.0,169.14700317382812,264.0,71.95577667219459,25,100,4,183,2.8518072289156624,946.8,,,,521.8807228915662,482.37464640054355,267.75526110537476,0.01152308948755942,267.75526110537476
5,LBagExecutorMAXChunk,elecNormNew,4,44917.0,490.3009948730469,819.0,90.14001138303928,25,100,4,504,2.842464246424642,2583.7999999999997,,,,1432.6019801980196,1393.6630479130674,91.61107252419569,0.03189442705875325,91.61107252419569
12,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,30409.0,599.2899780273438,1353.0,89.12479201331115,25,100,4,611,2.8985480943738655,3194.2,,,,1771.012885662432,1737.070823788513,50.74171288513109,0.0582397607834007,50.74171288513109
14,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,7177.0,599.2139892578125,1259.0,82.09859154929578,25,100,4,612,3.0817934782608694,3402.2999999999997,,,,1886.057608695652,1846.6537641774053,11.977357219062,0.26279191984055345,11.977357219062
23,OzaBagExecutorMAXChunk,covtypeNorm,4,135033.0,599.3909912109375,197.0,82.44559970293354,25,100,4,613,2.9847963800904975,3298.2,,,,1829.680180995475,1789.0600608252614,225.2836662212683,0.013549874334388446,225.2836662212683
2,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,33731.0,599.2830200195312,573.0,79.06076519129782,25,100,4,612,3.0047144152311875,3314.2,,,,1838.8852221214868,1800.674329055966,56.28559273863737,0.054516178652322396,56.28559273863737
0,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,102221.0,599.572021484375,498.0,80.00399999999999,25,100,4,613,2.8526696832579184,3152.2,,,,1748.686515837104,1710.3809286181418,170.4899433881671,0.017106920455064067,170.4899433881671
