,algorithm,dataset,cores_x,instances,time,delay,acc,ensemble_size,inc_rate_x,cores_y,duration,avg_measure,sum_measure,inc_rate_y,prod_rate,tt_inst_prod,avg_times_duration,joules,IPS,JPI,tput
13,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,13248.0,599.5800170898438,2083.0,91.15415019762844,25,100,4,612,2.980598368087035,3287.6,,,,1824.1262012692655,1787.1072204755849,22.09546619699112,0.13769068548228153,22.09546619699112
22,OzaBagExecutorMAXChunk,elecNormNew,4,45301.0,275.22100830078125,76.0,77.33112582781457,25,100,4,288,2.8919385796545103,1506.6999999999998,,,,832.878310940499,795.9222518364435,164.5986266807504,0.018385428819242378,164.5986266807504
15,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,45294.0,214.1660003662109,335.0,84.73660714285714,25,100,4,228,3.0276029055690077,1250.4,,,,690.2934624697338,648.4096049828333,211.4901521368938,0.015240284860461292,211.4901521368938
6,OzaBagASHTExecutorMAXChunk,elecNormNew,4,45293.0,156.09800720214844,115.0,75.60491071428571,25,100,4,170,2.9915309446254073,918.4000000000001,,,,508.56026058631926,466.97201893958675,290.1574517946608,0.011228230865394637,290.1574517946608
5,LBagExecutorMAXChunk,elecNormNew,4,45310.0,546.3079833984375,680.0,90.11673151750972,25,100,4,559,2.894345238095238,2917.5,,,,1617.938988095238,1581.20391028268,82.93856465017859,0.03570820984540362,82.93856465017859
12,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,16964.0,599.260986328125,1879.0,89.22981366459626,25,100,4,612,2.877898550724638,3177.2000000000003,,,,1761.2739130434784,1724.612324059528,28.308200245012067,0.10382421086085111,28.308200245012067
14,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,5380.0,599.343994140625,2730.0,82.12322274881517,25,100,4,612,2.863957597173145,3242.0,,,,1752.7420494699645,1716.4957853391397,8.976481040264972,0.3257884850315919,8.976481040264972
23,OzaBagExecutorMAXChunk,covtypeNorm,4,91720.0,599.4869995117188,397.0,80.5010989010989,25,100,4,612,2.8743427017225747,3170.4,,,,1759.0977334542156,1723.1310818240734,152.99747963626535,0.019178998402248317,152.99747963626535
2,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,27717.0,599.4149780273438,1668.0,78.37725118483412,25,100,4,612,3.0792384406165003,3396.4,,,,1884.4939256572982,1845.7416422230917,46.24008577699509,0.06799054463532482,46.24008577699509
0,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,137698.0,599.5230102539062,401.0,82.5401353081002,25,100,4,613,2.931374321880651,3242.1,,,,1796.932459312839,1757.426357634891,229.6792577513964,0.013049807980601309,229.6792577513964
17,LBagExecutorMAXChunk,covtypeNorm,4,17360.0,599.219970703125,2362.0,76.67477203647415,25,100,4,613,3.117811934900543,3448.3,,,,1911.2187160940327,1868.2551762889568,28.970997044090115,0.11009324401463322,28.970997044090115
19,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,19662.0,599.2949829101562,2051.0,76.45883940620783,25,100,4,613,3.0714673913043478,3390.9,,,,1882.8095108695652,1840.7149977808413,32.808550981892076,0.09575879925081707,32.808550981892076
8,StreamingRandomPatchesExecutorMAXChunk,airlines,4,9120.0,602.8389892578125,6678.0,65.25227963525836,25,100,4,614,3.4518518518518517,3821.2,,,,2119.437037037037,2080.910881438079,15.128417641380699,0.23239441195581548,15.128417641380699
21,OzaBagExecutorMAXChunk,airlines,4,293418.0,599.3679809570312,349.0,61.86992564738056,25,100,4,613,3.68289592760181,4069.6,,,,2257.6152036199096,2207.4098962015696,489.5456703100648,0.007694194642523327,489.5456703100648
4,OzaBagAdwinExecutorMAXChunk,airlines,4,28460.0,599.2420043945312,1513.0,67.39026629935721,25,100,4,614,3.3635049683830176,3723.4000000000005,,,,2065.1920505871726,2015.553459044804,47.493332896040435,0.0725647241949112,47.493332896040435
3,OzaBagASHTExecutorMAXChunk,airlines,4,124748.0,599.31201171875,379.0,65.58126388047648,25,100,4,612,3.3351767905711696,3678.7,,,,2041.1281958295558,1998.8115117948919,208.1520102396058,0.016362011381581717,208.1520102396058
7,LBagExecutorMAXChunk,airlines,4,17834.0,599.2440185546875,2111.0,60.76680972818311,25,100,4,613,3.657052441229656,4044.7,,,,2241.773146473779,2191.466800947689,29.760831060130897,0.12570220626184697,29.760831060130897
11,AdaptiveRandomForestExecutorMAXChunk,airlines,4,7838.0,599.2030029296875,5997.0,66.27796610169491,25,100,4,611,3.119436875567666,3434.5,,,,1905.9759309718438,1869.1759432897472,13.080708810999964,0.24317120834037304,13.080708810999964
