,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,joules,JPI,PERC
16,StreamingRandomPatchesExecutorRUNPER,elecNormNew,2,1,97,94.84051513671876,11382.0,120.01200103759766,3949.0,91.50412932700756,126,3.6318777292576425,831.7000000000002,94.84271915739731,11400.0,435.868913812096,0.038294580373580744,0
25,StreamingRandomPatchesExecutorRUNPER,elecNormNew,2,1,54,49.931671142578125,5992.0,120.00399780273438,1002.0,91.13818424566088,125,3.4128318584070794,771.3,49.92635862103397,6000.0,409.55346683738503,0.06835004453227388,0
111,StreamingRandomPatchesExecutorRUNPER,elecNormNew,2,1,10,10.003750801086426,1200.0,119.95500183105467,82.0,90.58333333333334,125,3.211061946902656,725.7000000000002,9.98892893709472,1200.0,385.1829417203381,0.3209857847669484,0
35,StreamingRandomPatches,elecNormNew,1,1,97,90.04624938964844,10806.0,120.00499725341795,5180.0,91.68054784379048,126,3.5082969432314406,803.3999999999999,94.84666455896301,11400.0,421.0131650366636,0.03896105543556021,0
50,StreamingRandomPatches,elecNormNew,1,1,54,49.81209945678711,5978.0,120.01100158691406,1028.0,91.51890264302442,125,3.3929824561403503,773.5999999999999,49.92552775443297,6000.0,407.19522292823115,0.06811562778993495,0
96,StreamingRandomPatches,elecNormNew,1,1,10,10.00341796875,1200.0,119.95899963378906,102.0,90.75,125,3.2154185022026436,729.9000000000001,9.988762642027718,1200.0,385.7183869282055,0.32143198910683796,0
139,OzaBagExecutorRUNPER,elecNormNew,2,1,577,531.423583984375,42000.0,79.03299713134766,1792.0,83.03095238095239,87,3.5006289308176095,556.5999999999999,571.8829275680588,45312.0,276.66519624722076,0.00658726657731478,0
135,OzaBagExecutorRUNPER,elecNormNew,2,1,320,314.5270080566406,37725.0,119.94200134277344,633.0,82.22929092113984,128,3.3524229074889877,761.0000000000002,319.25117212548196,38336.0,402.0963128715886,0.01065861664338207,0
61,OzaBagExecutorRUNPER,elecNormNew,2,1,64,59.93283462524414,7192.0,120.0009994506836,129.0,87.68075639599556,128,3.1918103448275863,740.5,59.90614703630978,7200.0,383.02043143634137,0.053256455983918434,0
143,OzaBagAdwinExecutorRUNPER,elecNormNew,2,1,444,414.9712829589844,42813.0,103.1709976196289,2308.0,85.87812113143204,111,3.512376237623762,709.5,438.76365326516384,45312.0,362.3753604511223,0.008464143144631824,0
129,OzaBagAdwinExecutorRUNPER,elecNormNew,2,1,247,244.716064453125,29351.0,119.93900299072266,777.0,86.9374126946271,128,3.353448275862069,778.0,244.49183250172845,29351.0,402.2092427878544,0.01370342553193603,0
118,OzaBagAdwinExecutorRUNPER,elecNormNew,2,1,49,45.00112533569336,5400.0,119.99700164794922,88.0,90.53703703703704,128,3.205172413793104,743.6000000000001,44.93297497898967,5400.0,384.61107941989246,0.07122427396664675,0
