dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,14,1200.0,119.94599914550781,69780.0,10.004502296447754
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,398,45312.0,114.91200256347656,76.0,394.3191223144531
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,32,3600.0,119.96700286865234,35757.0,30.008251190185547
GMSC,LBagExecutorMAXChunk,25,4,50,205,24559.0,119.88300323486328,142.0,204.85806274414062
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,32,3600.0,120.13400268554688,942.0,29.966537475585938
GMSC,LBagExecutorMAXChunk,25,4,500,210,25158.0,119.83300018310547,1451.0,209.94216918945312
elecNormNew,LBagExecutorMAXChunk,25,4,500,163,19168.0,119.83200073242188,1891.0,159.957275390625
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,185,22163.0,119.83899688720703,1871.0,184.93980407714844
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,862,45312.0,52.823001861572266,38.0,857.80810546875
GMSC,OzaBagExecutorMAXChunk,25,4,2000,108,12580.0,120.0009994506836,9992.0,104.83245849609375
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,442,45312.0,103.11100006103516,65.0,439.4487609863281
elecNormNew,LBagExecutorMAXChunk,25,4,50,32,3600.0,119.99299621582031,876.0,30.001750946044922
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,470,45312.0,96.66000366210938,663.0,468.7771301269531
covtypeNorm,LBagExecutorMAXChunk,25,4,500,38,4200.0,119.96800231933594,8692.0,35.009334564208984
GMSC,LBagExecutorMAXChunk,25,4,2000,42,4800.0,119.9729995727539,25676.0,40.009002685546875
GMSC,OzaBagExecutorMAXChunk,25,4,500,977,116610.0,119.91699981689453,330.0,972.422607421875
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,73,8000.0,121.66400146484375,20167.0,65.75486755371094
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,99,11381.0,119.81099700927734,13273.0,94.99127960205078
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,59,6600.0,120.197998046875,610.0,54.909400939941406
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,32,3600.0,120.10399627685547,926.0,29.974023818969727
GMSC,OzaBagExecutorMAXChunk,25,4,500,543,64692.0,119.9209976196289,544.0,539.4551391601562
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,500,58,6600.0,119.99099731445312,5651.0,55.004127502441406
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,847,45312.0,53.801998138427734,421.0,842.19921875
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,90,10782.0,119.81400299072266,3746.0,89.9894790649414
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,449,53311.0,119.89800262451172,2720.0,444.6362609863281
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,58,6600.0,120.13300323486328,573.0,54.93910598754883
GMSC,LBagExecutorMAXChunk,25,4,50,378,44925.0,119.91999816894531,61.0,374.624755859375
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,38,4200.0,119.96800231933594,8036.0,35.009334564208984
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,500,32,3600.0,119.96700286865234,9396.0,30.008251190185547
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,41,4800.0,119.9739990234375,29074.0,40.0086669921875
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,288,34143.0,119.9020004272461,109.0,284.7575378417969
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,23,2400.0,120.14600372314453,1363.0,19.975696563720703
covtypeNorm,LBagExecutorMAXChunk,25,4,500,39,4200.0,119.96700286865234,8560.0,35.00962829589844
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,23,2400.0,119.96299743652344,14311.0,20.006168365478516
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,85,10184.0,120.01100158691406,362.0,84.85888671875
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,500,171,20366.0,119.81400299072266,2015.0,169.98013305664062
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,90,10783.0,120.00199890136719,14084.0,89.8568344116211
GMSC,OzaBagExecutorMAXChunk,25,4,500,110,13179.0,120.00800323486328,2404.0,109.81767272949219
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,50,6000.0,120.11100006103516,522.0,49.953792572021484
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,862,44892.0,52.79100036621094,1664.0,850.3721923828125
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,68,7800.0,120.16899871826172,525.0,64.90858459472656
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,850,101830.0,119.98300170898438,1532.0,848.7035522460938
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,160,19168.0,119.81199645996094,1676.0,159.98397827148438
GMSC,LBagExecutorMAXChunk,25,4,500,42,4800.0,119.97699737548828,6679.0,40.007667541503906
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,88,10200.0,120.00399780273438,309.0,84.9971694946289
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,206,24559.0,119.8499984741211,1346.0,204.9144744873047
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,6,600.0,119.93499755859375,46326.0,5.002709865570068
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,154,17970.0,119.82099914550781,9712.0,149.9737091064453
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,10,1200.0,119.93900299072266,24036.0,10.005085945129395
GMSC,OzaBagExecutorMAXChunk,25,4,500,992,118404.0,119.83799743652344,330.0,988.0338745117188
elecNormNew,LBagExecutorMAXChunk,25,4,50,163,19168.0,119.8740005493164,182.0,159.90122985839844
elecNormNew,LBagExecutorMAXChunk,25,4,2000,294,34739.0,119.8740005493164,4641.0,289.79595947265625
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,479,45312.0,95.45800018310547,2605.0,474.6799621582031
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,123,14376.0,119.81500244140625,215.0,119.98497772216797
GMSC,LBagExecutorMAXChunk,25,4,50,42,4800.0,120.01899719238281,652.0,39.99366760253906
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,18,1800.0,119.95700073242188,70011.0,15.005376815795898
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,19,1800.0,119.9540023803711,70634.0,15.005751609802246
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,206,24559.0,119.84600067138672,5466.0,204.9213104248047
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,4,2400.0,119.94599914550781,15433.0,20.009004592895508
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,170,20366.0,119.8219985961914,1590.0,169.9687957763672
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,56,6600.0,119.99400329589844,5618.0,55.002750396728516
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,17,1800.0,119.95700073242188,73957.0,15.005376815795898
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,809,96439.0,119.98200225830078,1649.0,803.7788696289062
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,102,11980.0,119.80999755859375,3103.0,99.99165344238281
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,9,600.0,119.93499755859375,45496.0,5.002709865570068
GMSC,OzaBagExecutorMAXChunk,25,4,2000,543,64692.0,119.91799926757812,2234.0,539.4686279296875
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,68,7800.0,119.99700164794922,21406.0,65.00162506103516
GMSC,LBagExecutorMAXChunk,25,4,50,369,43727.0,119.91799926757812,87.0,364.6408386230469
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,476,45312.0,95.4520034790039,2600.0,474.70977783203125
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,1396,150000.0,108.18800354003906,1014.0,1386.475341796875
GMSC,OzaBagExecutorMAXChunk,25,4,500,108,12580.0,120.00800323486328,2542.0,104.82633972167969
GMSC,LBagExecutorMAXChunk,25,4,2000,210,25158.0,119.8280029296875,5972.0,209.950927734375
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,23,2400.0,119.95600128173828,15691.0,20.007335662841797
GMSC,LBagExecutorMAXChunk,25,4,2000,39,4200.0,119.97200012207031,31308.0,35.0081672668457
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,23,2400.0,119.95999908447266,53993.0,20.006668090820312
elecNormNew,LBagExecutorMAXChunk,25,4,500,294,34742.0,119.87799835205078,1169.0,289.8113098144531
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,32,3600.0,119.98899841308594,869.0,30.002750396728516
GMSC,OzaBagExecutorMAXChunk,25,4,2000,977,116610.0,119.8280029296875,1376.0,973.1448364257812
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,479,45312.0,95.46700286865234,57.0,474.63519287109375
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,2000,73,8000.0,122.13500213623047,20901.0,65.50128936767578
GMSC,OzaBagExecutorMAXChunk,25,4,50,940,112424.0,119.88800048828125,33.0,937.7418823242188
elecNormNew,LBagExecutorMAXChunk,25,4,2000,32,3600.0,119.9729995727539,35733.0,30.006752014160156
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,6,600.0,119.93699645996094,64454.0,5.002626419067383
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,500,79,8986.0,120.00399780273438,3561.0,74.8808364868164
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,800,95840.0,119.98600006103516,376.0,798.7598266601562
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,8,600.0,119.94000244140625,63009.0,5.002501010894775
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,42,4800.0,120.2020034790039,843.0,39.932777404785156
covtypeNorm,LBagExecutorMAXChunk,25,4,50,38,4200.0,120.14199829101562,863.0,34.95863342285156
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,94,10782.0,119.81600189208984,2939.0,89.98798370361328
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,371,44326.0,119.91999816894531,75.0,369.6297607421875
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,90,10783.0,120.00399780273438,333.0,89.85533905029297
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,155,18569.0,119.81099700927734,6999.0,154.98577880859375
GMSC,OzaBagExecutorMAXChunk,25,4,50,977,116610.0,119.86499786376953,30.0,972.844482421875
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,56,6600.0,119.99500274658203,23775.0,55.002288818359375
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,500,398,45312.0,114.9010009765625,774.0,394.35687255859375
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,500,85,10185.0,120.0009994506836,3143.0,84.8742904663086
GMSC,OzaBagASHTExecutorMAXChunk,25,4,50,850,101661.0,120.00399780273438,32.0,847.1467895507812
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,171,20366.0,119.9020004272461,187.0,169.85537719726562
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,500,6,600.0,119.93800354003906,45637.0,5.002584457397461
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,1530,150000.0,98.41400146484375,225.0,1524.17333984375
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,7,600.0,119.93399810791016,45547.0,5.00275182723999
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,717,45312.0,63.46200180053711,46.0,714.0020751953125
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,95,11381.0,119.81800079345703,2801.0,94.98572540283203
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,154,17970.0,119.8759994506836,196.0,149.9049072265625
covtypeNorm,OzaBagExecutorMAXChunk,25,4,2000,50,6000.0,124.60299682617188,24135.0,48.15293502807617
GMSC,OzaBagExecutorMAXChunk,25,4,50,543,64692.0,119.93800354003906,52.0,539.378662109375
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,95,11382.0,120.00599670410156,11319.0,94.84526062011719
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,24,2400.0,119.95600128173828,58510.0,20.007335662841797
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,4,2400.0,119.96199798583984,54293.0,20.006336212158203
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,43,4800.0,120.33200073242188,842.0,39.8896369934082
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,23
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,37,4200.0,120.13999938964844,843.0,34.95921325683594
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,2000,32,3600.0,119.95700073242188,35007.0,30.010753631591797
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,79,8992.0,120.0009994506836,396.0,74.93270874023438
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,2000,6,600.0,119.93800354003906,63627.0,5.002584457397461
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,82,9585.0,120.00299835205078,13127.0,79.87300109863281
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,2000,8,600.0,119.93299865722656,63399.0,5.002793312072754
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,11,1200.0,119.94200134277344,75237.0,10.00483512878418
elecNormNew,LBagExecutorMAXChunk,25,4,500,168,19767.0,119.83200073242188,1848.0,164.9559326171875
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,104,11980.0,119.80899810791016,3451.0,99.99249267578125
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,107,12580.0,120.00199890136719,10085.0,104.83158874511719
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,500,90,10783.0,120.00700378417969,3454.0,89.85308837890625
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,537,64000.0,120.25700378417969,2331.0,532.1935424804688
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,968,115414.0,119.83799743652344,1432.0,963.08349609375
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,73,8400.0,119.99700164794922,19021.0,70.00174713134766
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,162,19168.0,119.85900115966797,200.0,159.92123413085938
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,15,1800.0,120.08499908447266,1827.0,14.98938274383545
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,81,9584.0,119.81400299072266,326.0,79.99065399169922
covtypeNorm,OzaBagExecutorMAXChunk,25,4,2000,10,1200.0,119.94000244140625,65425.0,10.00500202178955
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,4,2400.0,119.96299743652344,14507.0,20.006168365478516
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,102,11980.0,119.81400299072266,3435.0,99.98831176757812
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,41,4800.0,119.98200225830078,24163.0,40.00600051879883
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,170,20366.0,119.80999755859375,6441.0,169.98580932617188
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,89,10188.0,120.0009994506836,12560.0,84.8992919921875
GMSC,OzaBagExecutorMAXChunk,25,4,50,104,11980.0,119.81999969482422,219.0,99.98330688476562
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,31,3600.0,119.96499633789062,35077.0,30.008752822875977
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,2000,58,6600.0,119.98500061035156,22939.0,55.006874084472656
GMSC,LBagExecutorMAXChunk,25,4,2000,378,44925.0,119.88400268554688,3653.0,374.73724365234375
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,94,10782.0,119.81500244140625,2953.0,89.98873138427734
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,85,10184.0,120.00700378417969,3718.0,84.8617172241211
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,500,170,20366.0,119.81900024414062,1833.0,169.97303771972656
