,algorithm,dataset,cores_x,instances,time,delay,acc,ensemble_size,inc_rate_x,cores_y,duration,avg_measure,sum_measure,inc_rate_y,prod_rate,tt_inst_prod,avg_times_duration,joules,IPS,JPI,tput
13,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,9511.0,599.2109985351562,1911.0,91.28648648648648,25,100,4,611,2.842325158946412,3129.3999999999996,,,,1736.6606721162575,1703.1524966538761,15.872539094327022,0.1825949607944756,15.872539094327022
22,OzaBagExecutorMAXChunk,elecNormNew,4,45304.0,212.22999572753903,74.0,76.01546961325967,25,100,4,225,2.854545454545455,1161.8000000000002,,,,642.2727272727274,605.8201696222478,213.4665264666984,0.01417695407188609,213.4665264666984
15,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,45310.0,383.22601318359375,361.0,84.60410882842865,25,100,4,397,2.8387726638772666,2035.4,,,,1126.992747559275,1087.8915303122549,118.23310120206568,0.024872936384005184,118.23310120206568
6,OzaBagASHTExecutorMAXChunk,elecNormNew,4,45303.0,299.2489929199219,179.0,77.68690807799443,25,100,4,312,2.811545293072824,1582.8999999999999,,,,877.202131438721,841.3520975007892,151.38898065439085,0.019363003144134406,151.38898065439085
5,LBagExecutorMAXChunk,elecNormNew,4,37849.0,599.2949829101562,1079.0,90.3738062755798,25,100,4,613,2.832488687782805,3129.8999999999996,,,,1736.3155656108595,1697.496259738007,63.15587662056927,0.04587480688025732,63.15587662056927
12,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,28634.0,599.281982421875,1331.0,89.13873873873874,25,100,4,611,2.840834845735027,3130.6,,,,1735.7500907441015,1702.4611380852284,47.78051207927456,0.06061849866396946,47.78051207927456
14,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,6447.0,599.2069702148438,2029.0,82.36144578313252,25,100,4,612,2.983408884859474,3290.7,,,,1825.846237533998,1787.679398808691,10.759220637384189,0.2832086610103921,10.759220637384189
23,OzaBagExecutorMAXChunk,covtypeNorm,4,128916.0,599.291015625,253.0,81.95839004472097,25,100,4,612,3.017572463768116,3331.3999999999996,,,,1846.7543478260868,1808.4040665336277,215.11418766315666,0.014325253248829368,215.11418766315666
2,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,29109.0,599.2630004882812,667.0,79.3598615916955,25,100,4,612,2.91893115942029,3222.5,,,,1786.3858695652175,1749.2074448129406,48.574665841678694,0.06136885051239196,48.574665841678694
0,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,112194.0,599.3560180664062,453.0,81.28810492989598,25,100,4,613,2.8549321266968324,3154.7,,,,1750.0733936651582,1711.1207513068703,187.19091260975603,0.015598636234247449,187.19091260975603
17,LBagExecutorMAXChunk,covtypeNorm,4,26298.0,599.2620239257812,1755.0,82.39422084623324,25,100,4,613,2.8942081447963797,3198.0999999999995,,,,1774.1495927601807,1734.389030513159,43.88397553998352,0.06746328970872997,43.88397553998352
19,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,27451.0,599.3250122070312,508.0,81.35041171088746,25,100,4,611,2.8576225045372046,3149.0999999999995,,,,1746.007350272232,1712.6446424148473,45.80319432841776,0.06360450804241129,45.80319432841776
8,StreamingRandomPatchesExecutorMAXChunk,airlines,4,9689.0,599.2249755859375,6984.0,66.3108504398827,25,100,4,612,3.2454215775158657,3579.7,,,,1986.1980054397097,1944.7376655530195,16.169219232769542,0.20499514969962945,16.169219232769542
21,OzaBagExecutorMAXChunk,airlines,4,219517.0,599.3980102539062,330.0,62.98322995635194,25,100,4,613,3.403257918552036,3760.6,,,,2086.1971040723984,2039.9060247609411,366.2291102818512,0.009503578784660861,366.2291102818512
4,OzaBagAdwinExecutorMAXChunk,airlines,4,19931.0,599.2269897460938,2597.0,64.86979166666667,25,100,4,613,2.9160036166365275,3225.0999999999995,,,,1787.5102169981915,1747.3480692858288,33.26118539561314,0.08968492383714774,33.26118539561314
3,OzaBagASHTExecutorMAXChunk,airlines,4,88904.0,599.4840087890625,374.0,64.2468157373337,25,100,4,613,3.1560180995475116,3487.4,,,,1934.6390950226246,1891.9823821275806,148.30086990907913,0.02176099045062792,148.30086990907913
7,LBagExecutorMAXChunk,airlines,4,14096.0,599.2219848632812,3011.0,61.08067542213884,25,100,4,613,3.486696832579186,3852.8,,,,2137.3451583710407,2089.3053966346156,23.523836501453047,0.15162777797751423,23.523836501453047
11,AdaptiveRandomForestExecutorMAXChunk,airlines,4,6373.0,599.1890258789062,5665.0,66.08928571428572,25,100,4,612,2.927289211242067,3228.7999999999997,,,,1791.500997280145,1753.999570949966,10.636042592155148,0.281107955010222,10.636042592155148
9,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,23537.0,599.2540283203125,1242.0,93.5646551724138,25,100,4,612,3.071648550724637,3391.0999999999995,,,,1879.848913043478,1840.6977676059885,39.27716608926829,0.07986782143193602,39.27716608926829
10,OzaBagExecutorMAXChunk,GMSC,4,149985.0,546.3980102539062,155.0,93.3661806602983,25,100,4,560,2.918217821782178,2947.4,,,,1634.2019801980198,1594.5084113092705,274.4977053088157,0.010895769444931291,274.4977053088157
18,OzaBagAdwinExecutorMAXChunk,GMSC,4,149833.0,445.4419860839844,264.0,93.35455764075068,25,100,4,458,2.9648910411622276,2449.0,,,,1357.9200968523003,1320.686953897915,336.36927968382,0.009062890663954538,336.36927968382
16,OzaBagASHTExecutorMAXChunk,GMSC,4,149978.0,251.2250061035156,153.0,93.35828877005348,25,100,4,265,3.1774058577405864,1518.8000000000002,,,,842.0125523012554,798.243806004225,596.986750348421,0.0056142404372725024,596.986750348421
1,LBagExecutorMAXChunk,GMSC,4,71285.0,599.3410034179688,595.0,93.30397727272728,25,100,4,613,2.8680542986425337,3169.2,,,,1758.1172850678731,1718.9425412056348,118.93896728818873,0.02466321505320717,118.93896728818873
20,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,57025.0,599.551025390625,1088.0,93.47406082289802,25,100,4,611,2.8920145190562607,3186.9999999999995,,,,1767.0208711433752,1733.9102703447563,95.11283874937341,0.030986775469414734,95.11283874937341
