dataset,algorithm,ensemble_size,cores,instances,time,delay,out_rate,acc
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,112194.0,599.3560180664062,453.0,187.19091796875,81.28810492989598
GMSC,LBagExecutorMAXChunk,25,4,71285.0,599.3410034179688,595.0,118.93896484375,93.30397727272727
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,29109.0,599.2630004882812,667.0,48.57466506958008,79.3598615916955
airlines,OzaBagASHTExecutorMAXChunk,25,4,88904.0,599.4840087890625,374.0,148.30087280273438,64.2468157373337
airlines,OzaBagAdwinExecutorMAXChunk,25,4,19931.0,599.2269897460938,2597.0,33.26118469238281,64.86979166666667
elecNormNew,LBagExecutorMAXChunk,25,4,37849.0,599.2949829101562,1079.0,63.15587615966797,90.37380627557981
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,45303.0,299.2489929199219,179.0,151.38897705078125,77.68690807799443
airlines,LBagExecutorMAXChunk,25,4,14096.0,599.2219848632812,3011.0,23.523836135864258,61.08067542213884
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,9689.0,599.2249755859375,6984.0,16.169219970703125,66.3108504398827
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,23537.0,599.2540283203125,1242.0,39.277164459228516,93.5646551724138
GMSC,OzaBagExecutorMAXChunk,25,4,149985.0,546.3980102539062,155.0,274.4977111816406,93.3661806602983
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,6373.0,599.1890258789062,5665.0,10.636042594909668,66.08928571428572
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,28634.0,599.281982421875,1331.0,47.780513763427734,89.13873873873874
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,9511.0,599.2109985351562,1911.0,15.872539520263672,91.28648648648648
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,6447.0,599.2069702148438,2029.0,10.759221076965332,82.36144578313252
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,45310.0,383.22601318359375,361.0,118.23310089111328,84.60410882842865
GMSC,OzaBagASHTExecutorMAXChunk,25,4,149978.0,251.22500610351562,153.0,596.9867553710938,93.35828877005348
covtypeNorm,LBagExecutorMAXChunk,25,4,26298.0,599.2620239257812,1755.0,43.883975982666016,82.39422084623324
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,149833.0,445.4419860839844,264.0,336.3692932128906,93.35455764075067
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,27451.0,599.3250122070312,508.0,45.80319595336914,81.35041171088746
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,57025.0,599.551025390625,1088.0,95.11283874511719,93.47406082289802
airlines,OzaBagExecutorMAXChunk,25,4,219517.0,599.3980102539062,330.0,366.2290954589844,62.98322995635194
elecNormNew,OzaBagExecutorMAXChunk,25,4,45304.0,212.22999572753906,74.0,213.46652221679688,76.01546961325967
covtypeNorm,OzaBagExecutorMAXChunk,25,4,128916.0,599.291015625,253.0,215.1141815185547,81.95839004472097
