,algorithm,dataset,cores_x,instances,time,delay,acc,ensemble_size,inc_rate_x,cores_y,duration,avg_measure,sum_measure,inc_rate_y,prod_rate,tt_inst_prod,avg_times_duration,joules,IPS,JPI,tput
13,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,11304.0,599.218994140625,7844.0,91.53636363636365,25,100,4,611,2.985376930063578,3286.8999999999996,,,,1824.0653042688464,1788.8945611633244,18.864555547361658,0.1613645881341867,18.864555547361658
22,OzaBagExecutorMAXChunk,elecNormNew,4,45001.0,141.0970001220703,839.0,78.28666666666668,25,100,4,155,3.0914590747330957,868.6999999999999,,,,479.17615658362985,436.195601444991,318.9366177953274,0.010648122410249324,318.9366177953274
15,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,45251.0,268.1669921875,812.0,83.94475138121547,25,100,4,282,2.9284313725490194,1493.5,,,,825.8176470588235,785.3086330039828,168.74187099194108,0.01824971043863834,168.74187099194108
6,OzaBagASHTExecutorMAXChunk,elecNormNew,4,45266.0,278.2179870605469,979.0,77.69777777777777,25,100,4,291,2.9657142857142857,1557.0,,,,863.0228571428571,825.1150587681361,162.69976099765626,0.01906558691165239,162.69976099765626
5,LBagExecutorMAXChunk,elecNormNew,4,45001.0,599.510009765625,3537.0,88.68444444444444,25,100,4,613,2.817359855334539,3116.0,,,,1727.0415913200723,1689.0354343848892,75.06296686788079,0.038377849188241865,75.06296686788079
12,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,14001.0,599.22802734375,10874.0,89.97857142857143,25,100,4,612,2.812692656391659,3102.3999999999996,,,,1721.3679057116954,1685.4442720138259,23.365061981602306,0.12294606854593924,23.365061981602306
14,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,9610.0,599.2249755859375,6193.0,81.7570093457944,25,100,4,612,2.9059782608695652,3208.2,,,,1778.458695652174,1741.3347524228304,16.03738227132989,0.18506333981812423,16.03738227132989
23,OzaBagExecutorMAXChunk,covtypeNorm,4,51501.0,599.2990112304688,3068.0,76.81165048543689,25,100,4,613,2.927330316742082,3234.7000000000003,,,,1794.4534841628963,1754.3461643685046,85.93539958335519,0.034843080409368676,85.93539958335519
2,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,41501.0,599.3060302734375,3940.0,80.25060240963855,25,100,4,613,2.8821719457013577,3184.8,,,,1766.7714027149323,1727.30302734375,69.24842718679952,0.04257177905869575,69.24842718679952
0,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,109001.0,599.3359985351562,1519.0,81.29724770642201,25,100,4,612,3.1555757026291933,3480.6000000000004,,,,1931.2123300090664,1891.250114688545,181.8696028044545,0.01771738176722293,181.8696028044545
