dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate,acc
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,4712,45000.0,158.1719970703125,955.0,284.50042724609375,76.32584269662921
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,4042,44000.0,155.1219940185547,3637.0,283.6477355957031,75.60238095238095
airlines,OzaBagASHTExecutorMAXChunk,25,4,2000,4989,124000.0,599.3400268554688,5771.0,206.8942413330078,66.97131147540983
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,3368,90500.0,599.2930297851562,1780.0,151.01126098632812,78.06666666666666
GMSC,OzaBagExecutorMAXChunk,25,4,500,8499,150000.0,267.24700927734375,470.0,561.2785034179688,93.48227424749163
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,702,20000.0,599.2769775390625,28201.0,33.37355041503906,77.11666666666666
GMSC,LBagExecutorMAXChunk,25,4,50,2037,47200.0,599.3599853515625,336.0,78.75067138671875,93.3658536585366
airlines,OzaBagASHTExecutorMAXChunk,25,4,25,2735,63475.0,599.7969970703125,132.0,105.82746887207031,64.80378250591016
airlines,LBagExecutorMAXChunk,25,4,50,214,8000.0,599.2080078125,2209.0,13.350955963134766,62.42767295597484
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,3314,56000.0,599.2830200195312,10781.0,93.44499969482422,76.57037037037037
GMSC,OzaBagExecutorMAXChunk,25,4,50,6990,150000.0,345.27398681640625,61.0,434.4375915527344,93.20306768922974
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,25,2142,45300.0,568.2739868164062,161.0,79.71507263183594,84.44837106570955
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,1012,30300.0,599.2750244140625,555.0,50.561092376708984,82.5487603305785
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,8906,150000.0,173.30299377441406,1294.0,865.5361328125,93.35067567567567
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,25,213,6200.0,599.2039794921875,1376.0,10.347061157226562,66.25101214574899
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,489,20050.0,599.2620239257812,818.0,33.45781707763672,90.78500000000001
GMSC,LBagExecutorMAXChunk,25,4,25,1861,64900.0,599.406005859375,123.0,108.27385711669922,93.29325626204239
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,875,20000.0,599.2579956054688,28108.0,33.37460708618164,89.92777777777778
GMSC,OzaBagExecutorMAXChunk,25,4,25,6653,150000.0,516.4199829101562,44.0,290.4612731933594,93.33688948158027
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,1699,73700.0,599.3300170898438,231.0,122.97064971923828,93.46911065852002
airlines,OzaBagExecutorMAXChunk,25,4,50,5027,124950.0,599.35302734375,137.0,208.47479248046875,65.63811048839071
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,25,844,23600.0,599.239013671875,342.0,39.38328170776367,79.28738069989394
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,2708,66250.0,599.3829956054688,234.0,110.53032684326172,78.2703927492447
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,1801,54000.0,599.3109741210938,12226.0,90.10346984863281,93.43653846153846
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,3708,140000.0,599.4310302734375,1192.0,233.5548095703125,83.6136200716846
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,2528,44000.0,337.1780090332031,7727.0,130.494873046875,82.41666666666667
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,4141,45300.0,218.15899658203125,129.0,207.64671325683594,75.55359116022099
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,25,1574,34475.0,599.2579956054688,220.0,57.52947998046875,93.53265602322206
GMSC,OzaBagASHTExecutorMAXChunk,25,4,25,6863,150000.0,540.2979736328125,46.0,277.62457275390625,93.15219203200533
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,519,12000.0,599.2319946289062,55887.0,20.025632858276367,91.5
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,996,26400.0,599.1680297851562,611.0,44.06109619140625,78.64516129032259
airlines,OzaBagASHTExecutorMAXChunk,25,4,50,3799,89650.0,599.2969970703125,201.0,149.59193420410156,66.54352678571429
airlines,OzaBagAdwinExecutorMAXChunk,25,4,2000,970,30000.0,605.39599609375,25542.0,49.55434036254883,63.92307692307693
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,500,2794,45000.0,312.1940002441406,1882.0,144.14114379882812,84.8561797752809
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,2523,45300.0,369.2120056152344,216.0,122.69373321533203,84.34917127071824
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,25,3926,45300.0,232.17300415039062,65.0,195.11312866210938,79.10325786858088
airlines,OzaBagAdwinExecutorMAXChunk,25,4,500,753,23500.0,599.239013671875,7386.0,39.21640396118164,64.57391304347826
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,500,276,6000.0,599.2100219726562,25564.0,10.01318359375,65.94545454545454
elecNormNew,LBagExecutorMAXChunk,25,4,25,1258,36625.0,599.3510131835938,212.0,61.107765197753906,90.33060109289617
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,276,10000.0,598.22900390625,16200.0,16.716007232666016,82.49473684210527
GMSC,OzaBagExecutorMAXChunk,25,4,2000,8410,150000.0,316.3909912109375,2214.0,474.096923828125,93.44864864864864
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,1080,36000.0,599.3380126953125,17016.0,60.0662727355957,84.57941176470588
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,930,25000.0,599.2479858398438,6409.0,41.718955993652344,89.4734693877551
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,292,10000.0,599.2160034179688,71442.0,16.688472747802734,63.837500000000006
airlines,OzaBagExecutorMAXChunk,25,4,500,6170,199000.0,599.31298828125,879.0,332.046875,65.90327455919396
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,4540,102000.0,599.7059936523438,6194.0,170.08334350585938,93.399
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,25,496,14925.0,599.458984375,520.0,24.897449493408203,91.36912751677852
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,25,2709,63375.0,599.2890014648438,118.0,105.75031280517578,79.5153906866614
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,974,34000.0,599.2620239257812,18292.0,56.7364501953125,93.50625000000001
elecNormNew,LBagExecutorMAXChunk,25,4,2000,1402,44000.0,585.2769775390625,13602.0,75.1780776977539,87.05714285714285
