,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,joules,JPI,PERC
3,StreamingRandomPatchesExecutorRUNPER,elecNormNew,4,1,229,224.67742919921875,26955.0,119.97200012207033,889.0,90.2689667965127,124,4.857522123893805,1097.8,224.53518592562975,26955.0,582.7666448407468,0.021619983114106726,0
41,StreamingRandomPatchesExecutorRUNPER,elecNormNew,4,1,127,124.88324737548828,14975.0,119.91200256347656,158.0,91.2320534223706,124,4.132300884955752,933.9,124.777109337244,14975.0,495.51247430987064,0.03308931381034195,0
16,StreamingRandomPatchesExecutorRUNPER,elecNormNew,4,1,25,25.00458526611328,3000.0,119.97799682617188,20.0,92.06666666666666,124,3.581447963800904,791.4999999999998,24.968165588874186,3000.0,429.69495243400456,0.14323165081133485,0
133,StreamingRandomPatches,elecNormNew,1,1,229,172.45689392089844,20695.0,120.0009994506836,7466.0,91.32640734476928,124,4.261160714285715,954.5000000000002,224.52957493065446,26955.0,511.34354453427466,0.02470855494246314,0
89,StreamingRandomPatches,elecNormNew,1,1,127,124.72501373291016,14968.0,120.00800323486328,282.0,91.5820416889364,124,4.026785714285714,902.0,124.77918874779189,14975.0,483.24651302610124,0.032285309528734714,0
20,StreamingRandomPatches,elecNormNew,1,1,25,25.002708435058597,3000.0,119.98699951171876,32.0,92.26666666666668,125,3.5610619469026545,804.8,24.967749989596772,3000.0,427.2811380842091,0.1424270460280697,0
27,OzaBagExecutorRUNPER,elecNormNew,4,1,1250,1198.346923828125,43639.0,36.41600036621094,1210.0,83.00831824743922,41,4.632894736842107,352.1000000000001,1239.692484473749,45312.0,168.71149643345888,0.0038660715514438663,0
59,OzaBagExecutorRUNPER,elecNormNew,4,1,694,688.0989379882812,45312.0,65.85099792480469,207.0,82.07097457627118,71,4.054263565891473,523.0,686.4518474753443,45312.0,266.97730166413066,0.005891977879240172,0
101,OzaBagExecutorRUNPER,elecNormNew,4,1,138,134.95494079589844,16173.0,119.83999633789062,20.0,86.90409942496754,125,3.5497737556561075,784.4999999999998,134.75366400319948,16173.0,425.4048738781682,0.026303399114460408,0
117,OzaBagAdwinExecutorRUNPER,elecNormNew,4,1,1039,1007.7881469726562,44255.0,43.91299819946289,1789.0,86.36538244266184,50,4.644565217391305,427.30000000000007,1029.9118101645604,45312.0,203.95678402859235,0.004608672105492992,0
79,OzaBagAdwinExecutorRUNPER,elecNormNew,4,1,577,573.3156127929688,45312.0,79.03500366210938,238.0,86.15377824858757,85,4.116778523489933,613.4000000000001,571.9262372675981,45312.0,325.3696056801201,0.007180649842869882,0
88,OzaBagAdwinExecutorRUNPER,elecNormNew,4,1,115,114.96161651611328,13777.0,119.83999633789062,23.0,90.23009363431808,126,3.550218340611354,813.0,114.79589711114629,13777.0,425.45815293757676,0.03088177055509739,0
69,OzaBagAdwin,elecNormNew,1,1,1039,1026.138427734375,45068.0,43.91999816894531,672.0,84.45238306558977,49,4.192222222222222,377.29999999999995,1029.9586307223713,45312.0,184.12239232381185,0.004085435171825061,0
73,OzaBagAdwin,elecNormNew,1,1,577,573.33740234375,45312.0,79.03199768066406,148.0,84.24699858757062,84,3.808053691275167,567.3999999999999,571.9551140451637,45312.0,300.9580904967032,0.006641907011314955,0
56,OzaBagAdwin,elecNormNew,1,1,115,114.96736907958984,13777.0,119.83399963378906,14.0,88.88727589460696,125,3.498230088495575,790.5999999999999,114.79494059026447,13777.0,419.2069031436886,0.030428025197335312,0
25,OzaBagASHTExecutorRUNPER,elecNormNew,4,1,1211,1175.0704345703125,44185.0,37.60200119018555,1419.0,84.04888536833766,42,4.6342105263157904,352.20000000000005,1200.0317805026616,45312.0,174.25558972609673,0.0039437725410455295,0
139,OzaBagASHTExecutorRUNPER,elecNormNew,4,1,673,667.9639282226562,45312.0,67.83599853515625,247.0,83.4326447740113,73,4.030075187969925,536.0,666.2059839741233,45312.0,273.3841745476974,0.006033372496197418,0
