,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,joules,JPI,freq_minimum,freq_maximum,PERC
42,OzaBagAdwin,GMSC,1,1,650,648.2029418945312,77785.0,120.0009994506836,351.0,93.37918621842256,128,3.372413793103448,782.4,648.1874557789154,77870.0,404.69302573368464,0.005202712936089023,600,600,0
82,OzaBagAdwin,GMSC,1,1,361,359.5018615722656,43128.0,119.96600341796876,113.0,93.32452235206826,128,3.275431034482759,759.9000000000001,359.18149792209744,43128.0,392.94037067807966,0.00911102695877573,600,600,0
60,OzaBagAdwin,GMSC,1,1,72,69.9656753540039,8397.0,120.01599884033205,27.0,93.61676789329525,128,3.198275862068966,742.0000000000001,69.89399410893478,8400.0,383.84427215313104,0.04571207242504836,600,600,0
37,OzaBagASHTExecutorRUNPER,GMSC,4,1,802,797.3350219726562,95681.0,120.0009994506836,1250.0,93.4083046790899,128,3.6060344827586204,836.5999999999999,797.404110158915,95840.0,432.7277419846633,0.00452260889815808,600,600,0
27,OzaBagASHTExecutorRUNPER,GMSC,4,1,446,444.3768310546875,53311.0,119.96800231933594,314.0,93.37660145185797,128,3.4047413793103454,789.9000000000001,443.8921223324091,53311.0,408.46002168984256,0.007661833799588126,600,600,0
69,OzaBagASHTExecutorRUNPER,GMSC,4,1,89,84.8742904663086,10185.0,120.0009994506836,28.0,93.57879234167892,128,3.2116379310344834,745.1000000000001,84.86704163477219,10200.0,385.39976159786363,0.037839937319377875,600,600,0
115,OzaBagASHT,GMSC,1,1,802,797.2685546875,95681.0,120.01100158691406,371.0,93.36127339806232,127,3.4017699115044246,768.8,797.3311370121713,95840.0,408.24981424787404,0.004266780387411022,600,600,0
90,OzaBagASHT,GMSC,1,1,446,444.3953552246094,53311.0,119.96299743652344,109.0,93.33158260021384,128,3.2737068965517246,759.5000000000001,443.88473035195375,53311.0,392.72369203896363,0.007366654012098134,600,600,0
13,OzaBagASHT,GMSC,1,1,89,84.86454772949219,10184.0,120.00299835205078,23.0,93.53888452474467,128,3.169098712446352,738.4000000000001,84.86351118617557,10200.0,380.30134756718587,0.03734302313110623,600,600,0
80,OzaBag,GMSC,1,1,785,782.4851684570312,93899.0,120.0009994506836,347.0,93.44614958625758,128,3.3892703862660936,789.6999999999998,782.5634709959808,94043.0,406.71583376053565,0.004331418159517521,600,600,0
101,OzaBag,GMSC,1,1,436,434.3655090332031,52113.0,119.9749984741211,105.0,93.32604148676914,128,3.2616379310344836,756.7000000000002,433.9061797472149,52113.0,391.3150057989977,0.0075089710014583245,600,600,0
121,OzaBag,GMSC,1,1,87,84.8624267578125,10184.0,120.00599670410156,25.0,93.53888452474467,128,3.202575107296138,746.2000000000002,84.86209908898041,10200.0,384.32821777081807,0.03773843458079518,600,600,0
94,LeveragingBag,GMSC,1,1,369,351.7887268066406,42215.0,120.0009994506836,3917.0,93.37439298827432,128,3.4788793103448272,807.0999999999999,364.1731627690053,43727.0,417.4689942096841,0.009889115106234374,600,600,0
52,LeveragingBag,GMSC,1,1,205,204.7794952392578,24559.0,119.9290008544922,398.0,93.46064579176677,128,3.3630901287553643,783.5999999999999,204.61911466968832,24559.0,403.33203892523636,0.016422982976718774,600,600,0
6,LeveragingBag,GMSC,1,1,41,39.92538070678711,4794.0,120.0739974975586,46.0,93.51272423863163,128,3.205172413793104,743.6000000000001,39.944743105370904,4800.0,384.857864393037,0.08027907058678285,600,600,0
55,LBagExecutorRUNPER,GMSC,4,1,369,364.1719665527344,43701.0,120.0009994506836,1394.0,93.38687901878674,127,3.5978354978354976,831.0999999999999,364.18226186609365,43727.0,431.7438555994075,0.009879496020672467,600,600,0
91,LBagExecutorRUNPER,GMSC,4,1,205,204.85122680664065,24559.0,119.88700103759766,250.0,93.50543588908344,128,3.4125,791.7,204.6225243915648,24559.0,409.114391040802,0.01665843035306006,600,600,0
53,LBagExecutorRUNPER,GMSC,4,1,41,39.942344665527344,4794.0,120.02300262451172,27.0,93.57530246141008,127,3.231531531531532,717.4000000000001,39.94574036933166,4800.0,387.85811749020144,0.08090490560913673,600,600,0
28,AdaptiveRandomForestSequential,GMSC,1,1,289,260.6456604003906,31278.0,120.0019989013672,5836.0,93.52260374704264,125,3.505286343612334,795.6999999999998,284.40649729279465,34143.0,420.64136795514474,0.013448473941912679,600,600,0
15,AdaptiveRandomForestSequential,GMSC,1,1,160,159.85055541992188,19168.0,119.91200256347656,467.0,93.54653589315524,125,3.364757709251101,763.8,159.72002333138906,19168.0,403.47483505719555,0.021049396653651686,600,600,0
33,AdaptiveRandomForestSequential,GMSC,1,1,32,30.00200080871582,3600.0,119.99199676513672,84.0,94.08333333333331,126,3.2058295964125563,714.9000000000001,29.961299987516124,3600.0,384.673894562315,0.10685385960064306,600,600,0
50,AdaptiveRandomForestExecutorRUNPER,GMSC,4,1,289,284.5415954589844,34143.0,119.99299621582033,1231.0,93.45986000058576,125,3.658590308370044,830.5,284.40649729279465,34143.0,439.0052130274836,0.012857839470095878,600,600,0
57,AdaptiveRandomForestExecutorRUNPER,GMSC,4,1,160,159.88922119140625,19168.0,119.88300323486328,333.0,93.53088480801335,125,3.4668141592920354,783.5,159.7240160990609,19168.0,415.6120930730769,0.02168260084897104,600,600,0
29,AdaptiveRandomForestExecutorRUNPER,GMSC,4,1,32,30.005502700805664,3600.0,119.97799682617188,61.0,94.1388888888889,126,3.22052401746725,737.5000000000002,29.961299987516124,3600.0,386.392020346296,0.10733111676286,600,600,0
