,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,joules,JPI,PERC,tput
36,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,50,572,568.598388671875,68250.0,120.03199768066406,79.0,93.43108504398828,125,5.446017699115043,1230.7999999999997,568.5619842968119,68286.0,653.6963838290322,0.009577968993831974,90,568.5983847538212
215,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,50,317,314.6900329589844,37737.0,119.91799926757812,116.0,93.48581739061214,124,4.603097345132745,1040.3000000000002,314.33878652583877,37737.0,551.9942240622192,0.014627400801924352,50,314.69004011479404
198,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,50,63,59.97550964355469,7200.0,120.04900360107422,475.0,93.65034965034964,123,3.8632286995515694,861.5,59.90764238465699,7200.0,463.77675606423963,0.0644134383422555,10,59.975508201015785
84,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,25,605,603.2930908203125,72400.0,120.00800323486328,38.0,93.40379965457686,124,5.437333333333334,1223.4,603.3882783882783,72479.0,652.5235162556967,0.009012755749388075,90,603.2930975304089
20,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,25,336,334.57830810546875,40133.0,119.95099639892578,54.0,93.47013064725242,124,4.601333333333333,1035.3,334.2968047179555,40133.0,551.9345180969237,0.013752635439586469,50,334.57829617795
45,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,25,67,64.98321533203125,7800.0,120.03099822998048,220.0,93.64630225080386,123,3.9152466367713004,873.1,64.89832595600227,7800.0,469.950962128233,0.06025012334977346,10,64.98321362832566
191,OzaBagExecutorMAXChunk,GMSC,4,100,3781,3758.214599609375,149607.0,39.80799865722656,25.0,93.40030901563138,46,4.976470588235294,423.0,3758.079871724207,150000.0,198.10333449419807,0.0013241581910886392,90,3758.2145560297095
264,OzaBagExecutorMAXChunk,GMSC,4,100,2101,2094.416259765625,150000.0,71.61900329589844,34.0,93.53569046030688,76,4.548920863309352,632.3,2089.3401863691442,150000.0,325.7891783021336,0.0021719278553475577,50,2094.4161897962404
152,OzaBagExecutorMAXChunk,GMSC,4,100,420,419.5971984863281,50316.0,119.91500091552734,130.0,93.34674207423927,126,3.8328947368421056,873.9000000000001,419.02763203917453,50316.0,459.62157587754103,0.009134700212209655,10,419.5972114901995
202,OzaBagExecutorMAXChunk,GMSC,4,75,3701,3691.489990234375,150000.0,40.63399887084961,19.0,93.50275137568784,45,4.96144578313253,411.79999999999995,3685.2320467778786,150000.0,201.60338234958877,0.0013440225489972585,90,3691.489987898001
81,OzaBagExecutorMAXChunk,GMSC,4,75,2056,2051.8994140625,150000.0,73.10299682617188,27.0,93.48340837085208,79,4.416666666666667,636.0,2049.040366095212,150000.0,322.87156931559247,0.0021524771287706164,50,2051.899463939595
178,OzaBagExecutorMAXChunk,GMSC,4,75,411,409.6136169433594,49118.0,119.91300201416016,102.0,93.40986481251149,125,3.8511013215859036,874.2000000000002,409.0439706862092,49118.0,461.7971205320653,0.009401789985994245,10,409.61362967295076
113,OzaBagExecutorMAXChunk,GMSC,4,50,3520,3027.191650390625,149625.0,49.42699813842773,16.0,93.39261240180512,55,5.208000000000002,520.8000000000002,3497.726477789437,150000.0,257.4158063049317,0.001720406391344573,90,3027.1917299317415
246,OzaBagExecutorMAXChunk,GMSC,4,50,1955,1951.016357421875,150000.0,76.88300323486328,19.0,93.49516505501832,82,4.354666666666667,653.2,1947.5208060139441,150000.0,334.7998514200846,0.002231999009467231,50,1951.0163974965687
248,OzaBagExecutorMAXChunk,GMSC,4,50,391,389.6227416992188,46722.0,119.91600036621094,70.0,93.51002742543707,126,3.829824561403509,873.2,389.0970868935192,46722.0,459.2572435077868,0.009829571583146844,10,389.62273472527346
179,OzaBagExecutorMAXChunk,GMSC,4,25,3111,3098.9814453125,150000.0,48.40299987792969,7.0,93.48958159693282,54,4.833333333333333,478.5,3089.152954259942,150000.0,233.9478327433268,0.0015596522182888455,90,3098.9814759063206
280,OzaBagExecutorMAXChunk,GMSC,4,25,1728,1722.61328125,150000.0,87.0770034790039,10.0,93.48824804134024,92,4.3464285714285715,730.2,1719.9467963124341,150000.0,378.4739758355277,0.002523159838903518,50,1722.6132504222903
109,OzaBagExecutorMAXChunk,GMSC,4,25,345,344.7237548828125,41331.0,119.89600372314452,39.0,93.4464726674091,126,3.8188596491228073,870.7,344.24140458422175,41331.0,457.86601070939446,0.011078028857501499,10,344.7237498877666
2,OzaBagAdwinExecutorMAXChunk,GMSC,4,100,3523,3508.4248046875,149922.0,42.73199844360352,27.0,93.39015631883169,49,5.161111111111111,464.5,3495.77011815703,150000.0,220.54459196726486,0.00147106223214248,90,3508.4247276163037
192,OzaBagAdwinExecutorMAXChunk,GMSC,4,100,1957,1951.321044921875,150000.0,76.87100219726562,37.0,93.3422281521014,83,4.497368421052631,683.5999999999999,1947.5713784910215,150000.0,345.7172177766498,0.002304781451844332,50,1951.3209885708457
269,OzaBagAdwinExecutorMAXChunk,GMSC,4,100,391,389.66497802734375,46722.0,119.90299987792967,145.0,93.38938698468534,125,3.855309734513275,871.3000000000002,389.11328941560555,46722.0,462.2632026267263,0.009893908707391085,10,389.66497958822157
26,OzaBagAdwinExecutorMAXChunk,GMSC,4,75,3722,3689.71044921875,149068.0,40.4010009765625,19.0,93.34398260320955,46,5.253571428571428,441.29999999999995,3703.7951554359365,150000.0,212.24954441615512,0.0014238437787865612,90,3689.71056153974
148,OzaBagAdwinExecutorMAXChunk,GMSC,4,75,2068,2060.15673828125,150000.0,72.80999755859375,28.0,93.36401534100384,78,4.5,639.0,2055.6111331898974,150000.0,327.6449890136719,0.0021842999267578126,50,2060.1566409789766
205,OzaBagAdwinExecutorMAXChunk,GMSC,4,75,413,409.6819763183594,49118.0,119.89299774169922,103.0,93.46084048691964,126,3.9165938864628824,896.9000000000001,409.07122393230725,49118.0,469.5721819848473,0.009560083512863865,10,409.6819741368147
127,OzaBagAdwinExecutorMAXChunk,GMSC,4,50,3278,3248.009033203125,149259.0,45.95399856567383,14.0,93.32613984411128,51,5.2,447.2,3250.6934812760055,150000.0,238.9607925415039,0.0016009807954059983,90,3248.008979821219
35,OzaBagAdwinExecutorMAXChunk,GMSC,4,50,1821,1815.16748046875,150000.0,82.63700103759766,19.0,93.3404468156052,88,4.384375,701.5,1811.2223335788547,150000.0,362.31160142421726,0.0024154106761614482,50,1815.167517172531
136,OzaBagAdwinExecutorMAXChunk,GMSC,4,50,364,359.7297668457031,43128.0,119.88999938964844,76.0,93.41427178606249,125,3.8691629955947144,878.3000000000002,359.1904722245357,43128.0,463.87394918030066,0.01075574914626926,10,359.72975410427574
140,OzaBagAdwinExecutorMAXChunk,GMSC,4,25,2428,2418.53564453125,150000.0,62.02099990844727,9.0,93.37756292715451,68,4.8137096774193555,596.9000000000001,2412.8945082520995,150000.0,298.5510874625176,0.0019903405830834506,90,2418.5356608475117
211,OzaBagAdwinExecutorMAXChunk,GMSC,4,25,1349,1340.0035400390625,150000.0,111.94000244140624,13.0,93.31821970328387,117,4.275,889.2,1338.449183545998,150000.0,478.5435104370117,0.003190290069580078,50,1340.0035441174468
118,OzaBagAdwinExecutorMAXChunk,GMSC,4,25,269,264.8474426269531,31747.0,119.86900329589844,50.0,93.57543660551038,126,3.8276315789473685,872.7,264.4613641664723,31747.0,458.8143823523271,0.014452212251624628,10,264.8474511933002
75,OzaBagASHTExecutorMAXChunk,GMSC,4,100,3854,3840.24560546875,150000.0,39.060001373291016,24.0,93.35023348899266,44,5.0458333333333325,363.29999999999995,3836.022811548986,150000.0,197.09025692939755,0.0013139350461959837,90,3840.24564071237
90,OzaBagASHTExecutorMAXChunk,GMSC,4,100,2141,2135.322509765625,150000.0,70.24700164794922,34.0,93.37358238825884,76,4.42158273381295,614.6,2130.500241456694,150000.0,310.6029295887021,0.002070686197258014,50,2135.3224547823684
282,OzaBagASHTExecutorMAXChunk,GMSC,4,100,428,424.5641174316406,50915.0,119.9229965209961,127.0,93.31890189904556,125,3.8522123893805316,870.6000000000001,423.9948702574864,50915.0,461.9688529698195,0.009073335028377089,10,424.5641076112188
18,OzaBagASHTExecutorMAXChunk,GMSC,4,75,3839,3825.164306640625,150000.0,39.2140007019043,18.0,93.35934633983658,45,5.118292682926829,419.7,3817.182410423453,150000.0,200.7087328608443,0.0013380582190722953,90,3825.1644136048517
260,OzaBagASHTExecutorMAXChunk,GMSC,4,75,2133,2123.68310546875,150000.0,70.63200378417969,26.0,93.37735534433884,75,4.494890510948904,615.8,2118.3149510669246,150000.0,317.4831235788164,0.0021165541571921092,50,2123.6832025654257
204,OzaBagASHTExecutorMAXChunk,GMSC,4,75,426,424.6207580566406,50915.0,119.90699768066406,94.0,93.37922895357988,126,3.847321428571429,861.8000000000001,423.99133946787697,50915.0,461.32076161248347,0.009060606139889687,10,424.6207559595201
54,OzaBagASHTExecutorMAXChunk,GMSC,4,50,3660,3649.9013671875,150000.0,41.09700012207031,13.0,93.35711903967989,47,5.044186046511629,433.80000000000007,3648.9247834971297,150000.0,207.30091456923378,0.0013820060971282252,90,3649.901441819485
174,OzaBagASHTExecutorMAXChunk,GMSC,4,50,2033,2025.740478515625,150000.0,74.0469970703125,18.0,93.34911637212404,79,4.443749999999999,639.8999999999999,2021.6178333647808,150000.0,329.0463432312011,0.0021936422882080074,50,2025.740488268081
208,OzaBagASHTExecutorMAXChunk,GMSC,4,50,406,404.6284484863281,48519.0,119.91000366210938,68.0,93.3689574779756,126,3.8515283842794763,882.0000000000001,404.0388058458592,48519.0,461.8367826636702,0.00951867892297183,10,404.62845899596635
216,OzaBagASHTExecutorMAXChunk,GMSC,4,25,3308,3299.458740234375,150000.0,45.46200180053711,7.0,93.43557259543256,50,4.944565217391306,454.9000000000001,3295.9064841466898,150000.0,224.7898328159167,0.0014985988854394447,90,3299.4587580661228
218,OzaBagASHTExecutorMAXChunk,GMSC,4,25,1838,1831.6361083984373,150000.0,81.89399719238281,10.0,93.32822137022838,88,4.396875,703.5,1828.8668341095856,150000.0,360.0776689052581,0.0024005177927017207,50,1831.6360800856344
64,OzaBagASHTExecutorMAXChunk,GMSC,4,25,367,364.70166015625,43727.0,119.89800262451172,37.0,93.42593016337923,125,3.8383259911894276,871.3000000000001,364.15799861755374,43727.0,460.2076197653615,0.010524564222685332,10,364.7016550971345
271,LBagExecutorMAXChunk,GMSC,4,100,1449,1438.2557373046875,150000.0,104.29299926757812,62.0,93.36624416277516,109,5.421761658031088,1046.4,1436.3826140248398,150000.0,565.4517846300195,0.0037696785642001296,90,1438.2556936075282
13,LBagExecutorMAXChunk,GMSC,4,100,805,802.2058715820312,96300.0,120.04399871826172,95.0,93.5,125,4.598237885462555,1043.8,802.5281062503641,96439.0,551.9908628287294,0.005731992345054304,50,802.2058664174633
101,LBagExecutorMAXChunk,GMSC,4,100,161,159.98263549804688,19168.0,119.81300354003906,359.0,93.59135724774492,125,3.8840707964601777,877.8000000000002,159.73067115548074,19168.0,465.3621880860456,0.02427807742519019,10,159.98263488649164
28,LBagExecutorMAXChunk,GMSC,4,75,1556,1537.2081298828125,148771.0,96.77999877929688,46.0,93.3885242373702,103,5.417553191489361,1018.4999999999999,1547.3808000990323,150000.0,524.3107912591163,0.0035242808830962774,90,1537.2081202363584
41,LBagExecutorMAXChunk,GMSC,4,75,864,857.3856811523438,102900.0,120.01599884033205,66.0,93.35181132992948,124,4.726046511627907,1016.1,857.2593461637668,103028.0,567.2011926588902,0.005512159306694755,50,857.3856901936634
160,LBagExecutorMAXChunk,GMSC,4,75,172,169.98155212402344,20366.0,119.81300354003906,260.0,93.51436597506284,126,3.988646288209607,913.4,169.71242385607027,20366.0,477.89169184922133,0.023465171945851977,10,169.98154956689737
262,LBagExecutorMAXChunk,GMSC,4,50,1408,1399.553955078125,150000.0,107.177001953125,31.0,93.33977992664222,113,5.2404878048780485,1074.3,1398.6274802327316,150000.0,561.6597716987424,0.003744398477991616,90,1399.5539832846239
115,LBagExecutorMAXChunk,GMSC,4,50,782,777.7999877929688,93350.0,120.01799774169922,46.0,93.39549839228296,126,4.566228070175439,1041.1000000000001,777.6890042944173,93444.0,548.0295502143995,0.005870696842146754,50,777.8000113025244
25,LBagExecutorMAXChunk,GMSC,4,50,156,154.939208984375,18569.0,119.84700012207033,185.0,93.52556833522328,125,3.9295964125560534,876.3,154.73264059596522,18569.0,470.95034173529245,0.025362181147896627,10,154.93921400691315
150,LBagExecutorMAXChunk,GMSC,4,25,1343,1334.5670166015625,150000.0,112.39600372314452,17.0,93.4002333722287,117,5.343661971830987,1138.2000000000003,1333.5111348179757,150000.0,600.6062508811414,0.004004041672540942,90,1334.5670222357924
40,LBagExecutorMAXChunk,GMSC,4,25,746,742.8795166015625,89150.0,120.00599670410156,24.0,93.34642356241234,126,4.668859649122807,1064.5,742.6814452377386,89251.0,560.2911556645444,0.006284813860510874,50,742.879543093308
183,LBagExecutorMAXChunk,GMSC,4,25,149,144.9673309326172,17371.0,119.8270034790039,96.0,93.43940966216996,125,3.9433789954337906,863.6000000000001,144.7535082163928,17371.0,472.52328860487575,0.02720184725144642,10,144.9673236888023
265,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,100,1096,1091.3773193359375,130962.0,119.99700164794922,84.0,93.5649768458376,125,5.439473684210528,1240.2000000000003,1090.949985005498,130962.0,652.7205326481871,0.004984045239444932,90,1091.3772694439501
227,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,100,608,604.1527709960938,72479.0,119.96800231933594,122.0,93.47324500200337,124,4.609821428571428,1032.6,603.453587218064,72479.0,553.0310678345816,0.007630224862851054,50,604.1527623930281
125,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,100,121,119.98798370361328,14376.0,119.81199645996094,484.0,93.55561782011767,124,3.9362831858407086,889.6000000000001,119.79800336661056,14376.0,471.61394712735074,0.03280564462488528,10,119.98798471573926
19,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,75,1052,1046.7529296875,125580.0,119.97100067138672,62.0,93.5412931755707,124,5.3133333333333335,1195.5,1046.316894543455,125580.0,637.4459169006348,0.005076014627334247,90,1046.7529594420648
71,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,75,584,578.730712890625,69450.0,120.00399780273438,94.0,93.4673873873874,124,4.555555555555555,1025.0,578.5126719285976,69484.0,546.6848788791233,0.007871632525257355,50,578.7307195728902
256,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,75,116,114.81188201904295,13778.0,120.00499725341795,381.0,93.41020214551556,124,3.959555555555556,890.9000000000001,114.8105625717566,13800.0,475.1664535692003,0.03448733151177241,10,114.81188546594112
209,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,50,1000,996.9657592773438,119600.0,119.96399688720705,36.0,93.53324968632371,124,5.205803571428571,1166.1,996.5254922219352,119600.0,624.5090034382683,0.005221647185938699,90,996.9657822625793
228,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,50,555,554.2089233398438,66489.0,119.97100067138672,63.0,93.4014660064119,124,4.589823008849558,1037.3000000000002,553.6044362292051,66489.0,550.6456592762365,0.008281755768265977,50,554.2089307241874
34,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,50,111,109.81676483154295,13179.0,120.00900268554688,259.0,93.41153172366516,124,3.936607142857143,881.8000000000001,109.81879898168023,13200.0,472.42829717908586,0.03584705191433992,10,109.81676128525311
22,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,25,1071,1066.20556640625,127950.0,120.00499725341795,21.0,93.5407465311706,124,5.348444444444445,1203.4,1065.971412387965,127972.0,641.8400608656141,0.0050163349813647055,90,1066.205599170211
6,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,25,595,593.7005004882812,71250.0,120.01000213623048,30.0,93.46437346437348,124,4.634222222222221,1042.6999999999998,593.4099782719092,71281.0,556.1530187886556,0.0078056564040513065,50,593.7005143881248
122,AdaptiveRandomForestExecutorMAXChunk,GMSC,4,25,119,114.96736907958984,13777.0,119.83399963378906,121.0,93.47731239092496,124,3.958666666666667,890.7,114.80450651644945,13777.0,474.38285988362634,0.03443295781981755,10,114.96737188195594
