,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,joules,JPI,PERC,tput
241,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,100,361,359.51983642578125,43128.0,119.95999908447266,244.0,75.18360137584828,126,4.240611353711791,971.1,359.12766152334484,43128.0,508.7037341088708,0.011795208080802977,50,359.5198426904822
283,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,100,72,69.80744934082031,8400.0,120.33100128173828,975.0,60.46987951807229,125,3.8603524229074893,876.3000000000001,69.89166791473217,8400.0,464.5200723488426,0.055300008612957446,10,69.80744704627338
57,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,75,664,654.2877807617188,78525.0,120.01599884033205,109.0,81.55258126195028,125,4.695594713656387,1065.8999999999999,658.0390655558978,79068.0,563.5464897088542,0.007176650617113711,90,654.2877679539108
103,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,75,369,364.41900634765625,43727.0,119.99099731445312,179.0,75.40547970310638,126,4.510480349344979,1032.9,364.07310270180255,43727.0,541.217035485147,0.012377181958175658,50,364.4190062476713
3,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,75,73,69.8812026977539,8400.0,120.2040023803711,696.0,60.70870870870871,126,3.8789473684210534,884.4000000000002,69.89050487569475,8400.0,466.2649987070185,0.055507737941311724,10,69.88120057283294
33,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,626,619.536865234375,74350.0,120.00900268554688,76.0,81.67294751009422,126,4.652272727272727,1023.5,623.1534268236861,74875.0,558.3146102211692,0.007509275187910817,90,619.5368542043075
133,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,347,344.5714416503906,41331.0,119.9489974975586,129.0,75.08781279523268,126,4.400873362445415,1007.8000000000001,344.17260675504633,41331.0,527.8803479390374,0.012772019741575026,50,344.57145005185424
72,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,50,69,64.89783477783203,7788.0,120.00399780273438,517.0,61.97983975187387,125,3.9044247787610624,882.4000000000001,64.89508627718521,7800.0,468.5465825713842,0.0601626325849235,10,64.89783792705067
65,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,25,575,570.8238525390625,68500.0,120.0019989013672,43.0,81.30412559328222,126,4.633482142857142,1037.8999999999999,573.310695529866,68885.0,556.0271190166472,0.008117184219221127,90,570.8238248289676
182,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,25,319,314.34356689453125,37725.0,120.01200103759766,67.0,74.25464190981432,126,4.296929824561404,979.6999999999999,314.25240454677936,37737.0,515.6831465637475,0.01366953337478456,50,314.3435629256896
225,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,25,63,59.95703125,7200.0,120.08599853515624,265.0,63.31707317073171,125,3.8215859030837005,867.5,59.90764238465699,7200.0,458.91895915968297,0.06373874432773374,10,59.95703152597042
137,LBagExecutorMAXChunk,covtypeNorm,4,100,427,423.2592468261719,50800.0,120.02100372314452,211.0,85.62524654832347,125,4.984581497797357,1131.5,423.84309938648266,50915.0,598.2544745054538,0.011776662883965627,90,423.25924983248467
30,LBagExecutorMAXChunk,covtypeNorm,4,100,237,234.8980407714844,28153.0,119.85199737548828,363.0,77.76351905322069,126,4.6510917030567684,1065.1,234.52038818776293,28153.0,557.4426305879151,0.01980046995303929,50,234.89804606091408
153,LBagExecutorMAXChunk,covtypeNorm,4,100,47,44.886661529541016,5400.0,120.3030014038086,1403.0,69.60377358490565,126,3.9092105263157904,891.3000000000002,44.936340184738285,5400.0,470.28975943515184,0.08709069619169478,10,44.8866606567394
193,LBagExecutorMAXChunk,covtypeNorm,4,75,417,413.69830322265625,49650.0,120.01499938964844,162.0,85.46041351487645,126,5.00524017467249,1146.2000000000003,413.89099324847444,49717.0,600.7038965083627,0.01209876931537488,90,413.6982898179511
76,LBagExecutorMAXChunk,covtypeNorm,4,75,232,229.64727783203125,27554.0,119.98400115966795,274.0,78.07780486917282,125,4.488546255506608,1018.9000000000001,229.51529741031044,27554.0,538.5537391259281,0.019545392288812084,50,229.6472840852564
279,LBagExecutorMAXChunk,covtypeNorm,4,75,46,44.92176055908203,5400.0,120.20899963378906,1037.0,70.64788732394366,126,3.994298245614036,910.7000000000002,44.938957915498115,5400.0,480.15059634426194,0.08891677710078925,10,44.92176140264739
61,LBagExecutorMAXChunk,covtypeNorm,4,50,402,399.1101379394531,47900.0,120.01699829101562,115.0,85.4294670846395,125,5.006194690265488,1131.4000000000003,398.967613021397,47920.0,600.8284595860846,0.01254339164062807,90,399.11013174861046
102,LBagExecutorMAXChunk,covtypeNorm,4,50,223,219.7926788330078,26356.0,119.91300201416016,186.0,78.670265338706,126,4.544978165938865,1040.8,219.53820011328423,26356.0,545.0019759665411,0.020678478371776485,50,219.7926793367053
89,LBagExecutorMAXChunk,covtypeNorm,4,50,44,39.94707107543945,4800.0,120.15899658203124,763.0,71.34736842105264,125,3.8863436123348025,882.2000000000002,39.944743105370904,4800.0,466.97914883113646,0.09728732267315343,10,39.94707126838474
250,LBagExecutorMAXChunk,covtypeNorm,4,25,340,339.3580322265625,40725.0,120.00599670410156,68.0,81.7051597051597,125,4.918061674008811,1116.4,339.1224710681875,40732.0,590.1968930416696,0.014492250289543759,90,339.35804141867607
235,LBagExecutorMAXChunk,covtypeNorm,4,25,189,184.86729431152344,22163.0,119.88600158691406,112.0,77.46860601680369,126,4.598684210526316,1048.5,184.63473762256638,22163.0,551.3178625608746,0.024875597281995874,50,184.86728814566754
213,LBagExecutorMAXChunk,covtypeNorm,4,25,37,34.98250961303711,4200.0,120.05999755859376,429.0,71.92814371257485,125,3.9925110132158594,906.3000000000001,34.954268165816394,4200.0,479.3408624993548,0.11412877678556066,10,34.982509456992474
78,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,100,624,597.16162109375,71700.0,120.06800079345705,155.0,86.12011173184358,123,5.361574074074074,1158.1,618.060178405006,74276.0,643.7534801801047,0.008978430685914989,90,597.1616044756131
175,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,100,346,340.9032287597656,40876.0,119.90499877929688,239.0,81.06729448695312,125,4.872123893805309,1101.1,344.1554115942512,41331.0,584.1920095393087,0.014291809608066072,50,340.90321851583855
217,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,100,69,64.93885040283203,7800.0,120.11299896240234,942.0,69.45454545454545,125,4.058149779735683,921.2000000000002,64.89886593391964,7800.0,487.4365402826654,0.06249186413880326,10,64.93884981126438
48,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,75,548,527.7819213867188,63375.0,120.0780029296875,118.0,85.66666666666667,124,5.03716814159292,1138.3999999999999,543.4350160223064,65291.0,604.8530908635232,0.00954403299192936,90,527.7819288609394
83,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,75,304,299.0647888183594,35880.0,119.9739990234375,184.0,79.38835358190197,124,4.7,1052.8,299.34035181236675,35940.0,563.8777954101563,0.015715657620126985,50,299.0647998070871
11,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,75,60,59.9575309753418,7200.0,120.08499908447266,742.0,70.4421052631579,124,3.908597285067874,863.8000000000002,59.909636298582974,7200.0,469.363901398948,0.06518943074985388,10,59.95753053997384
185,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,50,530,517.284423828125,62100.0,120.0500030517578,85.0,86.23045930701048,124,5.210267857142857,1167.1,528.5088814529958,63494.0,625.4926721504755,0.010072345767318447,90,517.2844516565859
129,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,50,294,289.4572448730469,34723.0,119.95899963378906,133.0,79.94693277189744,124,4.745132743362832,1072.3999999999999,289.33342216596157,34742.0,569.2213770233424,0.01639320845040297,50,289.4572321043224
55,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,50,58,54.96427154541016,6600.0,120.0780029296875,560.0,72.88549618320612,124,4.011162790697675,862.4000000000002,54.91808052987626,6600.0,481.6524173328489,0.0729776389898256,10,54.964271881375936
58,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,25,499,481.9708862304688,57850.0,120.02799987792967,44.0,86.7825335062689,124,5.099111111111112,1147.3000000000002,493.53751404435934,59301.0,612.0361078219944,0.010579708000380198,90,481.9708739530305
251,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,25,277,274.3612976074219,32925.0,120.00599670410156,65.0,80.71732522796353,124,4.646222222222223,1045.4,274.36790032979115,32945.0,557.5745286865235,0.016934685761170038,50,274.3612894710843
212,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,25,55,54.94120788574219,6593.0,120.0009994506836,266.0,74.33008526187577,123,3.9941704035874444,890.7,54.91351121982877,6600.0,479.3044404068336,0.07269898989941356,10,54.9412090747586
49,StreamingRandomPatchesExecutorMAXChunk,airlines,4,100,164,71.3201675415039,8600.0,120.58300018310548,1399.0,65.30588235294118,124,6.240888888888889,1404.2,159.73200223331472,19168.0,752.5451060316299,0.08750524488739882,90,71.32016940149843
70,StreamingRandomPatchesExecutorMAXChunk,airlines,4,100,91,71.68341064453125,8700.0,121.36699676513672,1388.0,65.46511627906978,126,6.133333333333333,1398.3999999999999,89.86071589036992,10800.0,744.3842468261718,0.08556140768116917,50,71.68340843792815
195,StreamingRandomPatchesExecutorMAXChunk,airlines,4,100,18,14.791805267333984,1800.0,121.68900299072266,4387.0,75.11764705882354,126,4.170434782608697,959.2000000000003,14.98252039287498,1800.0,507.4960507334835,0.2819422504074908,10,14.791804976306928
187,StreamingRandomPatchesExecutorMAXChunk,airlines,4,75,156,68.93667602539062,8325.0,120.76300048828124,1086.0,65.93939393939394,125,6.168722466960351,1400.2999999999997,154.7446712923676,18600.0,744.9534342896043,0.08948389601076327,90,68.9366773460374
143,StreamingRandomPatchesExecutorMAXChunk,airlines,4,75,86,68.0875473022461,8175.0,120.06600189208984,1097.0,65.55555555555556,124,6.056444444444445,1362.7,84.86562942008487,10200.0,727.1730701260037,0.08895083426617782,50,68.08755077350988
163,StreamingRandomPatchesExecutorMAXChunk,airlines,4,75,17,14.821645736694336,1800.0,121.44400024414062,3229.0,75.18840579710145,125,4.005286343612335,909.2,14.98252039287498,1800.0,486.41799569150953,0.2702322198286164,10,14.82164616104076
94,StreamingRandomPatchesExecutorMAXChunk,airlines,4,50,156,68.59622955322266,8250.0,120.2689971923828,728.0,65.52439024390245,124,6.0705357142857155,1359.8000000000002,154.73392997016816,18569.0,730.0972427776882,0.08849663548820462,90,68.59623171882996
203,StreamingRandomPatchesExecutorMAXChunk,airlines,4,50,87,69.4207763671875,8350.0,120.28099822998048,718.0,65.6144578313253,125,6.041666666666667,1377.5,84.86562942008487,10200.0,726.6976976394654,0.08702966438795993,50,69.42077404474627
207,StreamingRandomPatchesExecutorMAXChunk,airlines,4,50,17,14.878000259399414,1800.0,120.98400115966795,2172.0,75.4857142857143,125,4.14778761061947,937.4000000000001,14.982270979341113,1800.0,501.8159410932423,0.2787866339406902,10,14.878000254136579
170,StreamingRandomPatchesExecutorMAXChunk,airlines,4,25,153,69.9727554321289,8425.0,120.40399932861328,357.0,65.64285714285715,125,6.094713656387666,1383.5,149.74875209373255,17970.0,733.8278989917907,0.08710123430169622,90,69.97275877029651
68,StreamingRandomPatchesExecutorMAXChunk,airlines,4,25,85,66.59507751464844,8000.0,120.12899780273438,375.0,65.95611285266457,124,6.024888888888889,1355.6000000000001,84.86351118617557,10200.0,723.7638640950521,0.09047048301188151,50,66.59507817701868
221,StreamingRandomPatchesExecutorMAXChunk,airlines,4,25,17,14.98252010345459,1800.0,120.13999938964844,1053.0,74.64788732394366,124,4.019111111111111,904.3000000000001,14.982395685070042,1800.0,482.85600643581813,0.26825333690878783,10,14.982520468991217
252,OzaBagExecutorMAXChunk,airlines,4,100,1672,192.89935302734372,23700.0,122.86199951171876,518.0,64.4406779661017,128,6.3581896551724135,1475.1,1664.0311924618218,199732.0,781.1798943092084,0.03296117697507209,90,192.89935125742
274,OzaBagExecutorMAXChunk,airlines,4,100,929,216.0771331787109,26200.0,121.25299835205078,462.0,64.64750957854406,127,6.26060606060606,1446.1999999999998,921.9089840917992,110630.0,759.1172563495057,0.028973941082042202,50,216.0771309252896
276,OzaBagExecutorMAXChunk,airlines,4,100,185,180.3713531494141,22100.0,122.5250015258789,471.0,63.32272727272728,129,5.188888888888888,1214.1999999999998,184.6762769769186,22163.0,635.7686190287271,0.028767810815779508,10,180.37135053887093
162,OzaBagExecutorMAXChunk,airlines,4,75,1630,209.11708068847656,25125.0,120.14800262451172,358.0,64.68263473053892,126,6.330263157894736,1443.2999999999997,1624.2012213918536,194948.0,760.5684745085865,0.030271382069993493,90,209.1170843557093
159,OzaBagExecutorMAXChunk,airlines,4,75,905,208.5133819580078,25575.0,122.65399932861328,359.0,65.15294117647059,128,6.286637931034483,1458.5,901.9883527454243,108419.0,771.0812845723383,0.030149805848380774,50,208.51338024029477
105,OzaBagExecutorMAXChunk,airlines,4,75,181,179.97296142578125,21564.0,119.81800079345705,343.0,63.604634929498815,125,4.884581497797358,1108.8000000000002,179.69251281196617,21564.0,585.2607897787894,0.0271406413364306,10,179.9729577959838
223,OzaBagExecutorMAXChunk,airlines,4,50,1627,204.16429138183597,24700.0,120.9810028076172,244.0,66.19472616632859,127,6.308225108225107,1457.1999999999998,1619.515853506104,194350.0,763.175399529263,0.030897789454626033,90,204.16428552239475
108,OzaBagExecutorMAXChunk,airlines,4,50,904,220.39654541015625,26800.0,121.5989990234375,226.0,64.79252336448597,127,6.2021645021645,1432.6999999999996,897.04230625234,107820.0,754.1769952418998,0.028140932658279844,50,220.3965510837343
155,OzaBagExecutorMAXChunk,airlines,4,50,180,179.8303680419922,21564.0,119.91300201416016,226.0,63.33085432741471,125,5.204867256637168,1176.3,179.6895181114435,21564.0,624.1312578285689,0.028943204314068303,10,179.83037400275887
50,OzaBagExecutorMAXChunk,airlines,4,25,1558,173.47898864746094,21200.0,122.20500183105467,144.0,65.24675324675324,128,5.829074889867842,1323.2,1549.326046751862,185978.0,712.3421075896545,0.03360104281083276,90,173.47898762203255
139,OzaBagExecutorMAXChunk,airlines,4,25,865,213.51744079589844,26025.0,121.88700103759766,117.0,64.13846153846153,128,6.075965665236052,1415.7,862.0879304023199,103454.0,740.5812333430345,0.02845653154055848,50,213.5174364653721
247,OzaBagExecutorMAXChunk,airlines,4,25,173,169.903564453125,20366.0,119.86799621582033,117.0,63.5170345607394,125,4.99295154185022,1133.4,169.71242385607027,20366.0,598.4950965242765,0.02938697321635454,10,169.90356594708862
119,OzaBagAdwinExecutorMAXChunk,airlines,4,100,477,375.583740234375,45200.0,120.34600067138672,266.0,68.58314855875831,125,6.208810572687225,1409.4,473.82137920698096,56905.0,747.2055213491298,0.016531095605069244,90,375.5837314729037
169,OzaBagAdwinExecutorMAXChunk,airlines,4,100,265,263.9950561523437,31700.0,120.0780029296875,349.0,66.74683544303798,125,5.430088495575221,1227.2,264.47237980989513,31747.0,652.0341822801438,0.020568901649215893,50,263.995063430245
130,OzaBagAdwinExecutorMAXChunk,airlines,4,100,53,49.89397811889648,6000.0,120.25499725341795,1127.0,66.27118644067797,126,3.9524017467248913,905.1000000000001,49.92926687193143,6000.0,475.29606119680614,0.0792160101994677,10,49.893976442043154
201,OzaBagAdwinExecutorMAXChunk,airlines,4,75,476,366.8566589355469,44025.0,120.00599670410156,204.0,68.90102389078498,126,6.042727272727272,1329.3999999999999,473.8016535806766,56905.0,725.1635091746937,0.016471629964217915,90,366.8566672426572
82,OzaBagAdwinExecutorMAXChunk,airlines,4,75,264,259.57098388671875,31148.0,119.9980010986328,265.0,67.1708557268368,125,5.372566371681415,1214.1999999999998,259.4953054576658,31148.0,644.6972253715041,0.020697869056488512,50,259.57099047339784
16,OzaBagAdwinExecutorMAXChunk,airlines,4,75,52,49.91514205932617,6000.0,120.2040023803711,873.0,66.70042194092827,125,3.966519823788547,900.4000000000002,49.92843590853111,6000.0,476.79155834046765,0.07946525972341127,10,49.91514326630924
73,OzaBagAdwinExecutorMAXChunk,airlines,4,50,479,384.4007568359375,46150.0,120.05699920654295,129.0,68.646420824295,126,6.06035242290749,1375.7000000000003,473.8489978433022,56905.0,727.5877260283752,0.01576571454015981,90,384.40074552092324
52,OzaBagAdwinExecutorMAXChunk,airlines,4,50,266,264.64215087890625,31747.0,119.96199798583984,164.0,66.96532794901727,125,5.325560538116593,1187.6000000000004,264.4679734424072,31747.0,638.8648825470109,0.020123630029514943,50,264.64214111995176
63,OzaBagAdwinExecutorMAXChunk,airlines,4,50,53,49.978759765625,6000.0,120.0510025024414,519.0,66.73949579831933,125,3.8792951541850225,880.6000000000001,49.92843590853111,6000.0,465.713272262775,0.0776188787104625,10,49.97875798561517
220,OzaBagAdwinExecutorMAXChunk,airlines,4,25,509,339.664306640625,40775.0,120.04499816894533,73.0,68.58159509202454,125,5.577092511013216,1266.0,503.68403087092986,60499.0,669.5020602726203,0.016419425144638143,90,339.6642977378808
154,OzaBagAdwinExecutorMAXChunk,airlines,4,25,283,279.5636291503906,33544.0,119.98699951171876,82.0,66.91428741907575,125,5.33119266055046,1162.2000000000003,279.4285476279728,33544.0,639.6738111583468,0.019069693869495193,50,279.5636205297713
194,OzaBagAdwinExecutorMAXChunk,airlines,4,25,56,54.97480392456055,6600.0,120.05500030517578,272.0,66.52471482889733,126,4.091228070175438,932.8,54.91762356465302,6600.0,491.1723872134559,0.07442005866870544,10,54.97480307544893
149,OzaBagASHTExecutorMAXChunk,airlines,4,100,1383,271.24920654296875,33100.0,122.02799987792967,368.0,67.4,127,6.229130434782607,1432.6999999999996,1374.8271553519367,165048.0,760.12832793526,0.022964602052424773,90,271.2492217614931
243,OzaBagASHTExecutorMAXChunk,airlines,4,100,768,281.8108215332031,34200.0,121.35800170898438,354.0,64.94721407624633,127,6.204000000000001,1395.9,762.7080559254327,91647.0,752.9050426025391,0.022014767327559623,50,281.81083668476475
232,OzaBagASHTExecutorMAXChunk,airlines,4,100,153,149.75209045410156,17971.0,120.00499725341795,521.0,63.25891108499804,125,4.779295154185022,1084.9,149.75539951412694,18000.0,573.5393018512474,0.0319147126955232,10,149.75209709017474
267,OzaBagASHTExecutorMAXChunk,airlines,4,75,1389,186.74368286132807,22500.0,120.48600006103516,401.0,65.79264214046823,126,5.635807860262011,1290.6000000000004,1380.0038322794564,165646.0,679.0359461955111,0.030179375386467158,90,186.74368796874384
80,OzaBagASHTExecutorMAXChunk,airlines,4,75,771,175.59719848632812,21075.0,120.0189971923828,426.0,65.03333333333333,126,5.625438596491228,1282.6,767.6994648757063,92246.0,675.1594991182025,0.03203603791782693,50,175.59720121822147
180,OzaBagASHTExecutorMAXChunk,airlines,4,75,154,149.74835205078125,17971.0,120.00800323486328,376.0,63.35493965131873,125,5.343171806167401,1212.9,149.75166182746946,18000.0,641.2233793989677,0.03568100714478703,10,149.74834607346656
46,OzaBagASHTExecutorMAXChunk,airlines,4,50,1358,281.3551025390625,34300.0,121.91000366210938,177.0,67.76350364963504,128,6.189224137931035,1435.9,1350.0445688484576,162058.0,754.5283373207882,0.02199791070906088,90,281.3550895713796
239,OzaBagASHTExecutorMAXChunk,airlines,4,50,754,310.7090148925781,37950.0,122.13999938964844,160.0,66.84696569920844,128,6.07155172413793,1408.6,747.7467730794517,89850.0,741.5793238804257,0.01954095715099936,50,310.70902398593205
245,OzaBagASHTExecutorMAXChunk,airlines,4,50,150,149.7508544921875,17971.0,120.00599670410156,246.0,63.06009709279616,125,5.3315789473684205,1215.6,149.75415359784353,18000.0,639.8214455855519,0.03560299624870914,10,149.75084990386807
38,OzaBagASHTExecutorMAXChunk,airlines,4,25,1203,168.15211486816406,20225.0,120.27799987792967,148.0,65.1930693069307,126,5.305701754385965,1209.7,1195.362473347548,143520.0,638.1591949663664,0.03155298862627275,90,168.1521144392689
255,OzaBagASHTExecutorMAXChunk,airlines,4,25,668,74.79971313476562,9075.0,121.3239974975586,334.0,63.635359116022094,127,4.720434782608697,1085.7000000000003,663.2339596566738,79667.0,572.7020177526061,0.0631076603584139,50,74.79971141061863
168,OzaBagASHTExecutorMAXChunk,airlines,4,25,133,129.6933135986328,15575.0,120.09100341796876,136.0,63.18327974276527,126,4.556768558951965,1043.5,129.783693843594,15600.0,547.226908587993,0.03513495400243936,10,129.6933122108427
88,LBagExecutorMAXChunk,airlines,4,100,163,68.18402862548828,8400.0,123.1959991455078,1463.0,61.97590361445783,128,6.370089285714286,1426.9,159.74042181455135,19200.0,784.7695141996655,0.09342494216662685,90,68.18403242201633
158,LBagExecutorMAXChunk,airlines,4,100,90,68.36270904541016,8400.0,122.8740005493164,1428.0,61.95180722891567,128,6.205172413793103,1439.6,89.86146357698549,10800.0,762.4543585810168,0.09076837602154962,50,68.36271271747677
124,LBagExecutorMAXChunk,airlines,4,100,18,14.963090896606444,1800.0,120.2959976196289,3959.0,71.94117647058823,126,3.9925438596491234,910.3000000000002,14.982645102755974,1800.0,480.28704663661495,0.26682613702034164,10,14.963091338180073
263,LBagExecutorMAXChunk,airlines,4,75,162,77.98786926269531,9375.0,120.21099853515624,960.0,61.72043010752688,126,6.405263157894736,1460.3999999999999,159.73909281506872,19200.0,769.9830800909743,0.08213152854303726,90,77.98787227658075
184,LBagExecutorMAXChunk,airlines,4,75,90,71.80909729003906,8775.0,122.1989974975586,1005.0,62.206896551724135,128,6.143612334801762,1394.6000000000001,89.86146357698549,10800.0,750.7432683264107,0.08555478841326618,50,71.80909974466293
93,LBagExecutorMAXChunk,airlines,4,75,18,14.915602684020996,1800.0,120.6790008544922,2888.0,72.52173913043478,126,3.816157205240176,873.9000000000003,14.982270979341113,1800.0,460.5300386320558,0.2558500214622532,10,14.91560244329779
166,LBagExecutorMAXChunk,airlines,4,50,161,77.2823257446289,9300.0,120.33799743652344,646.0,61.8054054054054,126,6.411353711790392,1468.1999999999998,159.72534706598003,19168.0,771.5294665340772,0.08296015769183626,90,77.28232310750904
123,LBagExecutorMAXChunk,airlines,4,50,89,79.5654296875,9550.0,120.0270004272461,587.0,61.54736842105263,125,5.725550660792951,1299.6999999999998,84.86280513170374,10200.0,687.2206716092147,0.07196027974965599,50,79.5654308281135
131,LBagExecutorMAXChunk,airlines,4,50,17,14.985638618469238,1800.0,120.11499786376952,1954.0,72.74285714285715,125,4.024311926605505,877.3000000000002,14.982395685070042,1800.0,483.38021846736245,0.26854456581520136,10,14.985639029370011
254,LBagExecutorMAXChunk,airlines,4,25,156,119.74276733398438,14375.0,120.04900360107422,208.0,60.85714285714285,125,6.400440528634362,1452.9,154.73908768187198,18569.0,768.3665080704878,0.053451583170120893,90,119.74276810966693
111,LBagExecutorMAXChunk,airlines,4,25,87,84.8742904663086,10185.0,120.0009994506836,267.0,61.48622047244095,125,5.486784140969163,1245.5,84.86562942008487,10200.0,658.41958068646,0.06464600694025135,50,84.87429310274783
135,LBagExecutorMAXChunk,airlines,4,25,17,14.998499870300291,1800.0,120.01200103759766,962.0,72.22535211267605,125,3.9054298642533944,863.1000000000001,14.98252039287498,1800.0,468.69845292104327,0.2603880294005796,10,14.998500020311232
24,AdaptiveRandomForestExecutorMAXChunk,airlines,4,100,179,88.19075775146484,10600.0,120.19400024414062,1131.0,65.76190476190476,124,6.089333333333334,1370.1000000000001,174.70881863560732,21000.0,731.9013321533204,0.0690472954861623,90,88.19075809498854
249,AdaptiveRandomForestExecutorMAXChunk,airlines,4,100,99,88.70098876953125,10700.0,120.62999725341795,1119.0,65.11320754716982,125,5.98193832599119,1357.9,94.85139947415715,11400.0,721.6012038344328,0.06743936484433952,50,88.70098850720834
53,AdaptiveRandomForestExecutorMAXChunk,airlines,4,100,19,14.939247131347656,1800.0,120.48799896240234,4200.0,74.82352941176471,124,4.027111111111112,906.1000000000001,14.982645102755974,1800.0,485.21855937703464,0.2695658663205748,10,14.939247190599295
231,AdaptiveRandomForestExecutorMAXChunk,airlines,4,75,178,87.74459075927734,10650.0,121.375,853.0,65.1063829787234,125,5.968281938325992,1354.8000000000002,174.70542157630706,20965.0,724.4002202643173,0.06801880002481853,90,87.74459320288362
104,AdaptiveRandomForestExecutorMAXChunk,airlines,4,75,99,84.36585998535156,10125.0,120.01300048828124,878.0,65.83084577114427,124,5.938222222222222,1336.1,94.85061028879515,11400.0,712.6638664550779,0.07038655471161263,50,84.36586002187875
157,AdaptiveRandomForestExecutorMAXChunk,airlines,4,75,19,14.959733963012695,1800.0,120.322998046875,3086.0,74.66666666666667,125,3.920704845814979,890.0000000000002,14.982270979341113,1800.0,471.7509615053691,0.26208386750298285,10,14.959733627138865
199,AdaptiveRandomForestExecutorMAXChunk,airlines,4,50,174,93.59400939941406,11250.0,120.1999969482422,533.0,65.94642857142857,125,6.0431718061674005,1371.8,169.70959543352362,20366.0,726.3892326590249,0.06456793179191332,90,93.59401235961944
92,AdaptiveRandomForestExecutorMAXChunk,airlines,4,50,97,84.52909088134766,10150.0,120.0770034790039,583.0,65.97029702970298,124,5.915555555555556,1331.0,94.8490319574677,11400.0,710.3221850246854,0.06998248128322024,50,84.52909138238765
206,AdaptiveRandomForestExecutorMAXChunk,airlines,4,50,19,14.969436645507812,1800.0,120.24500274658205,2087.0,74.62857142857143,125,3.972246696035243,901.7000000000002,14.982395685070042,1800.0,477.64281487485925,0.2653571193749218,10,14.969437056719306
134,AdaptiveRandomForestExecutorMAXChunk,airlines,4,25,170,83.81236267089844,10075.0,120.20899963378906,298.0,65.35323383084577,125,5.904405286343611,1340.2999999999997,169.7171381031614,20400.0,709.7626529038213,0.0704479059954165,90,83.81236039475417
258,AdaptiveRandomForestExecutorMAXChunk,airlines,4,25,94,73.8746109008789,8875.0,120.13600158691406,332.0,65.79661016949152,124,5.736888888888888,1290.8,89.85847290517435,10800.0,689.2068926595051,0.07765711466585973,50,73.87460780088688
196,AdaptiveRandomForestExecutorMAXChunk,airlines,4,25,18,14.993127822875977,1800.0,120.05500030517578,1025.0,74.4225352112676,124,4.0680000000000005,915.3000000000002,14.98252039287498,1800.0,488.38374124145514,0.2713243006896973,10,14.993128111486072
5,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,100,615,613.1953735351562,73600.0,120.0270004272461,151.0,93.48707482993196,124,5.515929203539822,1246.6,613.3718510131704,73677.0,662.0604368699335,0.0089953863705154,90,613.1953621936287
96,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,100,342,339.4616394042969,40732.0,119.98999786376952,221.0,93.47558574522544,124,4.629910714285714,1037.1,339.25522434055455,40732.0,555.5429767165864,0.01363898106443549,50,339.46162784538944
222,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,100,68,64.94317626953125,7800.0,120.1050033569336,903.0,93.5974025974026,124,3.905752212389381,882.7,64.89886593391964,7800.0,469.1003825803774,0.060141074689791976,10,64.94317290695709
190,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,75,592,588.0759887695312,70575.0,120.01000213623048,117.0,93.42836879432625,124,5.501333333333333,1237.8,588.4576319163461,70682.0,660.2150250854493,0.00935480021375061,90,588.0759831991847
85,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,75,329,324.256103515625,38925.0,120.04399871826172,166.0,93.51093951093952,124,4.602666666666667,1035.6000000000001,324.3177956218972,38935.0,552.5225114339192,0.01419454107730043,50,324.25610955659147
147,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,75,65,64.95182800292969,7800.0,120.08899688720705,684.0,93.66990291262135,124,3.9817777777777783,895.9000000000001,64.89886593391964,7800.0,478.1676991611058,0.061303551174500745,10,64.95182907828024
