,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,methodology_x,ensemble_size,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,methodology_y,avg_times_duration,joules,JPI,PERC,tput
99,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,500,42,40.0073356628418,4800.0,119.97799682617188,7525.0,56.30232558139535,2,25,126,2.9917030567685585,685.0999999999999,39.94407829039345,4800.0,"2
",376.9545851528384,358.93853984982684,0.07853220524017467,10,40.00733573635506
125,OzaBagASHT,covtypeNorm,1,1,220,181.13031005859372,21736.0,120.0019989013672,10029.0,71.03882959146117,1,25,126,3.629824561403509,827.6000000000001,219.55283062876947,26356.0,"1
",457.3578947368422,435.5862030296996,0.02104149313290588,90,181.13031615302833
41,OzaBagASHT,covtypeNorm,1,1,122,119.8899154663086,14376.0,119.91000366210938,308.0,64.69115191986644,1,25,126,3.4161572052401743,782.3,119.79500854131078,14376.0,"1
",430.43580786026195,409.6314229906906,0.029941277675310376,50,119.88991377658263
34,OzaBagASHT,covtypeNorm,1,1,24,20.002500534057617,2400.0,119.98500061035156,74.0,68.29166666666666,1,25,127,2.945454545454545,680.3999999999999,19.976361305788153,2400.0,"1
",374.0727272727272,353.41036543412633,0.15586363636363634,10,20.002500210788373
119,OzaBag,covtypeNorm,1,1,253,240.2396697998047,28829.0,120.0009994506836,5789.0,72.48950709355164,1,25,126,3.6148471615720528,827.8000000000001,249.46483753550396,29950.0,"1
",455.47074235807867,433.78527225011305,0.015799047568700916,90,240.23966576918184
208,OzaBag,covtypeNorm,1,1,140,139.8645782470703,16772.0,119.91600036621094,336.0,66.0982590031004,1,25,127,3.4369565217391305,790.5,139.75152691791723,16772.0,"1
",436.49347826086955,412.14607951952064,0.026025129874843164,50,139.86457143984177
149,OzaBag,covtypeNorm,1,1,28,24.991458892822266,2999.0,120.0009994506836,99.0,65.55518506168723,1,25,127,2.975652173913043,684.3999999999999,24.968165588874186,3000.0,"1
",377.90782608695645,357.0812348871645,0.12601127912202617,10,24.99145851891416
12,LeveragingBag,covtypeNorm,1,1,136,107.216064453125,12867.0,120.01000213623048,9748.0,74.74935882490091,1,25,127,3.6408695652173924,837.4000000000002,134.76601559896008,16173.0,"1
",462.39043478260885,436.9407642994758,0.03593614943519149,90,107.21606341939652
187,LeveragingBag,covtypeNorm,1,1,75,74.87771606445312,8986.0,120.00900268554688,497.0,73.0135766748275,1,25,126,3.452192982456141,787.1000000000001,74.8814377236043,9000.0,"1
",434.97631578947374,414.2942369026051,0.04840599997657175,50,74.87771582891604
21,LeveragingBag,covtypeNorm,1,1,15,15.004626274108888,1800.0,119.96299743652344,100.0,68.83333333333333,1,25,127,3.0273913043478258,696.3,14.98301924485583,1800.0,"1
",384.4786956521739,363.17493528283154,0.21359927536231882,10,15.004626747113768
37,LBagExecutorMAXChunk,covtypeNorm,4,500,701,687.31103515625,82500.0,120.03299713134766,684.0,91.01463414634146,3,25,126,4.985526315789473,1136.6999999999998,697.8156854587061,83860.0,"3
",628.1763157894736,598.4276659614161,0.007614258373205741,90,687.3110059038459
13,LBagExecutorMAXChunk,covtypeNorm,4,500,389,383.017333984375,46000.0,120.0989990234375,1110.0,86.82857142857144,3,25,126,4.180786026200873,957.3999999999999,384.0287086917063,46123.0,"3
",526.77903930131,502.1082168778998,0.011451718245680653,50,383.01734713894683
192,LBagExecutorMAXChunk,covtypeNorm,4,500,254,249.82899475097656,29950.0,119.88200378417967,1699.0,73.5144312393888,2,25,125,3.937444933920705,893.8000000000001,249.43782793370536,29950.0,"2
",492.1806167400881,472.02878846828105,0.016433409573959536,10,249.82899062913708
17,LBagExecutorMAXChunk,covtypeNorm,4,500,141,139.97430419921875,16772.0,119.8219985961914,2903.0,58.84341199606686,2,25,126,3.5624454148471614,815.8,,,,448.86812227074233,426.85932949682507,0.026762945520554634,90,139.97429684446195
80,LBagExecutorMAXChunk,covtypeNorm,4,500,77,70.83038330078125,8500.0,120.00499725341795,4281.0,69.5625,3,25,125,3.2418502202643165,735.8999999999999,74.88019169329074,9000.0,"3
",405.23127753303953,389.0382267788117,0.04767426794506347,50,70.83038368852515
