,algorithm,dataset,cores_x,instances,time,delay,acc,ensemble_size,inc_rate_x,cores_y,duration,avg_measure,sum_measure,inc_rate_y,prod_rate,tt_inst_prod,avg_times_duration,joules,IPS,JPI,tput
13,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,12095.0,599.3590087890625,2163.0,91.70498915401302,25,100,4,612,3.0470534904805073,3360.8999999999996,,,,1864.7967361740705,1826.27895978165,20.17989188889742,0.15417914313138242,20.17989188889742
22,OzaBagExecutorMAXChunk,elecNormNew,4,45299.0,228.22000122070312,85.0,77.14032168607876,25,100,4,242,2.9716247139588097,1298.6,,,,719.1331807780319,678.1841958471512,198.48829970074803,0.01587525510006914,198.48829970074803
15,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,45291.0,320.1839904785156,304.0,84.14301675977653,25,100,4,333,3.092524916943521,1861.6999999999998,,,,1029.8107973421925,990.1769685612167,141.45304370875166,0.022737647597584343,141.45304370875166
6,OzaBagASHTExecutorMAXChunk,elecNormNew,4,45249.0,137.13299560546875,272.0,77.45252637423653,25,100,4,151,3.0208791208791212,824.7,,,,456.1527472527473,414.26220320816884,329.96435176098134,0.010080946479540925,329.96435176098134
5,LBagExecutorMAXChunk,elecNormNew,4,38995.0,598.2969970703125,1270.0,89.61713173264114,25,100,4,613,2.8831674208144795,3185.8999999999996,,,,1767.381628959276,1724.990409924261,65.17666007174905,0.04532328834361523,65.17666007174905
12,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,27510.0,599.2429809570312,1674.0,89.07924528301888,25,100,4,611,2.975862068965517,3279.3999999999996,,,,1818.251724137931,1783.264457123855,45.90792195190119,0.06609421025583173,45.90792195190119
14,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,9762.0,599.2429809570312,1550.0,82.17989417989418,25,100,4,611,2.9930971843778384,3295.4,,,,1828.7823796548594,1793.592479060673,16.290553765701905,0.18733685511727713,16.290553765701905
23,OzaBagExecutorMAXChunk,covtypeNorm,4,142335.0,599.4190063476562,251.0,82.42535859748538,25,100,4,612,3.0238440616500455,3335.3,,,,1850.5925657298278,1812.5496027845313,237.4549330146654,0.013001669060525014,237.4549330146654
2,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,30960.0,599.302001953125,918.0,79.50326797385621,25,100,4,613,2.8944846292947557,3201.2999999999997,,,,1774.3190777576851,1734.670432958896,51.660097745546274,0.05731004773119138,51.660097745546274
0,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,76720.0,599.4539794921875,276.0,77.68255011501807,25,100,4,613,2.816923076923077,3112.7,,,,1726.773846153846,1688.6157483849158,127.98313569457231,0.02250747974653084,127.98313569457231
17,LBagExecutorMAXChunk,covtypeNorm,4,13658.0,599.3280029296875,3298.0,74.27680311890839,25,100,4,613,2.858552036199095,3158.7,,,,1752.292398190045,1713.2102831257953,22.78885674161022,0.12829787656977926,22.78885674161022
19,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,33133.0,599.4190063476562,467.0,82.71006813020439,25,100,4,612,2.9014492753623187,3203.2,,,,1775.686956521739,1739.1838416058083,55.275190891733644,0.053592700827626204,55.275190891733644
8,StreamingRandomPatchesExecutorMAXChunk,airlines,4,8962.0,599.2130126953125,5957.0,66.54545454545455,25,100,4,612,3.4207615593834997,3773.1,,,,2093.5060743427016,2049.764839710502,14.956284009401166,0.23359808908086382,14.956284009401166
21,OzaBagExecutorMAXChunk,airlines,4,160162.0,599.6649780273438,373.0,65.62615940889798,25,100,4,613,2.955565610859728,3265.8999999999996,,,,1811.7617194570134,1772.3491870945718,267.08579935227914,0.011312057288601626,267.08579935227914
4,OzaBagAdwinExecutorMAXChunk,airlines,4,26605.0,599.3179931640625,2040.0,67.41434262948206,25,100,4,612,3.2453804347826085,3582.8999999999996,,,,1986.1728260869563,1945.0148892278255,44.392126222575996,0.07465411862758715,44.392126222575996
3,OzaBagASHTExecutorMAXChunk,airlines,4,118171.0,599.7369995117188,270.0,66.63862332695984,25,100,4,613,3.284796380090498,3629.7,,,,2013.580180995475,1970.0139250024304,197.03803516576428,0.017039545920703683,197.03803516576428
7,LBagExecutorMAXChunk,airlines,4,9827.0,599.218017578125,1065.0,61.95225464190981,25,100,4,613,3.108597285067873,3434.9999999999995,,,,1905.5701357466062,1862.7275026071122,16.399707137842817,0.19391168573792675,16.399707137842817
