dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate,acc
covtypeNorm,StreamingRandomPatchesExecutorRUNPER,25,4,1,12,1200.0,119.95500183105469,39.0,10.003750801086426,74.75
covtypeNorm,LeveragingBag,25,1,1,146,15215.0,120.00299835205078,4168.0,126.78849792480469,73.78902398948406
airlines,OzaBagAdwinExecutorRUNPER,25,4,1,205,14828.0,120.00399780273438,14286.0,123.56255340576172,63.6565956298894
elecNormNew,StreamingRandomPatchesExecutorRUNPER,25,4,1,229,26713.0,120.00599670410156,904.0,222.5972137451172,89.7690263167746
airlines,OzaBag,25,1,1,402,13963.0,120.35800170898438,18119.0,116.0122299194336,62.901955167227676
GMSC,OzaBag,25,1,1,184,21564.0,119.82599639892578,14.0,179.96095275878906,93.55407160081619
covtypeNorm,AdaptiveRandomForestExecutorRUNPER,25,4,1,200,23960.0,119.9219970703125,400.0,199.79653930664062,79.59933222036727
GMSC,OzaBagAdwinExecutorRUNPER,25,4,1,1578,149607.0,95.48899841308594,1568.0,1566.7459716796875,93.50030413015433
covtypeNorm,LBagExecutorRUNPER,25,4,1,29,3000.0,119.9800033569336,28.0,25.004167556762695,71.56666666666666
airlines,OzaBagASHT,25,1,1,499,14292.0,120.02300262451172,23275.0,119.0771713256836,63.567030506577105
GMSC,OzaBagASHT,25,1,1,191,22762.0,119.84700012207031,13.0,189.9254913330078,93.55065459977155
GMSC,OzaBagASHT,25,1,1,959,114218.0,119.90299987792969,71.0,952.586669921875,93.35656376403018
airlines,LeveragingBag,25,1,1,75,4253.0,120.0250015258789,14642.0,35.43428421020508,67.22313660945215
covtypeNorm,OzaBag,25,1,1,217,25757.0,119.99199676513672,839.0,214.65597534179688,71.44077338199325
airlines,LBagExecutorRUNPER,25,4,1,75,7112.0,120.09300231933594,4912.0,59.220767974853516,63.09055118110236
covtypeNorm,OzaBagAdwinExecutorRUNPER,25,4,1,42,4798.0,120.00499725341797,41.0,39.981666564941406,73.69737390579408
elecNormNew,StreamingRandomPatchesExecutorRUNPER,25,4,1,25,3000.0,119.97799682617188,21.0,25.00458526611328,92.06666666666666
GMSC,LBagExecutorRUNPER,25,4,1,90,10784.0,120.0009994506836,21.0,89.86592102050781,93.28635014836796
covtypeNorm,StreamingRandomPatchesExecutorRUNPER,25,4,1,108,11859.0,120.04000091552734,1953.0,98.79206848144531,81.78598532759929
covtypeNorm,OzaBagAdwin,25,1,1,379,25516.0,120.0009994506836,11873.0,212.63156127929688,77.6689136228249
elecNormNew,StreamingRandomPatches,25,1,1,25,3000.0,119.98600006103516,32.0,25.00291633605957,92.26666666666667
airlines,OzaBag,25,1,1,80,9459.0,120.00199890136719,567.0,78.82368469238281,64.07654086055608
GMSC,StreamingRandomPatchesExecutorRUNPER,25,4,1,301,35923.0,120.0009994506836,424.0,299.3558349609375,93.51668847256633
elecNormNew,LBagExecutorRUNPER,25,4,1,68,7788.0,120.00800323486328,29.0,64.89567565917969,91.23009758602979
GMSC,StreamingRandomPatchesExecutorRUNPER,25,4,1,167,19768.0,120.01100158691406,133.0,164.71823120117188,93.58053419668151
elecNormNew,OzaBagASHTExecutorRUNPER,25,4,1,1211,44180.0,37.6879997253418,1358.0,1172.2564697265625,84.04028972385696
elecNormNew,OzaBagExecutorRUNPER,25,4,1,1250,43957.0,36.391998291015625,2068.0,1207.8753662109375,82.8650726846691
covtypeNorm,StreamingRandomPatches,25,1,1,60,7171.0,120.03099822998047,275.0,59.74290084838867,82.13638265234974
elecNormNew,OzaBag,25,1,1,694,45312.0,65.83999633789062,124.0,688.2138671875,82.763947740113
airlines,OzaBagAdwin,25,1,1,114,12826.0,120.01000213623047,858.0,106.87442779541016,63.737720255730544
airlines,OzaBagExecutorRUNPER,25,4,1,724,15885.0,120.00599670410156,25838.0,132.36837768554688,61.76266918476551
covtypeNorm,LeveragingBag,25,1,1,264,15437.0,120.0009994506836,16677.0,128.64059448242188,74.09470752089136
GMSC,OzaBag,25,1,1,1663,150000.0,90.58699798583984,206.0,1655.8668212890625,93.446
covtypeNorm,OzaBagASHTExecutorRUNPER,25,4,1,388,34111.0,120.0009994506836,7848.0,284.2559509277344,74.29568174489167
covtypeNorm,OzaBagAdwinExecutorRUNPER,25,4,1,379,34640.0,120.00199890136719,8796.0,288.661865234375,80.81986143187066
covtypeNorm,OzaBag,25,1,1,390,32466.0,120.0009994506836,8881.0,270.5477600097656,73.5754327604263
airlines,OzaBagAdwin,25,1,1,22,2398.0,119.95999908447266,31.0,19.9899959564209,72.72727272727273
GMSC,OzaBagAdwin,25,1,1,1578,149161.0,95.50499725341797,1215.0,1561.8135986328125,93.42924759152862
GMSC,LBagExecutorRUNPER,25,4,1,814,90693.0,120.0009994506836,3794.0,755.7686767578125,93.52651252026067
GMSC,StreamingRandomPatches,25,1,1,167,19767.0,119.93199920654297,358.0,164.8184051513672,93.59032731319876
elecNormNew,StreamingRandomPatchesExecutorRUNPER,25,4,1,127,14975.0,119.91000366210938,157.0,124.88533020019531,91.23205342237061
GMSC,OzaBagAdwinExecutorRUNPER,25,4,1,175,20965.0,119.85199737548828,40.0,174.924072265625,93.61316479847365
covtypeNorm,OzaBagAdwin,25,1,1,210,24851.0,120.00199890136719,5124.0,207.0882110595703,77.15182487626252
GMSC,StreamingRandomPatches,25,1,1,301,35288.0,120.00299835205078,2417.0,294.059326171875,93.49637270460212
elecNormNew,LeveragingBag,25,1,1,620,44448.0,89.68800354003906,6958.0,495.5846862792969,89.8510619150468
GMSC,OzaBagExecutorRUNPER,25,4,1,184,21564.0,119.84200286865234,38.0,179.93692016601562,93.63290669634577
covtypeNorm,AdaptiveRandomForestExecutorRUNPER,25,4,1,361,41668.0,120.00299835205078,1808.0,347.22467041015625,85.88845156954977
airlines,StreamingRandomPatchesExecutorRUNPER,25,4,1,15,1798.0,119.97699737548828,40.0,14.9862060546875,74.36040044493882
airlines,StreamingRandomPatches,25,1,1,139,3251.0,120.0199966430664,25011.0,27.0871524810791,71.82405413718855
covtypeNorm,OzaBagExecutorRUNPER,25,4,1,217,25757.0,119.96299743652344,431.0,214.70787048339844,71.56501145319719
covtypeNorm,OzaBagASHTExecutorRUNPER,25,4,1,43,4800.0,120.00599670410156,27.0,39.99800109863281,68.72916666666666
covtypeNorm,StreamingRandomPatches,25,1,1,108,8825.0,120.00599670410156,9038.0,73.53799438476562,82.02832861189802
airlines,StreamingRandomPatchesExecutorRUNPER,25,4,1,77,6053.0,120.02799987792969,8462.0,50.429901123046875,67.14026102758962
airlines,OzaBagASHTExecutorRUNPER,25,4,1,499,16132.0,120.04499816894531,30476.0,134.3829345703125,62.76965038432928
airlines,AdaptiveRandomForestSequential,25,1,1,15,1798.0,119.97699737548828,53.0,14.9862060546875,73.13681868743048
elecNormNew,OzaBagAdwin,25,1,1,115,13777.0,119.82499694824219,15.0,114.97601318359375,88.88727589460696
elecNormNew,LeveragingBag,25,1,1,68,7788.0,120.00700378417969,38.0,64.89620971679688,90.80636877247046
airlines,OzaBagASHT,25,1,1,55,6590.0,120.00299835205078,253.0,54.9152946472168,65.9939301972686
elecNormNew,OzaBagExecutorRUNPER,25,4,1,694,45312.0,65.84600067138672,218.0,688.151123046875,82.27621822033898
airlines,OzaBagAdwinExecutorRUNPER,25,4,1,22,2398.0,119.96199798583984,19.0,19.98966407775879,72.22685571309424
GMSC,OzaBagAdwin,25,1,1,175,20965.0,119.83000183105469,22.0,174.95619201660156,93.52730741712378
airlines,AdaptiveRandomForestExecutorRUNPER,25,4,1,78,6708.0,120.00299835205078,8087.0,55.89860153198242,66.01073345259391
covtypeNorm,OzaBagAdwinExecutorRUNPER,25,4,1,210,25158.0,119.98100280761719,1296.0,209.68319702148438,79.93481198823436
covtypeNorm,OzaBagASHTExecutorRUNPER,25,4,1,215,25757.0,119.9749984741211,201.0,214.6864013671875,71.6348953682494
airlines,AdaptiveRandomForestExecutorRUNPER,25,4,1,15,1798.0,119.96900177001953,28.0,14.987204551696777,73.41490545050056
covtypeNorm,OzaBagExecutorRUNPER,25,4,1,390,31941.0,120.0009994506836,8787.0,266.17279052734375,73.81108919570458
GMSC,LeveragingBag,25,1,1,90,10783.0,120.00700378417969,26.0,89.85308837890625,93.2764536770843
elecNormNew,OzaBagAdwin,25,1,1,1039,45195.0,43.88399887084961,686.0,1029.874267578125,84.87443301250138
GMSC,LeveragingBag,25,1,1,452,53872.0,120.00299835205078,207.0,448.922119140625,93.3880308880309
elecNormNew,LBagExecutorRUNPER,25,4,1,620,44865.0,73.25199890136719,1102.0,612.4747314453125,89.94762063969686
elecNormNew,OzaBagAdwin,25,1,1,577,45312.0,79.02300262451172,152.0,573.4026489257812,84.5118290960452
airlines,AdaptiveRandomForestSequential,25,1,1,78,4355.0,120.01300048828125,20826.0,36.28773498535156,68.47301951779563
covtypeNorm,OzaBag,25,1,1,43,4799.0,120.00199890136719,29.0,39.99100112915039,68.78516357574495
GMSC,LeveragingBag,25,1,1,814,84409.0,120.0009994506836,5673.0,703.4024658203125,93.48173772938905
covtypeNorm,OzaBagASHT,25,1,1,43,4798.0,120.00199890136719,30.0,39.982666015625,68.79949979157982
airlines,LeveragingBag,25,1,1,15,1798.0,119.97699737548828,121.0,14.9862060546875,72.63626251390434
elecNormNew,OzaBagAdwinExecutorRUNPER,25,4,1,577,45312.0,79.0260009765625,236.0,573.3809204101562,86.06329449152543
GMSC,AdaptiveRandomForestSequential,25,1,1,350,41930.0,119.99299621582031,354.0,349.43707275390625,93.42475554495589
