dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate,acc
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,4712,22000.0,24.18400001525879,359.0,909.6923828125,73.96279069767442
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,4042,18000.0,27.733999252319336,1953.0,649.0228881835938,77.3
airlines,OzaBagASHTExecutorMAXChunk,25,4,2000,4989,98000.0,617.6259765625,12585.0,158.67208862304688,64.71770833333333
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,3368,118500.0,600.0130004882812,1429.0,197.4957275390625,71.12711864406779
GMSC,OzaBagExecutorMAXChunk,25,4,500,8499,68000.0,41.7869987487793,216.0,1627.3004150390625,93.43091647159916
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,702,132000.0,599.4739990234375,6318.0,220.1930389404297,92.14769230769231
GMSC,LBagExecutorMAXChunk,25,4,50,2037,149050.0,297.8280029296875,64.0,500.4566345214844,93.3510067114094
airlines,OzaBagASHTExecutorMAXChunk,25,4,25,2735,58425.0,601.1370239257812,245.0,97.1908187866211,64.60273972602741
airlines,LBagExecutorMAXChunk,25,4,50,214,9500.0,750.5289916992188,3781.0,12.65773868560791,62.21164021164021
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,3314,182000.0,600.0499877929688,3781.0,303.3080749511719,72.73277777777778
GMSC,OzaBagExecutorMAXChunk,25,4,50,6990,94800.0,130.11900329589844,45.0,728.5638427734375,93.40580474934038
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,25,2142,26375.0,51.15800094604492,32.0,515.5596313476562,83.70018975332069
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,1012,90850.0,600.02197265625,203.0,151.41111755371094,89.73127753303964
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,8906,54000.0,47.42499923706055,1198.0,1138.6400146484375,93.22294659512683
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,25,213,29350.0,599.3049926757812,412.0,48.97339630126953,66.90196078431373
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,489,45300.0,335.2860107421875,251.0,135.10853576660156,89.64419889502763
GMSC,LBagExecutorMAXChunk,25,4,25,1861,148400.0,266.4179992675781,30.0,557.0194091796875,93.3128896377422
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,875,42000.0,164.5709991455078,5170.0,255.20899963378906,88.79249999999999
