,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,ensemble_size,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,avg_times_duration,joules,JPIold,JPI,frequency_maximum,PERC,tput
14,OzaBag,elecNormNew,1,1,320,319.6158142089844,38336.0,119.94400024414062,166.0,82.65077212020033,25,128,3.09051724137931,716.9999999999999,319.2485135157643,38336.0,395.5862068965517,370.68900075452075,8.061658079557883e-05,0.01031892234183409,600,50,319.61582006577066
7,OzaBag,elecNormNew,1,1,64,59.92449951171875,7191.0,120.0009994506836,20.0,87.53998053121958,25,128,2.990086206896551,693.6999999999998,59.90515017888344,7200.0,382.7310344827585,358.8133332712896,0.0004158095128489154,0.05322361764466117,600,10,59.92450090347173
23,LeveragingBag,elecNormNew,1,1,276,250.68746948242188,30084.0,120.00599670410156,6757.0,90.00797766254487,25,128,3.318534482758621,769.9000000000001,274.40217889239636,32945.0,424.7724137931035,398.2440382003785,0.00011030895102907263,0.014119545731721297,600,90,250.6874725117115
34,LeveragingBag,elecNormNew,1,1,153,149.8711395263672,17970.0,119.90299987792967,719.0,91.13522537562604,25,128,3.1905172413793106,740.2,149.7312835895513,17970.0,408.38620689655176,382.552588403636,0.0001775468693032449,0.022725999270815346,600,50,149.87114599546985
32,LeveragingBag,elecNormNew,1,1,30,30.00600242614746,3600.0,119.97599792480467,43.0,90.63888888888889,25,128,3.0228448275862068,701.3,29.959803929727617,3600.0,386.92413793103447,362.6688247614893,0.0008396791187739464,0.10747892720306514,600,10,30.00600171924647
36,LBagExecutorRUNPER,elecNormNew,4,1,276,274.4060363769531,32929.0,120.0009994506836,1039.0,90.00880682680919,25,127,3.3939130434782605,780.5999999999999,274.41132128905434,32945.0,431.02695652173907,407.27295726610265,0.00010306760130821648,0.013089585366143493,600,90,274.4060478723989
27,LBagExecutorRUNPER,elecNormNew,4,1,153,149.8948974609375,17970.0,119.88400268554688,293.0,91.21313299944352,25,128,3.271244635193133,762.2,149.7337788406256,17970.0,418.719313304721,392.1699006305744,0.0001820392117525394,0.023301019104325044,600,50,149.8948950439611
21,LBagExecutorRUNPER,elecNormNew,4,1,30,30.00575256347656,3600.0,119.97699737548828,22.0,90.88888888888889,25,128,3.068103448275862,711.8,29.959803929727617,3600.0,392.71724137931034,368.10183936151964,0.0008522509578544061,0.10908812260536398,600,10,30.005751758674137
19,AdaptiveRandomForestSequential,elecNormNew,1,1,184,142.3166961669922,17079.0,120.00700378417967,10122.0,89.51343755489198,25,125,3.3348017621145374,757.0,179.65807978138434,21564.0,416.85022026431716,400.19956768556835,0.00019525743674187818,0.024407179592734772,600,90,142.31669370493438
8,AdaptiveRandomForestSequential,elecNormNew,1,1,102,99.87744903564452,11980.0,119.9469985961914,1116.0,89.55759599332221,25,125,3.242477876106195,732.8000000000001,99.83166947217546,11980.0,405.3097345132744,388.9254892534915,0.0002706575856516023,0.03383219820645028,600,50,99.87744704084986
5,AdaptiveRandomForestSequential,elecNormNew,1,1,20,20.00300025939941,2400.0,119.98200225830078,56.0,86.66666666666667,25,125,3.0823788546255497,699.6999999999998,19.975363718081034,2400.0,385.2973568281937,369.8299866966213,0.0012843245227606456,0.1605405653450807,600,10,20.003000073571112
0,AdaptiveRandomForestExecutorRUNPER,elecNormNew,4,1,184,179.7779083251953,21564.0,119.947998046875,1567.0,89.56130588017065,25,125,3.4947136563876655,793.3000000000001,179.6565829924435,21564.0,436.8392070484582,419.1839068307751,0.00016206240291168918,0.02025780036396115,600,90,179.77790668563648
30,AdaptiveRandomForestExecutorRUNPER,elecNormNew,4,1,102,99.9049301147461,11980.0,119.91400146484376,466.0,89.31552587646077,25,125,3.2819383259911894,745.0,99.8325013958217,11980.0,410.24229074889865,393.5503572304344,0.0002739514462430041,0.03424393078037551,600,50,99.90493064742137
33,AdaptiveRandomForestExecutorRUNPER,elecNormNew,4,1,20,20.00316619873047,2400.0,119.9810028076172,33.0,86.95833333333334,25,126,3.08296943231441,705.9999999999999,19.97486496159,2400.0,388.45414847161567,369.89776411431325,0.0012845705967976708,0.16185589519650653,600,10,20.00316670005055
1,AdaptiveRandomForestSequential,covtypeNorm,1,1,16,,,,,,25,23,3.327906976744186,143.1,14.975820290156516,288.0,76.54186046511627,,,,600,90,
