dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate
airlines,LBagExecutorMAXChunk,25,4,50,75,8550.0,120.52799987792969,645.0,70.93787384033203
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,273,32346.0,119.90699768066406,105.0,269.7590637207031
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,16,1800.0,119.947998046875,83214.0,15.006503105163574
elecNormNew,LBagExecutorMAXChunk,25,4,500,658,44528.0,69.42500305175781,651.0,641.3827514648438
GMSC,LBagExecutorMAXChunk,25,4,50,1216,145300.0,120.00199890136719,35.0,1210.8131103515625
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,2689,39039.0,17.309999465942383,217.0,2255.2861328125
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,399,45209.0,114.89600372314453,1055.0,393.4775695800781
GMSC,LBagExecutorMAXChunk,25,4,500,1482,149380.0,101.63300323486328,323.0,1469.798095703125
GMSC,OzaBagExecutorMAXChunk,25,4,500,2334,150000.0,64.47699737548828,164.0,2326.4111328125
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,75,9000.0,121.28399658203125,4395.0,74.20600128173828
airlines,OzaBagExecutorMAXChunk,25,4,2000,566,24000.0,134.92599487304688,11095.0,177.8752899169922
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,80,8000.0,138.1739959716797,31391.0,57.898014068603516
GMSC,OzaBagExecutorMAXChunk,25,4,500,4202,142910.0,35.821998596191406,121.0,3989.447998046875
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,350,41930.0,119.94999694824219,124.0,349.56231689453125
airlines,OzaBagExecutorMAXChunk,25,4,2000,1019,26000.0,146.80999755859375,11215.0,177.0996551513672
GMSC,LBagExecutorMAXChunk,25,4,2000,1505,142869.0,100.34200286865234,1378.0,1423.8204345703125
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,528,57248.0,119.96600341796875,3841.0,477.2018737792969
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,549,65050.0,120.00800323486328,87.0,542.0471801757812
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,338,40133.0,119.9739990234375,137.0,334.51416015625
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,500,76,8986.0,120.0009994506836,4548.0,74.8827133178711
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,1366,45312.0,33.19200134277344,29.0,1365.148193359375
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,1397,43652.0,32.51599884033203,1243.0,1342.4775390625
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,349,41331.0,119.96700286865234,132.0,344.5197448730469
covtypeNorm,OzaBagExecutorMAXChunk,25,4,2000,365,43083.0,119.91500091552734,5113.0,359.27947998046875
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,2515,38639.0,18.211999893188477,895.0,2121.623046875
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,1494,45002.0,30.643999099731445,280.0,1468.5419921875
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,514,60000.0,120.39900207519531,3682.0,498.3429870605469
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,1129,134500.0,120.01300048828125,39.0,1120.7119140625
elecNormNew,LBagExecutorMAXChunk,25,4,2000,634,42879.0,72.01599884033203,2708.0,595.4093627929688
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,1957,150000.0,76.89199829101562,19.0,1950.7882080078125
airlines,OzaBagAdwinExecutorMAXChunk,25,4,2000,554,30000.0,128.55499267578125,8402.0,233.3631591796875
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,298,35341.0,119.88500213623047,1014.0,294.79083251953125
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,261,31148.0,119.88200378417969,109.0,259.8221435546875
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,292,34742.0,119.88600158691406,1028.0,289.7919616699219
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,1309,45312.0,34.801998138427734,34.0,1301.9942626953125
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,2455,150000.0,61.29999923706055,155.0,2446.982177734375
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,147,17371.0,119.99199676513672,325.0,144.7679901123047
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,424,48982.0,119.92900085449219,4507.0,408.42498779296875
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,4420,32500.0,122.81700134277344,1887.0,264.621337890625
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,16,1800.0,120.19999694824219,1984.0,14.975042343139648
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,378,44925.0,119.91699981689453,1240.0,374.6341247558594
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,2196,40425.0,20.95400047302246,981.0,1929.225830078125
elecNormNew,LBagExecutorMAXChunk,25,4,50,1029,43042.0,44.38800048828125,48.0,969.6764526367188
elecNormNew,LBagExecutorMAXChunk,25,4,2000,126,14975.0,119.81800079345703,9398.0,124.9812240600586
elecNormNew,LBagExecutorMAXChunk,25,4,500,1186,42329.0,38.375,435.0,1103.035888671875
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,381,45524.0,119.88300323486328,3134.0,379.7369079589844
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,50,17,1800.0,120.61900329589844,2203.0,14.92302131652832
GMSC,OzaBagExecutorMAXChunk,25,4,2000,452,53910.0,119.9020004272461,2648.0,449.6171875
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,58,6600.0,119.99299621582031,22874.0,55.003211975097656
GMSC,LBagExecutorMAXChunk,25,4,2000,167,19767.0,119.81400299072266,7391.0,164.980712890625
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,70,8400.0,120.19200134277344,509.0,69.88817596435547
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,196,23361.0,119.84200286865234,8435.0,194.93165588378906
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,500,16,1800.0,119.95600128173828,20542.0,15.005501747131348
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,81,9585.0,120.00900268554688,508.0,79.86901092529297
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,62,7200.0,120.09300231933594,504.0,59.95353317260742
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,293,31502.0,119.88700103759766,6361.0,262.76409912109375
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,125,14975.0,119.81400299072266,165.0,124.98538970947266
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,310,37138.0,119.93099975585938,119.0,309.661376953125
airlines,OzaBagAdwinExecutorMAXChunk,25,4,500,403,45500.0,120.5,1316.0,377.5933532714844
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,50,88,8200.0,120.42500305175781,732.0,68.09217071533203
airlines,OzaBagExecutorMAXChunk,25,4,500,1046,25500.0,126.5979995727539,2475.0,201.42498779296875
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,50,72,8350.0,120.0989990234375,685.0,69.5259780883789
covtypeNorm,LBagExecutorMAXChunk,25,4,50,221,26356.0,119.92500305175781,189.0,219.77069091796875
GMSC,LBagExecutorMAXChunk,25,4,500,823,98000.0,120.06600189208984,515.0,816.2177124023438
airlines,OzaBagASHTExecutorMAXChunk,25,4,500,418,33500.0,123.5790023803711,1835.0,271.0816650390625
airlines,OzaBagAdwinExecutorMAXChunk,25,4,50,411,45200.0,120.13500213623047,132.0,376.2433776855469
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,161,12000.0,127.19499969482422,20154.0,94.34333038330078
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,79,8986.0,120.00599670410156,4100.0,74.87959289550781
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,500,1135,135000.0,120.19400024414062,418.0,1123.1842041015625
GMSC,OzaBagASHTExecutorMAXChunk,25,4,50,415,49717.0,119.94200134277344,72.0,414.5086669921875
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,89,10000.0,136.78700256347656,24734.0,73.10636138916016
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,2541,40240.0,18.156999588012695,857.0,2216.22509765625
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,639,40305.0,72.66200256347656,3305.0,554.6915893554688
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,2000,61,7200.0,119.99500274658203,21172.0,60.002498626708984
airlines,OzaBagAdwinExecutorMAXChunk,25,4,500,224,26356.0,119.84500122070312,2064.0,219.91738891601562
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,366,43229.0,119.93000030517578,5093.0,360.4519348144531
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,389,44835.0,117.94100189208984,103.0,380.147705078125
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,1905,150000.0,79.26300048828125,864.0,1892.43408203125
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,308,35500.0,120.41300201416016,1417.0,294.81866455078125
covtypeNorm,OzaBagExecutorMAXChunk,25,4,2000,73,8400.0,119.99400329589844,17767.0,70.00350189208984
GMSC,OzaBagExecutorMAXChunk,25,4,500,466,55707.0,119.88700103759766,659.0,464.6625671386719
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,17,1800.0,119.95500183105469,81832.0,15.005626678466797
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,631,75100.0,120.02300262451172,79.0,625.71337890625
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,209,24500.0,120.6259994506836,2072.0,203.1071319580078
covtypeNorm,OzaBagExecutorMAXChunk,25,4,2000,658,77613.0,119.98200225830078,3004.0,646.8720092773438
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,235,28000.0,122.27200317382812,7633.0,228.9976348876953
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,500,53,6000.0,120.55000305175781,5851.0,49.77187728881836
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,955,46000.0,121.25800323486328,5225.0,379.3564147949219
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,500,267,31747.0,119.84700012207031,1460.0,264.8960876464844
airlines,OzaBagASHTExecutorMAXChunk,25,4,50,90,10800.0,120.16899871826172,397.0,89.87342834472656
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,146,17371.0,119.82599639892578,3311.0,144.96853637695312
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,500,1297,45312.0,34.946998596191406,318.0,1296.592041015625
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,629,74550.0,120.0250015258789,79.0,621.12060546875
airlines,OzaBagAdwinExecutorMAXChunk,25,4,50,45,5400.0,120.05899810791016,683.0,44.97788619995117
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,39,4200.0,119.97799682617188,34271.0,35.00642013549805
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,1462,45312.0,31.084999084472656,283.0,1457.6805419921875
elecNormNew,LBagExecutorMAXChunk,25,4,50,114,13179.0,120.00700378417969,273.0,109.81858825683594
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,457,54509.0,119.90299987792969,2591.0,454.609130859375
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,1220,42939.0,37.159000396728516,1411.0,1155.5477294921875
airlines,LBagExecutorMAXChunk,25,4,50,15,1800.0,120.16200256347656,2008.0,14.979777336120605
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,680,81000.0,120.05799865722656,714.0,674.6738891601562
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,225,26955.0,119.88899993896484,122.0,224.83297729492188
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,282,33544.0,119.87300109863281,4145.0,279.8294982910156
covtypeNorm,LBagExecutorMAXChunk,25,4,50,397,47270.0,120.0009994506836,118.0,393.91339111328125
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,57,6600.0,119.98799896240234,20916.0,55.00550079345703
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,305,36539.0,119.95600128173828,138.0,304.6033630371094
covtypeNorm,LBagExecutorMAXChunk,25,4,500,51,6000.0,121.5260009765625,6501.0,49.37215042114258
elecNormNew,LBagExecutorMAXChunk,25,4,50,571,45312.0,79.68000030517578,66.0,568.6746826171875
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,500,2055,150000.0,73.12000274658203,190.0,2051.42236328125
airlines,LBagExecutorMAXChunk,25,4,2000,18,1800.0,119.9469985961914,76144.0,15.006628036499023
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,2357,43158.0,20.354000091552734,23.0,2120.369384765625
airlines,OzaBagASHTExecutorMAXChunk,25,4,50,811,39600.0,120.06099700927734,151.0,329.83233642578125
GMSC,LBagExecutorMAXChunk,25,4,500,164,19168.0,119.81400299072266,1883.0,159.98130798339844
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,500,630,75474.0,119.93699645996094,671.0,629.2803955078125
airlines,LBagExecutorMAXChunk,25,4,500,17,1800.0,119.94999694824219,19087.0,15.006253242492676
GMSC,OzaBagExecutorMAXChunk,25,4,50,3540,149708.0,42.53099822998047,14.0,3519.973876953125
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,188,22163.0,119.9209976196289,212.0,184.81333923339844
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,79,9000.0,121.28800201416016,4407.0,74.20354461669922
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,500,259,30500.0,120.0530014038086,1185.0,254.05445861816406
