,dataset,algorithm,batch_size,acc,instances,time,JPI,joules,cores,label,delay,IPS,delay_s
44,airlines,OBMB,500,60.70493827160494,162500.0,599.6380004882812,0.011446669956990764,1843.5982997597084,4,MB-LF-500,1077.0,270.9968345362991,1.077
36,airlines,OBAdwinMB,500,64.66,26000.0,600.2379760742188,0.0719443575655114,1852.7675329243305,4,MB-LF-500,6769.0,43.31615298660331,6.769
94,airlines,OBASHTMB,500,61.77259475218659,172000.0,599.3759765625,0.011277319730207024,1918.496664230472,4,MB-LF-500,1068.0,286.96512160270856,1.068
74,airlines,LBagMB,500,61.95384615384616,7000.0,599.2139892578125,0.2719990328061691,1882.6722420038916,4,MB-LF-500,24420.0,11.681970256853003,24.42
37,airlines,ARFMB,500,65.07826086956521,12000.0,599.2360229492188,0.16706599326599325,1988.9793650617503,4,MB-LF-500,16995.0,20.025498368640164,16.995
68,GMSC,SRPMB,500,93.5323076923077,33000.0,599.2570190429688,0.05164252978918423,1688.0262794893229,4,MB-LF-500,5083.0,55.06819102878758,5.083
4,GMSC,OBMB,500,93.37792642140468,150000.0,543.4299926757812,0.010243010752688174,1518.0979795394408,4,MB-LF-500,982.0,276.0245146967667,0.982
84,GMSC,OBAdwinMB,500,93.46590038314176,131000.0,599.2949829101562,0.013032736347621844,1688.3983653141904,4,MB-LF-500,1252.0,218.59018302450724,1.252
59,GMSC,OBASHTMB,500,93.17591973244149,150000.0,378.37701416015625,0.007788606060606059,1151.18340065696,4,MB-LF-500,649.0,396.43000073072426,0.649
93,GMSC,LBagMB,500,93.37857142857143,70500.0,599.7659912109375,0.024320531038913004,1696.9591288378995,4,MB-LF-500,2354.0,117.54584460125744,2.354
90,GMSC,ARFMB,500,93.47472527472527,46000.0,599.2899780273438,0.03843033497025592,1754.010052310884,4,MB-LF-500,3478.0,76.75749918497914,3.478
73,elecNormNew,SRPMB,500,91.44444444444444,9500.0,599.239990234375,0.18273457475034974,1719.4507694122005,4,MB-LF-500,16116.0,15.853414583169517,16.116
71,elecNormNew,OBMB,500,78.59775280898876,45000.0,271.1659851074219,0.017368515555555557,765.1219435791018,4,MB-LF-500,1557.0,165.95001759595084,1.557
33,elecNormNew,OBAdwinMB,500,84.22022471910113,45000.0,311.1789855957031,0.019975679875679875,882.3991514619414,4,MB-LF-500,1854.0,144.6113075851012,1.854
0,elecNormNew,OBASHTMB,500,78.28089887640449,45000.0,212.1479949951172,0.013896810126582277,608.569349693588,4,MB-LF-500,1278.0,212.1160749175863,1.278
95,elecNormNew,LBagMB,500,88.75662650602409,42000.0,599.302978515625,0.04237666143380429,1760.150652651385,4,MB-LF-500,3902.0,70.08141375173389,3.902
42,elecNormNew,ARFMB,500,89.16825396825396,32000.0,599.7100219726562,0.05750997309981685,1824.2278205005239,4,MB-LF-500,5221.0,53.359121621380936,5.221
39,covtypeNorm,SRPMB,500,82.61333333333334,8000.0,599.2039794921875,0.2232289184234647,1768.7227273663066,4,MB-LF-500,22706.0,13.351046177596865,22.706
24,covtypeNorm,OBMB,500,80.88709677419355,93500.0,599.427978515625,0.019251131409895737,1780.4601392964103,4,MB-LF-500,1700.0,155.98204179847568,1.7
70,covtypeNorm,OBAdwinMB,500,79.65542168674699,42000.0,599.2960205078125,0.04166422242590895,1733.399195521955,4,MB-LF-500,4112.0,70.0822274181153,4.112
3,covtypeNorm,OBASHTMB,500,80.87751196172249,105000.0,599.47900390625,0.01658175824175824,1722.3492919921875,4,MB-LF-500,1559.0,175.1520892571919,1.559
53,covtypeNorm,LBagMB,500,73.35333333333334,15500.0,599.2589721679688,0.1144726338177951,1754.5885638394197,4,MB-LF-500,10630.0,25.86527815165601,10.63
77,covtypeNorm,ARFMB,500,83.36969696969697,33500.0,599.72900390625,0.05442906001614293,1807.4875689680482,4,MB-LF-500,4952.0,55.85856242036402,4.952
62,airlines,SRPMB,500,68.875,4500.0,599.1920166015625,0.4028157653528872,1795.2693527655247,4,MB-LF-500,31552.0,7.5101134115949195,31.552
