,dataset,algorithm,batch_size,acc,instances,time,JPI,joules,cores,label,delay,IPS,delay_s
89,elecNormNew,ARFMB,2000,77.76205302387018,23198.0,599.2849731445312,0.07591188217238337,1741.490330925581,4,MB-500,26665.0,38.70946384368172,26.665
29,covtypeNorm,SRPMB,2000,48.98065186339437,9701.0,599.2789916992188,0.18826426906588442,1785.471761513274,4,MB-500,73776.0,16.187785879984563,73.776
58,covtypeNorm,OBMB,2000,65.05582903109617,35316.0,599.3179931640625,0.04993067293403013,1741.035204821487,4,MB-500,19994.0,58.92698100644593,19.994
98,covtypeNorm,OBAdwinMB,2000,66.72357417749356,36559.0,599.3099975585938,0.04963552378771988,1791.6358694137505,4,MB-500,17911.0,61.00181900674146,17.911
12,covtypeNorm,OBASHTMB,2000,63.2200735394253,31372.0,599.3209838867188,0.056020850802845246,1732.3985484046655,4,MB-500,23656.0,52.34590618961176,23.656
53,covtypeNorm,LBagMB,2000,58.950054684651846,21201.0,599.2990112304688,0.08422560979598469,1760.1127620891932,4,MB-500,29704.0,35.37633068419474,29.704
16,covtypeNorm,ARFMB,2000,62.05792163543441,31350.0,599.2930297851562,0.05770900670558155,1792.1113745866842,4,MB-500,23032.0,52.31163794986708,23.032
94,airlines,SRPMB,2000,62.10989597225927,9498.0,599.2830200195312,0.21964057281906518,1990.7515467321357,4,MB-500,83376.0,15.848938953235235,83.376
38,airlines,OBMB,2000,61.92030675164516,21299.0,599.260009765625,0.08696357916931652,1819.625780561967,4,MB-500,33052.0,35.54216809549864,33.052
86,airlines,OBAdwinMB,2000,61.91576929582229,19737.0,599.301025390625,0.09405225577121677,1823.7510002879035,4,MB-500,34165.0,32.933365977699445,34.165
35,airlines,OBASHTMB,2000,60.49429657794677,15150.0,599.2630004882812,0.1186720229399989,1769.135715922371,4,MB-500,44594.0,25.28105354019143,44.594
41,airlines,LBagMB,2000,57.83991228070175,7472.0,599.2509765625,0.299554190909219,1987.0886411968029,4,MB-500,106478.0,12.46889916285467,106.478
57,airlines,ARFMB,2000,61.99430199430199,10775.0,599.2620239257812,0.1850230292107579,1955.3234659073787,4,MB-500,71516.0,17.98044856807827,71.516
21,GMSC,SRPMB,2000,93.3525,42000.0,600.7069702148438,0.04322089340323285,1802.3964643005932,4,MB-500,17197.0,69.91761721189724,17.197
18,GMSC,OBMB,2000,93.45743243243244,150000.0,207.5709991455078,0.004149269430051814,606.5267614927935,4,MB-500,1680.0,722.6443029974993,1.68
27,GMSC,OBAdwinMB,2000,93.5168918918919,150000.0,273.62701416015625,0.00552437417654809,809.7953630530317,4,MB-500,2254.0,548.1914878192681,2.254
60,GMSC,OBASHTMB,2000,93.39324324324323,150000.0,271.5769958496094,0.005280728,776.6015773315429,4,MB-500,2052.0,552.329550338885,2.052
30,GMSC,LBagMB,2000,93.37116745283018,69840.0,599.2919921875,0.025021403128873826,1725.3041791523972,4,MB-500,9858.0,116.5375157860431,9.858
14,GMSC,ARFMB,2000,93.51122530643192,96964.0,599.3419799804688,0.018966491802016646,1821.8677748920497,4,MB-500,7249.0,161.78409528923677,7.249
52,elecNormNew,SRPMB,50,82.73778993560153,17597.0,599.2869873046875,0.10241462706620216,1785.1721173615983,4,MB-500,927.0,29.363227256348537,0.927
79,elecNormNew,OBMB,50,79.10583134235908,45254.0,113.23999786376952,0.00794165609822611,339.14596595236776,4,MB-500,73.0,399.62911386170873,0.073
57,elecNormNew,OBAdwinMB,50,79.84180990676506,45312.0,251.31700134277344,0.016521365841990158,732.0621039113691,4,MB-500,155.0,180.29818817628885,0.155
68,elecNormNew,OBASHTMB,50,79.5302903097521,45312.0,193.41400146484372,0.012954509229833646,570.517578209771,4,MB-500,128.0,234.2746629345561,0.128
93,elecNormNew,LBagMB,50,81.56510980513455,45312.0,226.2220001220703,0.015215976969647934,672.2950705298374,4,MB-500,146.0,200.29882140353044,0.146
86,elecNormNew,ARFMB,50,80.44758539458186,33161.0,599.343994140625,0.05230318012686542,1718.2110086834398,4,MB-500,488.0,55.328826724205705,0.488
70,covtypeNorm,SRPMB,50,76.76618049225159,8826.0,599.2730102539062,0.19151196479528962,1674.2842003253268,4,MB-500,1919.0,14.72784498714619,1.919
81,covtypeNorm,OBMB,50,76.02782911185999,46045.0,599.4340209960938,0.03738263060913889,1705.447480450848,4,MB-500,381.0,76.81412530354204,0.381
75,covtypeNorm,OBAdwinMB,50,76.6289966923925,36330.0,599.3109741210938,0.04768128238400741,1713.1402982774673,4,MB-500,501.0,60.6196141381842,0.501
32,covtypeNorm,OBASHTMB,50,74.86535896042295,40528.0,599.3350219726562,0.04639432045125335,1862.6629321747805,4,MB-500,450.0,67.62161147634224,0.45
96,covtypeNorm,LBagMB,50,76.27019748653501,22330.0,599.3809814453125,0.08724584938118868,1930.105649875043,4,MB-500,776.0,37.25510266634543,0.776
88,covtypeNorm,ARFMB,50,80.46244053545746,36206.0,599.4660034179688,0.04799627075397512,1721.8575755370196,4,MB-500,474.0,60.397086396167,0.474
76,airlines,SRPMB,50,65.96655385227952,10096.0,599.2689819335938,0.19356979945859185,1932.5739318568444,4,MB-500,2001.0,16.84719267035042,2.001
0,airlines,OBMB,50,63.283430601370206,19755.0,599.4310302734375,0.09497703686259144,1855.9327992208048,4,MB-500,848.0,32.95625184933874,0.848
56,airlines,OBAdwinMB,50,66.45084503689598,21055.0,599.4099731445312,0.08265268096899538,1721.3275959559846,4,MB-500,807.0,35.126209011078906,0.807
19,airlines,OBASHTMB,50,64.45075343961564,22945.0,599.6840209960938,0.07799334779038222,1770.9058687731856,4,MB-500,751.0,38.26181655113579,0.751
89,airlines,LBagMB,50,62.03531088935191,9169.0,599.2650146484375,0.19905080137465467,1804.8129690939859,4,MB-500,1928.0,15.30040929450729,1.928
69,airlines,ARFMB,50,66.06674165729284,8051.0,599.9130249023438,0.22356952637942287,1784.8238059227617,4,MB-500,2197.0,13.420278716753273,2.197
8,GMSC,SRPMB,50,93.44246462890531,41468.0,599.4819946289062,0.045302532263014283,1861.4712678316641,4,MB-500,412.0,69.17305335528832,0.412
44,GMSC,OBMB,50,93.42847615871958,150000.0,320.4219970703125,0.006344169491525424,932.4823202876721,4,MB-500,60.0,468.1326543479611,0.06
7,GMSC,OBAdwinMB,50,93.31577192397464,150000.0,492.3160095214844,0.00987940311804009,1464.9964817854236,4,MB-500,89.0,304.68235259258637,0.089
53,GMSC,OBASHTMB,50,93.40513504501502,150000.0,305.2659912109375,0.006003812574139977,883.9677475029889,4,MB-500,60.0,491.37474962401114,0.06
98,GMSC,LBagMB,50,93.46582104332182,132339.0,599.64599609375,0.014675900237825966,1921.8297569226042,4,MB-500,133.0,220.69521161166867,0.133
64,GMSC,ARFMB,50,93.42071862091248,43383.0,599.2949829101562,0.03952861085611051,1698.698879999283,4,MB-500,375.0,72.39006038284121,0.375
4,elecNormNew,SRPMB,500,79.10000000000001,30500.0,600.43798828125,,,4,MB-500,5794.0,50.79625306071333,5.794
5,elecNormNew,SRPMB,500,79.10000000000001,30500.0,600.43798828125,,,4,MB-500,5794.0,50.79625306071333,5.794
45,elecNormNew,OBMB,500,77.60644470231188,45312.0,107.26200103759766,0.007593632863428944,323.74559736251825,4,MB-500,656.0,422.4422401379326,0.656
77,elecNormNew,OBAdwinMB,500,78.24466660715879,45312.0,158.11500549316406,0.10924564348868526,496.3165450707902,4,MB-500,1065.0,286.57621620839154,1.065
78,elecNormNew,OBAdwinMB,500,78.24466660715879,45312.0,158.11500549316406,0.10924564348868526,496.3165450707902,4,MB-500,1065.0,286.57621620839154,1.065
6,elecNormNew,OBASHTMB,500,77.55288761938766,45312.0,126.2519989013672,0.008886891887100205,385.14783430538415,4,MB-500,835.0,358.9012482519143,0.835
20,elecNormNew,LBagMB,500,77.8184414888869,45312.0,305.1830139160156,,,4,MB-500,1973.0,148.47484274622693,1.973
21,elecNormNew,LBagMB,500,77.8184414888869,45312.0,305.1830139160156,,,4,MB-500,1973.0,148.47484274622693,1.973
41,elecNormNew,ARFMB,500,78.46335802909935,45312.0,394.2460021972656,0.04443004504730384,1314.0755801048504,4,MB-500,2586.0,114.93331510645885,2.586
42,elecNormNew,ARFMB,500,78.46335802909935,45312.0,394.2460021972656,0.04443004504730384,1314.0755801048504,4,MB-500,2586.0,114.93331510645885,2.586
40,covtypeNorm,SRPMB,500,57.71294433266264,9446.0,599.27001953125,0.18917346402005664,1764.176439581667,4,MB-500,19463.0,15.762510541389467,19.463
91,covtypeNorm,OBMB,500,72.32825774869973,42991.0,599.343017578125,0.041625307792466704,1766.939844151327,4,MB-500,4320.0,71.7302091442086,4.32
9,covtypeNorm,OBAdwinMB,500,61.38853002302983,18303.0,599.2550048828125,0.09499815034354234,1722.2402088084864,4,MB-500,9293.0,30.542923881927777,9.293
23,covtypeNorm,OBASHTMB,500,69.32728776342431,35567.0,599.323974609375,0.049421892809021324,1738.4237084021934,4,MB-500,4995.0,59.345198101213484,4.995
97,covtypeNorm,LBagMB,500,69.30791545793618,24630.0,599.2890014648438,0.07293901062346701,1776.5930672885513,4,MB-500,7136.0,41.09870186136709,7.136
3,covtypeNorm,ARFMB,500,73.72894492094657,39208.0,599.3410034179688,0.04416952213459526,1715.5998759306462,4,MB-500,4428.0,65.41851763253565,4.428
26,airlines,SRPMB,500,65.00231875096615,6969.0,599.1900024414062,0.2743285198085026,1877.915939469771,4,MB-500,29903.0,11.630701399563966,29.903
85,airlines,OBMB,500,63.81379310344828,29500.0,637.833984375,0.09060482890949789,2634.976431677476,4,MB-500,8556.0,46.25027941856442,8.556
49,airlines,OBAdwinMB,500,62.16754540128881,17570.0,599.260986328125,0.10322605303499245,1787.6130188879304,4,MB-500,9796.0,29.319445785478777,9.796
55,airlines,OBASHTMB,500,64.97101449275362,35000.0,601.9429931640625,0.058063695481849045,2015.2985384479082,4,MB-500,5578.0,58.14504097144724,5.578
37,airlines,LBagMB,500,68.92612338156893,3126.0,599.22998046875,0.5565479504015256,1720.3328048608328,4,MB-500,51730.0,5.216694928305613,51.73
82,airlines,ARFMB,500,64.97466605251037,11355.0,599.2550048828125,0.17622360000899956,1972.2378906138624,4,MB-500,17163.0,18.94852760090094,17.163
74,GMSC,SRPMB,500,93.46737500317734,39841.0,599.3090209960938,0.04286837382997047,1691.8532115177534,4,MB-500,4099.0,66.47822509626413,4.099
24,GMSC,OBMB,500,93.48428093645484,150000.0,357.4739990234375,0.006919508878741755,1019.3177926491747,4,MB-500,667.0,419.61093788576596,0.667
34,GMSC,OBAdwinMB,500,93.45418060200667,150000.0,475.5069885253906,0.009718382160707422,1441.1097613025568,4,MB-500,864.0,315.45277697215266,0.864
10,GMSC,OBASHTMB,500,93.40535117056857,150000.0,185.281005859375,0.0037754701348747585,549.3635373154127,4,MB-500,361.0,809.5810971246958,0.361
50,GMSC,LBagMB,500,93.52172642651418,120285.0,599.3579711914062,0.01437337923529513,1709.9523893560495,4,MB-500,1416.0,200.68974766598495,1.416
80,GMSC,ARFMB,500,93.45484558772957,73195.0,599.3280029296875,0.02450585114446055,1776.8894209682558,4,MB-500,2269.0,122.12844993426272,2.269
15,elecNormNew,SRPMB,2000,77.0364736136767,29609.0,599.2949829101562,0.06287129603767645,1834.9034435689882,4,MB-500,24803.0,49.40638724559263,24.803
27,elecNormNew,OBMB,2000,76.0406302783498,45219.0,63.06999969482422,0.005124194199340986,208.7715536773205,4,MB-500,1813.0,716.9652801458766,1.813
13,elecNormNew,OBAdwinMB,2000,76.21444403398596,45312.0,247.1790008544922,0.01694374823061679,747.1375725174781,4,MB-500,5882.0,183.31654324743383,5.882
47,elecNormNew,OBASHTMB,2000,76.29987070557813,45312.0,115.1520004272461,0.008597629746794625,370.7473767180422,4,MB-500,2838.0,393.49728907773914,2.838
17,elecNormNew,LBagMB,2000,75.87735500554119,45312.0,293.1780090332031,0.020370537151566136,899.0432990242452,4,MB-500,7697.0,154.55456618121826,7.697
90,elecNormNew,ARFMB,2000,76.24445881049132,45312.0,497.2630004882813,0.03395722524978354,1521.1203912400622,4,MB-500,12947.0,91.12280615188831,12.947
30,covtypeNorm,SRPMB,2000,50.62866722548198,12737.0,599.2880249023438,0.14498189732507719,1817.1853826137187,4,MB-500,54444.0,21.253553334518145,54.444
59,covtypeNorm,OBMB,2000,70.04001216744274,44737.0,599.344970703125,0.03968198319011583,1755.7572385126584,4,MB-500,16404.0,74.64315575638607,16.404
99,covtypeNorm,OBAdwinMB,2000,59.67195231230763,27667.0,599.3060302734375,0.064065898449324,1747.1655564425525,4,MB-500,24959.0,46.16506192566883,24.959
12,covtypeNorm,OBASHTMB,2000,67.2501164160298,38507.0,599.947021484375,0.04568889572525276,1741.7692694248299,4,MB-500,18594.0,64.1840006217997,18.594
54,covtypeNorm,LBagMB,2000,65.38476881956356,27067.0,599.3090209960938,0.06610700753475919,1766.646857230624,4,MB-500,27252.0,45.16367858940742,27.252
16,covtypeNorm,ARFMB,2000,60.88026151720419,31673.0,599.3099975585938,0.057062949619350455,1787.4023147680728,4,MB-500,22189.0,52.849110024905556,22.189
95,airlines,SRPMB,2000,61.41666666666666,8000.0,622.7119750976562,0.2515741394527802,1995.6462326386493,4,MB-500,97498.0,12.84703092267562,97.498
39,airlines,OBMB,2000,61.58520613966159,21089.0,599.2650146484375,0.0881030226567757,1828.3040733795997,4,MB-500,36038.0,35.19144199060576,36.038
87,airlines,OBAdwinMB,2000,62.30698165500858,24731.0,599.3049926757812,0.07754176446282252,1880.979412071235,4,MB-500,26721.0,41.26613377536011,26.721
36,airlines,OBASHTMB,2000,60.52911931818182,13264.0,599.2639770507812,0.13494050882772232,1758.3494657537283,4,MB-500,48421.0,22.133818330408364,48.421
43,airlines,LBagMB,2000,57.36991801907312,7977.0,599.2579956054688,0.4195988962843798,2305.5179821995466,4,MB-500,151184.0,13.311461938760326,151.184
58,airlines,ARFMB,2000,61.548803441785424,9438.0,599.2789916992188,0.208230842032793,1915.0449221666915,4,MB-500,71228.0,15.748925176300826,71.228
22,GMSC,SRPMB,2000,93.41378916511212,54534.0,599.3250122070312,0.03423473092203891,1846.3926016511766,4,MB-500,14269.0,90.99236455888435,14.269
18,GMSC,OBMB,2000,93.4533783783784,150000.0,466.75201416015625,0.008853731926533803,1310.517085478985,4,MB-500,3453.0,321.3697969143217,3.453
28,GMSC,OBAdwinMB,2000,93.50067567567568,150000.0,318.5880126953125,0.006439384615384614,949.7734942574785,4,MB-500,2461.0,470.8275076986505,2.461
61,GMSC,OBASHTMB,2000,93.3385135135135,150000.0,365.60198974609375,0.007652567164179104,1131.1834697666452,4,MB-500,2732.0,410.28223096973085,2.732
31,GMSC,LBagMB,2000,93.50831516912892,101096.0,599.3200073242188,0.017949938399907654,1797.630121051193,4,MB-500,6833.0,168.68450704885166,6.833
14,GMSC,ARFMB,2000,93.51651911034334,94620.0,599.3270263671875,0.019522498913649492,1826.8781827516545,4,MB-500,7619.0,157.87707851844732,7.619
49,elecNormNew,SRPMB,50,82.91751167287647,21253.0,599.52197265625,0.08261511869604568,1742.801558012121,4,MB-500,772.0,35.44991004389076,0.772
75,elecNormNew,OBMB,50,78.95364765145155,45312.0,137.40199279785156,0.010160968244691215,439.31786586133,4,MB-500,86.0,329.77687642903317,0.086
54,elecNormNew,OBAdwinMB,50,79.99425566700543,45312.0,132.33700561523438,0.010030630660927272,432.72100248790923,4,MB-500,94.0,342.39855881085293,0.094
65,elecNormNew,OBASHTMB,50,79.17458353585789,45312.0,151.2169952392578,0.011645391026398158,505.02261302030877,4,MB-500,95.0,299.64885843887237,0.095
89,elecNormNew,LBagMB,50,81.56069108744643,45312.0,495.447998046875,0.03491026844732542,1561.2080459426304,4,MB-500,288.0,91.45662143883155,0.288
82,elecNormNew,ARFMB,50,80.44717423003844,45312.0,456.3619995117188,0.030407993361412155,1363.984836761768,4,MB-500,287.0,99.28959915260526,0.287
67,covtypeNorm,SRPMB,50,76.1424114516425,16397.0,599.2960205078125,0.11372398061180358,1847.1512940349057,4,MB-500,1084.0,27.360435308924675,1.084
77,covtypeNorm,OBMB,50,72.44252297649383,34977.0,599.8330078125,0.0534588977937464,1850.8034217247593,4,MB-500,507.0,58.311229199533074,0.507
72,covtypeNorm,OBAdwinMB,50,74.6370659648527,23608.0,599.3989868164062,0.07505089623023904,1755.3984443419797,4,MB-500,724.0,39.386119294911396,0.724
30,covtypeNorm,OBASHTMB,50,71.1052751029407,30893.0,599.302978515625,0.05709975026007837,1747.3719291092605,4,MB-500,560.0,51.548217024578925,0.56
92,covtypeNorm,LBagMB,50,70.02789956157832,15104.0,598.4089965820312,0.11731503297176175,1749.7303862548158,4,MB-500,1105.0,25.240262239154873,1.105
84,covtypeNorm,ARFMB,50,85.57625443765325,54696.0,599.4810180664062,0.03338004615678236,1812.0951471726319,4,MB-500,326.0,91.2389189175981,0.326
73,airlines,SRPMB,50,66.54955350607524,6881.0,599.2410278320312,0.264374777508603,1801.8463015775067,4,MB-500,2618.0,11.482858616831493,2.618
0,airlines,OBMB,50,64.08255159474672,26700.0,600.614013671875,0.07850290159278923,2077.3984703650844,4,MB-500,745.0,44.45450720799637,0.745
53,airlines,OBAdwinMB,50,67.29368207333094,33542.0,599.4920043945312,0.0587975976698766,1951.00915721115,4,MB-500,522.0,55.95070452003176,0.522
18,airlines,OBASHTMB,50,65.17227520187073,27419.0,599.6190185546875,0.07289034019757838,1977.5358428033687,4,MB-500,628.0,45.72736879842527,0.628
85,airlines,LBagMB,50,68.15569487983281,3878.0,599.2349853515625,0.450226557770462,1726.487550201835,4,MB-500,4143.0,6.471584761902434,4.143
66,airlines,ARFMB,50,65.70616113744076,10600.0,600.2880249023438,0.17496190030666875,1843.1984367938082,4,MB-500,1823.0,17.658190002581566,1.823
7,GMSC,SRPMB,50,93.44500709642377,57121.0,599.35302734375,0.03600995729490383,2041.0994839449543,4,MB-500,306.0,95.30443226949632,0.306
41,GMSC,OBMB,50,93.47982660886962,150000.0,331.27301025390625,0.006563370614035087,967.7748697582043,4,MB-500,64.0,452.79873505249213,0.064
6,GMSC,OBAdwinMB,50,93.3457819273091,150000.0,435.5050048828125,0.008491723964868256,1255.0412737952872,4,MB-500,82.0,344.42772945941834,0.082
50,GMSC,OBASHTMB,50,93.39313104368124,150000.0,197.3789978027344,0.0041341788617886175,600.0000591743284,4,MB-500,41.0,759.9592746433631,0.041
94,GMSC,LBagMB,50,93.41180393464488,150000.0,575.5230102539062,0.01218963584366063,1808.096885217134,4,MB-500,116.0,260.6324983145744,0.116
61,GMSC,ARFMB,50,93.50378346620204,98769.0,599.4739990234375,0.02081458222766249,2037.057705389175,4,MB-500,174.0,164.7594393766834,0.174
4,elecNormNew,SRPMB,500,79.49540058780869,26699.0,599.31298828125,0.07124343826773949,1887.368129761751,4,MB-500,6596.0,44.549343201403296,6.596
