dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate,acc
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,4712,45000.0,349.1919860839844,2030.0,128.8689422607422,76.32584269662921
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,4042,44000.0,193.14100646972656,4489.0,227.81283569335938,77.91904761904762
airlines,OzaBagASHTExecutorMAXChunk,25,4,2000,4989,132000.0,599.3389892578125,5425.0,220.24264526367188,62.276923076923076
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,3368,132500.0,599.3389892578125,1269.0,221.07688903808594,81.13181818181818
GMSC,OzaBagExecutorMAXChunk,25,4,500,8499,150000.0,547.3670043945312,982.0,274.0391845703125,93.33177257525084
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,702,20000.0,599.260986328125,31139.0,33.37443923950195,76.1
GMSC,LBagExecutorMAXChunk,25,4,50,2037,70450.0,599.3790283203125,233.0,117.53831481933594,93.4403409090909
airlines,OzaBagASHTExecutorMAXChunk,25,4,25,2735,95375.0,599.4929809570312,93.0,159.0927734375,65.11588883062402
airlines,LBagExecutorMAXChunk,25,4,50,214,8450.0,599.1909790039062,2145.0,14.102348327636719,62.38095238095238
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,3314,114000.0,599.344970703125,5623.0,190.20765686035156,83.06160714285714
GMSC,OzaBagExecutorMAXChunk,25,4,50,6990,150000.0,526.2849731445312,89.0,285.0166931152344,93.30310103367789
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,25,2142,45300.0,463.3210144042969,137.0,97.77238464355469,84.4815019326339
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,1012,32150.0,599.5089721679688,507.0,53.627220153808594,82.93457943925233
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,8906,150000.0,186.281005859375,1415.0,805.2350463867188,93.30405405405405
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,25,213,5425.0,599.426025390625,1630.0,9.050324440002441,67.22222222222223
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,489,13100.0,599.35498046875,1217.0,21.856830596923828,91.272030651341
GMSC,LBagExecutorMAXChunk,25,4,25,1861,45475.0,599.3040161132812,173.0,75.87968444824219,93.35753575357536
