,algorithm,dataset,cores_x,instances,time,delay,acc,ensemble_size,inc_rate_x,cores_y,duration,avg_measure,sum_measure,inc_rate_y,prod_rate,tt_inst_prod,avg_times_duration,joules,IPS,JPI,tput
13,StreamingRandomPatchesExecutorMAXChunk,elecNormNew,4,13887.0,599.2869873046875,1767.0,91.61869158878504,25,100,4,611,3.0597638510445053,3368.8,,,,1869.5157129881927,1833.6766601562501,23.17253718866353,0.13462344012300662,23.17253718866353
22,OzaBagExecutorMAXChunk,elecNormNew,4,45301.0,165.20199584960938,416.0,77.20309050772627,25,100,4,179,3.028703703703703,981.2999999999998,,,,542.1379629629629,500.3478966889557,274.2158154144789,0.011967461269353058,274.2158154144789
15,OzaBagAdwinExecutorMAXChunk,elecNormNew,4,45294.0,487.3330078125,376.0,84.15204024594746,25,100,4,500,2.9880266075388024,2695.2,,,,1494.0133037694013,1456.1639940756652,92.94260654190438,0.03298479497879192,92.94260654190438
6,OzaBagASHTExecutorMAXChunk,elecNormNew,4,45306.0,162.1790008544922,378.0,77.68957871396896,25,100,4,176,2.8597484276729555,909.3999999999999,,,,503.3157232704402,463.79114269520494,279.35799185647204,0.011109250944034789,279.35799185647204
5,LBagExecutorMAXChunk,elecNormNew,4,45157.0,599.3090209960938,653.0,90.30357142857144,25,100,4,613,2.9519457013574657,3261.8999999999996,,,,1809.5427149321265,1769.1276883141702,75.34844031706028,0.040072252694645934,75.34844031706028
12,AdaptiveRandomForestExecutorMAXChunk,elecNormNew,4,25108.0,599.2689819335938,1505.0,89.04850361197111,25,100,4,611,3.1142468239564427,3431.8999999999996,,,,1902.8048094373864,1866.271523682305,41.89771330894992,0.07578480203271414,41.89771330894992
14,StreamingRandomPatchesExecutorMAXChunk,covtypeNorm,4,9326.0,599.1519775390625,846.0,82.29490616621985,25,100,4,612,2.879147778785131,3175.7,,,,1762.0384406165003,1725.0470852863107,15.565332919880047,0.18893828443239336,15.565332919880047
23,OzaBagExecutorMAXChunk,covtypeNorm,4,108772.0,599.4340209960938,508.0,82.48688790902762,25,100,4,613,2.897556561085973,3201.8,,,,1776.2021719457014,1736.8939804753784,181.45783554168477,0.016329590077829786,181.45783554168477
2,OzaBagAdwinExecutorMAXChunk,covtypeNorm,4,29787.0,599.4619750976562,1766.0,79.31216931216932,25,100,4,612,2.931159420289855,3236.0,,,,1793.8695652173913,1757.1186154130576,49.68955703178255,0.060223237157732944,49.68955703178255
0,OzaBagASHTExecutorMAXChunk,covtypeNorm,4,98206.0,599.3569946289062,478.0,77.57441320608717,25,100,4,613,2.921357466063349,3228.1000000000004,,,,1790.7921266968328,1750.9360310964457,163.85226314211042,0.018235058211278667,163.85226314211042
17,LBagExecutorMAXChunk,covtypeNorm,4,17572.0,599.385986328125,2677.0,77.08157099697885,25,100,4,613,2.980180995475113,3293.1,,,,1826.850950226244,1786.2787254091838,29.316668058336067,0.10396374631380856,29.316668058336067
19,AdaptiveRandomForestExecutorMAXChunk,covtypeNorm,4,23268.0,599.260986328125,1940.0,79.01573033707865,25,100,4,611,3.0924682395644285,3407.9,,,,1889.4980943738658,1853.1955674297799,38.82782382108823,0.08120586618419572,38.82782382108823
8,StreamingRandomPatchesExecutorMAXChunk,airlines,4,7883.0,599.9219970703125,3966.0,66.06802721088435,25,100,4,612,3.5736174070716227,3941.7,,,,2187.053853127833,2143.89169161564,13.14004160290207,0.27743928112746835,13.14004160290207
21,OzaBagExecutorMAXChunk,airlines,4,141466.0,599.27197265625,422.0,63.90899319240416,25,100,4,613,3.0058823529411764,3321.5,,,,1842.605882352941,1801.341047219669,236.06310065354364,0.01302507939966452,236.06310065354364
4,OzaBagAdwinExecutorMAXChunk,airlines,4,32448.0,599.2540283203125,1965.0,67.11004784688996,25,100,4,613,3.0814647377938518,3408.1,,,,1888.937884267631,1846.580157249961,54.147320612846904,0.05821430856347482,54.147320612846904
3,OzaBagASHTExecutorMAXChunk,airlines,4,120949.0,599.5130004882812,353.0,66.0132945575405,25,100,4,613,3.390859728506787,3746.8999999999996,,,,2078.5970135746607,2032.8644900719828,201.74541653223784,0.017185731288184777,201.74541653223784
7,LBagExecutorMAXChunk,airlines,4,14109.0,599.4749755859375,1741.0,61.46306306306306,25,100,4,613,3.1118552036199096,3438.6,,,,1907.5672398190045,1865.4793222170179,23.535594602943373,0.13520215747529976,23.535594602943373
11,AdaptiveRandomForestExecutorMAXChunk,airlines,4,8195.0,599.2119750976562,4427.0,64.71428571428571,25,100,4,611,3.2722323049001814,3606.0,,,,1999.3339382940107,1960.7607823975939,13.676295435625137,0.24396997416644425,13.676295435625137
9,StreamingRandomPatchesExecutorMAXChunk,GMSC,4,29976.0,599.3309936523438,1200.0,93.6156462585034,25,100,4,612,2.9362647325475972,3238.7,,,,1796.9940163191295,1759.794459784085,50.01576811058147,0.05994775875097176,50.01576811058147
10,OzaBagExecutorMAXChunk,GMSC,4,149995.0,354.23199462890625,136.0,93.35760815099384,25,100,4,367,3.073413897280967,2034.6,,,,1127.9429003021148,1088.7015351540372,423.4371888319543,0.007519869997680688,423.4371888319543
18,OzaBagAdwinExecutorMAXChunk,GMSC,4,138182.0,599.426025390625,165.0,93.47777172926874,25,100,4,612,3.0588395285584764,3373.8999999999996,,,,1872.0097914777875,1833.5480209115408,230.52385806897794,0.013547421454876812,230.52385806897794
16,OzaBagASHTExecutorMAXChunk,GMSC,4,149990.0,376.3089904785156,77.0,93.30531932632982,25,100,4,390,2.951988636363636,2078.2,,,,1151.275568181818,1110.8598636540498,398.5820264598841,0.007675682166689899,398.5820264598841
1,LBagExecutorMAXChunk,GMSC,4,61886.0,599.2940063476562,438.0,93.4061099796334,25,100,4,613,2.9124773960217,3221.2000000000003,,,,1785.348643761302,1745.4302470588339,103.26484053654849,0.028848990785659147,103.26484053654849
