Learner,stream,randomSeed,learning evaluation instances,Wall Time (Actual Time),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Precision (percent),Precision for class 0 (percent),Precision for class 1 (percent),Recall (percent),Recall for class 0 (percent),Recall for class 1 (percent),model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
meta.OzaBagExecutorMAXChunk -s 25 -c 4,ArffFileStream -f /home/pi/reginaldojunior/comparison-xue3m-minibatching/datasets/GMSC.arff,1,150000.0,40.23699951171875,149950.0,93.49983327775925,11.628230407957636,47.86585365853656,2.743963280782271,63.34618282013732,96.62400637306686,12.856504246759053,77.78515474760901,93.74743761215699,61.82287188306105,53.428455340050526,99.68269395689212,7.17421672320894,0.0,1.0,25.0,150189.55999999994,398.8697657130691,1.0,0.0,103.96,7.9397732965116825,52.48,3.9698866482558413,52.48,3.9698866482558413,16.96,1.968078589216735,0.0,0.0,0.0,0.0,1.0,0.0
