,algorithm,dataset,cores,batch_size,inc_rate,out_rate,instances,time,delay,acc,ensemble_size,duration,avg_measure,sum_measure,prod_rate,tt_inst_prod,avg_times_duration,joules,JPIold,JPI,frequency_maximum,PERC,tput
67,LeveragingBag,airlines,1,1,51,24.14114761352539,2898.0,120.04399871826172,16327.0,70.28985507246377,25,129,3.4893162393162394,816.5,49.93051336889496,6000.0,450.12179487179486,418.87147416008844,0.0012040428707095375,0.15532153032153032,600,90,24.141148503404036
18,LeveragingBag,airlines,1,1,28,22.4433708190918,2695.0,120.08000183105467,3097.0,70.61224489795919,25,127,3.465367965367965,800.5,24.969620295307376,3000.0,440.10173160173156,416.12139162666347,0.0012858508220289296,0.16330305439767404,600,50,22.4433707437122
120,LeveragingBag,airlines,1,1,5,4.985950946807861,598.0,119.93699645996094,87.0,75.91973244147158,25,128,3.2427312775330397,736.1,4.994797086368366,600.0,415.0696035242291,388.9234497540848,0.005422627554403077,0.6940963269635938,600,10,4.985951104750508
63,LBagExecutorRUNPER,airlines,4,1,51,39.416786193847656,4731.0,120.0250015258789,3854.0,66.20164870006342,25,127,4.005194805194805,925.2,49.92926687193143,6000.0,508.65974025974026,480.7235126049488,0.0008465852473461859,0.1075163264129656,600,90,39.41678766802546
8,LBagExecutorRUNPER,airlines,4,1,28,24.947315216064453,2995.0,120.0530014038086,463.0,70.18363939899834,25,128,3.543103448275862,822.0,24.969412469724585,3000.0,453.51724137931035,425.36020324970116,0.0011830061596914397,0.15142478844050428,600,50,24.94731464418836
0,LBagExecutorRUNPER,airlines,4,1,5,4.986075878143311,598.0,119.93399810791016,30.0,75.91973244147158,25,128,3.2745689655172416,759.7,4.99488024774606,600.0,419.14482758620693,392.7321481145662,0.0054758678353131135,0.7009110829200785,600,10,4.986075753615349
88,AdaptiveRandomForestSequential,airlines,1,1,58,19.17388153076172,2301.0,120.00700378417967,25881.0,72.44676227727075,25,125,3.4726872246696034,788.3,54.91899448313737,6600.0,434.08590308370043,416.74678891219753,0.001509207833407042,0.18865097917588025,600,90,19.173880918967974
72,AdaptiveRandomForestSequential,airlines,1,1,32,19.487009048461918,2340.0,120.08000183105467,14785.0,72.52136752136752,25,126,3.5048245614035083,799.0999999999999,29.961549345007242,3600.0,441.60789473684207,420.8593397508587,0.0014977882741040633,0.188721322537112,600,50,19.48700836374269
54,AdaptiveRandomForestSequential,airlines,1,1,6,4.980552673339844,598.0,120.06700134277344,91.0,72.40802675585284,25,125,3.2884955752212393,743.2,4.994838666711066,600.0,411.0619469026549,394.83980264579304,0.005499156480303076,0.6873945600378845,600,10,4.980552469140117
76,AdaptiveRandomForestExecutorRUNPER,airlines,4,1,58,34.57269287109375,4149.0,120.00800323486328,13626.0,69.14919257652447,25,125,3.865929203539823,873.7,54.92127949938422,6600.0,483.2411504424779,463.94244436415954,0.0009317737294624785,0.1164717161828098,600,90,34.57269422173572
83,AdaptiveRandomForestExecutorRUNPER,airlines,4,1,32,29.934682846069336,3593.0,120.02799987792967,1049.0,70.52602282215419,25,125,3.8066079295154185,864.1,29.96105063417557,3600.0,475.8259911894273,456.89953609920275,0.0010594511354064622,0.13243139192580777,600,50,29.93468193799894
143,AdaptiveRandomForestExecutorRUNPER,airlines,4,1,6,4.983416557312012,598.0,119.9980010986328,42.0,72.74247491638796,25,125,3.2271929824561405,735.8000000000001,4.994963411893008,600.0,403.3991228070176,387.256707054272,0.005396643783371472,0.6745804729214341,600,10,4.983416344647872
26,StreamingRandomPatchesExecutorRUNPER,GMSC,4,1,158,154.8126220703125,18569.0,119.94499969482422,954.0,93.58069901448653,25,125,3.5898678414096916,814.9,154.74037716352362,18569.0,448.73348017621146,430.58669714234475,0.00019332585714953372,0.024165732143691714,600,90,154.81262284584653
133,StreamingRandomPatchesExecutorRUNPER,GMSC,4,1,88,84.8631362915039,10184.0,120.00499725341795,298.0,93.51924587588374,25,126,3.36578947368421,767.3999999999999,84.86492333036583,10200.0,424.0894736842105,403.91155654505667,0.00033049778806797033,0.04164272129656427,600,50,84.86313264516942
142,StreamingRandomPatchesExecutorRUNPER,GMSC,4,1,17,15.004752159118652,1800.0,119.96199798583984,50.0,94.33333333333334,25,125,3.215418502202644,729.9000000000002,14.98301924485583,1800.0,401.9273127753305,385.72802788486575,0.0017863436123348021,0.22329295154185028,600,10,15.004751756572691
38,StreamingRandomPatches,GMSC,1,1,158,150.46121215820312,18057.0,120.01100158691406,3668.0,93.60912665448302,25,125,3.5339207048458143,802.1999999999998,154.73392997016816,18569.0,441.7400881057268,424.1093633172795,0.00019570918230303009,0.02446364778787876,600,90,150.4612057330661
99,StreamingRandomPatches,GMSC,1,1,88,84.06597137451172,10174.0,121.02400207519533,510.0,93.5423628857873,25,126,3.364732142857143,753.7,84.86562942008487,10200.0,423.95625,407.2133498396193,0.00033071870875340506,0.04167055730292903,600,50,84.06596894456219
105,StreamingRandomPatches,GMSC,1,1,17,15.004752159118652,1800.0,119.96199798583984,78.0,94.2222222222222,25,126,3.192982456140352,728.0000000000002,14.982645102755974,1800.0,402.31578947368433,383.03655497233086,0.0017738791423001954,0.22350877192982463,600,10,15.004751756572691
118,OzaBagExecutorRUNPER,GMSC,4,1,785,782.4518432617188,93895.0,120.0009994506836,1144.0,93.49166622290856,25,128,3.608071748878924,804.6,782.5634709959808,94043.0,461.8331838565023,432.9722159552468,3.8426665412204315e-05,0.004918613172762152,600,90,782.4518164833095
137,OzaBagExecutorRUNPER,GMSC,4,1,436,434.3691101074219,52113.0,119.9739990234375,324.0,93.40279776639228,25,128,3.423275862068966,794.2,433.9170184597707,52113.0,438.1793103448276,410.70409493281926,6.568947982401639e-05,0.008408253417474098,600,50,434.36911684355437
62,OzaBagExecutorRUNPER,GMSC,4,1,87,84.86524963378906,10184.0,120.0019989013672,27.0,93.50942655145326,25,128,3.224568965517242,748.1000000000001,84.86562942008487,10200.0,412.74482758620695,386.95472145738285,0.00031663088820868437,0.0405287536907116,600,10,84.86525302274754
51,OzaBagAdwinExecutorRUNPER,GMSC,4,1,650,648.4279174804688,77812.0,120.0009994506836,977.0,93.45345190973114,25,128,3.5448275862068965,822.4,648.1982469429715,77870.0,453.73793103448276,425.38285322518186,4.555630990344544e-05,0.005831207667641016,600,90,648.4279327354947
104,OzaBagAdwinExecutorRUNPER,GMSC,4,1,361,359.6067810058594,43128.0,119.93099975585938,300.0,93.41031348543868,25,127,3.410810810810811,757.2,359.211414007646,43128.0,433.172972972973,409.0619505186339,7.90857635598871e-05,0.010043891972105663,600,50,359.6067746270324
122,OzaBagAdwinExecutorRUNPER,GMSC,4,1,72,69.89476013183594,8388.0,120.00900268554688,24.0,93.621840724845,25,128,3.2215517241379312,747.4000000000001,69.89399410893478,8400.0,412.3586206896552,386.61520951369715,0.00038406672915330606,0.049160541331623175,600,10,69.89475632906162
42,OzaBagAdwin,GMSC,1,1,650,648.2029418945312,77785.0,120.0009994506836,351.0,93.37918621842256,25,128,3.372413793103448,782.4,648.1874557789154,77870.0,431.66896551724136,404.69302573368464,4.335558003604099e-05,0.0055495142446132465,600,90,648.2029346094491
82,OzaBagAdwin,GMSC,1,1,361,359.5018615722656,43128.0,119.96600341796876,113.0,93.32452235206826,25,128,3.275431034482759,759.9000000000001,359.18149792209744,43128.0,419.25517241379316,392.94037067807966,7.594674073647652e-05,0.009721182814268994,600,50,359.50184861739086
60,OzaBagAdwin,GMSC,1,1,72,69.9656753540039,8397.0,120.01599884033205,27.0,93.61676789329525,25,128,3.198275862068966,742.0000000000001,69.89399410893478,8400.0,409.3793103448277,383.84427215313104,0.0003808831561354015,0.04875304398533139,600,10,69.96567191988524
37,OzaBagASHTExecutorRUNPER,GMSC,4,1,802,797.3350219726562,95681.0,120.0009994506836,1250.0,93.4083046790899,25,128,3.6060344827586204,836.5999999999999,797.404110158915,95840.0,461.5724137931034,432.7277419846633,3.768809358972649e-05,0.004824075979484991,600,90,797.335025858028
27,OzaBagASHTExecutorRUNPER,GMSC,4,1,446,444.3768310546875,53311.0,119.96800231933594,314.0,93.37660145185797,25,128,3.4047413793103454,789.9000000000001,443.8921223324091,53311.0,435.8068965517242,408.46002168984256,6.386564460074554e-05,0.00817480250889543,600,50,444.3768252312355
69,OzaBagASHTExecutorRUNPER,GMSC,4,1,89,84.8742904663086,10185.0,120.0009994506836,28.0,93.57879234167892,25,128,3.2116379310344834,745.1000000000001,84.86704163477219,10200.0,411.08965517241387,385.39976159786363,0.0003153301846867436,0.04036226363990318,600,10,84.87429310274783
115,OzaBagASHT,GMSC,1,1,802,797.2685546875,95681.0,120.01100158691406,371.0,93.36127339806232,25,127,3.4017699115044246,768.8,797.3311370121713,95840.0,432.02477876106195,408.24981424787404,3.555324371091883e-05,0.004515261951286691,600,90,797.2685731708201
90,OzaBagASHT,GMSC,1,1,446,444.3953552246094,53311.0,119.96299743652344,109.0,93.33158260021384,25,128,3.2737068965517246,759.5000000000001,443.88473035195375,53311.0,419.03448275862075,392.72369203896363,6.140771879258923e-05,0.007860188005451421,600,50,444.3953647307678
13,OzaBagASHT,GMSC,1,1,89,84.86454772949219,10184.0,120.00299835205078,23.0,93.53888452474467,25,128,3.169098712446352,738.4000000000001,84.86351118617557,10200.0,405.64463519313307,380.30134756718587,0.00031118408409724587,0.03983156276444747,600,10,84.8645462184484
80,OzaBag,GMSC,1,1,785,782.4851684570312,93899.0,120.0009994506836,347.0,93.44614958625758,25,128,3.3892703862660936,789.6999999999998,782.5634709959808,94043.0,433.82660944206,406.71583376053565,3.6094850704119253e-05,0.0046201408901272644,600,90,782.48514953902
101,OzaBag,GMSC,1,1,436,434.3655090332031,52113.0,119.9749984741211,105.0,93.32604148676914,25,128,3.2616379310344836,756.7000000000002,433.9061797472149,52113.0,417.4896551724139,391.3150057989977,6.25877982659698e-05,0.008011238178044134,600,50,434.3654983353961
121,OzaBag,GMSC,1,1,87,84.8624267578125,10184.0,120.00599670410156,25.0,93.53888452474467,25,128,3.202575107296138,746.2000000000002,84.86209908898041,10200.0,409.9296137339057,384.32821777081807,0.0003144712399151746,0.04025231870914235,600,10,84.862425876189
94,LeveragingBag,GMSC,1,1,369,351.7887268066406,42215.0,120.0009994506836,3917.0,93.37439298827432,25,128,3.4788793103448272,807.0999999999999,364.1731627690053,43727.0,445.2965517241379,417.4689942096841,8.240860619080486e-05,0.010548301592423022,600,90,351.78873670422183
52,LeveragingBag,GMSC,1,1,205,204.7794952392578,24559.0,119.9290008544922,398.0,93.46064579176677,25,128,3.3630901287553643,783.5999999999999,204.61911466968832,24559.0,430.4755364806866,403.33203892523636,0.00013693921286515593,0.01752821924673996,600,50,204.7794930752155
6,LeveragingBag,GMSC,1,1,41,39.92538070678711,4794.0,120.0739974975586,46.0,93.51272423863163,25,128,3.205172413793104,743.6000000000001,39.944743105370904,4800.0,410.2620689655173,384.857864393037,0.0006685799778458707,0.08557823716427145,600,10,39.92538018147913
55,LBagExecutorRUNPER,GMSC,4,1,369,364.1719665527344,43701.0,120.0009994506836,1394.0,93.38687901878674,25,127,3.5978354978354976,831.0999999999999,364.18226186609365,43727.0,456.9251082251082,431.7438555994075,8.232844781207518e-05,0.010455712872133548,600,90,364.1719669006561
91,LBagExecutorRUNPER,GMSC,4,1,205,204.85122680664065,24559.0,119.88700103759766,250.0,93.50543588908344,25,128,3.4125,791.7,204.6225243915648,24559.0,436.8,409.114391040802,0.00013895109735738426,0.017785740461745185,600,50,204.85123313993043
53,LBagExecutorRUNPER,GMSC,4,1,41,39.942344665527344,4794.0,120.02300262451172,27.0,93.57530246141008,25,127,3.231531531531532,717.4000000000001,39.94574036933166,4800.0,410.4045045045046,387.85811749020144,0.0006740783336528018,0.08560794837390584,600,10,39.94234351058423
28,AdaptiveRandomForestSequential,GMSC,1,1,289,260.6456604003906,31278.0,120.0019989013672,5836.0,93.52260374704264,25,125,3.505286343612334,795.6999999999998,284.40649729279465,34143.0,438.16079295154174,420.64136795514474,0.00011206874939613575,0.014008593674516968,600,90,260.6456582919774
15,AdaptiveRandomForestSequential,GMSC,1,1,160,159.85055541992188,19168.0,119.91200256347656,467.0,93.54653589315524,25,125,3.364757709251101,763.8,159.72002333138906,19168.0,420.5947136563876,403.47483505719555,0.00017554036463121353,0.02194254557890169,600,50,159.85055365790623
33,AdaptiveRandomForestSequential,GMSC,1,1,32,30.00200080871582,3600.0,119.99199676513672,84.0,94.08333333333331,25,126,3.2058295964125563,714.9000000000001,29.961299987516124,3600.0,403.93452914798206,384.673894562315,0.0008905082212257101,0.11220403587443946,600,10,30.002000942165903
50,AdaptiveRandomForestExecutorRUNPER,GMSC,4,1,289,284.5415954589844,34143.0,119.99299621582033,1231.0,93.45986000058576,25,125,3.658590308370044,830.5,284.40649729279465,34143.0,457.3237885462555,439.0052130274836,0.00010715491633336391,0.013394364541670489,600,90,284.54160723339334
57,AdaptiveRandomForestExecutorRUNPER,GMSC,4,1,160,159.88922119140625,19168.0,119.88300323486328,333.0,93.53088480801335,25,125,3.4668141592920354,783.5,159.7240160990609,19168.0,433.35176991150445,415.6120930730769,0.00018086467859411705,0.022608084824264633,600,50,159.8892210136569
29,AdaptiveRandomForestExecutorRUNPER,GMSC,4,1,32,30.005502700805664,3600.0,119.97799682617188,61.0,94.1388888888889,25,126,3.22052401746725,737.5000000000002,29.961299987516124,3600.0,405.7860262008735,386.392020346296,0.0008945900048520139,0.11271834061135375,600,10,30.005501802266295
