dataset,algorithm,ensemble_size,cores,batch_size,instances,time,acc,prec,recall,change
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,4420,32500.0,122.81700134277344,93.48125,75.7,51.2,
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,61,7200.0,120.0,56.35820895522387,47.51258770475298,?,0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,80,9585.0,120.00800323486328,46.80290046143705,44.81597365436769,?,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,2541,40240.0,18.156999588012695,74.92939330543933,74.4845661612934,73.3179912551983,0
airlines,LBagExecutorMAXChunk,25,4,2000,91,8000.0,443.4159851074219,57.13333333333333,55.60094433718308,53.33783708684328,4.0
elecNormNew,LBagExecutorMAXChunk,25,4,2000,1142,39463.0,39.75199890136719,75.30630221818862,?,?,20.0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,559,65850.0,120.55400085449219,93.37993920972644,75.62462982090805,52.13783762386661,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,71,8400.0,120.0,78.078125,79.61092603300499,75.84802277676876,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,106,12600.0,120.0,93.25471698113208,66.0271622065642,51.583694083694084,0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,500,685,81500.0,120.3290023803711,83.02962962962962,56.45250085664231,55.647108496400946,0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,37,4200.0,120.1050033569336,81.97590361445783,81.55240871675812,80.25437688390384,0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,2286,150000.0,66.23600006103516,93.36013513513514,75.3,51.9,
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,16,1800.0,119.94999694824219,0.0,?,?,0
GMSC,OzaBagExecutorMAXChunk,25,4,500,2334,150000.0,64.47699737548828,93.47357859531773,78.44312100287328,52.7605061520684,0
airlines,OzaBagAdwinExecutorMAXChunk,25,4,2000,308,30000.0,125.66400146484375,63.31071428571428,60.944079876483116,59.605356830133125,0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,81,9500.0,120.96099853515625,57.611111111111114,50.15866833443423,?,0
GMSC,OzaBagExecutorMAXChunk,25,4,500,4202,142910.0,35.821998596191406,93.47939049224071,78.96203296234378,53.06864883536705,0
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,500,18,1800.0,119.95099639892578,74.53846153846155,62.00853696741855,53.85515964685656,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,58,6590.0,120.01799774169922,72.55351681957187,61.37001243749689,?,0
elecNormNew,LBagExecutorMAXChunk,25,4,50,1029,43042.0,44.38800048828125,81.7361369557127,81.58626444775936,80.83079977271153,856.0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,715,85500.0,120.0510025024414,80.27882352941177,53.6320080656595,?,0
airlines,OzaBagAdwinExecutorMAXChunk,25,4,500,224,26356.0,119.84500122070312,64.81667698019803,62.668269756524566,60.7698497044344,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,700,43819.0,64.86799621582031,80.27142498115104,80.01297901514562,79.37899395807622,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,500,83,9500.0,120.17400360107422,62.8,62.05240909732328,58.27245003359487,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,500,3699,145328.0,40.62699890136719,93.42047117960615,77.08680683192716,52.407736963563224,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,2000,3429,146160.0,44.165000915527344,93.4322974472808,77.64212426545025,52.521906810454944,0
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,500,1297,45312.0,34.946998596191406,77.87646166205481,?,?,0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,50,3740,149768.0,43.39400100708008,93.406938377483,75.9,51.0,
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,500,16,1800.0,119.95099639892578,49.38461538461538,?,?,0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,659,77083.0,119.97899627685547,79.27094015955676,47.413925955803435,43.6179096139127,0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,50,415,49717.0,119.94200134277344,93.37386997402703,75.1,51.7,
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,1127,45312.0,40.40599822998047,79.68052671114843,79.686387639318,78.4170526102815,0
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,500,82,9500.0,126.46700286865234,64.48888888888888,63.62732582613786,60.904992406889214,0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,4115,145165.0,36.54499816894531,93.34055111235287,75.3,51.5,
elecNormNew,OzaBagExecutorMAXChunk,25,4,50,2459,42581.0,18.513999938964844,78.69083727163716,78.31695028044973,77.82410410973932,0
airlines,OzaBagExecutorMAXChunk,25,4,500,1046,25500.0,126.5979995727539,64.64,60.94121431213391,59.07048397468609,0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,144,14000.0,122.16699981689453,45.958333333333336,40.90551040565635,34.955674798006974,0
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,500,148,12000.0,123.26200103759766,65.03478260869565,64.83116382807029,62.83587392330765,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,355,41069.0,119.88099670410156,76.03982697279173,?,?,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,530,63494.0,119.9229965209961,93.4546459817218,76.43279959875989,53.664680731618745,0
elecNormNew,LBagExecutorMAXChunk,25,4,500,658,44528.0,69.42500305175781,77.5302080494231,77.31716701764424,76.3305314854228,89.0
GMSC,OzaBagExecutorMAXChunk,25,4,2000,2260,20000.0,140.05599975585938,93.52777777777777,75.21416960009581,52.21161207453079,0
airlines,OzaBagExecutorMAXChunk,25,4,2000,566,24000.0,134.92599487304688,62.4,59.97942899280153,58.83284635433223,0
GMSC,LBagExecutorMAXChunk,25,4,2000,1505,142869.0,100.34200286865234,93.54648645195182,77.1083344111247,54.90446331999475,54.0
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,2632,41293.0,17.530000686645508,77.00585884833183,76.50207334585582,75.88092918390856,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,279,32945.0,119.87200164794922,76.40006463079658,?,49.32848585169709,0
GMSC,OzaBagExecutorMAXChunk,25,4,2000,452,53910.0,119.9020004272461,93.30764785205162,72.08657981583397,51.48470939467234,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,1957,150000.0,76.89199829101562,93.3244414804935,72.89639278557114,50.61104029485142,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,2000,92,10800.0,119.99800109863281,59.80681818181818,60.35418515369801,57.8108619685498,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,50,450,32950.0,121.48500061035156,64.98480243161094,62.40038584912407,60.721107966021336,0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,2455,150000.0,61.29999923706055,93.36923076923077,75.5,51.3,
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,50,2029,43054.0,22.408000946044922,79.54608873593155,79.43636819860967,78.41854900243695,0
airlines,OzaBagAdwinExecutorMAXChunk,25,4,500,44,4800.0,119.98300170898438,66.76744186046511,59.66706067769898,54.78085825028089,0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,491,58702.0,119.9219970703125,93.37479811690321,75.0,51.5,
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,293,34687.0,119.96099853515625,79.87989721973612,64.3310753403756,61.35178966771022,0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,500,380,45500.0,120.33100128173828,76.38444444444444,54.08467379717511,?,0
GMSC,LBagExecutorMAXChunk,25,4,2000,167,19767.0,119.81400299072266,93.42601452130353,69.52790739076971,52.45824225537687,0.0
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,50,14,1200.0,120.33300018310547,75.39130434782608,58.172100008834704,54.52222222222222,0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,377,44500.0,120.33699798583984,78.375,?,51.36862270666091,0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,2000,457,54509.0,119.90299987792969,93.38018244491421,75.9,51.6,
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,2515,38639.0,18.211999893188477,74.76732443571058,74.13221788427616,73.59468145129361,0
airlines,LBagExecutorMAXChunk,25,4,50,15,1800.0,120.16200256347656,72.97142857142858,57.85752531152648,54.61619026682324,0.0
elecNormNew,OzaBagExecutorMAXChunk,25,4,2000,1397,43652.0,32.51599884033203,75.35532507442619,?,49.73160707397632,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,500,752,34000.0,120.24800109863281,65.56716417910448,62.516746666973624,60.709245404091575,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,500,126,14976.0,120.00399780273438,93.47886156396795,71.4393641542743,51.52546083690478,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,554,62500.0,120.10399627685547,81.56612903225806,49.053447357954255,44.969785521829444,0
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,500,170,9000.0,125.76599884033203,64.85882352941177,64.25711091031661,60.611310987783426,0
airlines,OzaBagExecutorMAXChunk,25,4,500,581,25500.0,132.42300415039062,63.42,61.14918064181525,59.82299816948844,0
airlines,OzaBagExecutorMAXChunk,25,4,500,116,13780.0,120.0009994506836,61.89006024096385,61.932777633219985,59.899937845951776,0
GMSC,OzaBagExecutorMAXChunk,25,4,50,3540,149708.0,42.53099822998047,93.44104558393136,77.99869449593038,52.23880365873019,0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,500,481,57500.0,120.48699951171875,93.43508771929825,78.42840659700553,52.333013040764456,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,50,77,8986.0,120.00399780273438,80.28200537153089,80.10046935605841,79.33255755772282,0
GMSC,LBagExecutorMAXChunk,25,4,50,135,16174.0,120.00900268554688,93.42594889605557,67.17089500726776,51.85847714338168,0.0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,527,60100.0,120.03800201416016,86.54954204829309,65.11849438489854,62.92697675591853,0
GMSC,OzaBagASHTExecutorMAXChunk,25,4,50,2077,150000.0,72.46600341796875,93.35778592864288,75.7,51.6,
airlines,OzaBagAdwinExecutorMAXChunk,25,4,500,403,45500.0,120.5,67.29777777777778,63.401059679973116,60.4496542008899,0
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,50,130,10200.0,120.18000030517578,65.53694581280787,64.66629838115668,62.207256060568284,0
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,144,8000.0,124.71099853515625,60.983333333333334,61.23084937425398,57.67475895656455,0
airlines,OzaBagAdwinExecutorMAXChunk,25,4,50,228,26955.0,119.93000030517578,67.3480765656941,65.76230435384261,62.64542419578745,0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,718,42381.0,63.40800094604492,77.85153172082806,77.683151217315,76.68707366017738,0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,70,8400.0,120.19200134277344,61.72455089820359,?,?,0
airlines,LBagExecutorMAXChunk,25,4,500,153,8000.0,169.39700317382812,61.45333333333334,58.761755111918546,56.07916941312576,13.0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,73,8000.0,120.98799896240234,44.583333333333336,?,?,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,391,46722.0,119.94499969482422,93.42218032224888,74.64402699696817,52.86723230438224,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,125,14975.0,119.81400299072266,93.48073701842546,70.21570610043814,51.99972053848057,0
GMSC,OzaBagExecutorMAXChunk,25,4,500,466,55707.0,119.88700103759766,93.41387867480573,75.61004329272393,52.782693204387975,0
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,50,159,8400.0,120.01899719238281,65.97604790419162,64.87767929272493,60.671780505350114,0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,286,34000.0,121.5719985961914,93.475,75.2568192158956,51.95218778060999,0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,61,7200.0,120.39700317382812,67.27272727272727,?,?,0
GMSC,LBagExecutorMAXChunk,25,4,500,1482,149380.0,101.63300323486328,93.49946265448683,76.48219707034447,54.305348474117075,215.0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,353,40000.0,121.94100189208984,75.60263157894737,?,?,0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,41,4800.0,119.98400115966797,80.16279069767441,79.50392019663778,78.10566139895595,0
GMSC,LBagExecutorMAXChunk,25,4,50,675,80800.0,120.00199890136719,93.40928792569659,73.3212980271033,52.849851819407824,764.0
airlines,LBagExecutorMAXChunk,25,4,500,17,1800.0,119.94999694824219,71.92307692307692,56.9904181184669,53.83378749163186,0.0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,397,47321.0,119.94000244140625,74.49221503171654,?,?,0
GMSC,OzaBagExecutorMAXChunk,25,4,2000,4068,133214.0,37.09000015258789,93.50526620634993,77.70243466962879,53.94753844414315,0
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,500,94,8500.0,127.48799896240234,64.2375,63.33677597007934,59.451628742994124,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,955,46000.0,121.25800323486328,93.46363636363635,75.44299324713396,53.110136106697006,0
airlines,OzaBagAdwinExecutorMAXChunk,25,4,2000,554,30000.0,128.55499267578125,63.71071428571429,60.704590330368035,59.20802971296452,0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,50,549,65050.0,120.00800323486328,83.37538461538462,62.63519899904384,61.708623338975265,0
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,50,17,1800.0,120.61900329589844,75.2,60.85892833399813,53.6491816932346,0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,2000,306,36000.0,120.96600341796875,65.54411764705883,46.51594256934481,?,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,2689,39039.0,17.309999465942383,77.01808557565064,76.34112461156275,76.11474572787382,0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,500,76,8986.0,120.0009994506836,54.48974781993873,?,?,0
covtypeNorm,LBagExecutorMAXChunk,25,4,50,44,4800.0,120.20500183105469,70.90526315789474,59.02706553666125,?,80.0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,261,31148.0,119.88200378417969,80.35243424014406,80.55127578370815,78.89591727305434,0
airlines,StreamingRandomPatchesExecutorMAXChunk,25,4,50,88,8200.0,120.42500305175781,65.60736196319019,64.05296680089411,60.222289802649385,0
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,338,40133.0,119.9739990234375,80.79734550807075,80.69928269459245,79.60121503832485,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,2000,461,12000.0,152.3699951171875,60.47,61.00906293805064,59.09931119042666,0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,500,53,6000.0,120.55000305175781,93.69090909090909,62.74258443042472,50.75638394892841,0
airlines,AdaptiveRandomForestExecutorMAXChunk,25,4,500,16,1800.0,119.95600128173828,73.76923076923076,61.62018665898158,56.589852626417866,0
covtypeNorm,LBagExecutorMAXChunk,25,4,500,255,30500.0,120.37999725341797,73.81333333333333,56.31162514821416,?,61.0
elecNormNew,AdaptiveRandomForestExecutorMAXChunk,25,4,500,399,45209.0,114.89600372314453,78.11178957256928,?,51.35268985693612,0
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,528,57248.0,119.96600341796875,79.58659136982334,37.58762126658479,30.884461802863278,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,50,1129,134500.0,120.01300048828125,93.58571959836371,77.06521329016019,54.689552357188646,0
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,235,28000.0,122.27200317382812,64.69615384615385,48.66090327653677,?,15.0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,500,378,44925.0,119.91699981689453,73.38660664040518,51.62392070353597,?,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,298,35341.0,119.88500213623047,76.69986510146092,?,49.66590424954369,0
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,2000,551,64000.0,121.25399780273438,78.28548387096774,47.311666046207144,?,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,50,1309,45312.0,34.801998138427734,79.30935442534577,79.03088857036586,78.32979110044118,0
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,500,1135,135000.0,120.19400024414062,93.55167286245353,76.52818413813,54.6511679436694,0
covtypeNorm,LBagExecutorMAXChunk,25,4,500,460,54500.0,120.00800323486328,83.50740740740741,58.05701878876122,53.7962971239861,109.0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,57,6600.0,119.98799896240234,93.69565217391305,62.58180628272252,50.752848881985145,0
airlines,LBagExecutorMAXChunk,25,4,50,136,9850.0,120.25800323486328,61.755102040816325,59.85034077092779,57.83305480272887,156.0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,1494,45002.0,30.643999099731445,77.12911779245877,76.89278724707617,75.87780057556822,0
GMSC,LBagExecutorMAXChunk,25,4,2000,836,100000.0,121.83399963378906,93.46122448979591,75.60692326188514,53.982487406040924,3.0
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,50,350,41930.0,119.94999694824219,75.77363896848138,55.37925293029841,?,0
airlines,OzaBagASHTExecutorMAXChunk,25,4,2000,831,32000.0,122.40599822998047,63.7,61.36188902577333,59.943318765770684,0
covtypeNorm,OzaBagExecutorMAXChunk,25,4,50,629,74550.0,120.0250015258789,81.46308724832215,57.59235327172737,58.80282935832841,0
covtypeNorm,StreamingRandomPatchesExecutorMAXChunk,25,4,50,147,17371.0,119.99199676513672,77.12603198429652,65.54655250563523,?,0
GMSC,LBagExecutorMAXChunk,25,4,500,164,19168.0,119.81400299072266,93.5504606813799,71.51133291965215,52.3183525758531,0.0
airlines,OzaBagASHTExecutorMAXChunk,25,4,50,90,10800.0,120.16899871826172,63.61860465116279,62.89670329670329,59.77155598589577,0
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,3523,149035.0,42.74700164794922,93.31811927375239,76.2070416509774,50.06203734680956,0
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,292,34742.0,119.88600158691406,76.88511185094329,77.26366940402323,74.9339244381415,0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,500,267,31747.0,119.84700012207031,93.54178001088104,75.91403763917393,51.74669640450008,0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,62,7200.0,120.09300231933594,93.66433566433567,63.56225181032469,50.48343111864262,0
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,1411,42404.0,32.38100051879883,75.5940005940006,75.17317737495894,74.50317834831166,0
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,514,60000.0,120.39900207519531,93.38275862068966,76.2011330716739,52.111841108206214,0
airlines,OzaBagExecutorMAXChunk,25,4,50,536,25200.0,122.71099853515625,63.8727634194831,61.577839767356934,60.29727986238038,0
GMSC,LBagExecutorMAXChunk,25,4,500,823,98000.0,120.06600189208984,93.45743589743589,75.09645871566536,53.923534345344635,3.0
