dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate
elecNormNew,OzaBagExecutorMAXChunk,25,4,500,471,45312.0,96.66000366210938,647.0,468.7771301269531
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,98,11381.0,119.81300354003906,14211.0,94.98969268798828
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,50,11,1200.0,120.09700012207031,2651.0,9.991923332214355
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,83,9500.0,120.0770034790039,4188.0,79.11589813232422
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,54,6000.0,123.3030014038086,25432.0,48.66061782836914
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,162,19168.0,119.80899810791016,8609.0,159.98797607421875
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,11,1200.0,119.9469985961914,25640.0,10.00441837310791
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,345,40500.0,120.57499694824219,1465.0,335.8905334472656
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,2000,410,45312.0,110.7020034790039,2945.0,409.3150939941406
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,286,33204.0,119.87699890136719,1420.0,276.9839172363281
covtypeNorm,LBagExecutorMAXChunk,25,4,2000,74,8000.0,120.11000061035156,20633.0,66.6056137084961
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,40,4800.0,119.97200012207031,26174.0,40.009334564208984
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,288,34000.0,120.65399932861328,4917.0,281.79754638671875
elecNormNew,LBagExecutorMAXChunk,25,4,2000,273,32346.0,119.86499786376953,4954.0,269.85357666015625
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,500,46,5400.0,119.97699737548828,6542.0,45.008628845214844
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,50,263,31148.0,119.90599822998047,147.0,259.7701721191406
