dataset,algorithm,ensemble_size,cores,batch_size,inc_rate,instances,time,delay,out_rate,acc
airlines,OzaBagExecutorMAXChunk,25,4,50,170,26700.0,600.614013671875,745.0,44.454505920410156,64.08255159474672
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,25,251,33426.0,599.510009765625,255.0,55.755531311035156,72.94991167929103
elecNormNew,OzaBagExecutorMAXChunk,25,4,25,1664,45312.0,197.22799682617188,61.0,229.7442626953125,79.45768101221101
covtypeNorm,AdaptiveRandomForestExecutorMAXChunk,25,4,500,207,31668.0,599.3189697265625,5340.0,52.8399772644043,69.40451745379876
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,500,169,26699.0,599.31298828125,6596.0,44.54934310913086,79.49540058780869
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,500,1496,45312.0,119.0979995727539,774.0,380.45977783203125,77.222618941355
GMSC,OzaBagAdwinExecutorMAXChunk,25,4,50,1709,150000.0,435.5050048828125,82.0,344.427734375,93.3457819273091
GMSC,StreamingRandomPatchesExecutorMAXChunk,25,4,50,295,57121.0,599.35302734375,306.0,95.30443572998047,93.44500709642375
covtypeNorm,OzaBagAdwinExecutorMAXChunk,25,4,500,283,38018.0,599.875,4770.0,63.37653732299805,73.24750786289248
GMSC,OzaBagASHTExecutorMAXChunk,25,4,500,2263,150000.0,220.27099609375,444.0,680.9793701171875,93.36722408026756
elecNormNew,OzaBagASHTExecutorMAXChunk,25,4,25,1496,45312.0,202.39599609375,64.0,223.87794494628906,80.20844834058339
covtypeNorm,OzaBagASHTExecutorMAXChunk,25,4,2000,251,37832.0,599.3070068359375,19097.0,63.126243591308594,66.30107166778299
elecNormNew,OzaBagAdwinExecutorMAXChunk,25,4,2000,1208,45312.0,133.0989990234375,3324.0,340.4383239746094,76.79857776135944
GMSC,AdaptiveRandomForestExecutorMAXChunk,25,4,2000,540,99010.0,599.35400390625,7160.0,165.19451904296875,93.48933099680445
elecNormNew,StreamingRandomPatchesExecutorMAXChunk,25,4,2000,169,27041.0,599.2960205078125,25202.0,45.121273040771484,77.45297711752725
